,Abercrombie Limbo,What A Team,Tristars Pet,Our Ultimate Ruby,Torque No Fear,Mister Cracker,Getaloadacam,Wellsaidmylady,Out Of Dodge,Crankhandle
11-01-2023 20:04:08.743939,"(3.6, 4.6, 4.42)","(91.0, 110.0, 95.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 33.333333333333336)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.822222222222223)","(4.0, 5.9, 5.550000000000001)","(21.0, 32.0, 30.285714285714285)"
11-01-2023 20:04:10.267389,"(3.6, 4.6, 4.42)","(91.0, 110.0, 95.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 34.0)","(26.0, 30.0, 28.5)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.822222222222223)","(4.0, 5.9, 5.550000000000001)","(21.0, 32.0, 30.285714285714285)"
11-01-2023 20:04:11.807340,"(3.6, 4.6, 4.42)","(91.0, 110.0, 95.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 34.0)","(26.0, 30.0, 28.0)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.0, 8.76)","(4.0, 5.9, 5.45)","(21.0, 32.0, 30.0)"
11-01-2023 20:04:13.274139,"(3.6, 4.6, 4.35)","(91.0, 110.0, 95.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 34.0)","(26.0, 32.0, 28.0)","(5.0, 6.4, 5.707692307692308)","(5.0, 9.0, 8.733333333333333)","(4.0, 5.9, 5.45)","(21.0, 32.0, 30.0)"
11-01-2023 20:04:14.721752,"(3.6, 4.6, 4.35)","(91.0, 110.0, 105.71428571428572)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 34.0)","(26.0, 32.0, 29.0)","(5.0, 6.4, 5.685714285714286)","(5.0, 9.0, 8.55)","(4.0, 5.9, 5.45)","(21.0, 32.0, 30.88888888888889)"
11-01-2023 20:04:16.247016,"(3.6, 4.6, 4.35)","(91.0, 110.0, 105.71428571428572)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.0)","(31.0, 46.0, 38.72727272727273)","(26.0, 32.0, 28.80952380952381)","(5.0, 6.4, 5.707692307692308)","(5.0, 9.0, 8.85)","(4.0, 5.9, 5.45)","(21.0, 32.0, 30.88888888888889)"
11-01-2023 20:04:17.746730,"(3.6, 4.6, 4.42)","(91.0, 110.0, 215.0)","(101.0, 170.0, 162.5)","(4.2, 7.6, 7.088888888888889)","(31.0, 46.0, 37.55555555555556)","(26.0, 30.0, 28.91304347826087)","(5.0, 6.4, 5.707692307692308)","(5.0, 9.0, 8.894117647058824)","(4.0, 5.9, 5.457142857142857)","(21.0, 32.0, 30.88888888888889)"
11-01-2023 20:04:19.221018,"(3.6, 4.6, 4.42)","(91.0, 230.0, 175.71428571428572)","(101.0, 170.0, 162.5)","(4.2, 8.2, 7.072727272727273)","(31.0, 46.0, 34.0)","(26.0, 30.0, 27.5)","(5.0, 6.4, 5.7125)","(5.0, 9.0, 8.8)","(4.0, 6.4, 5.3999999999999995)","(21.0, 32.0, 28.5)"
11-01-2023 20:04:20.678754,"(3.6, 4.6, 4.42)","(91.0, 210.0, 140.0)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.072727272727273)","(31.0, 46.0, 37.0)","(26.0, 29.0, 27.5)","(5.0, 6.4, 5.7125)","(5.0, 9.0, 8.8)","(4.0, 6.4, 5.3999999999999995)","(21.0, 32.0, 30.0)"
11-01-2023 20:04:22.181763,"(3.6, 4.6, 4.42)","(91.0, 210.0, 161.42857142857144)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.072727272727273)","(31.0, 46.0, 40.0)","(26.0, 29.0, 27.5)","(5.0, 6.4, 5.7125)","(5.0, 9.0, 8.8)","(4.0, 6.4, 5.3999999999999995)","(21.0, 32.0, 30.25)"
11-01-2023 20:04:23.704260,"(3.6, 4.6, 4.42)","(91.0, 190.0, 131.66666666666669)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.1000000000000005)","(31.0, 46.0, 33.333333333333336)","(26.0, 29.0, 29.5)","(5.0, 6.4, 5.7125)","(5.0, 9.0, 8.8)","(4.0, 6.2, 5.533333333333333)","(21.0, 32.0, 30.25)"
11-01-2023 20:04:25.206343,"(3.6, 4.6, 4.4941176470588236)","(91.0, 190.0, 156.66666666666669)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.1000000000000005)","(31.0, 46.0, 33.333333333333336)","(26.0, 30.0, 28.91304347826087)","(5.0, 6.4, 5.7125)","(5.0, 9.0, 8.8)","(4.0, 6.0, 5.416666666666666)","(21.0, 32.0, 30.25)"
11-01-2023 20:04:26.697641,"(3.6, 4.6, 4.4941176470588236)","(91.0, 170.0, 127.5)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.1000000000000005)","(31.0, 46.0, 33.333333333333336)","(26.0, 30.0, 28.6)","(5.0, 6.4, 5.614285714285714)","(5.0, 9.0, 8.8)","(4.0, 6.0, 5.416666666666666)","(21.0, 32.0, 29.666666666666668)"
11-01-2023 20:04:28.497877,"(3.6, 4.6, 4.442105263157894)","(91.0, 170.0, 112.85714285714286)","(101.0, 170.0, 162.5)","(4.2, 7.4, 6.800000000000001)","(31.0, 46.0, 37.0)","(26.0, 29.0, 27.5)","(5.0, 6.4, 5.623529411764706)","(5.0, 9.0, 8.963636363636363)","(4.0, 6.0, 5.416666666666666)","(21.0, 32.0, 29.0)"
11-01-2023 20:04:30.251283,"(3.6, 4.6, 4.442105263157894)","(91.0, 170.0, 112.85714285714286)","(101.0, 170.0, 162.5)","(4.2, 7.4, 6.800000000000001)","(31.0, 46.0, 37.0)","(26.0, 29.0, 26.857142857142858)","(5.0, 6.4, 5.623529411764706)","(5.0, 9.0, 8.96)","(4.0, 6.0, 5.416666666666666)","(21.0, 40.0, 36.5)"
11-01-2023 20:04:32.113391,"(3.6, 4.6, 4.442105263157894)","(91.0, 170.0, 130.0)","(101.0, 170.0, 162.5)","(4.2, 7.4, 6.800000000000001)","(31.0, 46.0, 37.0)","(26.0, 29.0, 27.2)","(5.0, 6.4, 5.95)","(5.0, 9.0, 8.9)","(4.0, 6.0, 5.416666666666666)","(21.0, 36.0, 34.57142857142857)"
11-01-2023 20:04:33.847321,"(3.6, 4.6, 4.746666666666666)","(91.0, 150.0, 109.375)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.04)","(31.0, 46.0, 36.0)","(26.0, 29.0, 28.88888888888889)","(5.0, 6.2, 5.542857142857143)","(5.0, 9.0, 9.0)","(4.0, 6.0, 5.475)","(21.0, 36.0, 34.0)"
11-01-2023 20:04:35.719340,"(3.6, 4.8, 4.66)","(91.0, 150.0, 109.375)","(101.0, 170.0, 162.5)","(4.2, 7.4, 7.0)","(31.0, 46.0, 34.3)","(26.0, 32.0, 29.411764705882355)","(5.0, 6.4, 5.833333333333333)","(5.0, 9.2, 8.984615384615385)","(4.0, 6.0, 5.475)","(21.0, 40.0, 37.2)"
11-01-2023 20:04:37.448777,"(3.6, 4.8, 4.58)","(101.0, 150.0, 105.625)","(101.0, 170.0, 143.75)","(4.2, 7.4, 7.0)","(31.0, 100.0, 47.14285714285714)","(26.0, 30.0, 26.857142857142858)","(5.0, 6.2, 5.833333333333333)","(5.0, 9.2, 9.181818181818182)","(4.0, 6.0, 5.475)","(21.0, 40.0, 32.22222222222222)"
11-01-2023 20:04:39.076191,"(3.6, 4.7, 4.5625)","(101.0, 140.0, 101.875)","(101.0, 170.0, 134.0)","(4.2, 7.4, 6.95)","(31.0, 95.0, 69.6)","(26.0, 29.0, 27.6)","(5.0, 6.2, 5.564285714285714)","(5.0, 9.2, 9.177777777777777)","(4.0, 6.0, 5.175000000000001)","(21.0, 38.0, 35.0)"
11-01-2023 20:04:40.718678,"(3.6, 4.9, 4.5249999999999995)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.95)","(31.0, 80.0, 47.4)","(26.0, 28.0, 27.166666666666668)","(5.0, 6.4, 5.5)","(5.0, 9.2, 9.177777777777777)","(4.0, 6.0, 5.175000000000001)","(21.0, 36.0, 32.0)"
11-01-2023 20:04:42.255957,"(3.6, 4.6, 4.5249999999999995)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.95)","(31.0, 75.0, 40.714285714285715)","(26.0, 28.0, 27.6)","(5.0, 6.4, 5.564285714285714)","(5.0, 9.2, 9.16)","(4.0, 6.0, 5.175000000000001)","(21.0, 36.0, 30.8)"
11-01-2023 20:04:43.824781,"(3.6, 4.6, 4.5249999999999995)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.800000000000001)","(31.0, 70.0, 40.714285714285715)","(26.0, 28.0, 27.166666666666668)","(5.0, 6.4, 5.638461538461539)","(5.0, 9.4, 9.16)","(4.0, 6.0, 5.175000000000001)","(21.0, 34.0, 30.8)"
11-01-2023 20:04:45.367485,"(3.6, 4.6, 4.42)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 70.0, 40.714285714285715)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.764705882352941)","(5.0, 9.4, 9.067924528301887)","(4.0, 6.0, 5.175000000000001)","(21.0, 34.0, 30.8)"
11-01-2023 20:04:46.827601,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 70.0, 51.07692307692308)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.32)","(5.0, 9.6, 9.057692307692308)","(4.0, 6.0, 5.45)","(21.0, 34.0, 30.8)"
11-01-2023 20:04:48.278531,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 70.0, 35.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.6, 9.057692307692308)","(4.0, 6.0, 5.371428571428572)","(21.0, 34.0, 30.8)"
11-01-2023 20:04:49.852958,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 65.0, 35.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.6, 9.297142857142857)","(4.0, 6.0, 5.371428571428572)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:51.396108,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 65.0, 35.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.8, 9.297142857142857)","(4.0, 6.0, 5.371428571428572)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:52.915791,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 60.0, 35.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.8, 9.213333333333333)","(4.0, 6.0, 5.6)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:54.410400,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 60.0, 35.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.8, 9.36923076923077)","(4.0, 6.0, 5.6)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:55.881745,"(3.6, 4.6, 4.35)","(101.0, 130.0, 107.5)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.057142857142857)","(31.0, 60.0, 40.625)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.6, 9.3)","(4.0, 6.0, 5.6)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:57.376053,"(3.6, 4.6, 4.35)","(101.0, 130.0, 107.5)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 47.0)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.3090909090909095)","(5.0, 9.4, 9.114285714285714)","(4.0, 6.0, 5.677777777777778)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:04:58.905510,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 132.5)","(4.2, 7.4, 6.92)","(31.0, 65.0, 49.66666666666667)","(26.0, 28.0, 27.4375)","(5.0, 6.4, 5.333333333333334)","(5.0, 9.4, 9.378260869565217)","(4.0, 5.9, 5.65)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:00.397794,"(3.6, 4.6, 4.35)","(101.0, 130.0, 106.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 37.85714285714286)","(26.0, 28.0, 29.333333333333332)","(5.0, 6.4, 5.325)","(5.0, 9.4, 9.36734693877551)","(4.0, 5.9, 5.3)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:01.887817,"(3.6, 4.6, 4.35)","(101.0, 130.0, 116.66666666666667)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 33.57142857142857)","(26.0, 32.0, 28.64)","(5.0, 6.2, 5.6)","(5.0, 9.4, 9.386363636363637)","(4.0, 5.9, 5.3)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:03.394794,"(3.6, 4.6, 4.4375)","(101.0, 120.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 43.18181818181819)","(26.0, 32.0, 28.46666666666667)","(5.0, 6.2, 5.54)","(5.0, 9.4, 9.386363636363637)","(4.0, 5.9, 5.316666666666666)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:04.904382,"(3.6, 4.5, 4.4375)","(101.0, 120.0, 100.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 41.5)","(26.0, 29.0, 26.571428571428573)","(5.0, 5.9, 5.6)","(5.0, 9.4, 9.386363636363637)","(4.0, 5.9, 5.3)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:06.379304,"(3.6, 4.5, 4.4375)","(101.0, 120.0, 91.25)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 41.5)","(26.0, 28.0, 26.571428571428573)","(5.0, 5.9, 5.766666666666667)","(5.0, 9.4, 9.902857142857144)","(4.0, 5.9, 5.316666666666666)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:07.871606,"(3.6, 4.5, 4.369230769230769)","(101.0, 110.0, 91.25)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.92)","(31.0, 60.0, 41.5)","(26.0, 28.0, 26.571428571428573)","(5.0, 5.9, 5.78)","(5.0, 10.0, 9.76551724137931)","(4.0, 5.9, 4.966666666666667)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:09.355961,"(3.6, 4.6, 4.369230769230769)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.133333333333334)","(31.0, 60.0, 41.5)","(26.0, 28.0, 26.571428571428573)","(5.0, 5.9, 5.463636363636364)","(5.0, 10.0, 9.951020408163265)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:10.893042,"(3.6, 4.6, 4.4125)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 7.133333333333334)","(31.0, 60.0, 41.5)","(26.0, 28.0, 26.571428571428573)","(5.0, 5.9, 5.463636363636364)","(5.0, 10.0, 9.836363636363636)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:12.348535,"(3.6, 4.6, 4.4125)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.9714285714285715)","(31.0, 60.0, 41.5)","(26.0, 28.0, 28.64)","(5.0, 5.9, 5.463636363636364)","(5.0, 10.0, 9.836363636363636)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:13.809792,"(3.6, 4.6, 4.4125)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.9714285714285715)","(31.0, 60.0, 47.0)","(26.0, 32.0, 26.857142857142858)","(5.0, 5.9, 5.6)","(5.0, 10.0, 9.7)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:15.322100,"(3.6, 4.6, 4.4125)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.800000000000001)","(31.0, 55.0, 39.2)","(21.0, 32.0, 27.857142857142858)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.811764705882354)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:16.754234,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 95.0)","(101.0, 170.0, 128.0)","(4.2, 7.4, 6.800000000000001)","(31.0, 50.0, 35.46153846153847)","(21.0, 30.0, 27.857142857142858)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 5.05)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:18.195728,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 95.0)","(101.0, 170.0, 285.7142857142857)","(4.2, 7.4, 7.1)","(31.0, 50.0, 35.14285714285714)","(21.0, 30.0, 27.857142857142858)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:19.693748,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 95.0)","(101.0, 750.0, 425.0)","(4.2, 7.8, 6.725)","(31.0, 50.0, 39.05263157894737)","(21.0, 30.0, 27.857142857142858)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 20:05:21.195226,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 95.0)","(101.0, 740.0, 548.5714285714286)","(4.2, 7.6, 7.25)","(31.0, 50.0, 30.0)","(21.0, 30.0, 27.5)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 5.05)","(21.0, 34.0, 35.333333333333336)"
11-01-2023 20:05:22.621898,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 95.0)","(101.0, 720.0, 548.5714285714286)","(4.2, 7.4, 7.066666666666667)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 26.857142857142858)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 40.0, 36.285714285714285)"
11-01-2023 20:05:24.141457,"(3.6, 4.6, 4.322222222222222)","(101.0, 110.0, 313.33333333333337)","(101.0, 720.0, 415.0)","(4.2, 7.4, 6.800000000000001)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 27.2)","(5.0, 5.7, 5.433333333333334)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 40.0, 36.57142857142857)"
11-01-2023 20:05:25.698909,"(3.6, 4.6, 4.369230769230769)","(101.0, 380.0, 323.33333333333337)","(101.0, 710.0, 323.33333333333337)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 27.2)","(5.0, 5.7, 5.2785714285714285)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 40.0, 36.57142857142857)"
11-01-2023 20:05:27.208440,"(3.6, 4.6, 4.369230769230769)","(101.0, 390.0, 315.55555555555554)","(101.0, 690.0, 532.8571428571429)","(4.2, 7.2, 6.9)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 27.2)","(5.0, 5.6, 5.2785714285714285)","(5.0, 10.0, 9.854545454545454)","(4.0, 5.3, 4.98)","(21.0, 40.0, 33.45454545454545)"
11-01-2023 20:05:29.024265,"(3.6, 4.6, 4.369230769230769)","(101.0, 380.0, 315.55555555555554)","(101.0, 690.0, 532.8571428571429)","(4.2, 7.4, 6.9)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 27.2)","(5.0, 5.6, 5.2785714285714285)","(5.0, 10.0, 9.929411764705883)","(4.0, 5.3, 4.98)","(21.0, 38.0, 30.8)"
11-01-2023 20:05:30.652070,"(3.6, 4.6, 4.369230769230769)","(101.0, 380.0, 286.0)","(101.0, 690.0, 235.71428571428572)","(4.2, 7.4, 6.9714285714285715)","(31.0, 50.0, 35.714285714285715)","(21.0, 29.0, 29.333333333333332)","(5.0, 5.6, 5.4125)","(5.0, 10.0, 9.911111111111111)","(4.0, 5.3, 4.66)","(21.0, 38.0, 30.8)"
11-01-2023 20:05:32.153470,"(3.6, 4.6, 4.369230769230769)","(101.0, 370.0, 284.44444444444446)","(101.0, 690.0, 326.66666666666663)","(4.2, 7.2, 6.892307692307693)","(31.0, 50.0, 37.5)","(21.0, 32.0, 27.857142857142858)","(5.0, 5.6, 5.4125)","(5.0, 10.0, 9.911111111111111)","(4.0, 5.2, 4.766666666666667)","(21.0, 38.0, 34.625)"
11-01-2023 20:05:33.649686,"(3.6, 4.6, 4.35)","(101.0, 340.0, 284.44444444444446)","(101.0, 660.0, 326.66666666666663)","(4.2, 7.2, 6.800000000000001)","(31.0, 50.0, 34.375)","(21.0, 30.0, 29.333333333333332)","(5.0, 5.6, 5.2785714285714285)","(5.0, 10.0, 9.905882352941177)","(4.0, 5.1, 4.699999999999999)","(21.0, 38.0, 35.42857142857143)"
11-01-2023 20:05:35.074295,"(3.6, 4.6, 4.35)","(101.0, 340.0, 261.1111111111111)","(101.0, 660.0, 320.0)","(4.2, 7.2, 6.800000000000001)","(31.0, 50.0, 34.375)","(21.0, 32.0, 27.2)","(5.0, 5.6, 5.2785714285714285)","(5.0, 10.0, 9.866666666666667)","(4.0, 5.1, 4.654545454545454)","(21.0, 38.0, 35.42857142857143)"
11-01-2023 20:05:36.537135,"(3.6, 4.6, 4.35)","(101.0, 310.0, 266.0)","(101.0, 640.0, 495.71428571428567)","(4.2, 7.2, 6.800000000000001)","(31.0, 50.0, 34.375)","(21.0, 32.0, 28.0)","(5.0, 5.6, 5.35)","(5.0, 10.0, 9.84)","(4.0, 5.2, 4.766666666666667)","(21.0, 38.0, 35.42857142857143)"
11-01-2023 20:05:37.985230,"(3.6, 4.6, 4.35)","(101.0, 310.0, 258.0)","(101.0, 630.0, 488.57142857142856)","(4.2, 7.2, 6.771428571428571)","(31.0, 50.0, 34.375)","(21.0, 32.0, 28.0)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.1, 5.223076923076923)","(21.0, 38.0, 35.42857142857143)"
11-01-2023 20:05:39.444294,"(3.6, 4.6, 4.35)","(101.0, 300.0, 152.22222222222223)","(101.0, 620.0, 201.66666666666669)","(4.2, 7.2, 6.771428571428571)","(31.0, 50.0, 34.375)","(21.0, 32.0, 28.0)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.5, 5.12)","(21.0, 38.0, 35.42857142857143)"
11-01-2023 20:05:40.902982,"(3.6, 4.6, 4.35)","(101.0, 170.0, 152.22222222222223)","(101.0, 210.0, 201.66666666666669)","(4.2, 7.2, 6.575)","(31.0, 50.0, 33.57142857142857)","(21.0, 32.0, 28.8)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.4, 4.963636363636364)","(21.0, 38.0, 34.4)"
11-01-2023 20:05:42.414347,"(3.6, 4.6, 4.35)","(101.0, 170.0, 152.22222222222223)","(101.0, 210.0, 201.66666666666669)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 34.285714285714285)","(21.0, 32.0, 28.8)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.4, 4.963636363636364)","(21.0, 38.0, 32.666666666666664)"
11-01-2023 20:05:43.872677,"(3.6, 4.6, 4.35)","(101.0, 170.0, 152.22222222222223)","(101.0, 210.0, 201.66666666666669)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 34.285714285714285)","(21.0, 32.0, 28.8)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.4, 5.08)","(21.0, 38.0, 32.666666666666664)"
11-01-2023 20:05:45.368351,"(3.6, 4.6, 4.7)","(101.0, 170.0, 152.22222222222223)","(101.0, 210.0, 201.66666666666669)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 33.57142857142857)","(21.0, 32.0, 28.8)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.84)","(4.0, 5.4, 5.08)","(21.0, 38.0, 32.666666666666664)"
11-01-2023 20:05:46.774815,"(3.6, 4.9, 4.266666666666667)","(101.0, 170.0, 132.5)","(101.0, 210.0, 192.0)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 37.77777777777778)","(21.0, 32.0, 28.0)","(5.0, 5.5, 5.242857142857143)","(5.0, 10.0, 9.822222222222223)","(4.0, 5.4, 5.114285714285715)","(21.0, 38.0, 31.333333333333332)"
11-01-2023 20:05:48.238381,"(3.6, 4.8, 4.4)","(101.0, 170.0, 142.0)","(101.0, 210.0, 192.5)","(4.2, 7.2, 6.628571428571429)","(31.0, 50.0, 41.333333333333336)","(21.0, 32.0, 28.0)","(5.0, 5.5, 5.2875)","(5.0, 10.0, 9.822222222222223)","(4.0, 5.4, 5.011111111111111)","(21.0, 38.0, 28.5)"
11-01-2023 20:05:49.694596,"(3.6, 4.7, 4.536363636363636)","(101.0, 170.0, 154.44444444444446)","(101.0, 210.0, 180.0)","(4.2, 7.2, 6.628571428571429)","(31.0, 48.0, 40.0)","(21.0, 32.0, 28.0)","(5.0, 5.4, 5.2875)","(5.0, 10.0, 9.822222222222223)","(4.0, 5.4, 5.114285714285715)","(21.0, 34.0, 28.5)"
11-01-2023 20:05:51.308434,"(3.6, 4.7, 4.55)","(101.0, 170.0, 154.44444444444446)","(101.0, 210.0, 207.5)","(4.2, 7.2, 6.628571428571429)","(31.0, 46.0, 37.0)","(21.0, 32.0, 29.333333333333332)","(5.0, 5.4, 5.2875)","(5.0, 10.0, 9.822222222222223)","(4.0, 5.4, 5.114285714285715)","(21.0, 34.0, 30.857142857142858)"
11-01-2023 20:05:52.944971,"(3.6, 4.7, 4.46)","(101.0, 170.0, 154.44444444444446)","(101.0, 210.0, 416.0)","(4.2, 7.2, 6.628571428571429)","(31.0, 46.0, 34.0)","(21.0, 32.0, 28.5)","(5.0, 5.4, 5.2875)","(5.0, 10.0, 9.905882352941177)","(4.0, 5.3, 5.2299999999999995)","(21.0, 32.0, 30.857142857142858)"
11-01-2023 20:05:54.468197,"(3.6, 4.7, 4.46)","(101.0, 170.0, 154.44444444444446)","(101.0, 560.0, 464.44444444444446)","(4.4, 7.2, 6.628571428571429)","(26.0, 46.0, 33.142857142857146)","(21.0, 30.0, 28.5)","(4.8, 5.4, 5.2875)","(5.5, 10.0, 9.905882352941177)","(4.0, 5.3, 5.2299999999999995)","(21.0, 32.0, 30.857142857142858)"
