,Van Damme,Bold Prophet,A I Initiative,Pont Du Gard,Onlyattheshoe
1166,"[datetime.datetime(2022, 11, 28, 11, 7, 45, 904569), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 45, 904569), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 45, 904569), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 45, 904569), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 45, 904569), 4.8, 7.4]"
1167,"[datetime.datetime(2022, 11, 28, 11, 7, 46, 982221), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 46, 982221), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 46, 982221), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 46, 982221), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 46, 982221), 4.8, 7.4]"
1168,"[datetime.datetime(2022, 11, 28, 11, 7, 48, 74970), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 48, 74970), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 48, 74970), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 48, 74970), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 48, 74970), 4.8, 7.4]"
1169,"[datetime.datetime(2022, 11, 28, 11, 7, 49, 158951), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 49, 158951), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 49, 158951), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 49, 158951), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 49, 158951), 4.8, 7.4]"
1170,"[datetime.datetime(2022, 11, 28, 11, 7, 50, 240682), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 50, 240682), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 50, 240682), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 50, 240682), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 50, 240682), 4.8, 7.4]"
1171,"[datetime.datetime(2022, 11, 28, 11, 7, 51, 325973), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 51, 325973), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 51, 325973), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 51, 325973), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 51, 325973), 4.8, 7.4]"
1172,"[datetime.datetime(2022, 11, 28, 11, 7, 52, 403568), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 52, 403568), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 52, 403568), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 52, 403568), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 52, 403568), 4.8, 7.4]"
1173,"[datetime.datetime(2022, 11, 28, 11, 7, 53, 483735), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 53, 483735), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 53, 483735), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 53, 483735), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 53, 483735), 4.8, 7.4]"
1174,"[datetime.datetime(2022, 11, 28, 11, 7, 54, 573788), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 54, 573788), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 54, 573788), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 54, 573788), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 54, 573788), 4.8, 7.4]"
1175,"[datetime.datetime(2022, 11, 28, 11, 7, 55, 654668), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 55, 654668), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 55, 654668), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 55, 654668), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 55, 654668), 4.8, 7.4]"
1176,"[datetime.datetime(2022, 11, 28, 11, 7, 56, 755443), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 56, 755443), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 56, 755443), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 56, 755443), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 56, 755443), 4.8, 7.4]"
1177,"[datetime.datetime(2022, 11, 28, 11, 7, 57, 842303), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 57, 842303), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 57, 842303), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 57, 842303), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 57, 842303), 4.8, 7.4]"
1178,"[datetime.datetime(2022, 11, 28, 11, 7, 58, 915926), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 58, 915926), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 7, 58, 915926), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 7, 58, 915926), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 7, 58, 915926), 4.8, 7.4]"
1179,"[datetime.datetime(2022, 11, 28, 11, 8, 0, 7841), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 0, 7841), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 0, 7841), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 0, 7841), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 0, 7841), 4.8, 7.4]"
1180,"[datetime.datetime(2022, 11, 28, 11, 8, 1, 73186), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 1, 73186), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 1, 73186), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 1, 73186), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 1, 73186), 4.8, 7.4]"
1181,"[datetime.datetime(2022, 11, 28, 11, 8, 2, 172868), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 2, 172868), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 2, 172868), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 2, 172868), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 2, 172868), 4.8, 7.4]"
1182,"[datetime.datetime(2022, 11, 28, 11, 8, 3, 260506), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 3, 260506), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 3, 260506), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 3, 260506), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 3, 260506), 4.8, 7.4]"
1183,"[datetime.datetime(2022, 11, 28, 11, 8, 4, 357818), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 4, 357818), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 4, 357818), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 4, 357818), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 4, 357818), 4.8, 7.4]"
1184,"[datetime.datetime(2022, 11, 28, 11, 8, 5, 460432), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 5, 460432), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 5, 460432), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 5, 460432), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 5, 460432), 4.8, 7.4]"
1185,"[datetime.datetime(2022, 11, 28, 11, 8, 6, 567222), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 6, 567222), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 6, 567222), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 6, 567222), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 6, 567222), 4.8, 7.4]"
1186,"[datetime.datetime(2022, 11, 28, 11, 8, 7, 645675), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 7, 645675), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 7, 645675), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 7, 645675), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 7, 645675), 4.8, 7.4]"
1187,"[datetime.datetime(2022, 11, 28, 11, 8, 8, 734426), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 8, 734426), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 8, 734426), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 8, 734426), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 8, 734426), 4.8, 7.4]"
1188,"[datetime.datetime(2022, 11, 28, 11, 8, 9, 822213), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 9, 822213), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 9, 822213), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 9, 822213), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 9, 822213), 4.8, 7.4]"
1189,"[datetime.datetime(2022, 11, 28, 11, 8, 10, 903440), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 10, 903440), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 10, 903440), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 10, 903440), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 10, 903440), 4.8, 7.4]"
1190,"[datetime.datetime(2022, 11, 28, 11, 8, 11, 972236), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 11, 972236), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 11, 972236), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 11, 972236), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 11, 972236), 4.8, 7.4]"
1191,"[datetime.datetime(2022, 11, 28, 11, 8, 13, 69619), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 13, 69619), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 13, 69619), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 13, 69619), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 13, 69619), 4.8, 7.4]"
1192,"[datetime.datetime(2022, 11, 28, 11, 8, 14, 136757), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 136757), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 136757), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 136757), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 136757), 4.8, 7.4]"
1193,"[datetime.datetime(2022, 11, 28, 11, 8, 15, 218529), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 218529), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 218529), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 218529), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 218529), 4.8, 7.4]"
1194,"[datetime.datetime(2022, 11, 28, 11, 8, 16, 305026), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 305026), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 305026), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 305026), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 305026), 4.8, 7.4]"
1195,"[datetime.datetime(2022, 11, 28, 11, 8, 17, 386654), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 386654), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 386654), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 386654), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 386654), 4.8, 7.4]"
1196,"[datetime.datetime(2022, 11, 28, 11, 8, 18, 480746), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 480746), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 480746), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 480746), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 480746), 4.8, 7.4]"
1197,"[datetime.datetime(2022, 11, 28, 11, 8, 19, 563885), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 563885), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 563885), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 563885), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 563885), 4.8, 7.4]"
1198,"[datetime.datetime(2022, 11, 28, 11, 8, 20, 638335), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 638335), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 638335), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 638335), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 638335), 4.8, 7.4]"
1199,"[datetime.datetime(2022, 11, 28, 11, 8, 21, 715351), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 715351), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 715351), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 715351), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 715351), 4.8, 7.4]"
1200,"[datetime.datetime(2022, 11, 28, 11, 8, 22, 808717), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 22, 808717), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 22, 808717), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 22, 808717), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 22, 808717), 4.8, 7.4]"
1201,"[datetime.datetime(2022, 11, 28, 11, 8, 23, 888091), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 888091), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 888091), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 888091), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 888091), 4.8, 7.4]"
1202,"[datetime.datetime(2022, 11, 28, 11, 8, 24, 982389), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 982389), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 982389), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 982389), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 982389), 4.8, 7.4]"
1203,"[datetime.datetime(2022, 11, 28, 11, 8, 26, 59443), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 59443), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 59443), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 59443), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 59443), 4.8, 7.4]"
1204,"[datetime.datetime(2022, 11, 28, 11, 8, 27, 136991), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 136991), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 136991), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 136991), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 136991), 4.8, 7.4]"
1205,"[datetime.datetime(2022, 11, 28, 11, 8, 28, 213191), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 213191), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 213191), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 213191), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 213191), 4.8, 7.4]"
1206,"[datetime.datetime(2022, 11, 28, 11, 8, 29, 313491), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 313491), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 313491), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 313491), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 313491), 4.8, 7.4]"
1207,"[datetime.datetime(2022, 11, 28, 11, 8, 30, 387971), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 387971), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 387971), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 387971), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 387971), 4.8, 7.4]"
1208,"[datetime.datetime(2022, 11, 28, 11, 8, 31, 470513), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 470513), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 470513), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 470513), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 470513), 4.8, 7.4]"
1209,"[datetime.datetime(2022, 11, 28, 11, 8, 32, 576872), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 576872), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 576872), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 576872), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 576872), 4.8, 7.4]"
1210,"[datetime.datetime(2022, 11, 28, 11, 8, 33, 660300), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 33, 660300), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 33, 660300), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 33, 660300), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 33, 660300), 4.8, 7.4]"
1211,"[datetime.datetime(2022, 11, 28, 11, 8, 34, 740963), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 740963), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 740963), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 740963), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 740963), 4.8, 7.4]"
1212,"[datetime.datetime(2022, 11, 28, 11, 8, 35, 824245), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 824245), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 824245), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 824245), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 824245), 4.8, 7.4]"
1213,"[datetime.datetime(2022, 11, 28, 11, 8, 36, 906669), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 906669), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 906669), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 906669), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 906669), 4.8, 7.4]"
1214,"[datetime.datetime(2022, 11, 28, 11, 8, 37, 986935), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 986935), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 986935), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 986935), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 986935), 4.8, 7.4]"
1215,"[datetime.datetime(2022, 11, 28, 11, 8, 39, 69478), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 69478), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 69478), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 69478), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 69478), 4.8, 7.4]"
1216,"[datetime.datetime(2022, 11, 28, 11, 8, 40, 152357), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 152357), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 152357), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 152357), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 152357), 4.8, 7.4]"
1217,"[datetime.datetime(2022, 11, 28, 11, 8, 41, 231949), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 231949), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 231949), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 231949), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 231949), 4.8, 7.4]"
1218,"[datetime.datetime(2022, 11, 28, 11, 8, 42, 318419), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 318419), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 318419), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 318419), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 318419), 4.8, 7.4]"
1219,"[datetime.datetime(2022, 11, 28, 11, 8, 43, 401500), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 401500), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 401500), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 401500), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 401500), 4.8, 7.4]"
1220,"[datetime.datetime(2022, 11, 28, 11, 8, 44, 482010), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 44, 482010), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 44, 482010), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 44, 482010), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 44, 482010), 4.8, 7.4]"
1221,"[datetime.datetime(2022, 11, 28, 11, 8, 45, 576305), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 576305), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 576305), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 576305), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 576305), 4.8, 7.4]"
1222,"[datetime.datetime(2022, 11, 28, 11, 8, 46, 654467), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 654467), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 654467), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 654467), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 654467), 4.8, 7.4]"
1223,"[datetime.datetime(2022, 11, 28, 11, 8, 47, 747674), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 747674), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 747674), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 747674), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 747674), 4.8, 7.4]"
1224,"[datetime.datetime(2022, 11, 28, 11, 8, 48, 825754), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 825754), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 825754), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 825754), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 825754), 4.8, 7.4]"
1225,"[datetime.datetime(2022, 11, 28, 11, 8, 49, 902800), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 902800), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 902800), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 902800), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 902800), 4.8, 7.4]"
1226,"[datetime.datetime(2022, 11, 28, 11, 8, 50, 982835), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 982835), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 982835), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 982835), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 982835), 4.8, 7.4]"
1227,"[datetime.datetime(2022, 11, 28, 11, 8, 52, 72693), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 72693), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 72693), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 72693), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 72693), 4.8, 7.4]"
1228,"[datetime.datetime(2022, 11, 28, 11, 8, 53, 154295), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 154295), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 154295), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 154295), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 154295), 4.8, 7.4]"
1229,"[datetime.datetime(2022, 11, 28, 11, 8, 54, 227468), 10.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 227468), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 227468), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 227468), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 227468), 4.8, 7.4]"
