,Thrilling Ziggy,Big Time Girly,Highview Moose,Allegro Barrel,Nutty Nuts,Big Time Axel,Big Time Bumper
04-01-2023 09:52:12.692122,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:13.632435,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:14.554245,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:15.492354,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:16.736774,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:17.931181,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:18.882319,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:19.800146,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:20.727871,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:21.647500,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:22.575068,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:23.497735,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:24.420711,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:25.335450,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:26.265449,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:27.250422,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:28.216022,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:29.213714,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:30.310007,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:31.257462,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.35625)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:32.341024,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.0, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:33.295634,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:34.505608,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:35.766761,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:36.703396,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:37.649033,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:38.563759,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:39.471402,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:40.379460,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:41.294734,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:42.217832,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:43.140215,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:44.111379,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:45.063708,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:46.055415,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.80185185185185)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:47.030341,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:48.053957,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:49.105094,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:50.101699,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:51.242457,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:52.140619,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:53.046046,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:53.936560,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 12.0, 9.912962962962965)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:54.840685,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:55.726927,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:56.651364,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:57.538937,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:58.438751,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:52:59.313511,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:00.224867,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:01.152702,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:02.098882,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:03.014464,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:03.927494,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:04.843838,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:05.727027,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:06.606620,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:07.496119,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:08.387381,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:09.273261,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:10.155184,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:11.041437,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:11.922952,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:12.793319,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:13.683663,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:14.572913,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:15.501683,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:16.434023,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:17.370806,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:18.267799,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:19.171380,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:20.042831,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:20.944827,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:21.834207,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:22.744612,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:23.625508,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:24.508438,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:25.384364,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:26.268948,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:27.179341,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.66875)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:28.112384,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 11.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:29.041422,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:29.953203,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:30.864606,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:31.748675,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:32.646689,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:33.537870,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:34.436010,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:35.331783,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:36.227736,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:37.098935,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:37.986414,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:38.868134,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
04-01-2023 09:53:39.774512,"(2.0, 3.25, 2.84)","(16.0, 180.0, 73.60714285714286)","(9.0, 38.0, 23.978947368421053)","(10.0, 46.0, 27.700000000000003)","(12.0, 60.0, 50.1)","(4.0, 10.5, 8.04375)","(5.0, 16.5, 6.916666666666666)"
