,Tuta Grizzly,Lornas Creek,Stomp,Business Flight,Clock Watcher,Journalist,Luckies Lass,Brians Buster
08-01-2023 12:15:26.216754,"(51.0, 420.0, 232.0)","(51.0, 420.0, 237.5)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.5, 4.45)","(1.16, 1.7, 1.6362303664921467)","(51.0, 390.0, 87.25)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:27.170695,"(51.0, 420.0, 232.0)","(51.0, 420.0, 237.5)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.5, 4.45)","(1.16, 1.7, 1.6498765432098765)","(51.0, 390.0, 87.25)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:28.100096,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.5, 4.45)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:29.082104,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.5, 4.45)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:30.053976,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.5, 3.6222222222222222)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:31.067209,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.4, 4.35)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:32.086430,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:33.068698,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:34.032920,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:34.964748,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.6522633744855966)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:35.955077,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.3465625)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:36.927276,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 4.35)","(1.16, 1.7, 1.3465625)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:37.927605,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.6714285714285713)","(1.16, 1.7, 1.5278125)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:38.996034,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.5278125)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:40.022904,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.5278125)","(51.0, 390.0, 87.25)","(91.0, 610.0, 176.66666666666669)"
08-01-2023 12:15:41.060182,"(51.0, 420.0, 232.0)","(51.0, 420.0, 298.33333333333337)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.5278125)","(51.0, 390.0, 87.25)","(91.0, 610.0, 194.0)"
08-01-2023 12:15:42.043528,"(51.0, 480.0, 98.5)","(51.0, 480.0, 161.25)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 87.25)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:43.022261,"(51.0, 470.0, 257.0)","(51.0, 470.0, 331.6666666666667)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 87.25)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:43.985079,"(51.0, 470.0, 257.0)","(51.0, 470.0, 331.6666666666667)","(31.0, 330.0, 65.11111111111111)","(31.0, 330.0, 62.44444444444444)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 113.2)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:44.955683,"(51.0, 470.0, 257.0)","(51.0, 470.0, 262.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 113.2)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:45.958803,"(51.0, 470.0, 257.0)","(51.0, 470.0, 262.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 113.2)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:46.956291,"(51.0, 470.0, 257.0)","(51.0, 470.0, 262.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 237.11111111111111)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:47.940319,"(51.0, 470.0, 399.33333333333337)","(51.0, 470.0, 262.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 237.11111111111111)","(91.0, 610.0, 350.0)"
08-01-2023 12:15:48.924675,"(51.0, 420.0, 357.6666666666667)","(51.0, 480.0, 161.25)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 114.8)","(91.0, 610.0, 352.5)"
08-01-2023 12:15:49.927928,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 240.0)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 114.8)","(91.0, 610.0, 352.5)"
08-01-2023 12:15:50.903627,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.611111111111111)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:51.919916,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.3646875)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:52.881803,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6444041450777203)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:53.837448,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6602592592592593)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:54.798552,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:55.755822,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:56.739338,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:57.735560,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:58.697560,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:15:59.688881,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6613333333333333)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:00.643523,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:01.591156,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:02.542210,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:03.480053,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:04.470032,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:05.446040,"(51.0, 420.0, 366.57142857142856)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:06.435672,"(51.0, 480.0, 335.3333333333333)","(51.0, 480.0, 168.75)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:07.439091,"(51.0, 470.0, 409.42857142857144)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6516666666666666)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:08.393885,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.7, 1.6565037593984961)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:09.336080,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.69, 1.6471634615384616)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:10.286646,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.69, 1.6471634615384616)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:11.274380,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.69, 1.6297596153846152)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:12.282338,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.67, 1.6297596153846152)","(51.0, 390.0, 132.0)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:13.281290,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.67, 1.6297596153846152)","(51.0, 390.0, 114.8)","(91.0, 610.0, 355.0)"
08-01-2023 12:16:14.319471,"(51.0, 480.0, 157.5)","(51.0, 480.0, 168.75)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.69, 1.4109999999999998)","(51.0, 390.0, 114.8)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:15.291491,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.69, 1.626011235955056)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:16.243675,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.3, 3.78)","(1.16, 1.67, 1.626011235955056)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:17.203543,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.2, 3.57)","(1.16, 1.67, 1.626011235955056)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:18.178861,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.1, 4.2)","(1.16, 1.67, 1.6429775280898875)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:19.158567,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.0, 4.2)","(1.16, 1.69, 1.6429775280898875)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:20.169518,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.0, 4.2)","(1.16, 1.69, 1.626011235955056)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:21.206065,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.0, 4.2)","(1.16, 1.67, 1.418)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:22.202665,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.0, 4.2)","(1.16, 1.67, 1.418)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:23.227136,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.0, 4.0)","(1.16, 1.67, 1.42)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:24.225159,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.2, 4.973333333333334)","(1.16, 1.69, 1.42)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:25.204520,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.2, 4.375)","(1.16, 1.69, 1.5142857142857142)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:26.169727,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.2, 4.375)","(1.16, 1.68, 1.63579185520362)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:27.154702,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.2, 4.1)","(1.16, 1.67, 1.665736040609137)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:28.120001,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.5962962962962965)","(1.16, 1.67, 1.35312661498708)","(51.0, 390.0, 238.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:29.132187,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.366666666666667)","(1.16, 1.38, 1.3559773371104817)","(51.0, 390.0, 138.75)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:30.086351,"(51.0, 480.0, 157.5)","(51.0, 480.0, 168.75)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.366666666666667)","(1.16, 1.37, 1.3460621761658031)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:31.093410,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.366666666666667)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:32.073431,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.366666666666667)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:33.103080,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.366666666666667)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:34.072947,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.429411764705883)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:35.038337,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.380000000000001)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:36.008154,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.380000000000001)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:36.978481,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 4.814285714285714)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:37.937774,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.42)","(1.16, 1.37, 1.3518220338983051)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:38.999143,"(51.0, 470.0, 260.0)","(51.0, 470.0, 267.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.442857142857143)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 122.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:39.970220,"(51.0, 420.0, 235.0)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.442857142857143)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:40.929751,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.442857142857143)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:41.907765,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.442857142857143)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:42.834679,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.442857142857143)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:43.784547,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.58)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:44.748395,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.58)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 126.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:45.735852,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.605263157894737)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:46.688314,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.605263157894737)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:47.690133,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 5.9, 5.291666666666667)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:48.642881,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 6.0, 5.363636363636363)","(1.16, 1.37, 1.276923076923077)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:49.603591,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 6.0, 5.363636363636363)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:50.548594,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 6.0, 5.363636363636363)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:51.526886,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 6.0, 5.363636363636363)","(1.16, 1.37, 1.2691666666666668)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
08-01-2023 12:16:52.511652,"(51.0, 420.0, 237.5)","(51.0, 420.0, 242.5)","(31.0, 330.0, 91.6)","(31.0, 330.0, 89.2)","(3.1, 6.0, 5.363636363636363)","(1.16, 1.37, 1.3283333333333334)","(51.0, 390.0, 115.0)","(91.0, 610.0, 360.0)"
