,Haras Pearl,Stolen Moment,Jack Spot,Mad Max Blue,Fire Flick,Uncle Charlie,Dairy Girl
04-01-2023 14:06:44.719681,"(2.2, 2.64, 2.6341176470588237)","(71.0, 560.0, 376.6666666666667)","(1.45, 1.74, 1.7396551724137932)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 30.321428571428573)","(41.0, 160.0, 122.0)"
04-01-2023 14:06:45.897336,"(2.2, 2.64, 2.629714285714286)","(71.0, 560.0, 385.0)","(1.45, 1.74, 1.73875)","(101.0, 710.0, 603.3333333333334)","(71.0, 320.0, 264.61538461538464)","(15.0, 32.0, 30.081632653061224)","(41.0, 140.0, 115.29411764705883)"
04-01-2023 14:06:46.932937,"(2.2, 2.66, 2.6357142857142857)","(71.0, 560.0, 393.75)","(1.45, 1.75, 1.73875)","(101.0, 710.0, 475.0)","(71.0, 320.0, 264.61538461538464)","(15.0, 32.0, 30.03846153846154)","(41.0, 140.0, 117.89473684210526)"
04-01-2023 14:06:48.143197,"(2.2, 2.66, 2.6357142857142857)","(81.0, 560.0, 393.75)","(1.45, 1.75, 1.73875)","(101.0, 1000.0, 5184.5)","(71.0, 320.0, 264.61538461538464)","(15.0, 32.0, 30.03846153846154)","(41.0, 140.0, 117.89473684210526)"
04-01-2023 14:06:49.182270,"(2.2, 2.66, 2.6357142857142857)","(81.0, 560.0, 393.75)","(1.45, 1.75, 1.73875)","(101.0, 99998, 8057.2)","(71.0, 320.0, 264.61538461538464)","(15.0, 32.0, 29.15068493150685)","(41.0, 140.0, 117.5)"
04-01-2023 14:06:50.313439,"(2.2, 2.66, 2.6357142857142857)","(81.0, 560.0, 471.1111111111111)","(1.45, 1.75, 1.7426086956521738)","(101.0, 99998, 8057.2)","(71.0, 320.0, 264.61538461538464)","(15.0, 32.0, 29.90909090909091)","(41.0, 140.0, 117.5)"
04-01-2023 14:06:51.421954,"(2.2, 2.68, 2.646153846153846)","(81.0, 560.0, 458.9473684210526)","(1.45, 1.76, 1.7454545454545454)","(101.0, 99998, 540.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 30.0, 29.043478260869566)","(41.0, 140.0, 120.0)"
04-01-2023 14:06:52.577569,"(2.2, 2.68, 2.656923076923077)","(81.0, 560.0, 371.42857142857144)","(1.45, 1.75, 1.742)","(101.0, 710.0, 663.6363636363637)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 29.166666666666668)","(41.0, 140.0, 120.0)"
04-01-2023 14:06:53.634150,"(2.2, 2.68, 2.656923076923077)","(81.0, 560.0, 371.42857142857144)","(1.45, 1.75, 1.742)","(101.0, 710.0, 663.6363636363637)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 29.166666666666668)","(41.0, 140.0, 118.57142857142857)"
04-01-2023 14:06:54.640686,"(2.2, 2.68, 2.665714285714286)","(81.0, 560.0, 362.0)","(1.45, 1.75, 1.7433333333333334)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 29.166666666666668)","(41.0, 140.0, 112.72727272727273)"
04-01-2023 14:06:55.588217,"(2.2, 2.68, 2.6672340425531917)","(81.0, 560.0, 371.42857142857144)","(1.45, 1.75, 1.7433333333333334)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 29.043478260869566)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:06:56.715037,"(2.2, 2.68, 2.6672340425531917)","(81.0, 560.0, 395.0)","(1.45, 1.75, 1.7433333333333334)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 32.0, 29.77777777777778)","(41.0, 140.0, 122.4)"
04-01-2023 14:06:57.811498,"(2.2, 2.68, 2.671875)","(81.0, 560.0, 395.0)","(1.45, 1.75, 1.7359090909090908)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 260.0)","(15.0, 30.0, 29.77777777777778)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:06:59.053397,"(2.2, 2.68, 2.6671428571428573)","(81.0, 560.0, 432.0)","(1.45, 1.74, 1.7320833333333334)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 264.61538461538464)","(15.0, 30.0, 29.77777777777778)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:00.119724,"(2.2, 2.7, 2.691666666666667)","(81.0, 560.0, 432.0)","(1.45, 1.74, 1.7320833333333334)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 248.88888888888889)","(15.0, 30.0, 29.77777777777778)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:01.077414,"(2.2, 2.7, 2.6892307692307695)","(81.0, 560.0, 371.42857142857144)","(1.45, 1.74, 1.7326923076923078)","(101.0, 710.0, 651.4285714285714)","(71.0, 320.0, 248.88888888888889)","(15.0, 30.0, 29.77777777777778)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:02.033563,"(2.2, 2.7, 2.6892307692307695)","(81.0, 560.0, 362.0)","(1.45, 1.74, 1.7326923076923078)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 29.0, 28.88888888888889)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:03.024152,"(2.2, 2.7, 2.6892307692307695)","(81.0, 560.0, 362.0)","(1.45, 1.74, 1.7326923076923078)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 29.0, 28.88888888888889)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:04.082491,"(2.2, 2.7, 2.6952380952380954)","(81.0, 560.0, 362.0)","(1.45, 1.74, 1.7439285714285715)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 28.0, 26.486486486486488)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:05.179110,"(2.2, 2.7, 2.6964285714285716)","(81.0, 560.0, 362.0)","(1.45, 1.75, 1.7439285714285715)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 28.0, 26.486486486486488)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:06.159395,"(2.2, 2.72, 2.6981818181818182)","(81.0, 560.0, 380.0)","(1.45, 1.75, 1.745)","(101.0, 710.0, 510.0)","(71.0, 320.0, 248.88888888888889)","(15.0, 28.0, 26.242424242424242)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:07.117915,"(2.25, 2.74, 2.7171428571428575)","(81.0, 560.0, 408.42105263157896)","(1.45, 1.75, 1.745)","(101.0, 600.0, 433.33333333333337)","(81.0, 320.0, 264.61538461538464)","(16.0, 28.0, 26.242424242424242)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:08.129161,"(2.25, 2.72, 2.7153846153846155)","(81.0, 560.0, 413.33333333333337)","(1.45, 1.75, 1.741304347826087)","(101.0, 600.0, 433.33333333333337)","(81.0, 320.0, 264.61538461538464)","(16.0, 28.0, 26.285714285714285)","(41.0, 140.0, 122.4)"
04-01-2023 14:07:09.175496,"(2.25, 2.72, 2.708695652173913)","(81.0, 560.0, 384.0)","(1.45, 1.75, 1.7424489795918368)","(101.0, 600.0, 433.33333333333337)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.294117647058822)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:10.209992,"(2.25, 2.74, 2.719047619047619)","(81.0, 560.0, 367.5)","(1.45, 1.74, 1.7354838709677418)","(101.0, 600.0, 358.3333333333333)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.303030303030305)","(41.0, 140.0, 118.06451612903226)"
04-01-2023 14:07:11.269400,"(2.25, 2.74, 2.717391304347826)","(81.0, 560.0, 367.5)","(1.45, 1.74, 1.732222222222222)","(101.0, 600.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.193548387096776)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:12.227480,"(2.25, 2.74, 2.719047619047619)","(81.0, 560.0, 367.5)","(1.45, 1.74, 1.734705882352941)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 25.878048780487806)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:13.256394,"(2.25, 2.72, 2.7133333333333334)","(81.0, 560.0, 388.8888888888889)","(1.45, 1.74, 1.7361111111111112)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.066666666666666)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:14.286713,"(2.25, 2.72, 2.7133333333333334)","(81.0, 560.0, 388.8888888888889)","(1.45, 1.74, 1.7361111111111112)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.148936170212767)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:15.361598,"(2.25, 2.72, 2.7133333333333334)","(81.0, 560.0, 388.8888888888889)","(1.45, 1.74, 1.7352631578947368)","(101.0, 710.0, 628.0)","(81.0, 320.0, 264.61538461538464)","(16.0, 28.0, 26.125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:16.301178,"(2.25, 2.72, 2.7168750000000004)","(81.0, 560.0, 387.69230769230774)","(1.45, 1.74, 1.7352631578947368)","(101.0, 710.0, 628.0)","(81.0, 320.0, 264.61538461538464)","(16.0, 28.0, 25.1875)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:17.287429,"(2.25, 2.74, 2.7392000000000003)","(81.0, 560.0, 400.0)","(1.45, 1.74, 1.7320481927710842)","(101.0, 710.0, 628.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.5)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:18.285968,"(2.25, 2.76, 2.748235294117647)","(81.0, 560.0, 288.75)","(1.45, 1.74, 1.7153658536585366)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 27.0, 26.181818181818183)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:19.498479,"(2.25, 2.76, 2.75)","(81.0, 560.0, 367.5)","(1.45, 1.73, 1.7138461538461538)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.06451612903226)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:20.845696,"(2.25, 2.78, 2.7676470588235293)","(81.0, 560.0, 367.5)","(1.45, 1.72, 1.711219512195122)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 28.0, 26.06451612903226)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:21.895428,"(2.25, 2.78, 2.7717647058823527)","(81.0, 560.0, 367.5)","(1.45, 1.72, 1.711219512195122)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.0)","(16.0, 28.0, 25.857142857142858)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:22.940982,"(2.2, 2.78, 2.772222222222222)","(81.0, 560.0, 388.8888888888889)","(1.5, 1.72, 1.713076923076923)","(101.0, 710.0, 510.0)","(81.0, 320.0, 262.14285714285717)","(16.0, 27.0, 25.9)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:23.926794,"(2.2, 2.78, 2.770344827586207)","(81.0, 560.0, 367.5)","(1.5, 1.72, 1.713076923076923)","(101.0, 710.0, 530.0)","(81.0, 320.0, 264.61538461538464)","(16.0, 27.0, 25.9)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:24.937802,"(2.2, 2.78, 2.770344827586207)","(81.0, 560.0, 400.0)","(1.5, 1.72, 1.713076923076923)","(101.0, 710.0, 638.0)","(81.0, 320.0, 264.61538461538464)","(16.0, 27.0, 29.757575757575758)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:25.932882,"(2.25, 2.76, 2.7551724137931033)","(81.0, 560.0, 336.0)","(1.5, 1.72, 1.7123404255319148)","(101.0, 710.0, 628.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 30.0, 29.6)","(41.0, 140.0, 112.72727272727273)"
04-01-2023 14:07:26.907177,"(2.25, 2.76, 2.7551724137931033)","(81.0, 560.0, 367.5)","(1.5, 1.72, 1.7047887323943662)","(101.0, 710.0, 510.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 30.0, 29.6)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:27.889692,"(2.25, 2.76, 2.7551724137931033)","(81.0, 560.0, 376.25)","(1.5, 1.72, 1.7062962962962962)","(101.0, 710.0, 535.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 30.0, 29.61111111111111)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:28.842296,"(2.25, 2.78, 2.770344827586207)","(81.0, 560.0, 376.25)","(1.5, 1.72, 1.7062962962962962)","(101.0, 710.0, 535.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 30.0, 29.61111111111111)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:29.827707,"(2.25, 2.78, 2.770344827586207)","(81.0, 560.0, 376.25)","(1.5, 1.72, 1.7062962962962962)","(101.0, 710.0, 535.0)","(81.0, 320.0, 248.88888888888889)","(16.0, 30.0, 29.65714285714286)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:30.890402,"(2.25, 2.74, 2.730909090909091)","(81.0, 560.0, 376.25)","(1.5, 1.72, 1.7055072463768115)","(101.0, 710.0, 535.0)","(81.0, 320.0, 195.55555555555554)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:32.001600,"(2.25, 2.74, 2.726666666666667)","(81.0, 560.0, 376.25)","(1.5, 1.72, 1.7071794871794872)","(101.0, 710.0, 550.0)","(81.0, 320.0, 233.84615384615387)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:33.085648,"(2.25, 2.74, 2.7353333333333336)","(81.0, 560.0, 336.0)","(1.5, 1.72, 1.7095238095238094)","(101.0, 710.0, 5184.5)","(81.0, 320.0, 300.0)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:34.151074,"(2.25, 2.74, 2.7300000000000004)","(81.0, 560.0, 356.3636363636364)","(1.5, 1.72, 1.7095238095238094)","(101.0, 99998, 5104.5)","(81.0, 320.0, 304.44444444444446)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:35.193370,"(2.25, 2.74, 2.72962962962963)","(81.0, 560.0, 311.1111111111111)","(1.5, 1.72, 1.7108333333333332)","(101.0, 99998, 5104.5)","(81.0, 320.0, 304.44444444444446)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:36.165736,"(2.25, 2.74, 2.732820512820513)","(81.0, 560.0, 311.1111111111111)","(1.5, 1.72, 1.7125)","(101.0, 99998, 5204.5)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:37.124678,"(2.25, 2.74, 2.72962962962963)","(81.0, 560.0, 367.5)","(1.5, 1.73, 1.714222222222222)","(101.0, 99998, 9300.5)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.65714285714286)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:38.095290,"(2.25, 2.74, 2.72962962962963)","(81.0, 560.0, 367.5)","(1.5, 1.73, 1.714222222222222)","(101.0, 99998, 9110.909090909092)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.65714285714286)","(41.0, 140.0, 120.0)"
04-01-2023 14:07:39.113826,"(2.25, 2.7, 2.676969696969697)","(81.0, 560.0, 367.5)","(1.5, 1.73, 1.7421359223300972)","(101.0, 970.0, 716.6666666666666)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 120.95238095238095)"
04-01-2023 14:07:40.057715,"(2.25, 2.68, 2.6758333333333333)","(81.0, 560.0, 367.5)","(1.5, 1.75, 1.742429906542056)","(101.0, 960.0, 716.6666666666666)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.8125)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:41.020783,"(2.25, 2.68, 2.6751515151515153)","(81.0, 560.0, 388.8888888888889)","(1.5, 1.75, 1.7444897959183674)","(101.0, 960.0, 560.0)","(81.0, 320.0, 270.0)","(16.0, 30.0, 29.933333333333334)","(41.0, 140.0, 123.33333333333334)"
04-01-2023 14:07:42.024587,"(2.25, 2.7, 2.6816901408450704)","(81.0, 560.0, 341.25)","(1.5, 1.73, 1.7258064516129032)","(101.0, 960.0, 796.3636363636364)","(81.0, 320.0, 265.0)","(16.0, 30.0, 29.933333333333334)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:43.082732,"(2.25, 2.7, 2.6827397260273975)","(81.0, 560.0, 341.25)","(1.5, 1.73, 1.7242857142857142)","(101.0, 960.0, 796.3636363636364)","(81.0, 320.0, 235.0)","(16.0, 30.0, 29.933333333333334)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:44.134387,"(2.25, 2.7, 2.6821875)","(81.0, 550.0, 426.0)","(1.5, 1.73, 1.7252941176470589)","(101.0, 960.0, 368.3333333333333)","(81.0, 310.0, 232.85714285714286)","(16.0, 30.0, 30.53846153846154)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:45.206917,"(2.25, 2.76, 2.743157894736842)","(81.0, 540.0, 365.0)","(1.5, 1.72, 1.7171929824561403)","(101.0, 960.0, 368.3333333333333)","(81.0, 310.0, 232.85714285714286)","(16.0, 32.0, 30.53846153846154)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:46.305533,"(2.25, 2.74, 2.7373333333333334)","(81.0, 540.0, 390.0)","(1.5, 1.72, 1.7171929824561403)","(101.0, 960.0, 321.0)","(81.0, 310.0, 235.0)","(16.0, 32.0, 30.53846153846154)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:47.377336,"(2.25, 2.74, 2.7373333333333334)","(81.0, 540.0, 390.0)","(1.5, 1.72, 1.7171929824561403)","(101.0, 950.0, 695.0)","(81.0, 310.0, 235.0)","(16.0, 32.0, 30.49056603773585)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:07:48.493544,"(2.25, 2.74, 2.7373333333333334)","(81.0, 540.0, 390.0)","(1.5, 1.72, 1.7171929824561403)","(101.0, 950.0, 658.5714285714286)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.53846153846154)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:49.476345,"(2.25, 2.74, 2.7373333333333334)","(81.0, 540.0, 390.0)","(1.5, 1.72, 1.7171929824561403)","(101.0, 950.0, 658.5714285714286)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.53846153846154)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:50.527717,"(2.25, 2.74, 2.7373333333333334)","(81.0, 540.0, 352.5)","(1.5, 1.72, 1.716923076923077)","(101.0, 950.0, 658.5714285714286)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.53846153846154)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:51.591445,"(2.25, 2.72, 2.718787878787879)","(81.0, 540.0, 348.3333333333333)","(1.5, 1.72, 1.7178260869565216)","(101.0, 950.0, 640.909090909091)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.509803921568626)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:52.560719,"(2.25, 2.74, 2.737241379310345)","(81.0, 540.0, 298.3333333333333)","(1.5, 1.73, 1.723030303030303)","(101.0, 950.0, 640.909090909091)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.509803921568626)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:53.521941,"(2.25, 2.74, 2.737241379310345)","(81.0, 540.0, 390.0)","(1.5, 1.73, 1.723030303030303)","(101.0, 950.0, 340.9090909090909)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.382978723404257)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:54.558788,"(2.25, 2.74, 2.7375000000000003)","(81.0, 540.0, 362.22222222222223)","(1.5, 1.73, 1.7164583333333332)","(101.0, 950.0, 340.9090909090909)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.382978723404257)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:55.700076,"(2.25, 2.74, 2.737714285714286)","(81.0, 540.0, 373.3333333333333)","(1.5, 1.72, 1.7279032258064515)","(101.0, 950.0, 340.9090909090909)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 30.347826086956523)","(41.0, 140.0, 127.36842105263158)"
04-01-2023 14:07:56.825938,"(2.25, 2.74, 2.7232000000000003)","(81.0, 540.0, 373.3333333333333)","(1.5, 1.73, 1.73675)","(101.0, 950.0, 340.9090909090909)","(81.0, 310.0, 232.85714285714286)","(17.0, 32.0, 29.818181818181817)","(41.0, 140.0, 114.28571428571429)"
04-01-2023 14:07:57.999631,"(2.25, 2.72, 2.7153846153846155)","(81.0, 540.0, 362.22222222222223)","(1.5, 1.74, 1.7316666666666667)","(101.0, 950.0, 640.909090909091)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.0)","(41.0, 140.0, 125.0)"
04-01-2023 14:07:59.179807,"(2.25, 2.72, 2.6942857142857144)","(81.0, 540.0, 362.22222222222223)","(1.5, 1.74, 1.729090909090909)","(101.0, 950.0, 640.909090909091)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.125)","(41.0, 140.0, 125.0)"
04-01-2023 14:08:00.310950,"(2.25, 2.72, 2.710909090909091)","(81.0, 540.0, 348.3333333333333)","(1.5, 1.72, 1.7164601769911505)","(101.0, 950.0, 640.909090909091)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.125)","(41.0, 140.0, 128.0)"
04-01-2023 14:08:01.404464,"(2.25, 2.78, 2.7688888888888887)","(81.0, 540.0, 348.3333333333333)","(1.5, 1.71, 1.7072222222222222)","(101.0, 950.0, 592.1052631578948)","(81.0, 310.0, 224.28571428571428)","(17.0, 32.0, 30.125)","(41.0, 140.0, 128.0)"
04-01-2023 14:08:02.444992,"(2.25, 2.78, 2.7752)","(81.0, 540.0, 340.0)","(1.5, 1.7, 1.6959322033898305)","(101.0, 950.0, 592.1052631578948)","(81.0, 310.0, 198.57142857142858)","(17.0, 32.0, 30.75)","(41.0, 140.0, 130.76923076923077)"
04-01-2023 14:08:03.463141,"(2.25, 2.76, 2.7326315789473683)","(81.0, 540.0, 306.6666666666667)","(1.5, 1.71, 1.7037499999999999)","(101.0, 950.0, 626.1904761904761)","(81.0, 310.0, 207.14285714285714)","(17.0, 32.0, 30.76923076923077)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:08:04.476668,"(2.25, 2.76, 2.736)","(81.0, 540.0, 306.6666666666667)","(1.5, 1.71, 1.7039285714285715)","(101.0, 950.0, 616.5)","(81.0, 310.0, 263.3333333333333)","(17.0, 32.0, 31.11111111111111)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:08:05.458841,"(2.25, 2.76, 2.736)","(81.0, 540.0, 315.0)","(1.5, 1.71, 1.7039285714285715)","(101.0, 900.0, 601.578947368421)","(81.0, 310.0, 250.0)","(17.0, 32.0, 30.666666666666668)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:08:06.486228,"(2.25, 2.76, 2.739622641509434)","(81.0, 540.0, 315.0)","(1.5, 1.71, 1.7)","(101.0, 900.0, 585.0)","(81.0, 310.0, 216.66666666666666)","(17.0, 32.0, 30.666666666666668)","(41.0, 140.0, 128.0)"
04-01-2023 14:08:07.633583,"(2.25, 2.76, 2.743125)","(81.0, 540.0, 315.0)","(1.5, 1.7, 1.7073239436619718)","(101.0, 900.0, 585.0)","(81.0, 310.0, 245.3846153846154)","(17.0, 32.0, 30.823529411764707)","(41.0, 140.0, 129.0909090909091)"
04-01-2023 14:08:08.661482,"(2.25, 2.76, 2.7408)","(81.0, 540.0, 315.0)","(1.5, 1.72, 1.7090566037735848)","(101.0, 900.0, 601.578947368421)","(81.0, 310.0, 257.5)","(17.0, 32.0, 30.94736842105263)","(41.0, 140.0, 129.56521739130434)"
04-01-2023 14:08:09.688920,"(2.25, 2.74, 2.7192857142857143)","(81.0, 540.0, 315.0)","(1.5, 1.72, 1.7090566037735848)","(101.0, 900.0, 601.578947368421)","(81.0, 310.0, 260.5882352941176)","(17.0, 32.0, 31.130434782608695)","(41.0, 140.0, 128.57142857142856)"
04-01-2023 14:08:10.785901,"(2.25, 2.72, 2.701379310344828)","(81.0, 540.0, 294.54545454545456)","(1.5, 1.72, 1.7237037037037037)","(101.0, 900.0, 616.5)","(81.0, 310.0, 260.5882352941176)","(17.0, 32.0, 31.130434782608695)","(41.0, 140.0, 130.0)"
04-01-2023 14:08:11.891063,"(2.25, 2.68, 2.6763636363636367)","(81.0, 540.0, 294.54545454545456)","(1.5, 1.73, 1.7237037037037037)","(101.0, 900.0, 601.578947368421)","(81.0, 310.0, 254.0)","(17.0, 32.0, 31.130434782608695)","(41.0, 140.0, 130.4)"
04-01-2023 14:08:12.985230,"(2.25, 2.68, 2.67609756097561)","(81.0, 540.0, 294.54545454545456)","(1.5, 1.73, 1.7237037037037037)","(101.0, 900.0, 580.0)","(81.0, 310.0, 245.3846153846154)","(17.0, 32.0, 30.823529411764707)","(41.0, 140.0, 129.0909090909091)"
04-01-2023 14:08:14.061521,"(2.25, 2.68, 2.6748936170212767)","(81.0, 540.0, 315.0)","(1.5, 1.73, 1.724380165289256)","(101.0, 890.0, 580.0)","(81.0, 310.0, 216.66666666666666)","(17.0, 32.0, 30.666666666666668)","(41.0, 140.0, 128.0)"
04-01-2023 14:08:15.058204,"(2.25, 2.68, 2.6685714285714286)","(81.0, 540.0, 315.0)","(1.5, 1.73, 1.724380165289256)","(101.0, 890.0, 580.0)","(81.0, 310.0, 250.0)","(17.0, 32.0, 30.823529411764707)","(41.0, 140.0, 129.0909090909091)"
04-01-2023 14:08:16.093053,"(2.25, 2.68, 2.666315789473684)","(81.0, 540.0, 315.0)","(1.5, 1.73, 1.724962962962963)","(101.0, 890.0, 611.0)","(81.0, 310.0, 275.0)","(17.0, 32.0, 30.875)","(41.0, 140.0, 132.0)"
04-01-2023 14:08:17.023807,"(2.25, 2.64, 2.62875)","(81.0, 540.0, 315.0)","(1.5, 1.75, 1.7415151515151515)","(101.0, 890.0, 611.0)","(81.0, 310.0, 308.46153846153845)","(17.0, 32.0, 31.142857142857142)","(41.0, 140.0, 132.30769230769232)"
04-01-2023 14:08:18.040582,"(2.25, 2.64, 2.63)","(81.0, 540.0, 315.0)","(1.5, 1.74, 1.7367241379310345)","(101.0, 890.0, 536.0)","(81.0, 320.0, 308.46153846153845)","(17.0, 32.0, 31.142857142857142)","(41.0, 140.0, 132.30769230769232)"
04-01-2023 14:08:19.092310,"(2.25, 2.64, 2.6331428571428575)","(81.0, 540.0, 315.0)","(1.5, 1.74, 1.7467123287671233)","(101.0, 890.0, 558.125)","(81.0, 320.0, 282.5)","(17.0, 32.0, 31.333333333333332)","(41.0, 140.0, 129.4736842105263)"
04-01-2023 14:08:20.194643,"(2.25, 2.64, 2.6290909090909094)","(81.0, 540.0, 315.0)","(1.5, 1.75, 1.7447826086956522)","(101.0, 890.0, 558.125)","(81.0, 320.0, 305.0)","(17.0, 32.0, 31.333333333333332)","(41.0, 140.0, 129.4736842105263)"
04-01-2023 14:08:21.271546,"(2.25, 2.64, 2.6285714285714286)","(81.0, 540.0, 315.0)","(1.5, 1.75, 1.7425333333333333)","(101.0, 890.0, 558.125)","(81.0, 320.0, 295.0)","(17.0, 32.0, 31.2)","(41.0, 140.0, 130.47619047619048)"
