,Abbys Comet,Wagtail Demon,La Brea,Phantom Patch,Abbys Illusion,Fend Them Off,Lektra Sammy
10-01-2023 17:13:40.542626,"(5.0, 10.5, 8.55)","(4.4, 7.0, 6.783333333333333)","(2.8, 3.85, 3.513333333333333)","(5.5, 13.0, 8.933333333333334)","(8.0, 15.0, 12.0)","(7.5, 8.8, 8.600000000000001)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:41.640622,"(5.0, 10.5, 8.55)","(4.4, 6.8, 6.616666666666666)","(2.8, 3.85, 3.513333333333333)","(5.5, 12.0, 10.8)","(8.0, 15.0, 12.0)","(7.5, 8.8, 8.48)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:42.665350,"(5.0, 10.5, 8.55)","(4.4, 6.8, 6.485714285714286)","(2.8, 3.85, 3.513333333333333)","(5.5, 12.5, 10.8)","(8.0, 15.0, 12.0)","(7.5, 8.8, 8.48)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:43.633208,"(5.0, 9.6, 8.1)","(4.4, 6.8, 6.485714285714286)","(2.8, 3.85, 3.513333333333333)","(5.5, 10.5, 8.95)","(8.0, 13.5, 12.0)","(7.5, 8.8, 8.48)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:44.597169,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.4222222222222225)","(2.8, 3.85, 3.52)","(5.5, 10.5, 8.95)","(8.0, 13.5, 10.8)","(7.5, 8.8, 7.840000000000001)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:45.548478,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.52)","(5.5, 10.5, 8.95)","(8.0, 13.5, 10.8)","(7.5, 8.8, 8.0)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:46.548077,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.52)","(5.5, 10.5, 8.95)","(8.0, 13.5, 10.8)","(7.5, 8.6, 7.699999999999999)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:47.554335,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.52)","(5.5, 10.5, 8.95)","(8.0, 13.5, 10.8)","(7.5, 8.2, 7.333333333333334)","(11.0, 14.5, 14.181818181818182)"
10-01-2023 17:13:48.489190,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.52)","(5.5, 10.5, 9.25)","(8.0, 13.5, 10.8)","(7.5, 8.0, 8.700000000000001)","(11.0, 14.5, 13.9)"
10-01-2023 17:13:49.457607,"(5.0, 9.6, 8.1)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.7085714285714286)","(5.5, 10.5, 9.42)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.700000000000001)","(11.0, 14.5, 14.0)"
10-01-2023 17:13:50.547034,"(5.0, 9.0, 6.942857142857142)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 8.966666666666667)","(8.0, 13.5, 12.066666666666666)","(7.5, 8.8, 8.68)","(11.0, 14.5, 14.2)"
10-01-2023 17:13:51.579313,"(5.0, 8.8, 8.200000000000001)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 9.42)","(8.0, 13.5, 11.45)","(7.5, 8.8, 8.68)","(11.0, 14.5, 14.0)"
10-01-2023 17:13:52.693845,"(5.0, 8.8, 7.9)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 8.966666666666667)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.68)","(11.0, 14.5, 14.0)"
10-01-2023 17:13:53.698317,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.6)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 8.966666666666667)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.317647058823528)","(11.0, 14.5, 14.0)"
10-01-2023 17:13:54.684008,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 10.8)","(7.5, 8.6, 7.933333333333333)","(11.0, 14.5, 14.0)"
10-01-2023 17:13:55.656829,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 9.633333333333333)","(8.0, 13.5, 11.35)","(7.5, 8.2, 7.7384615384615385)","(11.0, 14.5, 13.5)"
10-01-2023 17:13:56.695130,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.35)","(7.5, 7.8, 7.3999999999999995)","(11.0, 14.5, 13.5)"
10-01-2023 17:13:57.741815,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.35)","(7.5, 7.6, 8.661538461538463)","(11.0, 14.5, 13.5)"
10-01-2023 17:13:58.759226,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.661538461538463)","(11.0, 14.5, 13.5)"
10-01-2023 17:13:59.823995,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.526666666666667)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.542857142857143)","(11.0, 14.5, 13.5)"
10-01-2023 17:14:00.733219,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.542857142857143)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.35)","(7.5, 8.8, 8.661538461538463)","(11.0, 14.5, 14.0)"
10-01-2023 17:14:01.704444,"(5.0, 9.2, 8.333333333333332)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.7125)","(8.0, 13.5, 12.27)","(7.5, 8.8, 8.661538461538463)","(11.0, 14.5, 14.1875)"
10-01-2023 17:14:02.688192,"(5.0, 9.2, 8.68)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.233333333333333)","(8.0, 13.5, 12.27)","(7.5, 8.8, 8.129411764705882)","(11.0, 14.5, 14.1875)"
10-01-2023 17:14:03.710972,"(5.0, 9.2, 8.466666666666667)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.233333333333333)","(8.0, 13.5, 12.27)","(7.5, 8.6, 7.847058823529411)","(11.0, 14.5, 14.0)"
10-01-2023 17:14:04.742187,"(5.0, 9.2, 8.085714285714285)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.233333333333333)","(8.0, 13.5, 11.55)","(7.5, 8.2, 7.923076923076923)","(11.0, 14.5, 14.0)"
10-01-2023 17:14:05.708049,"(5.0, 9.2, 7.64)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.233333333333333)","(8.0, 13.5, 11.55)","(7.5, 8.0, 7.266666666666667)","(11.0, 14.5, 14.291666666666668)"
10-01-2023 17:14:06.733031,"(5.0, 9.2, 8.45)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.74)","(8.0, 13.5, 11.55)","(7.5, 7.4, 7.8)","(11.0, 14.5, 14.291666666666668)"
10-01-2023 17:14:07.793825,"(5.0, 9.2, 8.533333333333333)","(4.4, 7.0, 6.628571428571429)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 11.55)","(7.5, 8.2, 7.8)","(11.0, 14.5, 14.291666666666668)"
10-01-2023 17:14:08.879181,"(5.0, 9.2, 8.649999999999999)","(4.4, 7.0, 5.8)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.633333333333333)","(8.0, 13.5, 12.942857142857143)","(7.5, 8.2, 7.389189189189189)","(11.0, 14.5, 14.291666666666668)"
10-01-2023 17:14:09.906531,"(5.0, 9.2, 8.649999999999999)","(4.4, 7.0, 5.8)","(2.8, 3.85, 3.365)","(5.5, 10.5, 9.633333333333333)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.389189189189189)","(11.0, 14.5, 14.352941176470589)"
10-01-2023 17:14:11.007669,"(5.0, 9.2, 8.649999999999999)","(4.4, 6.6, 5.55)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.071428571428571)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.389189189189189)","(11.0, 14.5, 14.352941176470589)"
10-01-2023 17:14:12.147565,"(5.0, 8.6, 8.2)","(4.4, 6.8, 5.733333333333333)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.333333333333334)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.389189189189189)","(11.0, 14.5, 14.352941176470589)"
10-01-2023 17:14:13.283211,"(5.0, 8.6, 8.2)","(4.4, 6.6, 5.355555555555556)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.333333333333334)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 14.5, 14.1)"
10-01-2023 17:14:14.370435,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.9)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.242857142857142)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 14.5, 14.125)"
10-01-2023 17:14:15.446628,"(5.0, 9.0, 8.5)","(4.4, 6.6, 5.9)","(2.8, 3.85, 3.365)","(5.5, 10.5, 10.475)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 14.5, 14.3125)"
10-01-2023 17:14:16.456821,"(5.0, 9.0, 8.5)","(4.4, 6.4, 5.371428571428572)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.475)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 14.5, 14.3125)"
10-01-2023 17:14:17.460587,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.7)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.475)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 14.5, 17.125)"
10-01-2023 17:14:18.424347,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.7375)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.0, 16.214285714285715)"
10-01-2023 17:14:19.371678,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.7375)","(8.0, 13.5, 12.107142857142858)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 17.045454545454547)"
10-01-2023 17:14:20.372672,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.7375)","(8.0, 13.5, 10.653846153846155)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 15.666666666666666)"
10-01-2023 17:14:21.523141,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.55)","(8.0, 13.5, 10.653846153846155)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 15.666666666666666)"
10-01-2023 17:14:22.663798,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.55)","(8.0, 13.5, 10.653846153846155)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 15.666666666666666)"
10-01-2023 17:14:23.649815,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.365)","(5.5, 11.0, 10.742857142857144)","(8.0, 13.5, 10.807692307692308)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 15.795454545454545)"
10-01-2023 17:14:24.665802,"(5.0, 9.0, 8.5)","(4.4, 6.4, 5.32)","(2.8, 3.85, 3.203333333333333)","(5.5, 11.0, 10.742857142857144)","(8.0, 13.5, 10.807692307692308)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.5, 16.363636363636363)"
10-01-2023 17:14:25.772389,"(5.0, 9.0, 8.5)","(4.4, 6.2, 5.45)","(2.8, 3.85, 3.203333333333333)","(5.5, 11.0, 10.742857142857144)","(8.0, 13.5, 10.807692307692308)","(7.5, 8.2, 7.290909090909091)","(11.0, 18.0, 16.363636363636363)"
10-01-2023 17:14:26.820676,"(5.0, 9.0, 8.5)","(4.6, 6.4, 5.6000000000000005)","(2.8, 3.85, 3.203333333333333)","(6.0, 11.0, 10.742857142857144)","(8.0, 13.5, 12.153846153846153)","(7.0, 8.2, 7.290909090909091)","(11.0, 18.0, 15.681818181818182)"
10-01-2023 17:14:27.814652,"(5.0, 9.0, 8.5)","(4.6, 6.0, 5.6)","(2.8, 3.85, 3.203333333333333)","(6.0, 11.0, 10.742857142857144)","(8.0, 13.5, 12.153846153846153)","(7.0, 8.2, 7.290909090909091)","(11.0, 18.0, 15.681818181818182)"
10-01-2023 17:14:28.753464,"(5.0, 9.0, 8.5)","(4.6, 6.0, 5.6)","(2.8, 3.85, 3.203333333333333)","(6.0, 11.0, 10.6)","(8.0, 13.5, 12.153846153846153)","(7.0, 8.2, 7.290909090909091)","(11.0, 18.0, 15.96)"
10-01-2023 17:14:29.764370,"(5.0, 9.0, 8.5)","(4.6, 6.0, 5.6)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 11.825)","(8.0, 13.5, 12.153846153846153)","(7.0, 8.2, 7.430769230769231)","(11.0, 18.0, 15.96)"
10-01-2023 17:14:30.804264,"(5.0, 9.0, 8.5)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 11.825)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 7.430769230769231)","(11.0, 18.0, 15.45)"
10-01-2023 17:14:31.852133,"(5.0, 8.6, 7.6)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 10.88)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 7.2)","(11.0, 18.0, 16.263157894736842)"
10-01-2023 17:14:32.864102,"(5.0, 8.4, 8.05)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 10.88)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 7.2)","(11.0, 18.0, 16.428571428571427)"
10-01-2023 17:14:33.792284,"(5.0, 8.4, 8.05)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 10.88)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 6.845454545454546)","(11.0, 17.5, 16.428571428571427)"
10-01-2023 17:14:34.747272,"(5.0, 8.4, 8.05)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 11.214285714285714)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 6.6692307692307695)","(11.0, 17.5, 15.833333333333334)"
10-01-2023 17:14:35.720457,"(5.0, 8.8, 8.08)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.365)","(6.0, 12.5, 11.214285714285714)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.8, 6.714285714285714)","(11.0, 17.5, 15.833333333333334)"
10-01-2023 17:14:36.779066,"(5.0, 8.8, 8.08)","(4.6, 6.0, 5.4)","(2.8, 3.85, 3.365)","(6.0, 12.5, 11.40909090909091)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.65)","(11.0, 17.5, 15.833333333333334)"
10-01-2023 17:14:37.821414,"(5.0, 8.8, 8.08)","(4.6, 6.0, 5.2727272727272725)","(2.8, 3.85, 3.365)","(6.0, 12.5, 11.40909090909091)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 15.976190476190476)"
10-01-2023 17:14:38.748142,"(5.0, 8.8, 8.08)","(4.6, 6.0, 5.227586206896552)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 11.40909090909091)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.166666666666668)"
10-01-2023 17:14:39.759233,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.203333333333333)","(6.0, 12.5, 11.40909090909091)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.38888888888889)"
10-01-2023 17:14:40.877905,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.5, 10.918181818181818)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.38888888888889)"
10-01-2023 17:14:42.069185,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.5, 10.8)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.38888888888889)"
10-01-2023 17:14:43.165229,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.38888888888889)"
10-01-2023 17:14:44.154572,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 16.38888888888889)"
10-01-2023 17:14:45.107874,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.566666666666667)","(11.0, 17.5, 13.833333333333334)"
10-01-2023 17:14:46.153440,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.5, 15.125)"
10-01-2023 17:14:47.258834,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.125)"
10-01-2023 17:14:48.543251,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 12.0, 10.75)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 14.857142857142858)"
10-01-2023 17:14:49.755203,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 10.882352941176471)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.3)"
10-01-2023 17:14:50.834867,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 10.6)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 16.5, 15.392857142857142)"
10-01-2023 17:14:51.875806,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 11.064516129032258)","(8.0, 13.5, 12.153846153846153)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.392857142857142)"
10-01-2023 17:14:52.949990,"(5.0, 8.8, 8.08)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 11.064516129032258)","(8.0, 13.5, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.392857142857142)"
10-01-2023 17:14:54.037175,"(5.0, 8.4, 8.05)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 11.064516129032258)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.392857142857142)"
10-01-2023 17:14:55.105612,"(5.0, 8.4, 8.05)","(4.6, 5.8, 5.5)","(2.8, 3.85, 3.365)","(6.0, 13.0, 11.333333333333334)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:14:56.181144,"(5.0, 8.4, 8.05)","(4.6, 5.8, 5.266666666666667)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:14:57.190548,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:14:58.332522,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:14:59.409439,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.333333333333334)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:15:00.413807,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 12.0, 11.125)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:15:01.387931,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 13.0, 12.090909090909092)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:15:02.355472,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 13.0, 10.75)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.676470588235293)"
10-01-2023 17:15:03.379515,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 13.0, 10.75)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 13.4)"
10-01-2023 17:15:04.359839,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 13.0, 10.75)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 17.0, 15.5)"
10-01-2023 17:15:05.362940,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.365)","(6.0, 13.0, 11.285714285714285)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.542857142857143)","(11.0, 16.5, 15.5)"
10-01-2023 17:15:06.346593,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.6883333333333335)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.5)"
10-01-2023 17:15:07.466624,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.6883333333333335)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.5)"
10-01-2023 17:15:08.531426,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.656)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 14.647058823529411)"
10-01-2023 17:15:09.635993,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.375)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.214285714285714)"
10-01-2023 17:15:10.680056,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.214285714285714)"
10-01-2023 17:15:11.661354,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 11.5, 11.178571428571429)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.214285714285714)"
10-01-2023 17:15:12.661665,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 11.5, 11.8)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.214285714285714)"
10-01-2023 17:15:13.668548,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.8)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.441176470588236)"
10-01-2023 17:15:14.781357,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.0)","(8.0, 13.0, 12.0)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.441176470588236)"
10-01-2023 17:15:15.841510,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.0)","(8.0, 13.0, 12.04)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.857142857142858)"
10-01-2023 17:15:16.867335,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.0)","(8.0, 13.0, 12.09090909090909)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.857142857142858)"
10-01-2023 17:15:17.808349,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.0)","(8.0, 13.0, 12.09090909090909)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.857142857142858)"
10-01-2023 17:15:18.848398,"(5.0, 8.4, 8.05)","(4.6, 5.7, 5.366666666666667)","(2.8, 3.85, 3.385)","(6.0, 13.0, 11.434782608695652)","(8.0, 13.0, 12.09090909090909)","(7.0, 7.4, 6.6000000000000005)","(11.0, 16.5, 15.857142857142858)"
