,Askey,Jimmy Joe,Bogie Bandit,Rutland Bella,Dance A Tango,Moon Shine,Rutland Fred,Tiny Keen
12-01-2023 16:14:00.111987,"(4.2, 7.8, 7.5200000000000005)","(6.5, 7.0, 6.96)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 120.0)","(41.0, 160.0, 140.0)","(6.5, 7.2, 6.9125)","(1.7, 1.89, 1.8917647058823528)"
12-01-2023 16:14:01.443788,"(4.2, 7.8, 7.45)","(6.5, 7.0, 6.96)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 120.0)","(41.0, 160.0, 140.0)","(6.5, 7.2, 6.929411764705883)","(1.7, 1.9, 1.8941666666666666)"
12-01-2023 16:14:02.824165,"(4.2, 7.4, 7.248484848484849)","(6.5, 7.0, 6.851612903225806)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 120.0)","(41.0, 160.0, 140.0)","(6.5, 7.2, 6.9125)","(1.7, 1.9, 1.8995454545454544)"
12-01-2023 16:14:04.188754,"(4.2, 7.2, 7.083333333333333)","(6.5, 7.2, 6.851612903225806)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 116.875)","(41.0, 160.0, 140.0)","(6.5, 7.2, 6.9125)","(1.7, 1.92, 1.9321052631578948)"
12-01-2023 16:14:05.576700,"(4.2, 7.2, 7.086956521739131)","(6.5, 7.2, 6.8914285714285715)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 116.875)","(41.0, 160.0, 140.0)","(6.5, 7.2, 6.9125)","(1.7, 1.94, 1.9233333333333333)"
12-01-2023 16:14:06.934545,"(4.2, 7.2, 7.0)","(6.5, 7.2, 6.8914285714285715)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 118.33333333333334)","(41.0, 160.0, 145.0)","(6.5, 7.2, 6.9125)","(1.7, 1.94, 1.937076923076923)"
12-01-2023 16:14:08.259843,"(4.2, 7.0, 6.925925925925926)","(6.5, 7.2, 6.894117647058823)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 118.33333333333334)","(41.0, 160.0, 144.0)","(6.5, 7.2, 6.9125)","(1.7, 1.95, 1.9449999999999998)"
12-01-2023 16:14:09.674580,"(4.2, 7.0, 6.8933333333333335)","(6.5, 7.2, 6.8533333333333335)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 115.0)","(41.0, 150.0, 111.25)","(6.5, 7.2, 6.9125)","(1.7, 1.96, 1.9455555555555555)"
12-01-2023 16:14:11.194018,"(4.2, 7.0, 6.8933333333333335)","(6.5, 7.2, 6.847058823529411)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 115.0)","(41.0, 160.0, 111.25)","(6.5, 7.2, 6.9125)","(1.7, 1.97, 1.9455555555555555)"
12-01-2023 16:14:12.752035,"(4.2, 7.0, 6.692307692307692)","(6.5, 7.2, 6.847058823529411)","(51.0, 120.0, 97.5)","(15.0, 38.0, 33.2)","(71.0, 130.0, 110.0)","(41.0, 160.0, 124.0)","(6.5, 7.2, 6.944444444444445)","(1.7, 1.97, 1.9328571428571428)"
12-01-2023 16:14:14.360041,"(4.2, 7.2, 6.9)","(6.5, 7.2, 6.84)","(51.0, 120.0, 97.5)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 110.0)","(41.0, 160.0, 136.0)","(6.5, 7.2, 6.885714285714285)","(1.7, 1.96, 1.9516666666666667)"
12-01-2023 16:14:15.874965,"(4.2, 7.2, 6.9)","(6.5, 7.2, 6.842105263157895)","(51.0, 120.0, 97.5)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 110.0)","(41.0, 160.0, 136.0)","(6.5, 7.2, 6.825)","(1.7, 1.96, 1.964)"
12-01-2023 16:14:17.408962,"(4.2, 7.2, 6.9)","(6.5, 7.0, 6.7124999999999995)","(51.0, 120.0, 97.5)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 110.0)","(41.0, 160.0, 136.0)","(6.5, 7.0, 6.825)","(1.7, 1.97, 1.966842105263158)"
12-01-2023 16:14:18.925584,"(4.2, 7.2, 6.866666666666666)","(6.5, 7.0, 6.7444444444444445)","(51.0, 120.0, 111.0)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 136.0)","(6.5, 7.0, 6.825)","(1.7, 1.97, 1.966842105263158)"
12-01-2023 16:14:20.506298,"(4.2, 7.0, 6.8625)","(6.5, 7.0, 6.713043478260869)","(51.0, 120.0, 105.0)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 124.54545454545455)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.811111111111111)","(1.7, 1.97, 1.966842105263158)"
12-01-2023 16:14:22.198332,"(4.2, 7.0, 6.838461538461538)","(6.5, 7.0, 6.692857142857142)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 124.54545454545455)","(41.0, 150.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 1.97, 1.961111111111111)"
12-01-2023 16:14:23.851473,"(4.2, 7.0, 7.008)","(6.5, 7.0, 6.633333333333333)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 120.0)","(41.0, 150.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 1.97, 1.961111111111111)"
12-01-2023 16:14:25.452586,"(4.2, 7.2, 7.008)","(6.5, 6.8, 6.605714285714286)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 120.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 1.97, 1.961111111111111)"
12-01-2023 16:14:27.132692,"(4.2, 7.2, 6.947368421052632)","(6.5, 6.8, 6.616216216216216)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 120.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 1.97, 1.961111111111111)"
12-01-2023 16:14:28.608997,"(4.2, 7.2, 6.955555555555556)","(6.5, 6.8, 6.515789473684211)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 1.97, 1.992)"
12-01-2023 16:14:30.005545,"(4.4, 7.2, 6.8)","(6.0, 6.6, 6.461904761904762)","(51.0, 120.0, 111.66666666666667)","(15.0, 38.0, 32.05128205128205)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 2.0, 2.0085714285714285)"
12-01-2023 16:14:31.433073,"(4.4, 6.8, 6.763636363636364)","(6.0, 6.6, 6.461904761904762)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.05128205128205)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 2.02, 2.004782608695652)"
12-01-2023 16:14:33.071433,"(4.4, 7.2, 7.0588235294117645)","(6.0, 6.6, 6.461904761904762)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.285714285714285)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.807142857142857)","(1.7, 2.02, 2.0142857142857142)"
12-01-2023 16:14:34.692631,"(4.4, 7.2, 7.0588235294117645)","(6.0, 6.6, 6.4375)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.05128205128205)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.665454545454545)","(1.7, 2.04, 2.006666666666667)"
12-01-2023 16:14:36.147016,"(4.4, 7.2, 6.9818181818181815)","(6.0, 6.6, 6.474509803921569)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 7.0, 6.427586206896552)","(1.7, 2.04, 2.0131034482758623)"
12-01-2023 16:14:37.772117,"(4.4, 7.2, 7.08)","(6.0, 6.6, 6.447619047619048)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 118.0)","(41.0, 160.0, 140.0)","(6.5, 6.8, 6.523076923076923)","(1.7, 2.04, 2.019)"
12-01-2023 16:14:39.351242,"(4.4, 7.2, 7.04)","(6.0, 6.6, 6.44)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 118.0)","(41.0, 160.0, 136.0)","(6.5, 6.8, 6.514285714285714)","(1.7, 2.04, 2.019)"
12-01-2023 16:14:40.948946,"(4.4, 7.2, 7.073684210526316)","(6.0, 6.6, 6.411428571428572)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 136.0)","(6.5, 6.8, 6.5488372093023255)","(1.7, 2.04, 1.9955555555555555)"
12-01-2023 16:14:42.415862,"(4.4, 7.2, 7.026086956521739)","(6.0, 6.6, 6.420512820512821)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 136.0)","(6.5, 6.8, 6.5488372093023255)","(1.7, 2.04, 2.0044444444444443)"
12-01-2023 16:14:43.803782,"(4.4, 7.2, 6.977777777777778)","(6.0, 6.6, 6.405555555555556)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 140.0)","(6.5, 6.8, 6.5488372093023255)","(1.7, 2.04, 2.008780487804878)"
12-01-2023 16:14:45.207454,"(4.4, 7.2, 7.0285714285714285)","(6.0, 6.6, 6.406896551724138)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.604651162790695)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 140.0)","(6.5, 6.8, 6.5488372093023255)","(1.7, 2.04, 2.0121739130434784)"
12-01-2023 16:14:46.668848,"(4.4, 7.2, 7.0)","(6.0, 6.6, 6.416666666666667)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.72727272727273)","(71.0, 130.0, 121.42857142857143)","(41.0, 160.0, 137.14285714285714)","(6.5, 6.8, 6.554545454545455)","(1.7, 2.04, 2.0097297297297296)"
12-01-2023 16:14:47.979198,"(4.4, 7.2, 7.076923076923077)","(6.0, 6.6, 6.416666666666667)","(51.0, 120.0, 106.66666666666667)","(15.0, 38.0, 32.095238095238095)","(71.0, 130.0, 124.54545454545455)","(41.0, 140.0, 151.42857142857142)","(6.5, 6.8, 6.554545454545455)","(1.7, 2.02, 1.9942857142857142)"
12-01-2023 16:14:49.281619,"(4.4, 7.2, 7.266666666666667)","(6.0, 6.6, 6.870967741935484)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.53846153846154)","(71.0, 130.0, 125.55555555555556)","(41.0, 160.0, 151.42857142857142)","(6.5, 6.8, 6.554545454545455)","(1.7, 2.0, 1.9506666666666665)"
12-01-2023 16:14:50.747563,"(4.4, 7.4, 7.355555555555556)","(6.0, 7.0, 7.088888888888889)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.53846153846154)","(71.0, 130.0, 125.55555555555556)","(41.0, 160.0, 151.42857142857142)","(6.5, 6.8, 6.565217391304348)","(1.7, 1.96, 1.9532075471698114)"
12-01-2023 16:14:52.125229,"(4.4, 7.4, 7.355555555555556)","(6.0, 7.2, 7.072727272727273)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.57894736842105)","(71.0, 130.0, 125.55555555555556)","(41.0, 160.0, 151.42857142857142)","(6.5, 6.8, 6.561702127659575)","(1.7, 1.96, 1.9532075471698114)"
12-01-2023 16:14:53.516647,"(4.4, 7.4, 7.28)","(6.0, 7.2, 7.072727272727273)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.75609756097561)","(71.0, 130.0, 125.55555555555556)","(41.0, 160.0, 151.42857142857142)","(6.5, 6.8, 6.561702127659575)","(1.7, 1.96, 1.949230769230769)"
12-01-2023 16:14:54.991833,"(4.4, 7.4, 7.25)","(6.0, 7.2, 6.976)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.6)","(71.0, 130.0, 122.0)","(41.0, 160.0, 151.42857142857142)","(6.5, 6.8, 6.5520000000000005)","(1.7, 1.96, 1.9454545454545453)"
12-01-2023 16:14:56.473646,"(4.4, 7.4, 7.366666666666667)","(6.0, 7.2, 6.976)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.6)","(71.0, 130.0, 125.55555555555556)","(41.0, 160.0, 152.5)","(6.5, 6.8, 6.561702127659575)","(1.7, 1.95, 1.9478260869565216)"
12-01-2023 16:14:57.892287,"(4.4, 7.4, 7.3052631578947365)","(6.0, 7.2, 6.976)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.6)","(71.0, 130.0, 128.0)","(41.0, 160.0, 152.5)","(6.5, 6.8, 6.561702127659575)","(1.7, 1.95, 1.946078431372549)"
12-01-2023 16:14:59.334752,"(4.4, 7.6, 7.3052631578947365)","(6.0, 7.2, 6.966666666666667)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.365853658536587)","(71.0, 130.0, 128.0)","(41.0, 160.0, 152.5)","(6.5, 6.8, 6.561702127659575)","(1.7, 1.95, 1.946734693877551)"
12-01-2023 16:15:00.769635,"(4.4, 7.6, 7.4)","(6.0, 7.2, 6.984615384615385)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 31.365853658536587)","(71.0, 130.0, 146.0)","(41.0, 160.0, 152.5)","(6.5, 6.8, 6.5520000000000005)","(1.7, 1.95, 1.9523636363636363)"
12-01-2023 16:15:02.158158,"(4.4, 7.6, 7.359999999999999)","(6.0, 7.2, 6.984615384615385)","(51.0, 120.0, 106.66666666666667)","(15.0, 34.0, 29.642857142857142)","(71.0, 150.0, 146.0)","(41.0, 160.0, 152.5)","(6.5, 6.8, 6.565217391304348)","(1.7, 1.96, 1.946)"
12-01-2023 16:15:03.502442,"(4.4, 7.6, 7.375)","(6.0, 7.2, 6.966666666666667)","(51.0, 120.0, 106.66666666666667)","(15.0, 32.0, 29.441176470588236)","(71.0, 150.0, 128.0)","(41.0, 160.0, 146.66666666666666)","(6.5, 6.8, 6.565217391304348)","(1.7, 1.96, 1.9494285714285713)"
12-01-2023 16:15:04.900257,"(4.4, 7.6, 7.533333333333333)","(6.0, 7.2, 6.984615384615385)","(51.0, 120.0, 106.66666666666667)","(15.0, 32.0, 29.441176470588236)","(71.0, 130.0, 128.0)","(41.0, 160.0, 140.0)","(6.5, 6.8, 6.565217391304348)","(1.7, 1.95, 1.9531818181818181)"
12-01-2023 16:15:06.243504,"(4.4, 7.8, 7.533333333333333)","(6.0, 7.2, 6.984615384615385)","(51.0, 120.0, 106.66666666666667)","(15.0, 32.0, 29.441176470588236)","(71.0, 130.0, 126.66666666666667)","(41.0, 160.0, 140.0)","(6.5, 6.8, 6.549019607843137)","(1.7, 1.96, 1.9583333333333333)"
12-01-2023 16:15:07.521357,"(4.8, 7.8, 7.564705882352941)","(6.0, 7.2, 6.984615384615385)","(51.0, 120.0, 106.66666666666667)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 126.66666666666667)","(61.0, 160.0, 140.0)","(6.0, 6.8, 6.549019607843137)","(1.65, 1.96, 1.9483333333333333)"
12-01-2023 16:15:08.909788,"(4.8, 7.8, 7.564705882352941)","(6.0, 7.2, 6.905263157894737)","(51.0, 120.0, 106.66666666666667)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 126.66666666666667)","(61.0, 160.0, 150.0)","(6.0, 6.8, 6.561702127659575)","(1.65, 1.97, 1.93)"
12-01-2023 16:15:10.391610,"(4.8, 7.8, 7.64)","(6.0, 7.2, 6.905263157894737)","(51.0, 120.0, 106.66666666666667)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 128.0)","(61.0, 160.0, 152.5)","(6.0, 6.8, 6.538181818181818)","(1.65, 1.94, 1.9230434782608694)"
12-01-2023 16:15:11.898237,"(4.8, 7.8, 7.666666666666666)","(6.0, 7.2, 6.905263157894737)","(51.0, 120.0, 106.66666666666667)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 126.66666666666667)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.533333333333333)","(1.65, 1.93, 1.920909090909091)"
12-01-2023 16:15:13.258237,"(4.8, 7.8, 7.666666666666666)","(6.0, 7.2, 6.905263157894737)","(51.0, 120.0, 116.0)","(18.0, 32.0, 29.710526315789473)","(71.0, 130.0, 127.5)","(61.0, 160.0, 155.55555555555554)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.93, 1.9162857142857141)"
12-01-2023 16:15:14.657600,"(4.8, 7.8, 7.742857142857143)","(6.0, 7.2, 6.953846153846154)","(51.0, 120.0, 106.66666666666667)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 127.5)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.93, 1.9227999999999998)"
12-01-2023 16:15:16.048780,"(4.8, 8.0, 7.779999999999999)","(6.0, 7.2, 6.895238095238095)","(51.0, 120.0, 113.33333333333333)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 127.5)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.93, 1.9227272727272726)"
12-01-2023 16:15:17.353198,"(4.8, 8.0, 7.824)","(6.0, 7.2, 6.895238095238095)","(51.0, 120.0, 128.75)","(18.0, 32.0, 29.441176470588236)","(71.0, 130.0, 127.5)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9178125)"
12-01-2023 16:15:18.781491,"(4.8, 8.0, 7.780952380952381)","(6.0, 7.2, 6.953846153846154)","(51.0, 140.0, 110.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 127.5)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.93, 1.9188888888888889)"
12-01-2023 16:15:20.523630,"(4.8, 7.8, 7.780952380952381)","(6.0, 7.2, 6.895238095238095)","(51.0, 140.0, 116.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 127.5)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9215384615384614)"
12-01-2023 16:15:22.348870,"(4.8, 7.8, 7.753846153846154)","(6.0, 7.2, 6.895238095238095)","(51.0, 140.0, 116.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 128.33333333333334)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9216129032258065)"
12-01-2023 16:15:23.864381,"(4.8, 8.0, 7.8545454545454545)","(6.0, 7.2, 6.895238095238095)","(51.0, 140.0, 124.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 127.14285714285714)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9216666666666666)"
12-01-2023 16:15:25.542249,"(4.8, 8.0, 7.8545454545454545)","(6.0, 7.2, 6.895238095238095)","(51.0, 140.0, 124.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 120.9090909090909)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9216666666666666)"
12-01-2023 16:15:27.116527,"(4.8, 8.0, 7.8545454545454545)","(6.0, 7.2, 6.895238095238095)","(61.0, 140.0, 124.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.9216666666666666)"
12-01-2023 16:15:28.579303,"(4.8, 8.0, 7.866666666666667)","(6.0, 7.2, 6.895238095238095)","(61.0, 140.0, 124.0)","(18.0, 32.0, 29.76923076923077)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.924)"
12-01-2023 16:15:30.104491,"(4.8, 8.0, 7.881481481481481)","(6.0, 7.2, 6.895238095238095)","(61.0, 140.0, 124.0)","(18.0, 32.0, 30.64864864864865)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.94, 1.915)"
12-01-2023 16:15:31.599267,"(4.8, 8.0, 7.881481481481481)","(6.0, 7.2, 6.953846153846154)","(61.0, 140.0, 110.0)","(18.0, 32.0, 30.64864864864865)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.93, 1.9127272727272726)"
12-01-2023 16:15:33.015728,"(4.8, 8.0, 7.881481481481481)","(6.0, 7.2, 6.953846153846154)","(61.0, 140.0, 114.28571428571429)","(18.0, 32.0, 30.64864864864865)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.554838709677419)","(1.65, 1.92, 1.91875)"
12-01-2023 16:15:34.453919,"(4.8, 8.0, 7.847619047619047)","(6.0, 7.2, 6.953846153846154)","(61.0, 140.0, 124.11764705882354)","(18.0, 32.0, 30.074074074074073)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(6.0, 6.8, 6.555932203389831)","(1.65, 1.93, 1.92)"
12-01-2023 16:15:35.997493,"(5.0, 8.0, 7.926315789473684)","(5.5, 7.2, 6.895238095238095)","(61.0, 140.0, 105.71428571428571)","(18.0, 32.0, 30.074074074074073)","(71.0, 130.0, 105.0)","(61.0, 160.0, 146.66666666666666)","(5.5, 6.8, 6.555932203389831)","(1.65, 1.93, 1.9056)"
12-01-2023 16:15:37.498844,"(5.0, 8.0, 7.944)","(5.5, 7.2, 6.895238095238095)","(61.0, 140.0, 114.28571428571429)","(18.0, 32.0, 30.074074074074073)","(71.0, 130.0, 105.0)","(61.0, 160.0, 163.33333333333334)","(5.5, 6.8, 6.555932203389831)","(1.65, 1.92, 1.9056)"
12-01-2023 16:15:38.827859,"(5.0, 8.0, 7.944)","(5.5, 7.2, 6.895238095238095)","(61.0, 140.0, 114.28571428571429)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 147.5)","(5.5, 6.8, 6.558620689655172)","(1.65, 1.92, 1.914375)"
12-01-2023 16:15:40.236007,"(5.0, 8.0, 7.944)","(5.5, 7.2, 6.953846153846154)","(61.0, 140.0, 114.28571428571429)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 147.5)","(5.5, 6.8, 6.567272727272727)","(1.65, 1.92, 1.9116666666666666)"
12-01-2023 16:15:41.645252,"(5.0, 8.0, 7.944)","(5.5, 7.2, 6.895238095238095)","(61.0, 140.0, 114.28571428571429)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 147.5)","(5.5, 6.8, 6.567272727272727)","(1.65, 1.92, 1.914375)"
12-01-2023 16:15:43.108098,"(5.0, 8.0, 7.926315789473684)","(5.5, 7.2, 6.966666666666667)","(61.0, 140.0, 105.71428571428571)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 147.5)","(5.5, 6.8, 6.5440000000000005)","(1.65, 1.92, 1.9107999999999998)"
12-01-2023 16:15:44.582673,"(5.0, 8.0, 7.926315789473684)","(5.5, 7.2, 6.992592592592593)","(61.0, 140.0, 105.71428571428571)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 147.5)","(5.5, 6.8, 6.567272727272727)","(1.65, 1.93, 1.908)"
12-01-2023 16:15:46.083728,"(5.0, 8.0, 7.924137931034482)","(5.5, 7.2, 6.966666666666667)","(61.0, 140.0, 112.5)","(18.0, 32.0, 30.06896551724138)","(71.0, 130.0, 105.0)","(61.0, 170.0, 160.0)","(5.5, 6.8, 6.828571428571428)","(1.65, 1.92, 1.8942105263157893)"
12-01-2023 16:15:47.546407,"(5.0, 8.0, 7.989473684210527)","(5.5, 7.2, 6.870588235294117)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 105.0)","(61.0, 170.0, 163.57142857142856)","(5.5, 7.0, 6.819047619047619)","(1.65, 1.91, 1.9070588235294117)"
12-01-2023 16:15:49.154264,"(5.0, 8.0, 7.990909090909091)","(5.5, 7.2, 6.870588235294117)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 105.0)","(61.0, 170.0, 163.57142857142856)","(5.5, 7.0, 6.8)","(1.65, 1.91, 1.9053488372093021)"
12-01-2023 16:15:50.667189,"(5.0, 8.0, 7.990909090909091)","(5.5, 7.2, 6.963636363636364)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 105.0)","(61.0, 170.0, 163.57142857142856)","(5.5, 7.0, 6.8133333333333335)","(1.65, 1.92, 1.9133333333333333)"
12-01-2023 16:15:52.087550,"(5.0, 8.0, 8.070967741935483)","(5.5, 7.0, 6.963636363636364)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 120.27777777777777)","(61.0, 170.0, 163.57142857142856)","(5.5, 7.0, 6.8133333333333335)","(1.65, 1.92, 1.9181818181818182)"
12-01-2023 16:15:53.669941,"(5.0, 8.2, 8.05185185185185)","(5.5, 7.0, 6.96)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 120.27777777777777)","(61.0, 170.0, 165.3846153846154)","(5.5, 7.0, 6.8)","(1.65, 1.92, 1.9157894736842105)"
12-01-2023 16:15:55.443973,"(5.0, 8.2, 8.046153846153846)","(5.5, 7.0, 6.825)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 120.27777777777777)","(61.0, 170.0, 147.5)","(5.5, 7.0, 6.8)","(1.65, 1.91, 1.8966666666666665)"
12-01-2023 16:15:57.042890,"(5.0, 8.2, 7.836363636363636)","(5.5, 7.0, 6.825)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 113.33333333333333)","(61.0, 170.0, 147.5)","(5.5, 7.0, 6.918181818181818)","(1.65, 1.91, 1.9045454545454545)"
12-01-2023 16:15:58.575612,"(5.0, 8.0, 7.914285714285715)","(5.5, 7.0, 6.745454545454545)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 119.0625)","(61.0, 170.0, 147.5)","(5.5, 7.0, 6.918181818181818)","(1.65, 1.91, 1.9)"
12-01-2023 16:16:00.276015,"(5.0, 8.0, 7.914285714285715)","(5.5, 7.0, 6.72)","(61.0, 150.0, 112.5)","(18.0, 32.0, 29.103448275862068)","(71.0, 130.0, 119.0625)","(61.0, 170.0, 147.5)","(5.5, 7.0, 6.889655172413793)","(1.65, 1.91, 1.8942857142857141)"
