,Union Rally,Highway Queen,Paynt By Number,Simple Souvenir,Run Laura Run,Denali Rae
12-01-2023 08:10:44.011040,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:45.019328,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:45.993742,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:47.005847,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:47.966275,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:48.875821,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:49.875373,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:50.837034,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:51.842377,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:52.774380,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:53.746356,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:54.673858,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:55.569076,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:56.609071,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:57.642906,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:58.694726,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:10:59.779005,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:00.753922,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:01.598083,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:02.526792,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:03.584756,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:04.566471,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:05.537842,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.6, 6.35)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:06.490351,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 20.64)"
12-01-2023 08:11:07.433738,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 20.64)"
12-01-2023 08:11:08.421456,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 20.64)"
12-01-2023 08:11:09.378667,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 20.64)"
12-01-2023 08:11:10.408791,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 20.64)"
12-01-2023 08:11:11.397044,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 28.0, 21.240000000000002)"
12-01-2023 08:11:12.335904,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:13.328699,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:14.278542,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:15.214986,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:16.229670,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:17.223318,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:18.164890,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:19.260042,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:20.367944,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:21.405842,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:22.403008,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:23.342398,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:24.385198,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:25.460862,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:26.499494,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:27.519873,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:28.446422,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:29.378219,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:30.405376,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:31.515159,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:32.628639,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:33.624038,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:34.510974,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:35.477431,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:36.543546,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:37.771898,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:38.806228,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:39.916482,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:40.844416,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:41.863560,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:42.912811,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:43.994381,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:45.035592,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:46.087897,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:47.153518,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:48.269805,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:49.304619,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:50.342160,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:51.354320,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:52.390733,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:53.410161,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:54.465602,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:55.494389,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:56.485132,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:57.354847,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:58.314785,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:11:59.405807,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:00.519651,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:01.613523,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:02.565161,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:03.458667,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:04.449634,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:05.571847,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.410909090909091)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:06.676654,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.4, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:07.705719,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:08.676991,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:09.565071,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:10.588704,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:11.630303,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:12.735986,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:13.799258,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:14.790738,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:15.781637,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:16.940246,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:18.354033,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:19.759232,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:20.917924,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:22.227347,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:23.703595,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:25.234837,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:26.572103,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:27.754289,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:28.981981,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:30.360713,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:31.892003,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:32.921948,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:33.886162,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:34.834719,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:35.770977,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
12-01-2023 08:12:36.814720,"(19.0, 34.0, 23.5)","(10.0, 20.0, 14.8)","(2.25, 9.2, 4.3563636363636355)","(3.6, 3.85, 3.7642857142857142)","(5.0, 8.8, 6.4)","(8.5, 29.0, 21.240000000000002)"
