,Johnny Cool,Master The Art,Trending Wanda,Unleaded Diesel,Boomburst,Serena Bale,Rock Me Rocco
04-01-2023 12:52:41.057732,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.28)","(9.0, 19.5, 17.055555555555557)","(5.5, 9.0, 7.527272727272727)"
04-01-2023 12:52:42.304428,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.28)","(9.0, 19.5, 17.055555555555557)","(5.5, 8.4, 7.425)"
04-01-2023 12:52:43.420528,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 17.055555555555557)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:44.572755,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 17.666666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:45.703232,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 17.055555555555557)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:46.788087,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 17.055555555555557)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:47.875572,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.25)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 18.583333333333332)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:48.994235,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 16.5, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 18.583333333333332)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:50.070201,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 18.583333333333332)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:51.073161,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.34)","(9.0, 19.5, 18.583333333333332)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:52.067690,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.325)","(9.0, 19.5, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:53.056693,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.325)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:54.233274,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.325)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:55.389864,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 266.66666666666663)","(2.9, 3.4, 3.325)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:56.536869,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3111111111111113)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:57.884467,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3375)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:52:59.088962,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:00.350468,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.222222222222221)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 18.166666666666668)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:01.452624,"(3.4, 5.6, 4.933333333333333)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.545454545454547)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:02.603073,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.59090909090909)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:03.793441,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:04.895086,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:06.050683,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:07.220348,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:08.325766,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:09.395761,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:10.452246,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:11.449940,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:12.466102,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:13.495558,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:14.541885,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:15.599374,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 15.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 18.4375)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:16.718658,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:17.739252,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 19.0, 17.5)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:18.860337,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 19.0, 20.1875)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:19.940439,"(3.4, 5.6, 5.138461538461538)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.0)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 21.0, 18.833333333333332)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:21.001697,"(3.4, 5.6, 4.85)","(4.0, 4.5, 4.25)","(10.0, 17.0, 14.7)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.31)","(9.0, 21.0, 20.40909090909091)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:22.083975,"(3.4, 5.6, 4.904347826086957)","(4.0, 4.5, 4.305555555555555)","(10.0, 16.5, 13.8)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.3466666666666667)","(9.0, 21.0, 20.25)","(5.5, 8.4, 7.714285714285714)"
04-01-2023 12:53:23.175937,"(3.4, 5.4, 4.76)","(4.0, 4.5, 4.458333333333333)","(10.0, 16.5, 13.8)","(91.0, 580.0, 412.72727272727275)","(2.9, 3.4, 3.3466666666666667)","(9.0, 21.0, 20.53846153846154)","(5.5, 8.4, 7.527272727272727)"
04-01-2023 12:53:24.328384,"(3.4, 5.4, 4.699999999999999)","(4.0, 4.5, 4.379310344827586)","(10.0, 16.5, 13.62)","(91.0, 580.0, 420.0)","(2.9, 3.4, 3.326)","(9.0, 21.0, 19.285714285714285)","(5.5, 8.4, 7.661538461538462)"
04-01-2023 12:53:25.441108,"(3.4, 5.4, 4.810526315789474)","(4.0, 4.5, 4.379310344827586)","(10.0, 16.5, 13.62)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 19.0)","(5.5, 8.4, 7.894736842105264)"
04-01-2023 12:53:26.482610,"(3.4, 5.4, 4.933333333333334)","(4.0, 4.5, 4.458333333333333)","(10.0, 16.5, 12.9)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 19.0)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:27.525423,"(3.4, 5.4, 5.023076923076923)","(4.0, 4.5, 4.458333333333333)","(10.0, 16.5, 12.9)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 18.0)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:28.547771,"(3.4, 5.4, 5.023076923076923)","(4.0, 4.5, 4.315789473684211)","(10.0, 16.5, 13.62)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 18.076923076923077)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:29.576072,"(3.4, 5.3, 5.078947368421052)","(4.0, 4.5, 4.428571428571429)","(10.0, 12.5, 12.071428571428571)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 16.875)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:30.600015,"(3.4, 5.3, 5.078947368421052)","(4.0, 4.6, 4.233333333333333)","(10.0, 12.5, 12.2)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 18.076923076923077)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:31.577030,"(3.4, 5.3, 4.948275862068965)","(4.0, 4.6, 4.233333333333333)","(10.0, 12.5, 11.75)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 16.875)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:32.539285,"(3.4, 5.3, 4.948275862068965)","(4.0, 4.6, 4.21111111111111)","(10.0, 14.0, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:33.518676,"(3.4, 5.3, 4.78)","(4.0, 4.6, 4.21111111111111)","(10.0, 14.0, 13.615384615384615)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:34.566844,"(3.4, 5.3, 4.78)","(4.0, 4.6, 4.233333333333333)","(10.0, 16.0, 12.884615384615385)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:35.677748,"(3.4, 5.3, 4.91)","(4.0, 4.6, 4.266666666666667)","(10.0, 15.0, 12.576923076923077)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.305)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:36.845718,"(3.4, 5.3, 4.78)","(4.0, 4.6, 4.385714285714285)","(10.0, 15.0, 13.3125)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:37.936095,"(3.4, 5.3, 4.78)","(4.0, 4.6, 4.385714285714285)","(10.0, 15.0, 13.3125)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:39.043397,"(3.4, 5.3, 4.693333333333333)","(4.0, 4.6, 4.266666666666667)","(10.0, 15.0, 13.65)","(91.0, 580.0, 412.72727272727275)","(2.9, 3.35, 3.305)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.03076923076923)"
04-01-2023 12:53:40.102466,"(3.4, 5.3, 4.845)","(4.0, 4.6, 4.266666666666667)","(10.0, 15.0, 13.65)","(91.0, 580.0, 412.72727272727275)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.181818181818182)"
04-01-2023 12:53:41.139303,"(3.4, 5.2, 4.733333333333333)","(4.0, 4.6, 4.359999999999999)","(10.0, 15.0, 13.65)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.326)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.133333333333333)"
04-01-2023 12:53:42.203954,"(3.4, 5.1, 4.699999999999999)","(4.0, 4.6, 4.51)","(10.0, 15.0, 13.65)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.3078125000000003)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.036363636363637)"
04-01-2023 12:53:43.222971,"(3.4, 5.1, 4.81875)","(4.0, 4.6, 4.463636363636363)","(10.0, 15.0, 13.65)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.327777777777778)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.246153846153847)"
04-01-2023 12:53:44.214157,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.327777777777778)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.246153846153847)"
04-01-2023 12:53:45.201150,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.3078125000000003)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.246153846153847)"
04-01-2023 12:53:46.173550,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.327777777777778)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.246153846153847)"
04-01-2023 12:53:47.207706,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.3078125000000003)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.942857142857143)"
04-01-2023 12:53:48.268556,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.327777777777778)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.0)"
04-01-2023 12:53:49.365352,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.327777777777778)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.095238095238095)"
04-01-2023 12:53:50.423934,"(3.4, 5.1, 4.875)","(4.0, 4.6, 4.329032258064516)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.3078125000000003)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.153846153846153)"
04-01-2023 12:53:51.503874,"(3.4, 5.1, 4.875)","(4.0, 4.5, 4.404761904761905)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.35, 3.3916666666666666)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.153846153846153)"
04-01-2023 12:53:52.584722,"(3.4, 5.1, 4.875)","(4.0, 4.5, 4.354166666666667)","(10.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.3)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:53:53.660399,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.3)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.08)"
04-01-2023 12:53:54.751922,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.3657894736842104)","(9.0, 20.0, 15.75)","(5.5, 8.4, 8.08)"
04-01-2023 12:53:55.889118,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.4071428571428575)","(9.0, 20.0, 16.6)","(5.5, 8.4, 8.08)"
04-01-2023 12:53:56.940923,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.375)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:53:57.986197,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 15.0, 12.678571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.409090909090909)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:53:59.054712,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.409090909090909)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.76)"
04-01-2023 12:54:00.105434,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.375)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:54:01.141417,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.428571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.428571428571429)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.76)"
04-01-2023 12:54:02.140616,"(3.6, 5.1, 4.8619047619047615)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.4038461538461537)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:54:03.120433,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.428571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.428571428571429)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.76)"
04-01-2023 12:54:04.078428,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.428571428571429)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.76)"
04-01-2023 12:54:05.107051,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.333333333333334)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.4038461538461537)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.973333333333334)"
04-01-2023 12:54:06.149430,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 12.5, 12.375)","(91.0, 580.0, 420.0)","(2.9, 3.45, 3.42)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.866666666666667)"
04-01-2023 12:54:07.267378,"(3.6, 5.1, 4.875)","(3.9, 4.5, 4.125)","(9.0, 14.0, 12.928571428571429)","(91.0, 580.0, 420.0)","(2.9, 3.5, 3.4636363636363634)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.6000000000000005)"
04-01-2023 12:54:08.369917,"(3.6, 5.1, 4.875)","(3.9, 4.4, 4.076190476190476)","(9.0, 14.0, 13.210526315789474)","(91.0, 580.0, 420.0)","(2.9, 3.5, 3.525)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.511111111111111)"
04-01-2023 12:54:09.450427,"(3.6, 5.1, 4.875)","(3.9, 4.4, 4.094117647058823)","(9.0, 14.0, 13.423076923076923)","(91.0, 580.0, 420.0)","(2.9, 3.55, 3.489655172413793)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.490909090909091)"
04-01-2023 12:54:10.525700,"(3.6, 5.1, 4.875)","(3.9, 4.4, 4.094117647058823)","(9.0, 14.0, 13.423076923076923)","(91.0, 580.0, 420.0)","(2.9, 3.55, 3.4964285714285714)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.511111111111111)"
04-01-2023 12:54:11.589296,"(3.6, 5.1, 4.885714285714285)","(3.9, 4.4, 4.094117647058823)","(9.0, 14.0, 13.0625)","(91.0, 580.0, 420.0)","(2.9, 3.55, 3.5391304347826087)","(9.0, 20.0, 16.6)","(5.5, 8.4, 7.527272727272727)"
04-01-2023 12:54:12.627517,"(3.6, 5.1, 4.793548387096774)","(3.9, 4.4, 4.094117647058823)","(9.0, 14.0, 12.75)","(91.0, 580.0, 420.0)","(2.9, 3.55, 3.5869565217391304)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.76)"
04-01-2023 12:54:13.578896,"(3.6, 5.1, 4.91578947368421)","(3.9, 4.4, 4.207407407407407)","(9.0, 14.0, 12.75)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.5869565217391304)","(9.0, 20.0, 15.75)","(5.5, 8.4, 7.527272727272727)"
04-01-2023 12:54:14.591694,"(3.6, 5.1, 4.91578947368421)","(3.9, 4.4, 4.220689655172414)","(9.0, 14.0, 12.194444444444445)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(9.0, 20.0, 18.2)","(5.5, 8.4, 7.942857142857143)"
04-01-2023 12:54:15.526080,"(3.6, 5.1, 4.91578947368421)","(3.9, 4.4, 4.220689655172414)","(9.0, 14.0, 12.58695652173913)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.590909090909091)","(9.0, 19.0, 17.4)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:16.520320,"(3.6, 5.1, 4.966666666666667)","(3.9, 4.3, 4.24)","(9.0, 14.0, 12.194444444444445)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.590909090909091)","(9.0, 19.0, 18.2)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:17.522981,"(3.6, 5.1, 4.9799999999999995)","(3.9, 4.4, 4.256)","(9.0, 14.0, 12.58695652173913)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.590909090909091)","(9.0, 19.0, 17.4)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:18.562654,"(3.6, 5.1, 4.868421052631579)","(3.9, 4.4, 4.24)","(9.0, 14.0, 12.157894736842104)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 18.2)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:19.619323,"(3.6, 5.1, 4.781818181818181)","(3.9, 4.4, 4.192)","(9.0, 14.0, 12.541666666666666)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 15.8)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:20.687249,"(3.6, 5.1, 4.795652173913043)","(3.9, 4.4, 4.228571428571429)","(9.0, 14.0, 12.157894736842104)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 15.428571428571429)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:21.751076,"(3.6, 5.1, 4.85)","(3.9, 4.4, 4.228571428571429)","(9.0, 14.0, 12.157894736842104)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 16.066666666666666)","(5.5, 8.4, 8.016)"
04-01-2023 12:54:22.778305,"(3.6, 5.1, 4.85)","(3.9, 4.4, 4.300000000000001)","(9.0, 14.0, 12.541666666666666)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 15.48)","(5.5, 8.4, 7.955555555555556)"
04-01-2023 12:54:23.863771,"(3.6, 5.1, 4.85)","(3.9, 4.4, 4.192)","(9.0, 14.0, 12.157894736842104)","(91.0, 580.0, 420.0)","(2.9, 3.6, 3.589655172413793)","(10.0, 19.0, 16.066666666666666)","(5.5, 8.4, 7.828571428571429)"
