,Alvarez Bale,Quimby Bale,Aston Senator,Sweet Assassin,Call Me Jim,Placid Hero,Ramstein Bale,Whiskey Reef
16-12-2022 14:37:06.016219,"(3.1, 3.55, 3.5366666666666666)","(20.0, 30.0, 29.5)","(13.0, 17.5, 17.0)","(8.5, 13.0, 12.976190476190476)","(18.0, 44.0, 43.733333333333334)","(6.0, 8.4, 8.32121212121212)","(12.0, 20.0, 19.11764705882353)","(2.45, 2.8, 2.780197044334975)"
16-12-2022 14:37:06.952320,"(3.1, 3.6, 3.5793103448275865)","(20.0, 30.0, 29.6)","(13.0, 17.5, 17.375)","(8.5, 13.5, 13.291666666666666)","(18.0, 44.0, 43.625)","(6.0, 8.4, 8.566666666666666)","(12.0, 20.0, 19.177419354838708)","(2.45, 2.8, 2.685777777777778)"
16-12-2022 14:37:07.882430,"(3.1, 3.65, 3.63)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 17.35)","(9.0, 13.5, 13.461538461538462)","(18.0, 44.0, 43.75)","(6.0, 8.6, 8.553846153846154)","(12.0, 20.0, 19.17241379310345)","(2.45, 2.7, 2.792307692307692)"
16-12-2022 14:37:08.828794,"(3.1, 3.65, 3.5973684210526313)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.45)","(9.0, 13.5, 13.3)","(18.0, 44.0, 43.733333333333334)","(6.0, 8.8, 8.631578947368421)","(12.0, 20.0, 19.09090909090909)","(2.45, 2.82, 2.782608695652174)"
16-12-2022 14:37:09.751334,"(3.1, 3.7, 3.634375)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.130434782608695)","(9.0, 13.5, 13.3)","(18.0, 46.0, 45.2)","(6.0, 8.8, 8.631578947368421)","(12.0, 20.0, 19.09090909090909)","(2.45, 2.8, 2.769285714285714)"
16-12-2022 14:37:10.674485,"(3.1, 3.7, 3.632258064516129)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.483870967741936)","(9.0, 13.5, 13.3)","(18.0, 46.0, 45.6)","(6.0, 8.8, 8.672)","(12.0, 20.0, 19.09090909090909)","(2.45, 2.78, 2.773207547169811)"
16-12-2022 14:37:11.598611,"(3.1, 3.7, 3.6363636363636367)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.483870967741936)","(9.0, 13.5, 13.333333333333334)","(19.0, 46.0, 45.2)","(6.0, 8.8, 8.672)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7902040816326528)"
16-12-2022 14:37:12.518030,"(3.1, 3.7, 3.6571428571428575)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.483870967741936)","(9.0, 13.5, 13.274193548387096)","(19.0, 46.0, 45.2)","(6.0, 8.8, 8.672)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.8, 2.7786363636363633)"
16-12-2022 14:37:13.456087,"(3.1, 3.7, 3.6500000000000004)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.431818181818182)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.672)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7726530612244895)"
16-12-2022 14:37:14.392048,"(3.1, 3.7, 3.640909090909091)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.431818181818182)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.748387096774195)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7649999999999997)"
16-12-2022 14:37:15.330868,"(3.1, 3.7, 3.640909090909091)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.431818181818182)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.748387096774195)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7775)"
16-12-2022 14:37:16.252047,"(3.1, 3.7, 3.6606060606060606)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.431818181818182)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.64)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7775)"
16-12-2022 14:37:17.219778,"(3.1, 3.8, 3.7421052631578946)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.194444444444445)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.77241379310345)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.7775)"
16-12-2022 14:37:18.143409,"(3.1, 3.75, 3.7125)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.208333333333334)","(19.0, 46.0, 45.733333333333334)","(6.0, 8.8, 8.748387096774195)","(12.0, 20.0, 19.09090909090909)","(2.4, 2.78, 2.750769230769231)"
16-12-2022 14:37:19.078938,"(3.1, 3.75, 3.69)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 47.25)","(6.0, 8.8, 8.7375)","(12.0, 20.0, 18.846153846153847)","(2.4, 2.76, 2.756538461538461)"
16-12-2022 14:37:20.009860,"(3.1, 3.75, 3.69)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 47.25)","(6.0, 8.8, 8.7375)","(12.0, 19.5, 18.846153846153847)","(2.4, 2.76, 2.756538461538461)"
16-12-2022 14:37:20.937539,"(3.1, 3.75, 3.668181818181818)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 47.25)","(6.0, 8.8, 8.748387096774195)","(12.0, 19.5, 19.17241379310345)","(2.4, 2.76, 2.775)"
16-12-2022 14:37:21.837533,"(3.1, 3.75, 3.6717391304347826)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 47.25)","(6.0, 8.8, 8.748387096774195)","(12.0, 20.0, 19.17241379310345)","(2.4, 2.78, 2.775)"
16-12-2022 14:37:22.778774,"(3.1, 3.75, 3.6884615384615382)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.8, 2.758260869565217)"
16-12-2022 14:37:23.710097,"(3.1, 3.75, 3.6884615384615382)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.208333333333334)","(19.0, 48.0, 46.0)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.76, 2.7765217391304344)"
16-12-2022 14:37:24.641358,"(3.1, 3.75, 3.7125)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.23076923076923)","(19.0, 48.0, 46.0)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.78, 2.7765217391304344)"
16-12-2022 14:37:25.581187,"(3.1, 3.75, 3.6777777777777776)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.1)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.78, 2.7765217391304344)"
16-12-2022 14:37:26.514826,"(3.1, 3.75, 3.7)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.576923076923077)","(9.0, 13.5, 13.0)","(19.0, 48.0, 46.0)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.78, 2.758260869565217)"
16-12-2022 14:37:27.453332,"(3.1, 3.75, 3.7)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.833333333333332)","(9.0, 13.5, 13.0)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.709090909090909)","(12.0, 20.0, 19.109375)","(2.4, 2.76, 2.78625)"
16-12-2022 14:37:28.377373,"(3.1, 3.75, 3.711764705882353)","(20.0, 30.0, 29.77777777777778)","(13.0, 17.5, 16.642857142857142)","(9.0, 13.5, 12.868421052631579)","(19.0, 48.0, 46.0)","(6.0, 8.8, 8.675)","(12.0, 20.0, 19.109375)","(2.4, 2.8, 2.7875471698113206)"
16-12-2022 14:37:29.302115,"(3.1, 3.75, 3.711764705882353)","(20.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.86842105263158)","(9.0, 13.5, 12.868421052631579)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.675)","(12.0, 20.0, 19.109375)","(2.4, 2.8, 2.777333333333333)"
16-12-2022 14:37:30.231035,"(3.1, 3.75, 3.711764705882353)","(20.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.86842105263158)","(9.0, 13.5, 12.868421052631579)","(19.0, 48.0, 46.0)","(6.0, 8.8, 8.682352941176472)","(12.0, 20.0, 19.109375)","(2.4, 2.78, 2.777333333333333)"
16-12-2022 14:37:31.153392,"(3.1, 3.75, 3.711764705882353)","(20.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.86842105263158)","(9.0, 13.5, 12.868421052631579)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.620000000000001)","(12.0, 20.0, 19.0625)","(2.4, 2.78, 2.7646153846153845)"
16-12-2022 14:37:32.080220,"(3.1, 3.75, 3.7136363636363634)","(20.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.86842105263158)","(9.0, 13.5, 12.978260869565217)","(19.0, 48.0, 46.90909090909091)","(6.0, 8.8, 8.656)","(12.0, 19.5, 19.0625)","(2.4, 2.78, 2.7152380952380955)"
16-12-2022 14:37:33.024216,"(3.1, 3.75, 3.7136363636363634)","(20.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.86842105263158)","(9.0, 13.5, 13.038461538461538)","(19.0, 48.0, 46.0)","(6.0, 9.0, 8.875)","(12.0, 19.5, 19.0625)","(2.4, 2.72, 2.7115789473684213)"
16-12-2022 14:37:33.953587,"(3.1, 3.75, 3.7136363636363634)","(21.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.61111111111111)","(10.0, 13.5, 13.038461538461538)","(20.0, 48.0, 46.90909090909091)","(6.5, 9.0, 8.875)","(13.0, 19.5, 19.0625)","(2.4, 2.72, 2.698571428571429)"
16-12-2022 14:37:34.884151,"(3.1, 3.8, 3.776)","(21.0, 30.0, 29.692307692307693)","(13.0, 17.5, 16.558823529411764)","(10.0, 13.5, 13.038461538461538)","(20.0, 48.0, 46.0)","(6.5, 9.2, 8.906666666666666)","(13.0, 19.5, 21.7)","(2.4, 2.7, 2.69843137254902)"
16-12-2022 14:37:35.815367,"(3.1, 3.85, 3.7941176470588234)","(21.0, 30.0, 29.692307692307693)","(13.0, 17.5, 15.9)","(10.0, 13.5, 13.038461538461538)","(20.0, 48.0, 47.4)","(6.5, 9.2, 8.96)","(13.0, 22.0, 19.933333333333334)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:36.737612,"(3.1, 3.85, 3.784090909090909)","(21.0, 30.0, 29.294117647058822)","(13.0, 17.5, 16.558823529411764)","(10.0, 13.5, 13.038461538461538)","(20.0, 48.0, 46.8)","(6.5, 9.0, 8.977777777777778)","(13.0, 20.0, 21.235294117647058)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:37.628702,"(3.1, 3.8, 3.7591836734693875)","(21.0, 32.0, 30.5)","(13.0, 17.5, 15.9)","(10.0, 13.5, 13.038461538461538)","(20.0, 48.0, 47.4)","(6.5, 9.2, 8.977777777777778)","(13.0, 23.0, 21.235294117647058)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:38.554380,"(3.1, 3.75, 3.740740740740741)","(21.0, 32.0, 30.933333333333334)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.966666666666667)","(20.0, 48.0, 46.8)","(6.5, 9.2, 8.977777777777778)","(13.0, 23.0, 20.9)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:39.499525,"(3.1, 3.75, 3.7211538461538463)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.5, 15.9)","(10.0, 13.5, 12.966666666666667)","(20.0, 48.0, 47.4)","(6.5, 9.2, 8.977777777777778)","(13.0, 23.0, 20.9)","(2.4, 2.7, 2.6968)"
16-12-2022 14:37:40.417559,"(3.1, 3.75, 3.7211538461538463)","(21.0, 32.0, 30.823529411764707)","(13.0, 17.5, 16.558823529411764)","(10.0, 13.5, 12.966666666666667)","(20.0, 48.0, 46.8)","(6.5, 9.2, 8.977777777777778)","(13.0, 23.0, 20.9)","(2.4, 2.7, 2.6968)"
16-12-2022 14:37:41.346550,"(3.1, 3.75, 3.7211538461538463)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.5, 15.9)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 48.54545454545455)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:42.270496,"(3.1, 3.75, 3.730952380952381)","(21.0, 32.0, 30.823529411764707)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.333333333333336)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.7, 2.6797142857142857)"
16-12-2022 14:37:43.219379,"(3.1, 3.8, 3.7454545454545456)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.5, 15.9)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 49.2)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.68, 2.6797142857142857)"
16-12-2022 14:37:44.144006,"(3.1, 3.75, 3.716666666666667)","(21.0, 32.0, 30.823529411764707)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 48.666666666666664)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.68, 2.6797142857142857)"
16-12-2022 14:37:45.080279,"(3.1, 3.75, 3.716666666666667)","(21.0, 32.0, 30.823529411764707)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 46.44444444444444)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.68, 2.6797142857142857)"
16-12-2022 14:37:46.004192,"(3.1, 3.75, 3.716666666666667)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.53846153846154)","(6.5, 9.2, 9.0)","(13.0, 23.0, 20.6)","(2.4, 2.68, 2.6797142857142857)"
16-12-2022 14:37:46.934859,"(3.1, 3.75, 3.716666666666667)","(21.0, 32.0, 30.823529411764707)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 46.44444444444444)","(6.5, 9.2, 9.0)","(13.0, 23.0, 21.125)","(2.4, 2.68, 2.6797142857142857)"
16-12-2022 14:37:47.836646,"(3.1, 3.75, 3.7214285714285715)","(21.0, 32.0, 30.18181818181818)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.53846153846154)","(6.5, 9.2, 9.0)","(13.0, 23.0, 21.333333333333332)","(2.4, 2.68, 2.6972972972972973)"
16-12-2022 14:37:48.761168,"(3.1, 3.75, 3.7083333333333335)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 45.07692307692308)","(6.5, 9.2, 8.977777777777778)","(13.0, 23.0, 22.11764705882353)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:49.702703,"(3.1, 3.75, 3.7045454545454546)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.53846153846154)","(6.5, 9.2, 9.066666666666666)","(13.0, 23.0, 21.636363636363637)","(2.4, 2.7, 2.6983333333333337)"
16-12-2022 14:37:50.641527,"(3.1, 3.75, 3.7006329113924052)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 46.44444444444444)","(6.5, 9.2, 9.107692307692307)","(13.0, 23.0, 22.166666666666668)","(2.4, 2.7, 2.722777777777778)"
16-12-2022 14:37:51.561578,"(3.1, 3.65, 3.6107142857142858)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.53846153846154)","(6.5, 9.2, 9.107692307692307)","(13.0, 23.0, 21.88888888888889)","(2.4, 2.74, 2.747692307692308)"
16-12-2022 14:37:52.500445,"(3.1, 3.55, 3.5296875)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 46.44444444444444)","(6.5, 9.2, 9.323809523809524)","(13.0, 23.0, 21.666666666666668)","(2.4, 2.76, 2.7342857142857144)"
16-12-2022 14:37:53.454352,"(3.1, 3.55, 3.5196428571428573)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 46.44444444444444)","(6.5, 9.4, 9.323809523809524)","(13.0, 23.0, 22.0)","(2.4, 2.74, 2.7376470588235295)"
16-12-2022 14:37:54.377132,"(3.1, 3.55, 3.5196428571428573)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 15.9)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 47.53846153846154)","(6.5, 9.4, 9.323809523809524)","(13.0, 23.0, 21.5)","(2.4, 2.74, 2.723529411764706)"
16-12-2022 14:37:55.312322,"(3.1, 3.55, 3.5196428571428573)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.433333333333334)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 48.285714285714285)","(6.5, 9.4, 9.323809523809524)","(13.0, 22.0, 21.833333333333332)","(2.4, 2.74, 2.71875)"
16-12-2022 14:37:56.209303,"(3.1, 3.55, 3.5196428571428573)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.5, 13.038461538461538)","(20.0, 50.0, 48.666666666666664)","(6.5, 9.4, 9.323809523809524)","(13.0, 22.0, 21.833333333333332)","(2.35, 2.72, 2.71875)"
16-12-2022 14:37:57.135982,"(3.1, 3.6, 3.5647058823529414)","(21.0, 32.0, 30.75)","(13.0, 17.5, 15.9)","(10.0, 13.5, 13.038461538461538)","(20.0, 50.0, 48.666666666666664)","(6.5, 9.4, 9.323809523809524)","(13.0, 23.0, 22.11111111111111)","(2.35, 2.7, 2.6942857142857144)"
16-12-2022 14:37:58.062877,"(3.1, 3.6, 3.5547619047619046)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.804347826086957)","(10.0, 13.5, 13.038461538461538)","(20.0, 50.0, 49.25)","(6.5, 9.4, 9.323809523809524)","(13.0, 23.0, 21.9375)","(2.35, 2.7, 2.696923076923077)"
16-12-2022 14:37:59.001907,"(3.1, 3.6, 3.5547619047619046)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 16.804347826086957)","(10.0, 13.5, 13.06)","(20.0, 50.0, 49.25)","(6.5, 9.4, 9.323809523809524)","(13.0, 24.0, 22.363636363636363)","(2.35, 2.7, 2.696923076923077)"
16-12-2022 14:37:59.952346,"(3.1, 3.6, 3.5547619047619046)","(21.0, 32.0, 30.75)","(13.0, 17.5, 16.804347826086957)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 49.25)","(6.5, 9.4, 9.233333333333334)","(13.0, 24.0, 21.75)","(2.35, 2.7, 2.696923076923077)"
16-12-2022 14:38:00.882278,"(3.1, 3.6, 3.5547619047619046)","(21.0, 32.0, 30.095238095238095)","(13.0, 17.5, 16.90740740740741)","(10.0, 13.5, 12.982758620689655)","(20.0, 50.0, 49.25)","(6.5, 9.4, 9.233333333333334)","(13.0, 24.0, 21.58823529411765)","(2.35, 2.7, 2.696923076923077)"
16-12-2022 14:38:01.800265,"(3.1, 3.6, 3.5531249999999996)","(21.0, 32.0, 30.75)","(13.0, 17.0, 16.44736842105263)","(10.0, 13.5, 13.083333333333334)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.233333333333334)","(14.0, 23.0, 21.42105263157895)","(2.35, 2.7, 2.667692307692308)"
16-12-2022 14:38:02.736807,"(3.1, 3.6, 3.5576923076923075)","(21.0, 32.0, 29.91304347826087)","(13.0, 17.0, 16.571428571428573)","(10.0, 13.5, 13.142857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.333333333333334)","(14.0, 23.0, 21.5)","(2.35, 2.68, 2.6685714285714286)"
16-12-2022 14:38:03.658449,"(3.1, 3.6, 3.5541666666666667)","(21.0, 32.0, 29.91304347826087)","(13.0, 17.0, 16.479591836734695)","(10.0, 13.5, 13.384615384615385)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.348387096774195)","(14.0, 23.0, 21.5)","(2.35, 2.68, 2.673846153846154)"
16-12-2022 14:38:04.567678,"(3.1, 3.6, 3.5541666666666667)","(21.0, 32.0, 29.91304347826087)","(13.0, 17.0, 16.479591836734695)","(10.0, 13.5, 13.384615384615385)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.208)","(14.0, 23.0, 21.5)","(2.35, 2.68, 2.673846153846154)"
16-12-2022 14:38:05.501265,"(3.1, 3.6, 3.5607142857142855)","(21.0, 32.0, 29.91304347826087)","(13.0, 17.0, 16.32)","(10.0, 13.5, 13.384615384615385)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.121739130434783)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.694666666666667)"
16-12-2022 14:38:06.438865,"(3.1, 3.6, 3.5593749999999997)","(21.0, 32.0, 29.833333333333332)","(13.0, 16.5, 16.369565217391305)","(10.0, 13.5, 13.384615384615385)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.121739130434783)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.6984615384615385)"
16-12-2022 14:38:07.374722,"(3.1, 3.6, 3.565)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.5, 15.846153846153847)","(10.0, 13.5, 13.384615384615385)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.177777777777777)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.691891891891892)"
16-12-2022 14:38:08.286744,"(3.1, 3.65, 3.6133333333333333)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.0, 15.757575757575758)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.2, 9.138775510204082)","(14.0, 23.0, 21.5)","(2.35, 2.72, 2.6854545454545455)"
16-12-2022 14:38:09.203769,"(3.1, 3.65, 3.6133333333333333)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.0, 15.7)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.138775510204082)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.6854545454545455)"
16-12-2022 14:38:10.125137,"(3.1, 3.65, 3.6133333333333333)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.0, 15.7)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.162962962962963)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.690857142857143)"
16-12-2022 14:38:11.063788,"(3.1, 3.65, 3.6133333333333333)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.0, 15.675675675675675)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.162962962962963)","(14.0, 23.0, 21.5)","(2.35, 2.7, 2.691666666666667)"
16-12-2022 14:38:11.984617,"(3.1, 3.65, 3.6133333333333333)","(21.0, 32.0, 29.636363636363637)","(13.0, 16.0, 15.609756097560975)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.247619047619047)","(14.0, 23.0, 22.6)","(2.35, 2.7, 2.6924528301886794)"
16-12-2022 14:38:12.908722,"(3.1, 3.65, 3.6148148148148147)","(21.0, 32.0, 29.636363636363637)","(13.0, 15.0, 14.87037037037037)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.247619047619047)","(14.0, 23.0, 22.6)","(2.35, 2.7, 2.6924528301886794)"
16-12-2022 14:38:13.817264,"(3.1, 3.65, 3.617391304347826)","(21.0, 32.0, 29.636363636363637)","(13.0, 15.0, 14.847826086956522)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.272)","(14.0, 24.0, 23.444444444444443)","(2.35, 2.7, 2.6924528301886794)"
16-12-2022 14:38:14.728307,"(3.1, 3.65, 3.611764705882353)","(21.0, 32.0, 29.636363636363637)","(13.0, 15.0, 14.916666666666666)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.272)","(14.0, 24.0, 22.896551724137932)","(2.35, 2.7, 2.689655172413793)"
16-12-2022 14:38:15.670578,"(3.1, 3.65, 3.608)","(21.0, 32.0, 30.074074074074073)","(13.0, 15.0, 14.948275862068966)","(10.0, 13.5, 13.392857142857142)","(21.0, 50.0, 49.25)","(6.5, 9.4, 9.305882352941177)","(14.0, 24.0, 22.814814814814813)","(2.35, 2.7, 2.6869565217391305)"
16-12-2022 14:38:16.595436,"(3.1, 3.65, 3.59320987654321)","(21.0, 32.0, 30.363636363636363)","(13.0, 15.5, 15.15)","(10.0, 13.5, 13.289473684210526)","(21.0, 50.0, 49.5)","(6.5, 9.4, 9.153846153846153)","(14.0, 24.0, 21.833333333333332)","(2.35, 2.7, 2.6829411764705884)"
16-12-2022 14:38:17.517638,"(3.1, 3.65, 3.6112244897959185)","(21.0, 32.0, 30.304347826086957)","(13.0, 15.5, 15.28125)","(10.0, 13.5, 13.203703703703704)","(21.0, 50.0, 49.55555555555556)","(6.5, 9.2, 9.153846153846153)","(14.0, 22.0, 21.833333333333332)","(2.35, 2.7, 2.713684210526316)"
16-12-2022 14:38:18.453551,"(3.1, 3.65, 3.619642857142857)","(21.0, 32.0, 30.304347826086957)","(13.0, 15.5, 15.24074074074074)","(10.0, 13.5, 13.166666666666666)","(21.0, 50.0, 49.55555555555556)","(6.5, 9.0, 8.8)","(14.0, 22.0, 21.9)","(2.35, 2.72, 2.718)"
16-12-2022 14:38:19.371024,"(3.1, 3.65, 3.619642857142857)","(21.0, 32.0, 30.363636363636363)","(13.0, 15.5, 15.24074074074074)","(10.0, 13.5, 13.166666666666666)","(21.0, 50.0, 49.55555555555556)","(6.5, 8.8, 8.676923076923076)","(14.0, 22.0, 21.9)","(2.35, 2.72, 2.718)"
16-12-2022 14:38:20.287661,"(3.1, 3.7, 3.64)","(21.0, 32.0, 30.434782608695652)","(13.0, 15.5, 15.258620689655173)","(10.0, 13.5, 13.166666666666666)","(21.0, 50.0, 49.55555555555556)","(6.5, 8.4, 8.392307692307693)","(14.0, 23.0, 22.225806451612904)","(2.35, 2.74, 2.7364705882352944)"
