,Victa Lisa,Velocity Nikki,South Aussie Boy,Your Girl Airlie,Flaming Galah,Little Franky
06-01-2023 11:37:28.698063,"(2.3, 2.54, 2.5)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.3625)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:29.694074,"(2.3, 2.54, 2.4963636363636366)","(3.3, 6.2, 5.847058823529412)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.3625)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:30.713948,"(2.3, 2.54, 2.526666666666667)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.3625)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:31.673267,"(2.3, 2.54, 2.5290909090909093)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.342857142857143)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:32.615464,"(2.3, 2.54, 2.526666666666667)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.342857142857143)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:33.554539,"(2.3, 2.54, 2.5044444444444443)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.157894736842105)","(10.0, 14.5, 14.362068965517242)","(9.0, 10.5, 10.342857142857143)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:34.502387,"(2.3, 2.52, 2.47875)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.3, 4.255696202531645)","(10.0, 14.5, 14.3)","(9.0, 10.5, 10.342857142857143)","(31.0, 80.0, 79.16666666666667)"
06-01-2023 11:37:35.402871,"(2.3, 2.54, 2.4831578947368422)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.338235294117647)","(31.0, 75.0, 73.94736842105263)"
06-01-2023 11:37:36.395061,"(2.3, 2.54, 2.505714285714286)","(3.3, 6.2, 5.847058823529412)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.333333333333334)","(31.0, 75.0, 73.57142857142857)"
06-01-2023 11:37:37.386747,"(2.3, 2.54, 2.5)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.333333333333334)","(31.0, 75.0, 73.57142857142857)"
06-01-2023 11:37:38.425273,"(2.3, 2.56, 2.49125)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.333333333333334)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:39.450769,"(2.3, 2.56, 2.51)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.333333333333334)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:40.340886,"(2.3, 2.56, 2.493333333333333)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.152941176470589)","(10.0, 13.5, 13.34375)","(9.0, 10.5, 10.32258064516129)","(31.0, 75.0, 77.22222222222223)"
06-01-2023 11:37:41.240437,"(2.3, 2.56, 2.486315789473684)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.173333333333334)","(10.0, 14.0, 13.946428571428571)","(9.0, 10.5, 10.310344827586206)","(31.0, 85.0, 77.22222222222223)"
06-01-2023 11:37:42.199195,"(2.3, 2.56, 2.486315789473684)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 15.0, 14.652777777777779)","(9.0, 10.5, 10.270833333333334)","(31.0, 85.0, 77.22222222222223)"
06-01-2023 11:37:43.132876,"(2.3, 2.56, 2.486315789473684)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 15.0, 14.652777777777779)","(9.0, 10.5, 10.270833333333334)","(31.0, 85.0, 73.46153846153847)"
06-01-2023 11:37:44.028838,"(2.3, 2.56, 2.486315789473684)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 14.5, 14.378787878787879)","(9.0, 10.5, 10.270833333333334)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:45.043694,"(2.3, 2.54, 2.486666666666667)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 14.5, 14.378787878787879)","(9.0, 10.5, 10.270833333333334)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:46.004372,"(2.3, 2.54, 2.5)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 14.5, 14.378787878787879)","(9.0, 10.5, 10.222222222222221)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:46.919386,"(2.3, 2.54, 2.486666666666667)","(3.3, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 14.5, 14.378787878787879)","(9.0, 10.5, 10.222222222222221)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:47.811830,"(2.3, 2.54, 2.486666666666667)","(3.4, 6.2, 5.951724137931035)","(3.6, 4.2, 4.148571428571429)","(10.0, 14.5, 14.323529411764707)","(9.0, 10.5, 10.25)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:48.854796,"(2.3, 2.54, 2.46)","(3.4, 6.2, 5.951724137931035)","(3.6, 4.1, 4.08125)","(10.0, 14.5, 14.323529411764707)","(9.0, 10.5, 10.25)","(31.0, 75.0, 77.22222222222223)"
06-01-2023 11:37:49.885875,"(2.3, 2.54, 2.46)","(3.4, 6.2, 5.951724137931035)","(3.6, 4.1, 4.08125)","(10.0, 14.5, 14.921875)","(9.0, 10.5, 10.25)","(31.0, 85.0, 77.22222222222223)"
06-01-2023 11:37:50.907609,"(2.3, 2.54, 2.4878260869565216)","(3.5, 6.2, 5.951724137931035)","(3.6, 4.1, 4.08125)","(10.0, 15.0, 14.921875)","(8.5, 10.5, 10.166666666666666)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:37:51.855725,"(2.3, 2.56, 2.518)","(3.5, 6.2, 5.942857142857143)","(3.6, 4.1, 4.08125)","(10.0, 15.0, 13.75)","(8.5, 10.5, 10.166666666666666)","(31.0, 85.0, 73.46153846153847)"
06-01-2023 11:37:52.876975,"(2.3, 2.54, 2.508421052631579)","(3.5, 6.2, 5.825)","(3.6, 4.1, 4.082857142857143)","(10.0, 14.0, 13.88888888888889)","(8.5, 10.5, 10.166666666666666)","(31.0, 75.0, 71.66666666666667)"
06-01-2023 11:37:53.956533,"(2.3, 2.5, 2.486666666666667)","(3.5, 6.2, 5.851162790697675)","(3.6, 4.1, 4.082857142857143)","(10.0, 14.0, 13.894736842105264)","(8.5, 10.5, 10.166666666666666)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:54.905199,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.859090909090909)","(3.6, 4.1, 4.082857142857143)","(10.0, 14.0, 13.894736842105264)","(8.5, 10.5, 10.166666666666666)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:55.788219,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.166666666666667)","(10.0, 14.0, 13.91304347826087)","(8.5, 10.5, 10.166666666666666)","(31.0, 75.0, 73.46153846153847)"
06-01-2023 11:37:56.751532,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.166666666666667)","(10.0, 14.0, 13.552631578947368)","(8.5, 10.5, 9.416666666666666)","(31.0, 75.0, 77.22222222222223)"
06-01-2023 11:37:57.703376,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.162962962962963)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.5)","(31.0, 85.0, 77.22222222222223)"
06-01-2023 11:37:58.680144,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.162962962962963)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.944444444444445)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:37:59.591789,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.162962962962963)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.944444444444445)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:00.520830,"(2.3, 2.46, 2.453333333333333)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.154545454545454)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 10.0)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:01.513427,"(2.3, 2.46, 2.453333333333333)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.154545454545454)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 10.0)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:02.463268,"(2.3, 2.46, 2.453333333333333)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.154545454545454)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.81578947368421)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:03.395994,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.871052631578948)","(3.6, 4.2, 4.154545454545454)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.9)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:04.445660,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.815384615384615)","(3.6, 4.2, 4.154545454545454)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.9)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:05.505202,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.814814814814815)","(3.6, 4.2, 4.12)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.962068965517242)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:06.509415,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.814814814814815)","(3.6, 4.2, 4.12)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.962068965517242)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:07.436145,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.814814814814815)","(3.6, 4.2, 4.12)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.962068965517242)","(31.0, 85.0, 76.57894736842105)"
06-01-2023 11:38:08.349012,"(2.3, 2.48, 2.4699999999999998)","(3.5, 6.2, 5.814814814814815)","(3.6, 4.2, 4.12)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.962068965517242)","(31.0, 85.0, 76.0)"
06-01-2023 11:38:09.397728,"(2.2, 2.48, 2.44)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.2, 4.125)","(10.0, 14.5, 13.96875)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 76.0)"
06-01-2023 11:38:10.481160,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.818181818181818)","(3.6, 4.2, 4.125)","(10.0, 14.5, 13.951612903225806)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:11.510155,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.951612903225806)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:12.507586,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.951612903225806)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:13.504777,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.846153846153847)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:14.438545,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.846153846153847)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:15.374074,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.846153846153847)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:16.295618,"(2.2, 2.48, 2.4727272727272727)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.084615384615384)","(10.0, 14.5, 13.846153846153847)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:17.265322,"(2.2, 2.48, 2.4699999999999998)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.2, 4.129411764705883)","(10.0, 14.5, 13.846153846153847)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:18.257767,"(2.2, 2.48, 2.476470588235294)","(3.9, 6.2, 5.814814814814815)","(3.6, 4.1, 4.061111111111111)","(10.0, 14.5, 13.791666666666666)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:19.214450,"(2.2, 2.5, 2.4955555555555557)","(3.9, 6.2, 5.864516129032258)","(3.6, 4.2, 4.16)","(10.0, 14.5, 13.791666666666666)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:20.133802,"(2.2, 2.48, 2.4766666666666666)","(3.9, 6.2, 5.948387096774194)","(3.6, 4.3, 4.233962264150944)","(10.0, 14.5, 13.75)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.33333333333333)"
06-01-2023 11:38:21.334867,"(2.2, 2.48, 2.4766666666666666)","(3.9, 5.9, 5.873333333333334)","(3.6, 4.3, 4.246428571428572)","(10.0, 14.5, 13.75)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.33333333333333)"
06-01-2023 11:38:22.489996,"(2.2, 2.48, 2.4766666666666666)","(3.9, 5.9, 5.842857142857143)","(3.6, 4.3, 4.241176470588235)","(10.0, 14.5, 13.75)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:23.609500,"(2.2, 2.48, 2.4753846153846153)","(3.9, 5.9, 5.881818181818182)","(3.6, 4.3, 4.241176470588235)","(10.0, 14.5, 13.75)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:24.750549,"(2.2, 2.48, 2.473333333333333)","(3.9, 5.8, 5.842857142857143)","(3.6, 4.3, 4.160465116279069)","(10.0, 14.5, 13.75)","(8.5, 10.5, 9.962068965517242)","(41.0, 85.0, 78.91304347826087)"
06-01-2023 11:38:25.895698,"(2.2, 2.48, 2.4699999999999998)","(3.9, 5.9, 5.842857142857143)","(3.6, 4.3, 4.190909090909091)","(10.0, 14.5, 13.807692307692308)","(8.5, 10.5, 9.98)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:27.017777,"(2.2, 2.48, 2.4699999999999998)","(3.9, 5.9, 5.842857142857143)","(3.6, 4.2, 4.16875)","(10.0, 14.5, 13.807692307692308)","(8.5, 10.5, 9.653846153846153)","(41.0, 85.0, 77.8)"
06-01-2023 11:38:28.097488,"(2.2, 2.48, 2.45)","(3.9, 5.9, 5.811111111111112)","(3.6, 4.2, 4.16875)","(10.0, 14.5, 13.807692307692308)","(8.5, 10.5, 9.976190476190476)","(41.0, 85.0, 71.66666666666667)"
06-01-2023 11:38:29.088800,"(2.2, 2.46, 2.4566666666666666)","(3.9, 5.9, 5.839130434782609)","(3.6, 4.2, 4.1695652173913045)","(10.0, 14.5, 13.919354838709678)","(8.5, 10.5, 9.976190476190476)","(41.0, 85.0, 79.48275862068965)"
06-01-2023 11:38:30.104462,"(2.2, 2.46, 2.457)","(3.9, 5.9, 5.876470588235295)","(3.6, 4.2, 4.1695652173913045)","(10.0, 14.5, 13.919354838709678)","(8.5, 10.5, 9.976190476190476)","(41.0, 85.0, 79.48275862068965)"
06-01-2023 11:38:31.126252,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.839130434782609)","(3.6, 4.3, 4.20625)","(10.0, 14.5, 13.919354838709678)","(8.5, 10.5, 9.976190476190476)","(41.0, 85.0, 80.0)"
06-01-2023 11:38:32.066817,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.866666666666667)","(3.6, 4.3, 4.218918918918919)","(10.0, 14.5, 13.919354838709678)","(8.5, 10.5, 9.675)","(41.0, 85.0, 80.0)"
06-01-2023 11:38:33.001072,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.866666666666667)","(3.6, 4.3, 4.210714285714285)","(10.0, 14.5, 13.919354838709678)","(8.5, 10.5, 9.871428571428572)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:33.996481,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.800000000000001)","(3.6, 4.3, 4.171794871794871)","(10.0, 14.5, 13.893617021276595)","(8.5, 10.5, 9.714285714285715)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:34.995412,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.3, 4.178048780487805)","(10.0, 14.5, 13.893617021276595)","(8.5, 10.5, 9.921052631578947)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:35.967873,"(2.2, 2.46, 2.447142857142857)","(3.9, 5.9, 5.805882352941177)","(3.6, 4.3, 4.178048780487805)","(10.0, 14.5, 13.96551724137931)","(8.5, 10.5, 9.644444444444444)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:36.979302,"(2.2, 2.48, 2.451764705882353)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.3, 4.178048780487805)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.5, 9.644444444444444)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:38.043868,"(2.2, 2.46, 2.4566666666666666)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.3, 4.1761904761904765)","(10.0, 14.0, 13.967741935483872)","(8.5, 10.5, 9.884)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:39.090296,"(2.2, 2.48, 2.46)","(3.9, 5.9, 5.853846153846154)","(3.6, 4.2, 4.17)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.5, 9.666666666666666)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:40.124516,"(2.2, 2.52, 2.4918918918918918)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.2, 4.17)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.666666666666666)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:41.088190,"(2.2, 2.52, 2.4905263157894737)","(3.9, 5.9, 5.776923076923077)","(3.6, 4.2, 4.17)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.538461538461538)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:42.064788,"(2.2, 2.52, 2.4905263157894737)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.2, 4.173684210526316)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:43.017900,"(2.2, 2.52, 2.4905263157894737)","(3.9, 5.9, 5.766666666666667)","(3.6, 4.2, 4.178260869565217)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:43.900070,"(2.2, 2.52, 2.4984615384615383)","(3.9, 5.9, 5.8500000000000005)","(3.6, 4.2, 4.178260869565217)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:44.836598,"(2.2, 2.52, 2.488)","(3.9, 5.9, 5.766666666666667)","(3.6, 4.3, 4.193617021276595)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:45.826482,"(2.2, 2.52, 2.481)","(3.9, 5.9, 5.853846153846154)","(3.6, 4.2, 4.181481481481481)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:46.926300,"(2.2, 2.52, 2.481)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.2, 4.181481481481481)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:47.980877,"(2.2, 2.52, 2.481)","(3.9, 5.9, 5.8500000000000005)","(3.6, 4.2, 4.179166666666667)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:49.107637,"(2.2, 2.52, 2.481)","(3.9, 5.9, 5.766666666666667)","(3.6, 4.2, 4.179166666666667)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.875)"
06-01-2023 11:38:50.116692,"(2.2, 2.52, 2.495)","(3.9, 5.9, 5.825)","(3.6, 4.2, 4.179166666666667)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.625)","(41.0, 85.0, 71.66666666666667)"
06-01-2023 11:38:51.195455,"(2.2, 2.52, 2.4699999999999998)","(3.9, 5.9, 5.8500000000000005)","(3.6, 4.2, 4.195833333333333)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.611764705882353)","(41.0, 85.0, 71.5)"
06-01-2023 11:38:52.324060,"(2.2, 2.52, 2.4699999999999998)","(3.9, 5.9, 5.766666666666667)","(3.6, 4.3, 4.182142857142857)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.611764705882353)","(41.0, 85.0, 112.63157894736842)"
06-01-2023 11:38:53.418812,"(2.2, 2.52, 2.4771428571428573)","(3.9, 5.9, 5.8500000000000005)","(3.6, 4.2, 4.182142857142857)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.611764705882353)","(41.0, 120.0, 105.55555555555556)"
06-01-2023 11:38:54.323382,"(2.2, 2.52, 2.481904761904762)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.2, 4.182142857142857)","(10.0, 14.0, 13.966666666666667)","(8.5, 10.0, 9.611764705882353)","(41.0, 110.0, 100.0)"
06-01-2023 11:38:55.295732,"(2.2, 2.5, 2.495)","(3.9, 5.9, 5.805882352941177)","(3.6, 4.2, 4.182142857142857)","(10.0, 14.0, 13.966666666666667)","(8.0, 10.0, 9.611764705882353)","(41.0, 110.0, 105.55555555555556)"
06-01-2023 11:38:56.285755,"(2.2, 2.5, 2.495)","(3.9, 5.9, 5.814285714285715)","(3.6, 4.2, 4.182142857142857)","(10.0, 14.0, 13.966666666666667)","(8.0, 10.0, 9.450000000000001)","(41.0, 110.0, 100.0)"
06-01-2023 11:38:57.215068,"(2.2, 2.5, 2.495)","(3.9, 5.9, 5.766666666666667)","(3.6, 4.2, 4.179166666666667)","(10.0, 14.0, 13.966666666666667)","(8.0, 10.0, 9.611764705882353)","(41.0, 110.0, 100.0)"
06-01-2023 11:38:58.264352,"(2.2, 2.5, 2.495)","(3.9, 5.9, 5.8500000000000005)","(3.6, 4.2, 4.179166666666667)","(10.0, 14.0, 13.875)","(8.0, 10.0, 9.633333333333333)","(41.0, 110.0, 105.55555555555556)"
06-01-2023 11:38:59.462242,"(2.2, 2.44, 2.4306666666666668)","(3.9, 5.9, 5.866666666666667)","(3.6, 4.2, 4.219354838709678)","(10.0, 14.0, 13.55)","(8.0, 10.0, 9.625)","(41.0, 110.0, 100.0)"
06-01-2023 11:39:00.648659,"(2.2, 2.44, 2.406153846153846)","(3.9, 5.9, 5.842857142857143)","(3.6, 4.3, 4.229411764705882)","(10.0, 14.5, 13.55)","(8.0, 10.0, 9.625)","(41.0, 110.0, 100.0)"
06-01-2023 11:39:01.817616,"(2.2, 2.44, 2.4177142857142857)","(3.9, 5.9, 5.7)","(3.6, 4.3, 4.2384615384615385)","(10.0, 14.5, 13.75)","(8.0, 10.0, 9.666666666666666)","(41.0, 110.0, 105.55555555555556)"
06-01-2023 11:39:02.736396,"(2.2, 2.46, 2.448641975308642)","(3.9, 5.7, 5.633333333333334)","(3.6, 4.3, 4.2384615384615385)","(10.0, 14.0, 13.75)","(8.0, 10.0, 9.6)","(41.0, 110.0, 107.64705882352942)"
06-01-2023 11:39:03.794710,"(2.15, 2.5, 2.4956363636363634)","(3.9, 5.7, 5.550000000000001)","(3.6, 4.3, 4.235135135135136)","(10.0, 14.5, 13.821428571428571)","(8.0, 10.0, 9.446153846153846)","(41.0, 110.0, 107.64705882352942)"
06-01-2023 11:39:04.809325,"(2.15, 2.5, 2.496896551724138)","(3.9, 5.6, 5.552941176470588)","(3.6, 4.3, 4.235135135135136)","(10.0, 14.5, 13.821428571428571)","(8.0, 10.0, 9.446153846153846)","(41.0, 110.0, 107.64705882352942)"
06-01-2023 11:39:05.799089,"(2.15, 2.5, 2.496896551724138)","(3.9, 5.6, 5.425000000000001)","(3.6, 4.3, 4.235135135135136)","(10.0, 14.5, 13.821428571428571)","(8.0, 10.0, 9.446153846153846)","(41.0, 110.0, 107.64705882352942)"
06-01-2023 11:39:06.733521,"(2.15, 2.52, 2.496923076923077)","(3.9, 5.6, 5.433333333333334)","(3.6, 4.3, 4.235135135135136)","(10.0, 14.5, 13.673913043478262)","(8.0, 10.0, 9.446153846153846)","(41.0, 110.0, 107.64705882352942)"
06-01-2023 11:39:07.760819,"(2.15, 2.46, 2.4571428571428573)","(3.9, 5.6, 5.457142857142857)","(3.6, 4.3, 4.2368421052631575)","(10.0, 14.5, 14.026315789473685)","(8.0, 10.0, 9.485714285714286)","(41.0, 110.0, 100.0)"
06-01-2023 11:39:08.781266,"(2.15, 2.46, 2.4563636363636365)","(3.9, 5.6, 5.466666666666667)","(3.6, 4.3, 4.244186046511628)","(10.0, 14.5, 14.026315789473685)","(8.0, 10.0, 9.485714285714286)","(41.0, 110.0, 100.0)"
06-01-2023 11:39:09.756306,"(2.15, 2.46, 2.4552941176470586)","(3.9, 5.6, 5.466666666666667)","(3.6, 4.3, 4.241025641025641)","(10.0, 14.5, 14.026315789473685)","(8.0, 10.0, 9.815384615384616)","(41.0, 110.0, 100.0)"
06-01-2023 11:39:10.750857,"(2.15, 2.44, 2.4336363636363636)","(3.9, 5.6, 5.542857142857143)","(3.6, 4.3, 4.247727272727273)","(10.0, 14.5, 14.026315789473685)","(8.0, 10.0, 9.815384615384616)","(41.0, 110.0, 103.75)"
06-01-2023 11:39:11.705117,"(2.15, 2.44, 2.435)","(3.9, 5.6, 5.533333333333333)","(3.6, 4.3, 4.245238095238095)","(10.0, 14.5, 14.026315789473685)","(8.0, 10.0, 9.815384615384616)","(41.0, 130.0, 103.75)"
