,Bakali Migaloo,Harvard Scholar,Hotspot Hero,Master Eduardo,Mepunga Riley,Little Zambora
11-01-2023 10:09:58.087788,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 22.25)"
11-01-2023 10:09:59.150869,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 22.25)"
11-01-2023 10:10:00.182402,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 22.25)"
11-01-2023 10:10:01.167506,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 22.25)"
11-01-2023 10:10:02.104601,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 22.25)"
11-01-2023 10:10:03.001438,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 48.125)","(71.0, 580.0, 519.7777777777778)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 26.833333333333332)"
11-01-2023 10:10:03.941792,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 26.833333333333332)"
11-01-2023 10:10:04.905847,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 70.69999999999999)"
11-01-2023 10:10:05.885645,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 95.0, 29.166666666666664)"
11-01-2023 10:10:06.884430,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 40.0, 29.166666666666664)"
11-01-2023 10:10:07.919151,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 40.0, 31.111111111111114)"
11-01-2023 10:10:09.053105,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:10.175813,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:11.269275,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 580.0, 474.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:12.310208,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 930.0, 710.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:13.319268,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 51.714285714285715)","(71.0, 930.0, 710.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:14.463502,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:15.453313,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:16.420440,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:17.388275,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.75, 1.5735294117647058)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:18.318987,"(4.8, 9.8, 7.8842105263157904)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.75, 1.595)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:19.337263,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.74, 1.595)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:20.354118,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.74, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:21.409426,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:22.432052,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:23.442126,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.3999999999999995)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:24.467973,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:25.415256,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:26.384923,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:27.295219,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.5652941176470587)","(15.0, 36.0, 31.111111111111114)"
11-01-2023 10:10:28.238598,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.73, 1.6055555555555554)","(15.0, 36.0, 27.6)"
11-01-2023 10:10:29.136744,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.6)"
11-01-2023 10:10:30.116616,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 466.0)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.6)"
11-01-2023 10:10:31.067966,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.6)"
11-01-2023 10:10:32.032641,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 60.22222222222222)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:33.052752,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 42.72727272727273)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:33.981142,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 42.72727272727273)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:34.957496,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 42.72727272727273)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:35.908475,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:36.840870,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:37.798645,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:38.775606,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:39.748573,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:40.733864,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:41.679860,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:42.653538,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:43.562734,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:44.420687,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 90.0, 43.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:45.319677,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:46.219538,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:47.211504,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:48.155745,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.6055555555555554)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:49.023586,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.5659999999999998)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:49.866668,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.5659999999999998)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:50.760873,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.65, 1.5659999999999998)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:51.720234,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:52.678840,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:53.587301,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:54.512496,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:55.395753,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:56.302164,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:57.220484,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:58.197355,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:10:59.177149,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:00.187455,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.400000000000006)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:01.250080,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:02.250013,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:03.227641,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:04.126337,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:05.027745,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:05.958911,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:06.921086,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:07.926421,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 7.171428571428571)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:08.940557,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 5.5)","(26.0, 85.0, 61.8)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:09.949191,"(4.8, 9.6, 7.757894736842105)","(4.4, 8.2, 5.5)","(26.0, 85.0, 41.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:10.885534,"(4.8, 9.6, 7.655555555555555)","(4.4, 8.2, 5.5)","(26.0, 80.0, 41.45454545454545)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:11.779653,"(4.8, 9.6, 6.063157894736841)","(4.4, 8.2, 5.5)","(26.0, 75.0, 51.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:12.663026,"(4.8, 9.6, 6.063157894736841)","(4.4, 8.2, 5.5)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.4861538461538462)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:13.628006,"(4.8, 9.6, 5.944444444444445)","(4.4, 8.2, 5.5)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.64, 1.5539999999999998)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:14.644075,"(4.8, 9.6, 5.944444444444445)","(4.4, 8.2, 5.5)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:15.646964,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:16.712695,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:17.773392,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:18.713932,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:19.688522,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:20.565627,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.5785714285714285)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:21.480853,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.63, 1.525)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:22.446099,"(4.8, 9.6, 6.346153846153847)","(4.4, 8.2, 5.35)","(26.0, 75.0, 45.0)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:23.456237,"(4.8, 9.6, 6.15)","(4.4, 8.2, 5.35)","(26.0, 90.0, 50.625)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:24.499004,"(4.8, 9.6, 6.284210526315789)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.9)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:25.535694,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.9)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:26.594660,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.9)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:27.521353,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.9)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:28.484734,"(4.8, 9.6, 6.0)","(4.4, 8.2, 5.35)","(26.0, 85.0, 63.625)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:29.401325,"(4.8, 9.6, 6.0)","(4.4, 8.2, 5.35)","(26.0, 85.0, 68.71428571428571)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:30.335504,"(4.8, 9.6, 6.0)","(4.4, 8.2, 5.35)","(26.0, 85.0, 68.71428571428571)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:31.279032,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 85.0, 68.71428571428571)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:32.244020,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 85.0, 68.71428571428571)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:33.265051,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 51.84615384615385)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:34.296350,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.63636363636364)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:35.408638,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.63636363636364)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:36.406121,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.63636363636364)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
11-01-2023 10:11:37.399018,"(4.8, 9.6, 6.177777777777778)","(4.4, 8.2, 5.35)","(26.0, 90.0, 45.63636363636364)","(71.0, 570.0, 484.16666666666663)","(1.4, 1.62, 1.501)","(15.0, 36.0, 27.799999999999997)"
