,Bucked Tooth,Unnamed Soldier,Roll Dem Bones,Grumpelstiltskin,Scotty Silver,Grand Fiber,Shackled,Fu Man Sue
07-01-2023 09:39:40.130868,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:41.380867,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:42.543018,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:43.815089,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:45.182498,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:46.331307,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:47.544637,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.127272727272728)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:48.710086,"(17.0, 19.5, 16.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:49.845226,"(17.0, 19.5, 17.785714285714285)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:51.122567,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:52.381607,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 34.95)","(3.8, 7.8, 6.16)"
07-01-2023 09:39:53.661822,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.7875)"
07-01-2023 09:39:54.903685,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.2)"
07-01-2023 09:39:56.129221,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.2)"
07-01-2023 09:39:57.402443,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 19.75)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.2)"
07-01-2023 09:39:58.530118,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 29.0, 17.0)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.8)"
07-01-2023 09:39:59.751871,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 30.0, 17.0)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 6.824999999999999)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.8)"
07-01-2023 09:40:00.974324,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 30.0, 17.0)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.4, 7.111111111111112)","(8.0, 44.0, 38.91428571428572)","(3.8, 7.8, 6.8)"
07-01-2023 09:40:02.152445,"(17.0, 19.5, 18.5)","(17.0, 36.0, 28.4)","(15.0, 30.0, 17.0)","(2.25, 3.5, 3.1399999999999997)","(12.0, 11.5, 10.66)","(7.0, 8.0, 7.111111111111112)","(8.0, 44.0, 35.1)","(3.8, 7.8, 6.2)"
07-01-2023 09:40:03.450372,"(17.0, 19.5, 18.5)","(17.0, 36.0, 26.75)","(15.0, 30.0, 20.5)","(2.25, 3.5, 3.16)","(12.0, 11.5, 10.866666666666667)","(6.5, 8.0, 7.533333333333333)","(8.0, 44.0, 35.2)","(3.8, 7.8, 7.192307692307692)"
07-01-2023 09:40:04.662102,"(17.0, 19.5, 17.3)","(17.0, 36.0, 26.75)","(15.0, 30.0, 20.5)","(2.25, 3.5, 3.16)","(12.0, 11.5, 10.866666666666667)","(6.5, 8.0, 9.971428571428572)","(8.0, 44.0, 35.2)","(3.8, 7.8, 7.235714285714286)"
07-01-2023 09:40:05.733171,"(17.0, 19.0, 17.0)","(17.0, 36.0, 26.75)","(15.0, 30.0, 20.5)","(2.25, 3.5, 3.16)","(12.0, 11.5, 10.866666666666667)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 38.166666666666664)","(3.8, 7.8, 6.24)"
07-01-2023 09:40:06.956130,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 30.0, 23.090909090909093)","(2.25, 3.5, 3.424444444444444)","(12.0, 11.5, 10.866666666666667)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 35.25)","(3.8, 7.8, 6.24)"
07-01-2023 09:40:08.204170,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 30.0, 24.22222222222222)","(2.25, 3.5, 3.368)","(12.0, 11.5, 10.866666666666667)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 35.25)","(3.8, 7.8, 6.24)"
07-01-2023 09:40:09.421186,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 28.0, 24.22222222222222)","(2.25, 3.5, 3.368)","(12.0, 11.5, 10.2125)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.8, 6.824999999999999)"
07-01-2023 09:40:10.896437,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 28.0, 24.22222222222222)","(2.25, 3.5, 3.368)","(12.0, 12.0, 10.2125)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.8, 5.39375)"
07-01-2023 09:40:12.205452,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 28.0, 24.22222222222222)","(2.25, 3.5, 3.368)","(12.0, 12.0, 10.2125)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.8, 5.39375)"
07-01-2023 09:40:13.501960,"(17.0, 19.0, 17.0)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 25.0)","(2.25, 3.5, 3.368)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.8, 5.915384615384616)"
07-01-2023 09:40:14.889403,"(17.0, 19.0, 16.75)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 20.25)","(2.25, 3.5, 3.368)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:16.299747,"(17.0, 19.0, 16.75)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 20.25)","(2.25, 3.5, 3.4492307692307693)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:17.680685,"(17.0, 19.0, 16.75)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 20.25)","(2.25, 3.5, 3.4492307692307693)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:19.038576,"(17.0, 19.0, 16.75)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 20.25)","(2.25, 3.5, 3.4492307692307693)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 44.0, 39.0)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:20.289899,"(17.0, 18.5, 15.5)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 20.25)","(2.25, 3.5, 3.4492307692307693)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 44.0, 39.028571428571425)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:21.399317,"(17.0, 18.0, 16.25)","(17.0, 36.0, 30.714285714285715)","(15.0, 29.0, 23.166666666666664)","(2.25, 3.5, 3.4492307692307693)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 44.0, 35.35)","(3.8, 7.6, 5.08)"
07-01-2023 09:40:22.617305,"(17.0, 18.0, 16.25)","(17.0, 36.0, 98.5)","(15.0, 29.0, 20.75)","(2.25, 3.5, 3.42)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 44.0, 35.4)","(3.8, 7.6, 5.661538461538461)"
07-01-2023 09:40:23.883513,"(17.0, 18.0, 16.25)","(17.0, 220.0, 26.75)","(15.0, 30.0, 23.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 8.68)","(8.0, 44.0, 35.4)","(3.8, 7.6, 5.1499999999999995)"
07-01-2023 09:40:25.128105,"(17.0, 18.0, 16.25)","(17.0, 36.0, 28.75)","(15.0, 29.0, 20.75)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 9.8, 9.2)","(8.0, 44.0, 31.439999999999998)","(3.8, 7.6, 5.1499999999999995)"
07-01-2023 09:40:26.409291,"(17.0, 18.0, 16.25)","(17.0, 40.0, 26.5)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 9.6, 9.2)","(8.0, 46.0, 31.439999999999998)","(3.8, 7.6, 5.1499999999999995)"
07-01-2023 09:40:27.713306,"(17.0, 18.0, 16.25)","(17.0, 220.0, 105.83333333333333)","(15.0, 30.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 9.6, 9.625)","(8.0, 46.0, 36.9)","(3.8, 7.6, 5.1499999999999995)"
07-01-2023 09:40:28.912536,"(17.0, 18.0, 16.25)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 31.52)","(3.8, 7.6, 5.1499999999999995)"
07-01-2023 09:40:30.116891,"(17.0, 18.0, 16.25)","(17.0, 36.0, 26.75)","(15.0, 30.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 31.52)","(3.8, 7.6, 5.85)"
07-01-2023 09:40:31.392306,"(17.0, 18.0, 16.25)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 31.52)","(3.8, 7.6, 5.85)"
07-01-2023 09:40:32.724553,"(17.0, 18.0, 16.25)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 37.955555555555556)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:34.057409,"(17.0, 18.0, 16.25)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 37.955555555555556)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:35.406101,"(17.0, 18.0, 15.375)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.625)","(8.0, 46.0, 37.955555555555556)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:36.753706,"(17.0, 18.0, 15.375)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.971428571428572)","(8.0, 46.0, 37.955555555555556)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:38.009443,"(17.0, 18.0, 16.25)","(17.0, 150.0, 105.83333333333333)","(15.0, 32.0, 25.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:39.222546,"(17.0, 18.0, 16.25)","(17.0, 150.0, 128.0)","(15.0, 32.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 37.125)","(3.8, 7.6, 5.769230769230769)"
07-01-2023 09:40:40.521548,"(17.0, 18.0, 16.25)","(17.0, 38.0, 32.4)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.769230769230769)"
07-01-2023 09:40:41.699610,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.769230769230769)"
07-01-2023 09:40:42.910914,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.769230769230769)"
07-01-2023 09:40:44.165175,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:45.425184,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 30.0, 23.833333333333336)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.220000000000001)"
07-01-2023 09:40:46.692129,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 29.0, 23.166666666666664)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.333333333333334)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.5)"
07-01-2023 09:40:47.989931,"(17.0, 18.0, 16.25)","(17.0, 36.0, 32.4)","(15.0, 29.0, 22.5)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.5, 10.5, 9.02)","(8.0, 46.0, 31.799999999999997)","(3.8, 7.6, 5.5)"
07-01-2023 09:40:49.467650,"(16.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(15.0, 28.0, 22.5)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.0, 10.5, 8.48)","(8.0, 46.0, 35.857142857142854)","(3.7, 7.6, 5.5)"
07-01-2023 09:40:50.678197,"(16.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(15.0, 28.0, 20.5)","(2.25, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.0, 9.6, 8.48)","(8.0, 46.0, 35.857142857142854)","(3.7, 7.6, 5.5)"
07-01-2023 09:40:52.200836,"(15.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(13.0, 25.0, 20.5)","(2.3, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.0, 9.6, 8.48)","(9.0, 46.0, 35.857142857142854)","(3.7, 7.6, 5.5)"
07-01-2023 09:40:53.456250,"(15.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(13.0, 25.0, 20.5)","(2.3, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.0, 9.6, 8.48)","(9.0, 46.0, 31.799999999999997)","(3.7, 7.6, 5.5)"
07-01-2023 09:40:54.768558,"(15.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(13.0, 25.0, 20.5)","(2.3, 3.5, 3.376)","(12.0, 11.5, 11.075)","(6.0, 9.6, 8.48)","(9.0, 46.0, 31.799999999999997)","(3.7, 7.6, 5.36)"
07-01-2023 09:40:56.053350,"(12.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(11.0, 25.0, 20.5)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 9.6, 8.48)","(11.0, 46.0, 35.25)","(3.9, 7.6, 5.876923076923077)"
07-01-2023 09:40:57.276369,"(12.0, 18.0, 15.375)","(17.0, 36.0, 32.4)","(11.0, 25.0, 20.5)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 9.6, 8.48)","(11.0, 44.0, 35.25)","(3.9, 7.6, 5.876923076923077)"
07-01-2023 09:40:58.497681,"(12.0, 18.0, 15.375)","(17.0, 36.0, 28.8)","(11.0, 25.0, 20.5)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 9.6, 8.48)","(11.0, 44.0, 35.25)","(3.9, 7.6, 5.876923076923077)"
07-01-2023 09:40:59.793176,"(12.0, 18.0, 15.375)","(17.0, 36.0, 28.8)","(11.0, 25.0, 20.5)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 9.6, 8.48)","(11.0, 44.0, 39.0)","(3.9, 7.6, 5.876923076923077)"
07-01-2023 09:41:01.085021,"(12.0, 18.0, 15.375)","(17.0, 36.0, 27.6)","(11.0, 25.0, 19.833333333333336)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 9.6, 7.428571428571428)","(11.0, 44.0, 33.75)","(3.9, 7.6, 5.627272727272727)"
07-01-2023 09:41:02.374379,"(12.0, 18.0, 15.375)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 28.96)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:03.702756,"(12.0, 18.0, 15.375)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 28.96)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:04.994370,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:06.192511,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:07.389175,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:08.624563,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:09.764252,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(11.0, 24.0, 19.2)","(2.45, 3.5, 3.376)","(10.0, 11.5, 11.075)","(5.0, 8.2, 7.428571428571428)","(11.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:11.005041,"(12.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(12.0, 24.0, 19.2)","(2.35, 3.5, 3.376)","(11.0, 11.5, 11.075)","(5.5, 8.2, 7.428571428571428)","(10.0, 42.0, 31.199999999999996)","(3.9, 7.6, 5.85)"
07-01-2023 09:41:12.321077,"(14.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(12.0, 24.0, 19.2)","(2.35, 3.5, 3.376)","(11.0, 11.5, 11.075)","(5.5, 8.2, 7.625)","(10.0, 42.0, 31.199999999999996)","(3.9, 7.6, 6.199999999999999)"
07-01-2023 09:41:13.452510,"(14.0, 18.0, 15.333333333333334)","(17.0, 34.0, 27.8)","(12.0, 24.0, 19.2)","(2.35, 3.5, 3.376)","(11.0, 11.5, 11.075)","(5.5, 8.0, 7.625)","(10.0, 42.0, 31.199999999999996)","(3.9, 7.6, 6.199999999999999)"
07-01-2023 09:41:14.653014,"(14.0, 18.0, 15.2)","(17.0, 34.0, 27.8)","(12.0, 24.0, 19.2)","(2.35, 3.5, 3.376)","(11.0, 11.5, 11.075)","(5.5, 8.0, 7.666666666666667)","(10.0, 42.0, 35.519999999999996)","(3.9, 7.6, 6.199999999999999)"
07-01-2023 09:41:15.874338,"(14.0, 18.0, 14.88888888888889)","(17.0, 34.0, 27.8)","(12.0, 24.0, 18.25)","(2.35, 3.5, 3.1555555555555554)","(11.0, 11.5, 11.075)","(5.5, 8.0, 7.533333333333333)","(10.0, 42.0, 35.519999999999996)","(3.9, 7.6, 5.300000000000001)"
07-01-2023 09:41:17.083584,"(14.0, 18.0, 15.277777777777779)","(17.0, 34.0, 27.8)","(12.0, 24.0, 18.25)","(2.35, 3.5, 3.1555555555555554)","(11.0, 11.5, 11.075)","(5.5, 8.0, 7.533333333333333)","(10.0, 42.0, 35.519999999999996)","(3.9, 7.4, 6.366666666666667)"
