,Bucked Tooth,Unnamed Soldier,Roll Dem Bones,Grumpelstiltskin,Scotty Silver,Grand Fiber,Shackled,Fu Man Sue
07-01-2023 09:55:56.143406,"(10.0, 10.0, 9.52)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0345454545454547)","(9.0, 10.5, 10.49090909090909)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 40.0)","(4.4, 6.6, 6.3999999999999995)"
07-01-2023 09:55:57.418930,"(10.0, 9.8, 9.615384615384617)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0272727272727273)","(9.0, 11.0, 10.49090909090909)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 40.0)","(4.4, 6.6, 6.3999999999999995)"
07-01-2023 09:55:58.600093,"(10.0, 9.8, 9.5)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0272727272727273)","(9.0, 11.0, 10.49090909090909)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 40.0)","(4.4, 6.6, 6.3999999999999995)"
07-01-2023 09:55:59.843644,"(10.0, 9.8, 9.32)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.068)","(9.0, 11.0, 10.15)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 44.0)","(4.4, 6.6, 6.3999999999999995)"
07-01-2023 09:56:01.028163,"(10.0, 9.6, 9.17142857142857)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 15.75)","(2.7, 3.1, 2.9971428571428573)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 47.375)","(4.4, 6.6, 6.290909090909091)"
07-01-2023 09:56:02.120514,"(10.0, 9.6, 9.17142857142857)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 15.75)","(2.7, 3.1, 2.9971428571428573)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 46.0)","(4.4, 6.8, 6.35)"
07-01-2023 09:56:03.290603,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 2.9971428571428573)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.433333333333334)","(13.0, 50.0, 46.0)","(4.4, 6.8, 6.35)"
07-01-2023 09:56:04.489316,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0485714285714285)","(9.0, 10.5, 10.569230769230769)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 46.0)","(4.4, 6.8, 6.444444444444445)"
07-01-2023 09:56:05.748130,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0485714285714285)","(9.0, 11.0, 10.705263157894738)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 46.0)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:06.863673,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0485714285714285)","(9.0, 11.0, 10.705263157894738)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 46.0)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:08.147242,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 2.896923076923077)","(9.0, 11.0, 10.15)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 46.0)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:09.420280,"(10.0, 9.6, 9.2)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 2.9, 2.99)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 46.0)","(4.4, 6.6, 6.359999999999999)"
07-01-2023 09:56:10.515730,"(10.0, 9.6, 9.309090909090909)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 2.99)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.414285714285715)","(13.0, 50.0, 42.5)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:11.625811,"(10.0, 9.6, 9.3)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.048235294117647)","(9.0, 10.5, 10.15)","(4.6, 5.5, 5.414285714285715)","(13.0, 55.0, 42.5)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:12.744845,"(10.0, 9.6, 9.3)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.048235294117647)","(9.0, 10.5, 10.49090909090909)","(4.6, 5.5, 5.414285714285715)","(13.0, 55.0, 36.6)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:13.882293,"(10.0, 9.6, 9.142857142857142)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.048235294117647)","(9.0, 11.0, 10.49090909090909)","(4.6, 5.5, 5.414285714285715)","(13.0, 55.0, 36.6)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:14.924718,"(10.0, 9.6, 9.142857142857142)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0533333333333332)","(9.0, 11.0, 9.879999999999999)","(4.6, 5.5, 5.4941176470588236)","(13.0, 55.0, 36.6)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:16.044893,"(10.0, 9.6, 9.28)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0533333333333332)","(9.0, 11.0, 9.9)","(4.6, 5.5, 5.4941176470588236)","(13.0, 55.0, 41.0)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:17.137038,"(10.0, 9.6, 9.371428571428572)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0533333333333332)","(9.0, 10.5, 9.9)","(4.6, 5.5, 5.4941176470588236)","(13.0, 50.0, 41.0)","(4.4, 6.6, 6.444444444444445)"
07-01-2023 09:56:18.299332,"(10.0, 9.6, 9.371428571428572)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0670588235294116)","(9.0, 10.5, 10.275)","(4.6, 5.5, 5.591428571428571)","(13.0, 50.0, 41.0)","(4.4, 6.6, 5.872727272727273)"
07-01-2023 09:56:19.422096,"(10.0, 9.6, 9.3)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.5, 16.1)","(2.7, 3.1, 3.0670588235294116)","(9.0, 10.5, 10.275)","(4.6, 5.6, 5.39622641509434)","(13.0, 50.0, 46.4)","(4.4, 6.0, 5.872727272727273)"
07-01-2023 09:56:20.589199,"(10.0, 9.6, 9.3)","(19.0, 46.0, 42.0)","(11.0, 17.5, 14.416666666666666)","(2.7, 3.1, 3.105294117647059)","(9.0, 10.5, 10.040000000000001)","(4.6, 5.4, 5.791017964071856)","(13.0, 50.0, 34.5)","(4.4, 6.0, 5.872727272727273)"
07-01-2023 09:56:21.733113,"(10.0, 9.6, 9.3)","(19.0, 48.0, 47.285714285714285)","(11.0, 16.5, 14.416666666666666)","(2.7, 3.15, 3.105294117647059)","(9.0, 11.0, 10.2)","(4.6, 5.8, 5.889655172413794)","(13.0, 40.0, 34.5)","(4.4, 6.0, 5.872727272727273)"
07-01-2023 09:56:22.782444,"(10.0, 9.6, 9.3)","(19.0, 48.0, 47.285714285714285)","(11.0, 16.5, 14.416666666666666)","(2.7, 3.15, 3.105294117647059)","(9.0, 11.0, 9.854545454545454)","(4.6, 5.9, 5.775)","(13.0, 40.0, 34.5)","(4.4, 6.0, 5.872727272727273)"
07-01-2023 09:56:23.815699,"(10.0, 9.6, 9.3)","(19.0, 48.0, 46.666666666666664)","(11.0, 16.0, 15.2)","(2.7, 3.15, 3.105294117647059)","(9.0, 11.0, 10.15)","(4.6, 5.9, 5.834782608695653)","(13.0, 40.0, 34.5)","(4.4, 6.0, 6.2749999999999995)"
07-01-2023 09:56:25.003601,"(10.0, 9.6, 9.3)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.9)","(2.7, 3.15, 3.105294117647059)","(9.0, 10.5, 10.15)","(4.6, 5.9, 6.1000000000000005)","(13.0, 40.0, 37.83333333333333)","(4.4, 6.8, 6.2749999999999995)"
07-01-2023 09:56:26.200093,"(10.0, 9.6, 9.28)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.9)","(2.7, 3.15, 3.0414285714285714)","(9.0, 10.5, 10.15)","(4.6, 6.4, 5.833333333333333)","(13.0, 40.0, 38.55555555555556)","(4.4, 6.8, 5.982352941176471)"
07-01-2023 09:56:27.303383,"(10.0, 9.6, 9.386666666666667)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.9)","(2.7, 3.15, 3.0414285714285714)","(9.0, 10.5, 10.15)","(4.6, 6.0, 5.833333333333333)","(13.0, 40.0, 38.55555555555556)","(4.4, 6.6, 5.982352941176471)"
07-01-2023 09:56:28.494441,"(10.0, 9.6, 9.386666666666667)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.0414285714285714)","(9.0, 10.5, 10.15)","(4.6, 6.2, 5.728571428571429)","(13.0, 40.0, 37.25)","(4.4, 6.4, 6.033333333333333)"
07-01-2023 09:56:29.653283,"(10.0, 9.6, 9.386666666666667)","(19.0, 46.0, 44.93333333333334)","(11.0, 16.5, 14.15625)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.2)","(4.6, 5.9, 5.72)","(13.0, 40.0, 37.25)","(4.4, 6.2, 6.075)"
07-01-2023 09:56:30.852419,"(10.0, 10.0, 9.9)","(19.0, 46.0, 44.93333333333334)","(11.0, 16.5, 14.666666666666666)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.3)","(4.6, 5.9, 5.72)","(13.0, 40.0, 37.25)","(4.4, 6.2, 6.05)"
07-01-2023 09:56:32.110362,"(10.0, 9.8, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 16.0, 14.5)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.15)","(4.6, 5.9, 5.807692307692308)","(13.0, 40.0, 37.25)","(4.4, 6.2, 5.969230769230769)"
07-01-2023 09:56:33.288392,"(10.0, 9.8, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 10.5, 10.15)","(4.6, 5.9, 5.807692307692308)","(13.0, 40.0, 37.25)","(4.4, 6.4, 6.111764705882353)"
07-01-2023 09:56:34.463371,"(10.0, 9.8, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 10.5, 10.15)","(4.6, 5.9, 5.86)","(13.0, 40.0, 38.77777777777778)","(4.4, 6.4, 6.111764705882353)"
07-01-2023 09:56:35.566709,"(10.0, 10.0, 9.82857142857143)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 10.5, 10.15)","(4.4, 5.9, 5.86)","(14.0, 40.0, 38.77777777777778)","(4.4, 6.4, 5.969230769230769)"
07-01-2023 09:56:36.665176,"(10.0, 10.0, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 10.5, 10.15)","(4.4, 5.9, 5.830769230769231)","(14.0, 40.0, 38.0)","(4.4, 6.4, 6.057142857142857)"
07-01-2023 09:56:37.812595,"(10.0, 10.0, 9.55)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 10.5, 10.127272727272727)","(4.4, 5.9, 5.862500000000001)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:38.939355,"(10.0, 10.0, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.3)","(4.4, 5.9, 5.862500000000001)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:40.055621,"(10.0, 9.8, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.533333333333333)","(4.4, 5.9, 5.830769230769231)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:41.246708,"(10.0, 9.8, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.68888888888889)","(4.4, 5.9, 5.830769230769231)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:42.433561,"(10.0, 9.8, 9.533333333333333)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.014)","(9.0, 11.0, 10.422222222222222)","(4.4, 5.9, 5.830769230769231)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:43.642452,"(10.0, 9.6, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.02)","(9.0, 10.5, 10.422222222222222)","(4.4, 5.9, 5.830769230769231)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:44.745932,"(10.0, 9.6, 9.4)","(19.0, 46.0, 44.93333333333334)","(11.0, 16.0, 14.5)","(2.7, 3.1, 3.02)","(9.0, 10.5, 10.625)","(4.4, 5.9, 5.866666666666667)","(14.0, 40.0, 39.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:45.889215,"(10.0, 9.6, 9.466666666666667)","(19.0, 46.0, 44.93333333333334)","(11.0, 16.0, 14.666666666666666)","(2.7, 3.1, 3.02)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.866666666666667)","(14.0, 40.0, 36.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:47.055333,"(10.0, 9.6, 9.466666666666667)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.1, 3.02)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.866666666666667)","(14.0, 40.0, 36.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:48.121892,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 44.93333333333334)","(11.0, 15.5, 14.5)","(2.7, 3.1, 3.0285714285714285)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.866666666666667)","(14.0, 40.0, 36.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:49.187124,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 42.0)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.0285714285714285)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.866666666666667)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:50.240755,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 42.0)","(11.0, 15.5, 14.5)","(2.7, 3.15, 3.006666666666667)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.897761194029851)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:51.370406,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 42.0)","(11.0, 17.0, 15.5)","(2.7, 3.1, 3.006666666666667)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.897761194029851)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:52.445478,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 42.0)","(11.0, 17.0, 15.5)","(2.7, 3.1, 3.006666666666667)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.897761194029851)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:53.613426,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 42.0)","(11.0, 17.0, 15.5)","(2.7, 3.1, 3.006666666666667)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.897761194029851)","(14.0, 40.0, 38.0)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:54.808265,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 40.75)","(11.0, 17.0, 15.5)","(2.7, 3.1, 2.97125)","(9.0, 11.5, 10.833333333333334)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.111111111111114)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:55.927130,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 40.75)","(11.0, 17.0, 15.5)","(2.7, 3.05, 3.006666666666667)","(9.0, 11.5, 11.346153846153847)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.111111111111114)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:57.078757,"(10.0, 9.8, 9.50909090909091)","(19.0, 46.0, 37.833333333333336)","(11.0, 17.0, 15.5)","(2.7, 3.1, 3.006666666666667)","(9.0, 11.5, 11.346153846153847)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.111111111111114)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:58.226051,"(10.0, 9.8, 9.50909090909091)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.0, 16.0)","(2.7, 3.1, 3.075)","(9.0, 11.5, 11.346153846153847)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.111111111111114)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:56:59.386207,"(10.0, 9.8, 9.50909090909091)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.0, 16.0)","(2.7, 3.1, 3.0749999999999997)","(9.0, 11.5, 11.346153846153847)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.111111111111114)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:57:00.440534,"(10.0, 9.8, 9.50909090909091)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.0, 16.0)","(2.7, 3.15, 3.0075)","(9.0, 11.5, 11.346153846153847)","(4.4, 5.9, 5.897872340425533)","(14.0, 40.0, 39.2)","(4.4, 6.2, 6.057142857142857)"
07-01-2023 09:57:01.542810,"(10.0, 9.8, 9.50909090909091)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.0, 16.0)","(2.7, 3.15, 3.036)","(9.0, 11.5, 11.214285714285714)","(4.4, 5.9, 5.897902097902098)","(14.0, 40.0, 39.0)","(4.4, 6.2, 6.08235294117647)"
07-01-2023 09:57:02.710829,"(10.0, 9.8, 9.50909090909091)","(19.0, 44.0, 40.57142857142857)","(11.0, 17.0, 13.206896551724139)","(2.7, 3.15, 3.0375)","(9.0, 11.5, 11.214285714285714)","(4.4, 5.9, 5.897902097902098)","(14.0, 40.0, 37.0)","(4.4, 6.2, 5.869565217391305)"
07-01-2023 09:57:03.791758,"(10.0, 9.6, 9.3)","(19.0, 44.0, 40.57142857142857)","(11.0, 15.0, 13.75)","(2.7, 3.1, 3.025)","(9.0, 11.5, 11.214285714285714)","(4.4, 5.9, 5.9125)","(14.0, 40.0, 37.0)","(4.4, 6.0, 6.08235294117647)"
07-01-2023 09:57:04.907512,"(9.0, 9.6, 9.381818181818181)","(21.0, 44.0, 38.666666666666664)","(11.0, 14.5, 13.75)","(2.6, 3.1, 3.025)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.0, 5.997058823529412)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:06.122011,"(9.0, 9.6, 9.381818181818181)","(21.0, 44.0, 38.666666666666664)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.025)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.0, 6.365346534653466)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:07.313879,"(9.0, 9.6, 9.3)","(21.0, 44.0, 38.666666666666664)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:08.445005,"(9.0, 9.6, 9.3)","(21.0, 44.0, 38.666666666666664)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:09.604629,"(9.0, 9.6, 9.3)","(21.0, 44.0, 38.666666666666664)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:10.774568,"(9.0, 9.6, 9.3)","(21.0, 42.0, 39.142857142857146)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:11.911441,"(9.0, 9.6, 9.3)","(21.0, 42.0, 39.142857142857146)","(11.0, 14.5, 13.5)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:13.003784,"(9.0, 9.6, 9.3)","(21.0, 42.0, 39.142857142857146)","(11.0, 14.0, 13.333333333333334)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:14.088319,"(9.0, 9.6, 9.12)","(21.0, 42.0, 37.0)","(11.0, 14.5, 13.6)","(2.6, 3.1, 3.0475)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.379591836734694)","(17.0, 40.0, 37.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:15.236388,"(9.0, 9.6, 9.12)","(21.0, 42.0, 34.8)","(11.0, 14.5, 13.6)","(2.6, 3.1, 2.94)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.305882352941177)","(17.0, 40.0, 39.61904761904762)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:16.384442,"(9.0, 9.6, 9.12)","(21.0, 40.0, 33.0)","(11.0, 14.5, 13.807692307692308)","(2.6, 3.1, 2.9857142857142858)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.305882352941177)","(17.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:17.488458,"(9.0, 9.6, 9.371428571428572)","(21.0, 40.0, 30.0)","(11.0, 14.5, 14.75)","(2.6, 3.1, 2.9545454545454546)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.4, 6.4)","(17.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:18.658550,"(9.0, 9.6, 9.371428571428572)","(21.0, 38.0, 32.666666666666664)","(11.0, 15.0, 14.6)","(2.6, 3.1, 2.9545454545454546)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.6, 6.6)","(17.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:19.854971,"(9.0, 9.6, 9.371428571428572)","(21.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.727272727272727)","(2.6, 3.1, 3.0)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.8, 6.6)","(16.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:20.948000,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.727272727272727)","(2.6, 3.1, 3.0)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.8, 6.6)","(16.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:22.037649,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.642857142857142)","(2.6, 3.1, 3.0)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.8, 6.6)","(16.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:23.168396,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.642857142857142)","(2.6, 3.1, 3.0238095238095237)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.8, 6.433333333333334)","(17.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:24.267389,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.642857142857142)","(2.6, 3.1, 3.0238095238095237)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.6, 6.4653846153846155)","(17.0, 40.0, 38.0)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:25.506672,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 14.642857142857142)","(2.6, 3.1, 3.0)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.6, 6.538181818181818)","(17.0, 40.0, 39.25)","(4.6, 6.2, 6.08235294117647)"
07-01-2023 09:57:26.667660,"(9.0, 9.6, 9.371428571428572)","(18.0, 36.0, 32.666666666666664)","(11.0, 15.0, 13.3)","(2.6, 3.05, 2.986842105263158)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.6, 6.536363636363636)","(17.0, 40.0, 39.25)","(4.6, 6.2, 5.85)"
07-01-2023 09:57:27.768948,"(9.0, 9.4, 9.100000000000001)","(18.0, 48.0, 41.0)","(11.0, 14.5, 13.59090909090909)","(2.6, 3.0, 3.0302631578947365)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.6, 6.742857142857143)","(17.0, 40.0, 39.25)","(4.6, 6.0, 5.8)"
07-01-2023 09:57:28.886912,"(9.0, 9.4, 9.16)","(18.0, 48.0, 38.666666666666664)","(11.0, 14.5, 13.045454545454545)","(2.6, 3.05, 2.986842105263158)","(9.0, 11.5, 11.214285714285714)","(4.6, 6.8, 6.936)","(17.0, 40.0, 39.714285714285715)","(4.6, 6.0, 5.8)"
07-01-2023 09:57:30.061653,"(9.0, 9.4, 9.16)","(18.0, 48.0, 44.93333333333334)","(11.0, 13.5, 12.785714285714286)","(2.6, 3.0, 2.986842105263158)","(9.0, 11.5, 11.214285714285714)","(4.8, 7.0, 6.936)","(17.0, 40.0, 39.714285714285715)","(4.6, 6.0, 5.8)"
07-01-2023 09:57:31.234492,"(9.0, 9.4, 9.16)","(18.0, 46.0, 44.93333333333334)","(11.0, 13.5, 12.785714285714286)","(2.6, 3.0, 2.9666666666666663)","(9.0, 11.5, 11.214285714285714)","(4.8, 7.0, 6.936)","(17.0, 40.0, 39.714285714285715)","(4.6, 6.0, 5.8)"
