,Sunset Tara,Body Slam,Fried Giblet,Intruder,Zinger Giblet,Shes Magical
08-01-2023 16:18:37.723971,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.5, 7.75)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:38.682806,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.5, 7.75)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:39.674960,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.5, 7.75)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:40.696567,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.5, 7.75)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:41.741498,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.5, 8.75)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:42.698839,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.4, 5.0)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.0, 8.85)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:43.667257,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.76)","(6.0, 11.5, 7.714285714285714)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:44.563978,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 5.066666666666666)","(6.0, 11.0, 7.571428571428571)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:45.587579,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 5.066666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:46.535276,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 5.066666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:47.470145,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 5.066666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:48.466382,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.555555555555555)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:49.506900,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.555555555555555)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:50.479124,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.491666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:51.327942,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.491666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:52.283933,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.491666666666666)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.99875)"
08-01-2023 16:18:53.310830,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.2, 1.9933333333333334)"
08-01-2023 16:18:54.285592,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9933333333333334)"
08-01-2023 16:18:55.279587,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9933333333333334)"
08-01-2023 16:18:56.252406,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:18:57.148194,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:18:58.076290,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:18:59.024026,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:00.006592,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 8.35)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:01.055433,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 10.5, 7.571428571428571)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.166666666666666)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:02.052727,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.3999999999999995)","(6.0, 11.0, 7.571428571428571)","(5.5, 12.5, 7.966666666666667)","(7.0, 14.0, 8.083333333333334)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:02.958312,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.6, 4.435294117647059)","(6.0, 11.0, 7.571428571428571)","(5.5, 12.5, 7.966666666666667)","(7.0, 13.5, 8.083333333333334)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:04.002400,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.2, 4.68)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.5, 7.966666666666667)","(7.0, 13.5, 8.083333333333334)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:04.889371,"(71.0, 580.0, 495.83333333333337)","(3.9, 5.9, 4.833333333333333)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.5, 7.966666666666667)","(7.0, 13.5, 8.083333333333334)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:05.801971,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.5, 7.966666666666667)","(7.0, 13.5, 8.083333333333334)","(1.85, 2.18, 1.9823529411764707)"
08-01-2023 16:19:06.851853,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.6)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:07.842081,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 11.5, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:08.822552,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.6)","(7.0, 13.5, 10.454545454545455)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:09.798290,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 11.5, 8.22)","(7.0, 13.5, 9.88888888888889)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:10.737587,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 9.88888888888889)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:11.623244,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 9.88888888888889)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:12.548081,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.916666666666666)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:13.554601,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.916666666666666)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:14.542913,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.916666666666666)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:15.483242,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.916666666666666)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:16.474403,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.916666666666666)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:17.480266,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:18.391216,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:19.285042,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 10.5, 7.428571428571429)","(5.5, 12.0, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:20.273446,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 13.0, 7.333333333333334)","(5.5, 12.0, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:21.224789,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 13.0, 7.333333333333334)","(5.5, 12.0, 8.22)","(7.0, 13.5, 10.15)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:22.219725,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 13.0, 7.333333333333334)","(5.5, 12.0, 8.22)","(7.0, 13.5, 9.555555555555555)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:23.246764,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.75)","(1.85, 2.18, 1.9763636363636363)"
08-01-2023 16:19:24.148739,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 12.0, 8.22)","(7.0, 13.5, 7.75)","(1.85, 2.18, 1.9228571428571428)"
08-01-2023 16:19:25.092677,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 12.0, 8.22)","(7.0, 13.5, 8.571428571428571)","(1.85, 2.22, 2.082121212121212)"
08-01-2023 16:19:26.044064,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 12.0, 8.6)","(7.0, 13.5, 11.4)","(1.85, 2.22, 2.082121212121212)"
08-01-2023 16:19:26.966547,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 11.5, 8.6)","(7.0, 13.0, 11.4)","(1.85, 2.22, 2.082121212121212)"
08-01-2023 16:19:27.985417,"(71.0, 580.0, 495.83333333333337)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 12.0, 7.633333333333334)","(7.0, 13.0, 9.555555555555555)","(1.85, 2.22, 1.9376923076923076)"
08-01-2023 16:19:28.915094,"(71.0, 480.0, 412.5)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 11.5, 7.633333333333334)","(7.0, 13.0, 9.555555555555555)","(1.85, 2.18, 1.9376923076923076)"
08-01-2023 16:19:29.859831,"(71.0, 480.0, 412.5)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 11.5, 6.86)","(7.0, 13.0, 9.555555555555555)","(1.85, 2.18, 1.99125)"
08-01-2023 16:19:30.851183,"(71.0, 480.0, 412.5)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 11.5, 6.86)","(7.0, 13.0, 10.6)","(1.85, 2.16, 1.99125)"
08-01-2023 16:19:31.821172,"(71.0, 480.0, 412.5)","(3.9, 6.0, 4.5125)","(6.0, 12.5, 7.25)","(5.5, 11.5, 6.344444444444445)","(7.0, 12.5, 11.181818181818182)","(1.85, 2.16, 1.99125)"
08-01-2023 16:19:32.702085,"(71.0, 480.0, 412.5)","(3.9, 6.2, 4.933333333333334)","(6.0, 12.5, 7.25)","(5.5, 11.5, 6.344444444444445)","(7.0, 14.5, 11.181818181818182)","(1.85, 2.16, 1.9455555555555555)"
08-01-2023 16:19:33.685294,"(71.0, 480.0, 412.5)","(3.9, 6.2, 4.5375)","(6.0, 12.5, 7.25)","(5.5, 11.5, 6.86)","(7.0, 14.5, 11.66)","(1.85, 2.14, 1.9455555555555555)"
08-01-2023 16:19:34.685384,"(71.0, 480.0, 412.5)","(3.9, 6.0, 4.866666666666666)","(6.0, 13.0, 7.333333333333334)","(5.5, 11.5, 6.86)","(7.0, 14.5, 11.66)","(1.85, 2.14, 2.0045454545454544)"
08-01-2023 16:19:35.553997,"(71.0, 480.0, 412.5)","(3.9, 6.4, 4.51)","(6.0, 13.0, 7.333333333333334)","(5.5, 11.5, 6.86)","(7.0, 14.5, 11.66)","(1.85, 2.1, 2.0045454545454544)"
08-01-2023 16:19:36.522474,"(71.0, 480.0, 412.5)","(3.9, 6.4, 4.461538461538462)","(6.0, 13.0, 7.333333333333334)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.133333333333333)","(1.85, 2.1, 2.0125)"
08-01-2023 16:19:37.496944,"(71.0, 480.0, 412.5)","(3.9, 6.2, 4.775)","(6.0, 12.5, 8.0)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.242857142857142)","(1.85, 2.1, 2.0125)"
08-01-2023 16:19:38.447093,"(71.0, 480.0, 441.3636363636363)","(3.9, 6.0, 4.5125)","(6.0, 12.0, 7.36)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.242857142857142)","(1.85, 2.1, 2.0125)"
08-01-2023 16:19:39.325232,"(71.0, 480.0, 441.3636363636363)","(3.9, 5.9, 4.833333333333333)","(6.0, 12.0, 7.36)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.242857142857142)","(1.85, 2.1, 2.0125)"
08-01-2023 16:19:40.189816,"(71.0, 480.0, 441.3636363636363)","(3.9, 6.0, 4.5125)","(6.0, 12.0, 7.36)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.833333333333334)","(1.85, 2.1, 2.0125)"
08-01-2023 16:19:41.198394,"(71.0, 480.0, 441.3636363636363)","(3.9, 6.0, 4.5125)","(6.0, 12.0, 7.36)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.833333333333334)","(1.85, 2.1, 1.98)"
08-01-2023 16:19:42.205148,"(41.0, 480.0, 441.3636363636363)","(3.9, 6.0, 4.5125)","(6.0, 12.0, 7.36)","(5.5, 11.5, 6.86)","(7.0, 14.5, 12.833333333333334)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:43.086723,"(41.0, 480.0, 441.3636363636363)","(3.9, 6.0, 4.454545454545454)","(6.0, 12.0, 7.36)","(5.5, 11.5, 8.833333333333332)","(7.0, 14.5, 12.833333333333334)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:44.052095,"(41.0, 570.0, 523.1818181818182)","(3.9, 6.0, 4.454545454545454)","(6.0, 12.0, 7.36)","(5.5, 11.5, 9.057894736842105)","(7.0, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:44.990031,"(41.0, 570.0, 523.1818181818182)","(3.9, 6.0, 4.454545454545454)","(6.0, 12.0, 7.36)","(5.5, 11.5, 9.057894736842105)","(7.0, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:45.914400,"(41.0, 570.0, 505.625)","(3.9, 6.0, 4.454545454545454)","(6.0, 12.0, 7.36)","(5.5, 11.5, 9.057894736842105)","(7.0, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:46.836170,"(41.0, 570.0, 505.625)","(3.9, 6.0, 4.454545454545454)","(6.0, 12.0, 7.36)","(5.5, 11.5, 7.633333333333334)","(7.0, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:47.791449,"(41.0, 570.0, 505.625)","(3.9, 6.0, 4.454545454545454)","(6.5, 12.0, 7.36)","(5.5, 11.5, 7.7)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:48.822547,"(41.0, 570.0, 505.625)","(3.9, 6.0, 4.454545454545454)","(6.5, 12.0, 7.36)","(5.5, 11.5, 8.513333333333334)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9690909090909092)"
08-01-2023 16:19:49.734804,"(41.0, 580.0, 230.0)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 8.513333333333334)","(7.5, 14.5, 13.04)","(1.85, 2.1, 2.086034482758621)"
08-01-2023 16:19:50.723724,"(41.0, 580.0, 230.0)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 8.513333333333334)","(7.5, 14.5, 13.04)","(1.85, 2.1, 2.086034482758621)"
08-01-2023 16:19:51.643958,"(41.0, 580.0, 230.0)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 2.049677419354839)"
08-01-2023 16:19:52.516954,"(41.0, 580.0, 230.0)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:53.462409,"(41.0, 400.0, 301.42857142857144)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:54.392026,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 12.0, 7.36)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:55.499194,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.0, 9.375)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:56.482717,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.375)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:57.448999,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.678571428571429)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.9636363636363638)"
08-01-2023 16:19:58.467516,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.678571428571429)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.928125)"
08-01-2023 16:19:59.441095,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.363636363636363)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.8946428571428573)"
08-01-2023 16:20:00.357170,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.363636363636363)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.1, 1.888888888888889)"
08-01-2023 16:20:01.309389,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.06, 1.888888888888889)"
08-01-2023 16:20:02.269448,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.06, 1.975)"
08-01-2023 16:20:03.165296,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:04.155536,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:05.171626,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:06.121864,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:06.993247,"(41.0, 390.0, 334.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:07.985655,"(41.0, 360.0, 272.85714285714283)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:08.990433,"(41.0, 350.0, 300.8333333333333)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:09.941980,"(31.0, 350.0, 218.88888888888889)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:10.832570,"(31.0, 340.0, 258.57142857142856)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:11.734085,"(31.0, 340.0, 258.57142857142856)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:12.719306,"(31.0, 340.0, 258.57142857142856)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:13.601322,"(31.0, 330.0, 284.1666666666667)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:14.541395,"(31.0, 280.0, 215.71428571428572)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:15.741019,"(31.0, 270.0, 234.16666666666669)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:16.586683,"(31.0, 270.0, 234.16666666666669)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:17.589182,"(31.0, 270.0, 234.16666666666669)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.833333333333333)","(7.5, 14.5, 13.04)","(1.85, 2.0, 1.975)"
08-01-2023 16:20:18.610569,"(31.0, 270.0, 234.16666666666669)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.1)","(7.5, 14.5, 9.766666666666667)","(1.85, 2.0, 1.9959615384615383)"
08-01-2023 16:20:19.531537,"(31.0, 270.0, 234.16666666666669)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.26)","(7.5, 14.5, 9.766666666666667)","(1.85, 2.0, 1.9925925925925927)"
08-01-2023 16:20:20.505485,"(31.0, 260.0, 183.125)","(3.9, 6.0, 4.5125)","(6.5, 11.5, 9.0)","(5.5, 11.5, 7.966666666666667)","(7.5, 14.5, 9.766666666666667)","(1.85, 2.0, 1.99375)"
