,The Ringmaster,Jogalong Blue,Stilton,Zacharooni,Laker,Im Freyja,Booker Bay,Major Gnp Nz,Manic Mia,Barrys Brother
15-12-2022 13:59:26.696133,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:28.070663,"(31.0, 130.0, 100.625)","(4.4, 7.4, 6.4)","(18.0, 48.0, 30.75)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:29.380108,"(31.0, 130.0, 97.1875)","(4.4, 7.4, 6.4)","(18.0, 48.0, 30.75)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 310.0)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:30.738676,"(31.0, 130.0, 78.5)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:32.079794,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:33.383899,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:34.721695,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:36.033089,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 527.5)","(41.0, 180.0, 108.0)"
15-12-2022 13:59:37.390169,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.262499999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:38.899920,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.2333333333333325)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:40.577749,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.2333333333333325)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:41.978371,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.2333333333333325)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:43.306597,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.2333333333333325)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:44.589897,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.2333333333333325)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:45.823088,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.642857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:47.029161,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.642857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:48.272425,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.642857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:49.614469,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.642857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:50.893243,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:52.146649,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:53.441842,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:54.690203,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:55.904351,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:57.082111,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:58.296059,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.375)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 13:59:59.573542,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.375)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:00.828946,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.425)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:02.251386,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.425)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:03.593255,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.425)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:04.884114,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.057142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:06.143176,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.142857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:07.419712,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.142857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:08.715169,"(31.0, 130.0, 66.0)","(4.4, 7.4, 6.4)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.6375)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:10.103923,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.685714285714286)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.257142857142856)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.8, 7.461538461538462)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:11.467099,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.714285714285714)","(18.0, 48.0, 35.2)","(7.0, 16.5, 12.257142857142856)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.461538461538462)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:12.832248,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.5, 11.399999999999999)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.8375)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:14.156350,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 11.399999999999999)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.9, 7.476923076923077)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:15.462567,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 11.399999999999999)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.800000000000001)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:16.729412,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.9, 7.228571428571428)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:17.963676,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.228571428571428)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:19.212564,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 6.0, 7.257142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:20.497821,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.257142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:21.812048,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.1)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:23.153318,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 6.2, 7.257142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:24.477650,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 10.0)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.057142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:25.766845,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 16.0, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.142857142857142)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:27.052195,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.65)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:28.305248,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.8, 7.171428571428571)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:29.494874,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.699999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:30.776899,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:32.070562,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.800000000000001)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:33.362309,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 5.9, 5.800000000000001)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:34.667609,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 7.228571428571428)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:35.977455,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 5.9375)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:37.212726,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 6.0, 7.257142857142857)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:38.433237,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.050000000000001)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:39.693149,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 6.2, 7.285714285714286)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
15-12-2022 14:00:40.935745,"(31.0, 130.0, 72.15384615384616)","(4.4, 7.4, 6.058333333333334)","(18.0, 48.0, 35.2)","(7.0, 15.5, 11.25)","(81.0, 550.0, 365.38461538461536)","(21.0, 70.0, 38.0)","(3.8, 7.8, 6.300000000000001)","(1.9, 99999, 99990)","(101.0, 960.0, 627.3076923076923)","(41.0, 180.0, 87.42857142857143)"
