,The Ringmaster,Jogalong Blue,Stilton,Zacharooni,Laker,Im Freyja,Booker Bay,Major Gnp Nz,Manic Mia,Barrys Brother
15-12-2022 14:09:31.639205,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(20.0, 85.0, 71.6)","(7.0, 14.5, 11.071428571428571)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 34.75)","(3.8, 8.0, 7.56)","(1.9, 99999, 99990)","(101.0, 880.0, 485.0)","(41.0, 130.0, 94.0)"
15-12-2022 14:09:32.821690,"(41.0, 100.0, 60.0)","(4.4, 7.0, 6.78)","(18.0, 80.0, 59.333333333333336)","(7.0, 14.5, 11.071428571428571)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 34.75)","(3.8, 7.8, 7.56)","(1.9, 99999, 99990)","(101.0, 870.0, 254.0)","(41.0, 130.0, 70.0)"
15-12-2022 14:09:33.975750,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 80.0, 59.333333333333336)","(7.0, 14.5, 11.166666666666666)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 870.0, 350.0)","(41.0, 130.0, 74.0)"
15-12-2022 14:09:35.184524,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 80.0, 59.333333333333336)","(7.0, 14.5, 11.166666666666666)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 850.0, 343.33333333333337)","(41.0, 130.0, 74.0)"
15-12-2022 14:09:36.330034,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 75.0, 63.6)","(7.0, 14.5, 11.166666666666666)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 830.0, 340.0)","(41.0, 130.0, 74.0)"
15-12-2022 14:09:37.577185,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 75.0, 35.33333333333333)","(7.0, 14.5, 11.166666666666666)","(91.0, 560.0, 403.3333333333333)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 820.0, 336.66666666666663)","(41.0, 130.0, 70.66666666666667)"
15-12-2022 14:09:38.793580,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(20.0, 70.0, 35.33333333333333)","(7.0, 14.5, 11.166666666666666)","(91.0, 560.0, 294.44444444444446)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 810.0, 336.66666666666663)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:40.029574,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(20.0, 70.0, 35.33333333333333)","(7.0, 14.5, 11.166666666666666)","(91.0, 550.0, 450.0)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 810.0, 333.33333333333337)","(41.0, 120.0, 67.33333333333333)"
15-12-2022 14:09:41.294685,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 65.0, 25.833333333333332)","(7.0, 14.5, 11.166666666666666)","(91.0, 540.0, 376.6666666666667)","(21.0, 55.0, 37.0)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 800.0, 333.33333333333337)","(41.0, 110.0, 67.33333333333333)"
15-12-2022 14:09:42.538311,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 60.0, 30.333333333333336)","(7.0, 14.5, 11.833333333333334)","(91.0, 520.0, 376.6666666666667)","(21.0, 55.0, 56.5)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 800.0, 333.33333333333337)","(41.0, 110.0, 67.33333333333333)"
15-12-2022 14:09:43.763593,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(18.0, 55.0, 30.333333333333336)","(7.0, 14.5, 11.833333333333334)","(91.0, 520.0, 370.0)","(21.0, 85.0, 45.33333333333333)","(3.8, 7.8, 7.199999999999999)","(1.9, 99999, 99990)","(101.0, 800.0, 326.66666666666663)","(41.0, 110.0, 67.33333333333333)"
15-12-2022 14:09:44.983660,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.78)","(20.0, 55.0, 34.0)","(7.0, 14.5, 12.25)","(91.0, 510.0, 370.0)","(21.0, 80.0, 36.666666666666664)","(3.8, 7.8, 6.449999999999999)","(1.9, 99999, 99990)","(101.0, 780.0, 323.33333333333337)","(41.0, 110.0, 73.0)"
15-12-2022 14:09:46.263600,"(41.0, 100.0, 63.33333333333333)","(4.4, 7.0, 6.766666666666667)","(20.0, 50.0, 35.33333333333333)","(7.0, 14.0, 11.083333333333334)","(91.0, 510.0, 370.0)","(21.0, 80.0, 51.5)","(3.8, 7.6, 6.83)","(1.9, 99999, 99990)","(101.0, 770.0, 323.33333333333337)","(41.0, 100.0, 70.66666666666667)"
15-12-2022 14:09:47.593155,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(20.0, 70.0, 43.2)","(7.0, 14.0, 11.833333333333334)","(91.0, 510.0, 302.5)","(21.0, 75.0, 56.5)","(3.8, 7.6, 5.7625)","(1.9, 99999, 99990)","(101.0, 770.0, 540.0)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:48.869573,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(20.0, 60.0, 32.0)","(7.0, 14.5, 11.5)","(91.0, 510.0, 365.0)","(21.0, 85.0, 45.33333333333333)","(3.8, 7.6, 6.3999999999999995)","(1.9, 99999, 99990)","(101.0, 760.0, 533.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:50.107492,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 60.0, 40.2)","(7.0, 14.5, 11.666666666666666)","(91.0, 500.0, 307.5)","(21.0, 80.0, 43.666666666666664)","(3.8, 7.6, 6.3999999999999995)","(1.9, 99999, 99990)","(101.0, 750.0, 526.6666666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:51.386949,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 55.0, 53.25)","(7.0, 14.0, 11.375)","(91.0, 520.0, 307.5)","(21.0, 75.0, 43.666666666666664)","(3.8, 7.6, 6.0)","(1.9, 99999, 99990)","(101.0, 740.0, 412.5)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:52.628834,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 65.0, 35.625)","(7.0, 14.0, 11.5)","(91.0, 520.0, 307.5)","(21.0, 75.0, 42.0)","(3.8, 7.6, 6.65)","(1.9, 99999, 99990)","(101.0, 730.0, 412.5)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:53.838062,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 65.0, 35.625)","(7.0, 13.5, 11.5)","(91.0, 520.0, 307.5)","(21.0, 70.0, 42.0)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 730.0, 407.5)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:54.987010,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 65.0, 35.625)","(7.0, 13.5, 11.5)","(91.0, 520.0, 253.57142857142858)","(21.0, 70.0, 42.0)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 720.0, 233.88888888888889)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:56.190996,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 60.0, 43.2)","(7.0, 13.5, 11.5)","(91.0, 650.0, 362.5)","(21.0, 70.0, 40.333333333333336)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 720.0, 355.4166666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:57.326650,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(20.0, 55.0, 40.2)","(7.0, 13.5, 11.5)","(91.0, 630.0, 362.5)","(21.0, 65.0, 40.333333333333336)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 720.0, 355.4166666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:58.476131,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 40.2)","(7.0, 13.5, 11.5)","(91.0, 630.0, 362.5)","(26.0, 65.0, 40.333333333333336)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 720.0, 355.4166666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:09:59.666024,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 40.2)","(7.0, 13.5, 11.5)","(91.0, 630.0, 362.5)","(26.0, 65.0, 40.333333333333336)","(3.8, 7.6, 6.84)","(1.9, 99999, 99990)","(101.0, 720.0, 355.4166666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:00.851222,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 40.2)","(7.0, 13.5, 11.5)","(91.0, 630.0, 362.5)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.693333333333333)","(1.9, 99999, 99990)","(101.0, 710.0, 534.2857142857143)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:02.242987,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 40.2)","(7.0, 13.5, 11.5)","(91.0, 620.0, 352.5)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 7.0)","(1.9, 99999, 99990)","(101.0, 700.0, 512.8571428571429)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:03.473176,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 30.333333333333336)","(7.0, 13.0, 11.333333333333334)","(91.0, 610.0, 428.3333333333333)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 7.06875)","(1.9, 99999, 99990)","(101.0, 680.0, 478.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:04.698846,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 42.83333333333333)","(7.0, 13.0, 11.333333333333334)","(91.0, 600.0, 345.0)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.933333333333334)","(1.9, 99999, 99990)","(101.0, 670.0, 478.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:05.910588,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 42.83333333333333)","(7.0, 13.0, 11.333333333333334)","(91.0, 600.0, 345.0)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.933333333333334)","(1.9, 99999, 99990)","(101.0, 670.0, 377.5)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:07.229820,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 42.83333333333333)","(7.0, 13.0, 11.333333333333334)","(91.0, 600.0, 345.0)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.933333333333334)","(1.9, 99999, 99990)","(101.0, 660.0, 377.5)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:08.599017,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 55.0, 42.83333333333333)","(7.0, 13.0, 11.333333333333334)","(91.0, 600.0, 345.0)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.9)","(1.9, 99999, 99990)","(101.0, 660.0, 458.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:09.981495,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.94)","(21.0, 55.0, 39.5)","(7.0, 13.0, 11.5)","(91.0, 600.0, 416.6666666666667)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 7.1)","(1.9, 99999, 99990)","(101.0, 640.0, 458.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:11.376288,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.0, 6.78)","(21.0, 50.0, 31.61111111111111)","(7.0, 12.5, 11.333333333333334)","(91.0, 580.0, 325.0)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 7.1)","(1.9, 99999, 99990)","(101.0, 640.0, 451.6666666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:12.696203,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 48.0, 31.61111111111111)","(7.0, 13.0, 11.333333333333334)","(91.0, 560.0, 443.75)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 7.1)","(1.9, 99999, 99990)","(101.0, 630.0, 445.0)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:14.006057,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.766666666666667)","(21.0, 46.0, 29.833333333333336)","(7.0, 13.0, 10.916666666666666)","(91.0, 560.0, 443.75)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.725)","(1.9, 99999, 99990)","(101.0, 620.0, 431.6666666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:15.336131,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.477777777777778)","(21.0, 44.0, 29.833333333333336)","(7.0, 13.0, 11.5)","(91.0, 560.0, 443.75)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.725)","(1.9, 99999, 99990)","(101.0, 600.0, 431.6666666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:16.726440,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.0, 6.78)","(21.0, 40.0, 29.5)","(7.0, 12.5, 11.5)","(91.0, 560.0, 443.75)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.725)","(1.9, 99999, 99990)","(101.0, 600.0, 431.6666666666667)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:18.141189,"(41.0, 110.0, 63.33333333333333)","(4.4, 7.2, 6.4)","(21.0, 38.0, 31.666666666666664)","(7.0, 13.0, 11.333333333333334)","(91.0, 560.0, 443.75)","(26.0, 60.0, 38.666666666666664)","(3.8, 7.6, 6.725)","(1.9, 99999, 99990)","(101.0, 600.0, 425.0)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:19.516030,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.057142857142857)","(21.0, 36.0, 31.0)","(7.0, 13.0, 10.916666666666666)","(91.0, 560.0, 443.75)","(26.0, 55.0, 41.5)","(3.8, 7.6, 6.933333333333333)","(1.9, 99999, 99990)","(101.0, 590.0, 418.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:20.953966,"(41.0, 100.0, 70.0)","(4.4, 7.2, 6.057142857142857)","(21.0, 34.0, 37.4)","(7.0, 13.0, 11.5)","(91.0, 560.0, 443.75)","(26.0, 55.0, 35.333333333333336)","(3.8, 7.6, 7.476923076923077)","(1.9, 99999, 99990)","(101.0, 580.0, 418.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:22.358387,"(41.0, 100.0, 70.0)","(4.4, 7.0, 6.25)","(21.0, 42.0, 32.14285714285714)","(7.0, 12.5, 11.2)","(91.0, 560.0, 343.1818181818182)","(26.0, 50.0, 35.333333333333336)","(3.8, 7.8, 7.0588235294117645)","(1.9, 99999, 99990)","(101.0, 580.0, 418.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:23.737466,"(41.0, 100.0, 70.0)","(4.4, 6.8, 6.266666666666667)","(21.0, 42.0, 32.14285714285714)","(7.0, 13.0, 10.8)","(91.0, 550.0, 476.42857142857144)","(26.0, 50.0, 35.333333333333336)","(3.8, 7.8, 7.204166666666667)","(1.9, 99999, 99990)","(101.0, 580.0, 418.3333333333333)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:25.121930,"(41.0, 100.0, 70.0)","(4.4, 6.8, 6.266666666666667)","(21.0, 42.0, 35.86363636363636)","(7.0, 11.5, 11.12)","(91.0, 540.0, 310.0)","(26.0, 50.0, 35.333333333333336)","(3.8, 7.6, 6.85625)","(1.9, 99999, 99990)","(101.0, 580.0, 260.0)","(41.0, 120.0, 70.66666666666667)"
15-12-2022 14:10:26.508230,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.266666666666667)","(21.0, 42.0, 35.86363636363636)","(7.0, 11.5, 11.12)","(91.0, 520.0, 243.33333333333334)","(26.0, 50.0, 35.333333333333336)","(3.8, 7.6, 6.709090909090909)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 120.0, 83.0)"
15-12-2022 14:10:27.933599,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.6)","(21.0, 42.0, 33.5625)","(7.0, 11.5, 9.930434782608696)","(91.0, 530.0, 240.0)","(26.0, 50.0, 41.6)","(3.8, 7.6, 7.208)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 120.0, 72.0)"
15-12-2022 14:10:29.329032,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.6)","(21.0, 42.0, 33.5625)","(7.0, 11.5, 10.222222222222221)","(91.0, 520.0, 236.66666666666666)","(26.0, 50.0, 35.333333333333336)","(3.8, 7.6, 7.208)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 120.0, 72.0)"
15-12-2022 14:10:30.731848,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.622222222222222)","(21.0, 42.0, 33.5625)","(7.0, 11.0, 10.222222222222221)","(91.0, 510.0, 233.33333333333334)","(26.0, 50.0, 41.6)","(3.8, 7.6, 6.666666666666667)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 120.0, 84.0)"
15-12-2022 14:10:32.124979,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.571428571428571)","(21.0, 42.0, 35.0)","(7.0, 11.0, 10.222222222222221)","(91.0, 500.0, 230.0)","(26.0, 50.0, 42.333333333333336)","(3.8, 7.6, 7.314285714285714)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 120.0, 102.5)"
15-12-2022 14:10:33.466817,"(41.0, 100.0, 80.66666666666666)","(4.4, 6.8, 6.571428571428571)","(21.0, 42.0, 36.0)","(7.0, 11.0, 10.4)","(91.0, 490.0, 230.0)","(26.0, 50.0, 62.333333333333336)","(3.8, 7.6, 7.314285714285714)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 260.0, 128.0)"
15-12-2022 14:10:34.852988,"(41.0, 110.0, 76.0)","(4.4, 6.8, 6.571428571428571)","(21.0, 42.0, 35.714285714285715)","(7.0, 11.0, 10.2)","(91.0, 490.0, 285.0)","(26.0, 80.0, 62.333333333333336)","(3.8, 7.6, 7.372727272727272)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 180.0, 157.5)"
15-12-2022 14:10:36.273489,"(41.0, 110.0, 76.0)","(4.4, 6.8, 6.571428571428571)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.5, 10.2)","(91.0, 470.0, 285.0)","(26.0, 80.0, 103.5)","(3.8, 7.6, 7.155555555555555)","(1.9, 99999, 99990)","(101.0, 580.0, 340.0)","(41.0, 260.0, 170.0)"
15-12-2022 14:10:37.716852,"(41.0, 110.0, 76.0)","(4.4, 6.8, 6.428571428571428)","(21.0, 42.0, 34.166666666666664)","(7.0, 10.5, 10.2)","(91.0, 470.0, 213.33333333333331)","(26.0, 180.0, 74.66666666666666)","(3.8, 7.6, 7.322222222222222)","(1.9, 99999, 99990)","(101.0, 580.0, 215.0)","(41.0, 250.0, 183.42857142857142)"
15-12-2022 14:10:39.090186,"(41.0, 110.0, 76.0)","(4.4, 6.6, 6.428571428571428)","(21.0, 42.0, 34.5)","(7.0, 10.5, 9.8)","(91.0, 450.0, 270.0)","(26.0, 170.0, 133.4)","(3.8, 7.6, 7.054545454545455)","(1.9, 99999, 99990)","(101.0, 560.0, 256.66666666666663)","(41.0, 240.0, 123.6)"
15-12-2022 14:10:40.484218,"(41.0, 110.0, 76.0)","(4.4, 6.6, 6.428571428571428)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.0, 10.466666666666667)","(91.0, 440.0, 203.33333333333331)","(26.0, 160.0, 109.33333333333333)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 550.0, 250.0)","(41.0, 240.0, 133.0)"
15-12-2022 14:10:41.775038,"(41.0, 110.0, 76.0)","(4.4, 6.6, 6.428571428571428)","(21.0, 42.0, 35.714285714285715)","(7.0, 11.0, 9.95)","(91.0, 410.0, 200.0)","(26.0, 150.0, 102.66666666666667)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 530.0, 246.66666666666666)","(41.0, 220.0, 133.0)"
15-12-2022 14:10:43.053174,"(41.0, 110.0, 76.0)","(4.4, 7.2, 6.260869565217392)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.5, 9.95)","(91.0, 400.0, 200.0)","(26.0, 140.0, 102.66666666666667)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 520.0, 246.66666666666666)","(41.0, 220.0, 148.66666666666669)"
15-12-2022 14:10:44.322013,"(41.0, 110.0, 76.0)","(4.4, 7.2, 6.260869565217392)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.5, 9.714285714285715)","(91.0, 390.0, 196.66666666666669)","(26.0, 120.0, 101.4)","(3.8, 7.6, 7.247058823529412)","(1.9, 99999, 99990)","(101.0, 520.0, 246.66666666666666)","(41.0, 200.0, 148.66666666666669)"
15-12-2022 14:10:45.589703,"(41.0, 110.0, 76.0)","(4.4, 7.2, 6.054545454545455)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.0, 9.7)","(91.0, 390.0, 196.66666666666669)","(26.0, 120.0, 101.6)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 520.0, 246.66666666666666)","(41.0, 200.0, 148.66666666666669)"
15-12-2022 14:10:46.910804,"(41.0, 110.0, 76.0)","(4.4, 7.0, 6.7894736842105265)","(21.0, 42.0, 35.714285714285715)","(7.0, 10.0, 9.7)","(91.0, 390.0, 196.66666666666669)","(26.0, 110.0, 82.33333333333334)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 520.0, 246.66666666666666)","(41.0, 190.0, 118.0)"
15-12-2022 14:10:48.260325,"(41.0, 110.0, 76.0)","(4.4, 6.8, 6.266666666666667)","(21.0, 42.0, 34.125)","(7.0, 10.0, 9.7)","(91.0, 390.0, 196.66666666666669)","(26.0, 110.0, 53.75)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 520.0, 243.33333333333334)","(41.0, 190.0, 130.5)"
15-12-2022 14:10:49.592071,"(41.0, 170.0, 106.0)","(4.4, 6.8, 6.133333333333333)","(21.0, 40.0, 39.0)","(7.0, 10.0, 9.7)","(91.0, 390.0, 196.66666666666669)","(26.0, 95.0, 62.599999999999994)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 510.0, 240.0)","(41.0, 180.0, 90.0)"
15-12-2022 14:10:50.989222,"(41.0, 180.0, 97.2)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 39.0)","(7.0, 10.0, 10.2)","(91.0, 390.0, 196.66666666666669)","(26.0, 85.0, 69.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 170.0, 86.66666666666666)"
15-12-2022 14:10:52.297545,"(41.0, 180.0, 97.2)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 39.0)","(7.0, 11.0, 9.8)","(91.0, 390.0, 196.66666666666669)","(26.0, 85.0, 63.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 160.0, 83.33333333333334)"
15-12-2022 14:10:53.591936,"(41.0, 180.0, 129.0)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 39.0)","(7.0, 11.0, 9.8)","(91.0, 390.0, 272.0)","(26.0, 85.0, 57.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 83.33333333333334)"
15-12-2022 14:10:54.919004,"(41.0, 170.0, 77.0)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 39.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 390.0, 240.0)","(26.0, 75.0, 54.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 125.0)"
15-12-2022 14:10:56.227760,"(41.0, 150.0, 108.4)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 38.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 380.0, 200.0)","(26.0, 70.0, 54.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 90.0)"
15-12-2022 14:10:57.534038,"(41.0, 150.0, 108.4)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 38.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 400.0, 200.0)","(26.0, 70.0, 54.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 90.0)"
15-12-2022 14:10:58.871381,"(41.0, 150.0, 108.4)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 38.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 400.0, 262.5)","(26.0, 70.0, 54.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 90.0)"
15-12-2022 14:11:00.212689,"(41.0, 140.0, 77.33333333333333)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 38.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 750.0, 313.33333333333337)","(26.0, 70.0, 54.0)","(3.8, 7.6, 7.336842105263157)","(1.9, 99999, 99990)","(101.0, 500.0, 240.0)","(41.0, 150.0, 90.0)"
15-12-2022 14:11:01.566287,"(41.0, 130.0, 74.0)","(4.4, 6.8, 6.038095238095238)","(21.0, 42.0, 38.0)","(7.0, 10.0, 9.571428571428571)","(91.0, 740.0, 415.0)","(26.0, 70.0, 49.5)","(3.8, 7.6, 7.066666666666667)","(1.9, 99999, 99990)","(101.0, 500.0, 233.33333333333334)","(41.0, 150.0, 130.0)"
