,Victa Mikey,Diesel Runner,Velocity Comet,Emerley Poida,Remember Prince,Hukanui Lady
06-01-2023 13:55:03.411942,"(1.7, 1.8, 1.7884615384615385)","(3.6, 5.0, 4.91)","(11.0, 13.0, 11.416666666666666)","(11.0, 22.0, 18.83783783783784)","(21.0, 48.0, 37.714285714285715)","(6.5, 14.0, 13.3)"
06-01-2023 13:55:04.351299,"(1.7, 1.8, 1.790769230769231)","(3.6, 5.0, 4.64)","(11.0, 13.0, 11.294117647058824)","(11.0, 22.0, 18.80263157894737)","(21.0, 48.0, 37.714285714285715)","(6.5, 14.0, 13.3)"
06-01-2023 13:55:05.402363,"(1.7, 1.8, 1.789090909090909)","(3.6, 5.0, 4.68)","(11.0, 13.0, 11.3125)","(11.0, 22.0, 18.80263157894737)","(21.0, 48.0, 37.714285714285715)","(6.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:06.495014,"(1.7, 1.8, 1.7785714285714287)","(3.6, 5.0, 4.644444444444444)","(11.0, 13.0, 11.3125)","(11.0, 22.0, 18.80263157894737)","(21.0, 48.0, 37.714285714285715)","(6.5, 14.0, 13.3)"
06-01-2023 13:55:07.555587,"(1.7, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.68)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.80263157894737)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:08.717659,"(1.6, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.905882352941177)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:09.722311,"(1.6, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.905882352941177)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:10.605309,"(1.6, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.946666666666666)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:11.513547,"(1.6, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.905882352941177)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:12.565262,"(1.6, 1.8, 1.7772413793103448)","(3.6, 5.0, 4.946666666666666)","(11.0, 13.0, 11.65)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.714285714285715)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:13.656991,"(1.6, 1.81, 1.8063157894736843)","(3.6, 5.0, 4.946666666666666)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:14.691445,"(1.6, 1.81, 1.805625)","(3.6, 5.0, 4.963636363636364)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:15.786775,"(1.6, 1.82, 1.812)","(3.6, 5.0, 4.933333333333334)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:16.688318,"(1.6, 1.82, 1.7733333333333334)","(3.6, 5.0, 4.933333333333334)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:17.701367,"(1.6, 1.82, 1.806)","(3.6, 5.0, 4.963636363636364)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:18.691995,"(1.6, 1.82, 1.8115789473684212)","(3.6, 5.0, 4.931914893617021)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:19.744143,"(1.6, 1.83, 1.8275000000000001)","(3.6, 5.0, 4.962790697674419)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:20.866704,"(1.6, 1.83, 1.8275000000000001)","(3.6, 5.0, 4.962790697674419)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.25)"
06-01-2023 13:55:22.011145,"(1.6, 1.83, 1.8286363636363636)","(3.6, 5.0, 4.931914893617021)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.181818181818182)"
06-01-2023 13:55:23.104345,"(1.6, 1.84, 1.8381818181818184)","(3.6, 5.0, 4.933333333333334)","(11.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.181818181818182)"
06-01-2023 13:55:24.065417,"(1.6, 1.85, 1.8362068965517242)","(3.6, 5.0, 4.963636363636364)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.25)"
06-01-2023 13:55:25.004201,"(1.6, 1.85, 1.8338709677419356)","(3.6, 5.0, 4.914285714285715)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.181818181818182)"
06-01-2023 13:55:25.988476,"(1.6, 1.84, 1.8)","(3.6, 5.0, 4.873684210526316)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.25)"
06-01-2023 13:55:27.043697,"(1.6, 1.82, 1.8175000000000001)","(3.6, 5.0, 4.953846153846154)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.181818181818182)"
06-01-2023 13:55:28.167299,"(1.6, 1.82, 1.8133333333333335)","(3.6, 5.0, 4.92)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.25)"
06-01-2023 13:55:29.250056,"(1.6, 1.82, 1.8133333333333335)","(3.6, 5.0, 4.967567567567568)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 18.83783783783784)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.181818181818182)"
06-01-2023 13:55:30.271821,"(1.6, 1.84, 1.8266666666666667)","(3.7, 5.0, 4.94)","(10.0, 13.0, 11.615384615384615)","(12.0, 22.0, 19.136363636363637)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.4375)"
06-01-2023 13:55:31.286658,"(1.6, 1.83, 1.8133333333333335)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 22.0, 20.44736842105263)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.272727272727273)"
06-01-2023 13:55:32.287659,"(1.6, 1.83, 1.8275000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 21.0, 19.43103448275862)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.466666666666667)"
06-01-2023 13:55:33.344107,"(1.6, 1.83, 1.8050000000000002)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 21.0, 19.43103448275862)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.272727272727273)"
06-01-2023 13:55:34.301360,"(1.6, 1.83, 1.8275000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 21.0, 19.43103448275862)","(26.0, 48.0, 37.371428571428574)","(7.5, 14.0, 13.272727272727273)"
06-01-2023 13:55:35.445690,"(1.6, 1.83, 1.8275000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 21.0, 19.43103448275862)","(26.0, 48.0, 38.21052631578947)","(7.5, 14.0, 13.5)"
06-01-2023 13:55:36.556376,"(1.6, 1.83, 1.8275000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 21.0, 18.935897435897434)","(26.0, 48.0, 37.371428571428574)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:37.525395,"(1.6, 1.84, 1.8183333333333334)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 21.0, 18.935897435897434)","(26.0, 48.0, 36.72727272727273)","(7.5, 14.0, 13.222222222222221)"
06-01-2023 13:55:38.545385,"(1.6, 1.83, 1.8275000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 21.0, 19.605263157894736)","(26.0, 48.0, 38.21052631578947)","(7.5, 14.0, 13.5)"
06-01-2023 13:55:39.445749,"(1.6, 1.83, 1.8278571428571428)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 20.0, 19.605263157894736)","(26.0, 48.0, 38.21052631578947)","(7.5, 14.0, 13.3)"
06-01-2023 13:55:40.424666,"(1.6, 1.83, 1.8262500000000002)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.73913043478261)","(12.0, 20.0, 19.605263157894736)","(26.0, 48.0, 38.21052631578947)","(7.5, 14.0, 13.5)"
06-01-2023 13:55:41.437301,"(1.6, 1.83, 1.8133333333333335)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.879310344827587)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:42.590462,"(1.6, 1.83, 1.8132000000000001)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:43.653849,"(1.6, 1.83, 1.81)","(3.7, 5.0, 4.913333333333333)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.588235294117647)"
06-01-2023 13:55:44.627654,"(1.6, 1.83, 1.8105)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.357142857142858)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:45.607599,"(1.6, 1.83, 1.8105)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.588235294117647)"
06-01-2023 13:55:46.503618,"(1.6, 1.82, 1.8155555555555556)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:47.533539,"(1.6, 1.82, 1.807777777777778)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 36.75)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:48.586406,"(1.6, 1.82, 1.8088)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.588235294117647)"
06-01-2023 13:55:49.644697,"(1.6, 1.82, 1.8088)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.416666666666666)"
06-01-2023 13:55:50.691857,"(1.6, 1.82, 1.8088)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.681818181818182)"
06-01-2023 13:55:51.737367,"(1.6, 1.82, 1.8088)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.371428571428574)","(7.5, 14.0, 13.866666666666667)"
06-01-2023 13:55:52.697486,"(1.6, 1.82, 1.8088)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.371428571428574)","(7.5, 14.0, 13.866666666666667)"
06-01-2023 13:55:53.558384,"(1.6, 1.82, 1.7850000000000001)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.371428571428574)","(7.5, 14.0, 13.866666666666667)"
06-01-2023 13:55:54.568226,"(1.6, 1.82, 1.7685714285714287)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.866666666666667)"
06-01-2023 13:55:55.621356,"(1.6, 1.82, 1.7933333333333334)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.866666666666667)"
06-01-2023 13:55:56.866961,"(1.6, 1.82, 1.8095652173913044)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.875)"
06-01-2023 13:55:58.016368,"(1.6, 1.82, 1.8095652173913044)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 37.411764705882355)","(7.5, 14.0, 13.875)"
06-01-2023 13:55:59.149805,"(1.6, 1.82, 1.8095652173913044)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 48.0, 38.270270270270274)","(7.5, 14.0, 13.875)"
06-01-2023 13:56:00.129370,"(1.6, 1.82, 1.8095652173913044)","(3.7, 5.0, 4.911363636363636)","(10.0, 13.0, 11.772727272727273)","(12.0, 20.0, 18.61111111111111)","(26.0, 48.0, 36.857142857142854)","(7.5, 14.0, 13.875)"
06-01-2023 13:56:01.314936,"(1.6, 1.83, 1.8233333333333335)","(3.7, 5.0, 4.906666666666666)","(10.0, 13.0, 11.829268292682928)","(12.0, 20.0, 18.61111111111111)","(26.0, 48.0, 38.54545454545455)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:02.521131,"(1.6, 1.83, 1.794)","(3.7, 5.0, 4.906666666666666)","(10.0, 13.0, 11.829268292682928)","(12.0, 20.0, 18.61111111111111)","(26.0, 48.0, 42.36363636363636)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:03.599833,"(1.6, 1.83, 1.8183333333333334)","(3.7, 5.0, 4.906666666666666)","(10.0, 13.0, 11.829268292682928)","(12.0, 20.0, 18.61111111111111)","(26.0, 46.0, 41.0)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:04.717114,"(1.6, 1.83, 1.8233333333333335)","(3.7, 5.0, 4.906666666666666)","(10.0, 13.0, 12.108695652173914)","(12.0, 20.0, 18.525641025641026)","(26.0, 46.0, 37.25)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:05.719581,"(1.6, 1.83, 1.819090909090909)","(3.7, 5.0, 4.906666666666666)","(10.0, 12.5, 12.108695652173914)","(12.0, 20.0, 18.525641025641026)","(26.0, 46.0, 39.333333333333336)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:06.630917,"(1.6, 1.83, 1.8085714285714287)","(3.7, 5.0, 4.906666666666666)","(10.0, 12.5, 11.772727272727273)","(12.0, 20.0, 18.525641025641026)","(26.0, 46.0, 37.42857142857143)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:07.662246,"(1.6, 1.84, 1.8111111111111111)","(3.7, 5.0, 4.889795918367347)","(10.0, 12.5, 11.633333333333333)","(12.0, 20.0, 18.5)","(26.0, 46.0, 38.72727272727273)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:08.739945,"(1.6, 1.84, 1.8111111111111111)","(3.7, 5.0, 4.810714285714286)","(10.0, 12.5, 11.5)","(12.0, 20.0, 18.5)","(26.0, 46.0, 36.55555555555556)","(8.5, 14.0, 13.875)"
06-01-2023 13:56:09.857348,"(1.6, 1.84, 1.8398482549317148)","(3.7, 5.0, 4.810714285714286)","(10.0, 12.5, 11.633333333333333)","(12.0, 20.0, 18.37837837837838)","(26.0, 46.0, 37.707317073170735)","(8.5, 14.0, 13.0)"
06-01-2023 13:56:11.002433,"(1.6, 1.85, 1.8496399345335517)","(3.7, 5.0, 4.889795918367347)","(10.0, 12.5, 11.633333333333333)","(12.0, 20.0, 18.37837837837838)","(26.0, 46.0, 35.87234042553192)","(8.5, 14.0, 13.428571428571429)"
06-01-2023 13:56:12.044656,"(1.6, 1.86, 1.8416666666666668)","(3.7, 5.0, 4.886)","(10.0, 12.5, 11.633333333333333)","(12.0, 20.0, 18.37837837837838)","(26.0, 46.0, 35.12)","(8.5, 14.0, 13.666666666666666)"
06-01-2023 13:56:13.021114,"(1.6, 1.86, 1.8416666666666668)","(3.7, 5.0, 4.886)","(10.0, 12.5, 11.633333333333333)","(12.0, 20.0, 18.37837837837838)","(26.0, 38.0, 35.12)","(8.5, 14.0, 13.5)"
06-01-2023 13:56:14.049063,"(1.6, 1.86, 1.8416666666666668)","(3.7, 4.9, 4.893750000000001)","(10.0, 12.5, 11.73076923076923)","(12.0, 20.0, 18.37837837837838)","(26.0, 38.0, 34.166666666666664)","(8.5, 14.0, 13.454545454545455)"
06-01-2023 13:56:15.118602,"(1.6, 1.86, 1.8413333333333335)","(3.7, 4.9, 4.893750000000001)","(10.0, 12.5, 11.73076923076923)","(12.0, 20.0, 18.181818181818183)","(26.0, 38.0, 33.90243902439025)","(8.5, 14.0, 13.625)"
06-01-2023 13:56:16.126253,"(1.6, 1.86, 1.8596059113300494)","(3.7, 4.9, 4.893750000000001)","(10.0, 12.5, 11.73076923076923)","(12.0, 20.0, 17.857142857142858)","(26.0, 38.0, 33.90243902439025)","(8.5, 14.0, 13.333333333333334)"
06-01-2023 13:56:17.179146,"(1.6, 1.86, 1.8594607843137256)","(3.7, 4.9, 4.893750000000001)","(10.0, 12.5, 11.73076923076923)","(12.0, 20.0, 18.37837837837838)","(26.0, 38.0, 34.26086956521739)","(8.5, 14.0, 13.454545454545455)"
06-01-2023 13:56:18.150871,"(1.6, 1.86, 1.8594590163934428)","(3.7, 4.9, 4.893750000000001)","(10.0, 12.5, 11.73076923076923)","(12.0, 20.0, 18.37837837837838)","(26.0, 36.0, 34.26086956521739)","(8.5, 14.0, 13.666666666666666)"
06-01-2023 13:56:19.141211,"(1.6, 1.86, 1.8568627450980393)","(3.7, 4.8, 4.725)","(10.0, 12.5, 11.73076923076923)","(12.0, 19.5, 18.681818181818183)","(26.0, 36.0, 34.26086956521739)","(8.5, 14.0, 13.5)"
06-01-2023 13:56:20.107602,"(1.6, 1.86, 1.8555555555555556)","(3.7, 4.6, 4.493333333333333)","(10.0, 12.5, 11.547619047619047)","(12.0, 19.5, 18.3125)","(26.0, 36.0, 33.57575757575758)","(8.5, 14.0, 13.6875)"
06-01-2023 13:56:21.228362,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.476923076923077)","(10.0, 12.5, 11.547619047619047)","(12.0, 19.5, 18.892857142857142)","(26.0, 36.0, 33.4054054054054)","(8.5, 14.0, 13.6875)"
06-01-2023 13:56:22.345144,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.458823529411765)","(10.0, 12.5, 11.547619047619047)","(12.0, 19.0, 18.0)","(26.0, 36.0, 33.4054054054054)","(8.5, 14.0, 13.6875)"
06-01-2023 13:56:23.502492,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.490909090909091)","(10.0, 12.5, 11.547619047619047)","(12.0, 18.5, 17.18)","(26.0, 36.0, 33.4054054054054)","(8.5, 14.0, 14.692307692307693)"
06-01-2023 13:56:24.599048,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.785714285714286)","(12.0, 18.5, 16.113636363636363)","(26.0, 36.0, 33.4054054054054)","(8.5, 15.0, 15.291666666666668)"
06-01-2023 13:56:25.515509,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.443478260869566)","(10.0, 12.5, 11.785714285714286)","(12.0, 18.5, 16.113636363636363)","(26.0, 36.0, 33.4054054054054)","(8.5, 15.5, 14.7)"
06-01-2023 13:56:26.562680,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.443478260869566)","(10.0, 12.5, 11.785714285714286)","(12.0, 18.0, 17.0)","(26.0, 36.0, 33.4054054054054)","(8.5, 15.0, 14.25)"
06-01-2023 13:56:27.673559,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.443478260869566)","(10.0, 12.5, 11.413793103448276)","(12.0, 18.0, 17.017857142857142)","(26.0, 36.0, 33.4054054054054)","(8.5, 15.0, 14.75)"
06-01-2023 13:56:28.834763,"(1.6, 1.88, 1.8544776119402986)","(3.7, 4.6, 4.455555555555556)","(10.0, 12.5, 11.75)","(12.0, 18.0, 16.166666666666668)","(26.0, 36.0, 33.1764705882353)","(8.5, 15.0, 17.25)"
06-01-2023 13:56:29.906862,"(1.6, 1.88, 1.852857142857143)","(3.7, 4.6, 4.455555555555556)","(10.0, 12.5, 11.75)","(12.0, 18.0, 16.714285714285715)","(26.0, 36.0, 33.1764705882353)","(8.5, 18.0, 17.25)"
06-01-2023 13:56:31.165026,"(1.6, 1.87, 1.8566666666666667)","(3.7, 4.6, 4.455555555555556)","(10.0, 12.5, 11.882352941176471)","(12.0, 17.5, 16.714285714285715)","(26.0, 36.0, 33.1764705882353)","(8.5, 18.0, 16.56818181818182)"
06-01-2023 13:56:32.227767,"(1.6, 1.87, 1.8566666666666667)","(3.7, 4.6, 4.455555555555556)","(10.0, 12.5, 11.882352941176471)","(12.0, 17.5, 16.394736842105264)","(26.0, 36.0, 33.1764705882353)","(8.5, 18.0, 15.982758620689655)"
06-01-2023 13:56:33.321843,"(1.6, 1.87, 1.860909090909091)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.961538461538462)","(12.0, 17.5, 16.35)","(26.0, 36.0, 33.1764705882353)","(8.5, 18.0, 15.375)"
06-01-2023 13:56:34.322042,"(1.6, 1.87, 1.8575000000000002)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.947368421052632)","(12.0, 17.5, 16.35)","(26.0, 36.0, 33.1764705882353)","(8.5, 15.5, 15.382352941176471)"
06-01-2023 13:56:35.354857,"(1.6, 1.88, 1.855217391304348)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.947368421052632)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 33.1764705882353)","(8.5, 15.5, 15.38888888888889)"
06-01-2023 13:56:36.440401,"(1.6, 1.88, 1.85328125)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.947368421052632)","(12.0, 17.5, 16.214285714285715)","(26.0, 36.0, 33.1764705882353)","(8.5, 15.5, 15.382352941176471)"
06-01-2023 13:56:37.560463,"(1.6, 1.88, 1.8536363636363637)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.863636363636363)","(12.0, 17.5, 16.214285714285715)","(26.0, 36.0, 33.1764705882353)","(8.5, 15.5, 15.625)"
06-01-2023 13:56:38.590182,"(1.6, 1.88, 1.8703389830508474)","(3.7, 4.6, 4.438461538461539)","(10.0, 12.5, 11.863636363636363)","(12.0, 17.5, 16.214285714285715)","(26.0, 36.0, 33.1764705882353)","(8.5, 16.0, 15.75)"
06-01-2023 13:56:39.573158,"(1.6, 1.88, 1.86976)","(3.7, 4.5, 4.4714285714285715)","(10.0, 12.5, 11.863636363636363)","(12.0, 17.5, 16.214285714285715)","(26.0, 36.0, 32.689655172413794)","(8.5, 16.0, 16.25)"
06-01-2023 13:56:40.528100,"(1.6, 1.88, 1.8708799999999999)","(3.7, 4.5, 4.45)","(10.0, 12.5, 11.975)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 32.689655172413794)","(8.5, 16.5, 16.346153846153847)"
06-01-2023 13:56:41.592647,"(1.6, 1.87, 1.8685714285714288)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.975)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 33.0)","(8.5, 16.5, 16.346153846153847)"
06-01-2023 13:56:42.583696,"(1.6, 1.87, 1.8696774193548389)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.975)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 32.44444444444444)","(8.5, 16.5, 15.75)"
06-01-2023 13:56:43.718118,"(1.6, 1.88, 1.8663829787234043)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.975)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.0, 15.863636363636363)"
06-01-2023 13:56:44.936093,"(1.6, 1.88, 1.8663829787234043)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.863636363636363)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.0, 15.75)"
06-01-2023 13:56:45.994394,"(1.6, 1.87, 1.8650000000000002)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.863636363636363)","(12.0, 17.5, 16.115384615384617)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.0, 15.75)"
06-01-2023 13:56:47.074174,"(1.6, 1.87, 1.8650000000000002)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.928571428571429)","(12.0, 17.5, 16.136363636363637)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.0, 16.31818181818182)"
06-01-2023 13:56:48.099509,"(1.6, 1.87, 1.8675000000000002)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 11.944444444444445)","(12.0, 17.5, 16.107142857142858)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.5, 16.366666666666667)"
06-01-2023 13:56:49.206051,"(1.6, 1.86, 1.8513513513513515)","(3.7, 4.5, 4.421739130434783)","(10.0, 12.5, 12.105263157894736)","(12.0, 17.5, 16.107142857142858)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.5, 16.366666666666667)"
06-01-2023 13:56:50.309888,"(1.6, 1.86, 1.843235294117647)","(3.7, 4.5, 4.425000000000001)","(10.0, 12.5, 12.105263157894736)","(12.0, 17.5, 16.107142857142858)","(26.0, 36.0, 33.25714285714286)","(8.5, 16.5, 16.366666666666667)"
