,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:13:33.084346,"(11.0, 15.0, 14.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.888888888888889)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.2, 7.166666666666667)"
10-01-2023 16:13:34.561705,"(10.0, 15.0, 14.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.9047619047619047)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(7.0, 99999, 99990)","(6.0, 7.2, 7.18)"
10-01-2023 16:13:36.068788,"(10.0, 15.0, 14.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.8947368421052633)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 82.5)","(7.0, 99999, 99990)","(6.0, 7.2, 7.18)"
10-01-2023 16:13:37.551658,"(10.0, 14.5, 14.25)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.918918918918919)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 93.0)","(7.0, 99999, 99990)","(6.0, 7.2, 7.4)"
10-01-2023 16:13:39.079790,"(10.0, 14.5, 14.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.0, 3.9823529411764707)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 93.0)","(7.0, 99999, 99990)","(6.0, 7.6, 7.55)"
10-01-2023 16:13:40.504560,"(10.0, 14.5, 14.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.116666666666667)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 96.42857142857143)","(7.0, 99999, 99990)","(5.5, 7.8, 7.771428571428571)"
10-01-2023 16:13:41.965318,"(10.0, 14.5, 14.1)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.038235294117647)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 8.0, 7.4799999999999995)"
10-01-2023 16:13:43.390614,"(10.0, 14.5, 13.75)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.065384615384615)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 8.2, 7.142857142857143)"
10-01-2023 16:13:44.846113,"(10.0, 14.0, 13.357142857142858)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.065384615384615)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 8.0, 7.08)"
10-01-2023 16:13:46.246750,"(10.0, 14.0, 13.357142857142858)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.1)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 7.8, 7.222222222222222)"
10-01-2023 16:13:47.637297,"(11.0, 14.0, 13.181818181818182)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.042857142857143)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 7.8, 7.2727272727272725)"
10-01-2023 16:13:48.945530,"(11.0, 14.0, 13.666666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.0058823529411764)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(5.5, 7.6, 7.15)"
10-01-2023 16:13:50.155304,"(11.0, 14.0, 13.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.0058823529411764)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(6.0, 7.6, 7.386666666666667)"
10-01-2023 16:13:51.469068,"(11.0, 14.5, 13.5)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.038461538461538)","(6.0, 99999, 99990)","(101.0, 420.0, 273.3333333333333)","(61.0, 100.0, 91.66666666666666)","(7.0, 99999, 99990)","(6.0, 7.6, 7.386666666666667)"
10-01-2023 16:13:52.753207,"(10.0, 12.0, 11.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.0058823529411764)","(6.0, 99999, 99990)","(101.0, 400.0, 257.5)","(61.0, 100.0, 94.23076923076923)","(7.0, 99999, 99990)","(5.5, 7.6, 7.386666666666667)"
10-01-2023 16:13:54.089119,"(10.0, 12.0, 11.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.0058823529411764)","(6.0, 99999, 99990)","(101.0, 400.0, 257.5)","(61.0, 100.0, 93.33333333333333)","(7.0, 99999, 99990)","(5.5, 7.6, 7.386666666666667)"
10-01-2023 16:13:55.396576,"(10.0, 12.0, 11.75)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.0058823529411764)","(6.0, 99999, 99990)","(101.0, 400.0, 257.5)","(61.0, 100.0, 96.25)","(7.0, 99999, 99990)","(5.5, 7.6, 7.386666666666667)"
10-01-2023 16:13:56.677567,"(10.0, 12.0, 12.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.071666666666667)","(6.0, 99999, 99990)","(101.0, 400.0, 257.5)","(61.0, 100.0, 96.25)","(7.0, 99999, 99990)","(5.5, 7.6, 7.2)"
10-01-2023 16:13:57.867447,"(10.0, 14.5, 12.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.071666666666667)","(6.0, 99999, 99990)","(101.0, 400.0, 266.6666666666667)","(61.0, 100.0, 92.5)","(7.0, 99999, 99990)","(5.5, 7.6, 7.2)"
10-01-2023 16:13:59.117849,"(10.0, 13.0, 12.6)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.071666666666667)","(6.0, 99999, 99990)","(101.0, 380.0, 252.5)","(61.0, 100.0, 92.5)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:00.342147,"(10.0, 11.0, 10.434782608695652)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.2, 4.019642857142857)","(6.0, 99999, 99990)","(101.0, 380.0, 252.5)","(61.0, 100.0, 92.5)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:01.575288,"(10.0, 13.0, 12.347826086956522)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 3.9984374999999996)","(6.0, 99999, 99990)","(101.0, 380.0, 263.3333333333333)","(61.0, 100.0, 90.0)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:02.873909,"(10.0, 12.5, 11.214285714285714)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 4.019642857142857)","(6.0, 99999, 99990)","(101.0, 370.0, 294.0)","(61.0, 95.0, 90.0)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:04.036167,"(10.0, 12.5, 11.214285714285714)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 4.019642857142857)","(6.0, 99999, 99990)","(101.0, 350.0, 288.0)","(61.0, 95.0, 90.0)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:05.313610,"(10.0, 12.5, 11.7)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 3.9984374999999996)","(6.0, 99999, 99990)","(101.0, 340.0, 294.0)","(61.0, 95.0, 88.33333333333333)","(7.0, 99999, 99990)","(5.5, 7.6, 7.3999999999999995)"
10-01-2023 16:14:06.498751,"(10.0, 12.5, 11.928571428571429)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 4.019642857142857)","(6.0, 99999, 99990)","(101.0, 350.0, 306.6666666666667)","(61.0, 95.0, 88.33333333333333)","(7.0, 99999, 99990)","(5.5, 7.6, 7.15)"
10-01-2023 16:14:07.736545,"(10.0, 12.5, 12.23913043478261)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.3, 4.1, 3.965)","(6.0, 99999, 99990)","(101.0, 350.0, 306.6666666666667)","(61.0, 95.0, 88.33333333333333)","(7.0, 99999, 99990)","(5.5, 7.6, 7.147368421052632)"
10-01-2023 16:14:08.944378,"(10.0, 12.5, 12.23913043478261)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.965)","(6.0, 99999, 99990)","(101.0, 350.0, 270.0)","(61.0, 95.0, 88.33333333333333)","(7.5, 99999, 99990)","(5.5, 7.4, 6.85)"
10-01-2023 16:14:10.186854,"(10.0, 12.5, 12.23913043478261)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.9269230769230767)","(6.0, 99999, 99990)","(101.0, 350.0, 285.0)","(61.0, 95.0, 88.33333333333333)","(7.5, 99999, 99990)","(5.5, 7.2, 6.842105263157895)"
10-01-2023 16:14:11.561120,"(10.0, 12.5, 12.214285714285714)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.971428571428571)","(6.0, 99999, 99990)","(101.0, 340.0, 270.0)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 7.2, 6.842105263157895)"
10-01-2023 16:14:12.969811,"(10.0, 12.5, 12.02)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.957894736842105)","(6.0, 99999, 99990)","(101.0, 330.0, 253.33333333333334)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 7.2, 6.6899999999999995)"
10-01-2023 16:14:14.304971,"(10.0, 12.5, 12.071428571428571)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.957894736842105)","(6.0, 99999, 99990)","(101.0, 320.0, 253.33333333333334)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 7.2, 6.390476190476191)"
10-01-2023 16:14:15.628404,"(10.0, 12.5, 12.071428571428571)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 4.046428571428571)","(6.0, 99999, 99990)","(101.0, 320.0, 253.33333333333334)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 7.2, 6.5200000000000005)"
10-01-2023 16:14:16.969476,"(10.0, 12.5, 11.7)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 4.046428571428571)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 6.8, 6.5)"
10-01-2023 16:14:18.295725,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 4.046428571428571)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 95.0, 91.0)","(7.5, 99999, 99990)","(5.5, 6.8, 6.285714285714286)"
10-01-2023 16:14:19.585557,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 4.04)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 95.0, 88.33333333333333)","(7.5, 99999, 99990)","(5.5, 6.8, 6.390909090909091)"
10-01-2023 16:14:20.861070,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 4.1, 3.88)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 90.0, 88.33333333333333)","(7.5, 99999, 99990)","(5.5, 6.8, 6.466666666666667)"
10-01-2023 16:14:22.128635,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 3.95, 3.7578947368421054)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 90.0, 80.0)","(7.5, 99999, 99990)","(5.5, 6.8, 6.386206896551724)"
10-01-2023 16:14:23.398546,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.4, 99999, 99990)","(3.3, 3.9, 3.817857142857143)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 90.0, 86.66666666666667)","(7.5, 99999, 99990)","(5.5, 6.8, 6.386206896551724)"
10-01-2023 16:14:24.665807,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.3, 3.9, 3.817857142857143)","(6.0, 99999, 99990)","(101.0, 320.0, 290.0)","(61.0, 90.0, 90.0)","(7.5, 99999, 99990)","(5.5, 6.8, 6.164102564102564)"
10-01-2023 16:14:25.939500,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.3, 3.9, 3.817857142857143)","(6.0, 99999, 99990)","(101.0, 320.0, 318.57142857142856)","(61.0, 95.0, 92.14285714285714)","(7.5, 99999, 99990)","(5.5, 6.2, 6.1461538461538465)"
10-01-2023 16:14:27.243935,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.3, 3.9, 3.817857142857143)","(6.0, 99999, 99990)","(101.0, 440.0, 370.0)","(61.0, 95.0, 90.83333333333334)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:28.534637,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.3, 3.9, 3.8137931034482757)","(6.0, 99999, 99990)","(101.0, 420.0, 356.6666666666667)","(61.0, 95.0, 90.83333333333334)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:29.798184,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.9, 3.826470588235294)","(6.0, 99999, 99990)","(101.0, 400.0, 356.6666666666667)","(61.0, 95.0, 87.85714285714286)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:30.970730,"(10.0, 12.5, 11.833333333333334)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.9, 3.826470588235294)","(6.0, 99999, 99990)","(101.0, 400.0, 343.3333333333333)","(61.0, 95.0, 87.85714285714286)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:32.184269,"(10.0, 12.5, 12.055555555555555)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.9, 3.826470588235294)","(6.0, 99999, 99990)","(101.0, 380.0, 330.0)","(61.0, 95.0, 87.85714285714286)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:33.436197,"(10.0, 12.5, 12.055555555555555)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.9, 3.827272727272727)","(6.0, 99999, 99990)","(101.0, 390.0, 330.0)","(61.0, 95.0, 86.66666666666667)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:34.659909,"(10.0, 12.5, 12.055555555555555)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.9, 3.776190476190476)","(6.0, 99999, 99990)","(101.0, 390.0, 330.0)","(61.0, 90.0, 86.66666666666667)","(7.5, 99999, 99990)","(5.5, 6.2, 6.135135135135135)"
10-01-2023 16:14:35.881829,"(10.0, 12.5, 12.096153846153847)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.8, 3.66)","(6.0, 99999, 99990)","(101.0, 390.0, 330.0)","(61.0, 90.0, 85.0)","(7.5, 99999, 99990)","(5.5, 6.2, 6.384615384615385)"
10-01-2023 16:14:37.181751,"(10.0, 12.5, 12.0625)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.8, 3.4937500000000004)","(6.0, 99999, 99990)","(101.0, 390.0, 405.0)","(61.0, 95.0, 80.0)","(7.5, 99999, 99990)","(5.5, 6.4, 6.384615384615385)"
10-01-2023 16:14:38.449776,"(10.0, 12.5, 12.0625)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.8, 3.5884615384615386)","(6.0, 99999, 99990)","(101.0, 450.0, 376.6666666666667)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 6.4, 6.333333333333334)"
10-01-2023 16:14:39.723476,"(10.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.75, 3.6500000000000004)","(6.0, 99999, 99990)","(101.0, 430.0, 376.6666666666667)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 6.4, 6.327272727272728)"
10-01-2023 16:14:40.970559,"(10.0, 14.0, 13.0)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.7, 3.6500000000000004)","(6.0, 99999, 99990)","(101.0, 430.0, 385.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 6.4, 6.1)"
10-01-2023 16:14:42.190721,"(10.0, 14.0, 13.0)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.7, 3.666666666666667)","(6.0, 99999, 99990)","(101.0, 420.0, 408.57142857142856)","(61.0, 95.0, 82.5)","(7.5, 99999, 99990)","(5.5, 6.2, 5.781818181818181)"
10-01-2023 16:14:43.468101,"(10.0, 14.0, 13.0)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.7, 3.5333333333333337)","(6.0, 99999, 99990)","(101.0, 430.0, 408.57142857142856)","(61.0, 95.0, 82.5)","(7.5, 99999, 99990)","(5.5, 6.0, 5.644444444444445)"
10-01-2023 16:14:44.578086,"(10.0, 14.0, 13.0)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 3.7, 3.4857142857142858)","(6.0, 99999, 99990)","(101.0, 430.0, 385.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 6.0, 5.7)"
10-01-2023 16:14:45.681014,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.1, 3.7, 3.557692307692308)","(6.0, 99999, 99990)","(101.0, 420.0, 385.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.7)"
10-01-2023 16:14:46.946253,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.1, 3.65, 3.6)","(6.0, 99999, 99990)","(101.0, 420.0, 408.57142857142856)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.75)"
10-01-2023 16:14:48.135197,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(3.1, 3.8, 3.7249999999999996)","(6.0, 99999, 99990)","(101.0, 430.0, 385.0)","(61.0, 95.0, 82.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.7)"
10-01-2023 16:14:49.378004,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.8, 3.608)","(6.0, 99999, 99990)","(101.0, 420.0, 385.0)","(61.0, 95.0, 82.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.7)"
10-01-2023 16:14:50.735410,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(4.8, 99999, 99990)","(3.1, 3.8, 3.6153846153846154)","(6.0, 99999, 99990)","(101.0, 420.0, 408.57142857142856)","(61.0, 95.0, 82.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.7)"
10-01-2023 16:14:52.220513,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.5727272727272728)","(6.0, 99999, 99990)","(101.0, 430.0, 408.57142857142856)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.78)"
10-01-2023 16:14:53.609048,"(10.0, 14.0, 12.894736842105264)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.6933333333333334)","(6.0, 99999, 99990)","(101.0, 430.0, 400.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.9, 5.618181818181818)"
10-01-2023 16:14:54.895325,"(10.0, 14.0, 12.916666666666666)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.742857142857143)","(6.0, 99999, 99990)","(101.0, 430.0, 400.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.8, 5.569230769230769)"
10-01-2023 16:14:56.199460,"(10.0, 14.0, 13.318181818181818)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.7111111111111112)","(6.0, 99999, 99990)","(101.0, 430.0, 386.6666666666667)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.8, 5.65)"
10-01-2023 16:14:57.453176,"(10.0, 14.0, 13.375)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.7199999999999998)","(6.0, 99999, 99990)","(101.0, 440.0, 386.6666666666667)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.8, 5.630434782608695)"
10-01-2023 16:14:58.683846,"(10.0, 13.0, 12.729166666666666)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.8, 3.7785714285714285)","(6.0, 99999, 99990)","(101.0, 440.0, 365.0)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.8, 4.687096774193548)"
10-01-2023 16:14:59.881013,"(10.0, 13.0, 12.75)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.8325)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.5, 5.26)"
10-01-2023 16:15:01.059971,"(10.0, 13.0, 12.75)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.766)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 95.0, 87.5)","(7.5, 99999, 99990)","(5.5, 5.5, 4.788888888888889)"
10-01-2023 16:15:02.190674,"(10.0, 13.0, 12.75)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.675)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 95.0, 120.0)","(7.5, 99999, 99990)","(5.5, 5.5, 5.233333333333333)"
10-01-2023 16:15:03.350824,"(10.0, 13.5, 13.052631578947368)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.6100000000000003)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 140.0, 127.14285714285714)","(7.5, 99999, 99990)","(5.5, 5.4, 5.24375)"
10-01-2023 16:15:04.534949,"(10.0, 13.5, 13.043478260869565)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.480769230769231)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 140.0, 127.14285714285714)","(7.5, 99999, 99990)","(5.5, 5.4, 5.08)"
10-01-2023 16:15:05.745472,"(10.0, 13.5, 13.043478260869565)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.85, 3.450531914893617)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 140.0, 155.0)","(7.5, 99999, 99990)","(5.5, 5.4, 5.25)"
10-01-2023 16:15:07.007798,"(10.0, 13.5, 13.113636363636363)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.5, 3.416216216216216)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 160.0, 144.0)","(7.5, 99999, 99990)","(5.5, 5.4, 5.181818181818182)"
10-01-2023 16:15:08.301780,"(10.0, 13.5, 13.113636363636363)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.5, 3.4225)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 160.0, 144.0)","(7.5, 99999, 99990)","(5.5, 5.4, 5.2846153846153845)"
10-01-2023 16:15:09.630457,"(10.0, 13.5, 13.113636363636363)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.5, 3.4593137254901962)","(6.0, 99999, 99990)","(101.0, 440.0, 402.5)","(61.0, 160.0, 145.0)","(7.5, 99999, 99990)","(5.5, 5.4, 5.325)"
10-01-2023 16:15:11.097610,"(10.0, 13.5, 13.208333333333334)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.5, 3.4617283950617286)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 145.0)","(7.5, 99999, 99990)","(5.5, 5.4, 5.5600000000000005)"
10-01-2023 16:15:12.580588,"(10.0, 14.0, 14.272727272727273)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.5, 3.543103448275862)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 149.0909090909091)","(7.5, 99999, 99990)","(5.5, 5.7, 5.60625)"
10-01-2023 16:15:13.954143,"(10.0, 15.0, 14.2)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5733333333333333)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 149.0909090909091)","(7.5, 99999, 99990)","(5.5, 5.7, 5.423529411764705)"
10-01-2023 16:15:15.239756,"(10.0, 15.0, 14.2)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.570909090909091)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 152.0)","(7.5, 99999, 99990)","(5.5, 5.6, 5.35)"
10-01-2023 16:15:16.551166,"(10.0, 15.0, 14.076923076923077)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 152.0)","(7.5, 99999, 99990)","(5.5, 5.6, 5.35)"
10-01-2023 16:15:17.889451,"(10.0, 15.0, 13.8)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5454545454545454)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.6, 5.285714285714286)"
10-01-2023 16:15:19.057369,"(10.0, 15.0, 13.8)","(7.5, 99999, 99990)","(5.0, 99999, 99990)","(3.1, 3.6, 3.5454545454545454)","(6.0, 99999, 99990)","(101.0, 440.0, 346.6666666666667)","(61.0, 160.0, 155.71428571428572)","(7.5, 99999, 99990)","(5.5, 5.6, 5.347368421052631)"
