,Speedy Sunny,Sister One,Slick Soldier,Fabulous Victor,Coopers Mate,Misbehaved,My Luck Many
04-01-2023 15:00:52.474706,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.2, 4.151923076923077)","(4.4, 5.8, 4.876)","(4.6, 5.4, 5.355555555555556)","(9.0, 17.0, 15.115384615384615)","(7.0, 12.5, 12.25)"
04-01-2023 15:00:53.488159,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.2, 4.151923076923077)","(4.4, 5.8, 4.876)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.1)"
04-01-2023 15:00:54.506171,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.2, 4.151923076923077)","(4.4, 5.8, 4.975)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.192307692307693)"
04-01-2023 15:00:55.599215,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.2, 4.151923076923077)","(4.4, 5.8, 4.975)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.192307692307693)"
04-01-2023 15:00:56.658129,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.2, 4.1230769230769235)","(4.4, 5.8, 4.975)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 14.9)","(7.0, 12.5, 11.75)"
04-01-2023 15:00:57.570578,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.2)","(4.4, 5.8, 4.975)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 14.9)","(7.0, 12.5, 11.75)"
04-01-2023 15:00:58.645884,"(11.0, 21.0, 18.166666666666668)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.2)","(4.4, 5.8, 4.975)","(4.6, 5.3, 5.266666666666667)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.166666666666666)"
04-01-2023 15:00:59.757635,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.2)","(4.4, 5.8, 4.876)","(4.6, 5.3, 5.165517241379311)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.166666666666666)"
04-01-2023 15:01:00.744539,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.2)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.165517241379311)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.166666666666666)"
04-01-2023 15:01:01.796601,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.24)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.165517241379311)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.166666666666666)"
04-01-2023 15:01:02.943232,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.229411764705882)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.165517241379311)","(9.0, 17.0, 14.9)","(7.0, 12.5, 12.166666666666666)"
04-01-2023 15:01:03.998659,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.229411764705882)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.165517241379311)","(9.0, 17.0, 15.115384615384615)","(7.0, 12.5, 12.478260869565217)"
04-01-2023 15:01:05.008424,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.229411764705882)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.165517241379311)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.130434782608695)"
04-01-2023 15:01:06.162597,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.229411764705882)","(4.4, 5.8, 4.876)","(4.6, 5.2, 5.342857142857143)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.130434782608695)"
04-01-2023 15:01:07.111350,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.229411764705882)","(4.4, 5.8, 4.876)","(4.6, 5.4, 5.342857142857143)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.625)"
04-01-2023 15:01:08.047112,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.258823529411765)","(3.6, 4.3, 4.270588235294118)","(4.4, 5.7, 4.866666666666667)","(4.6, 5.3, 5.225)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.625)"
04-01-2023 15:01:09.027617,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.171428571428572)","(3.6, 4.3, 4.270588235294118)","(4.4, 5.8, 4.735483870967742)","(4.6, 5.3, 5.225)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.625)"
04-01-2023 15:01:10.199671,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.281481481481482)","(4.4, 5.7, 4.866666666666667)","(4.6, 5.3, 5.225)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.625)"
04-01-2023 15:01:11.229112,"(11.0, 21.0, 18.323529411764707)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.281481481481482)","(4.4, 5.7, 4.866666666666667)","(4.6, 5.3, 5.225)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.238095238095237)"
04-01-2023 15:01:12.326826,"(11.0, 21.0, 18.01851851851852)","(4.6, 6.4, 6.276923076923077)","(3.6, 4.3, 4.281481481481482)","(4.4, 5.7, 4.783333333333333)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.619047619047619)"
04-01-2023 15:01:13.325937,"(11.0, 20.0, 18.055555555555557)","(4.6, 6.4, 6.3304347826086955)","(3.6, 4.3, 4.281481481481482)","(4.4, 5.7, 4.771428571428571)","(4.6, 5.3, 5.248275862068965)","(9.0, 17.0, 15.115384615384615)","(7.0, 13.0, 12.619047619047619)"
04-01-2023 15:01:14.294622,"(11.0, 19.5, 16.954545454545453)","(4.6, 6.4, 6.2)","(3.6, 4.4, 4.383333333333334)","(4.4, 5.7, 4.771428571428571)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.41304347826087)","(7.0, 13.0, 12.619047619047619)"
04-01-2023 15:01:15.360999,"(11.0, 19.0, 17.4)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.286842105263157)","(4.4, 5.7, 4.771428571428571)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.41304347826087)","(7.0, 13.0, 12.741935483870968)"
04-01-2023 15:01:16.407145,"(11.0, 19.0, 16.333333333333332)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.286842105263157)","(4.4, 5.7, 4.771428571428571)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.41304347826087)","(7.0, 13.0, 12.741935483870968)"
04-01-2023 15:01:17.374755,"(11.0, 19.0, 15.631578947368421)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.286842105263157)","(4.4, 5.7, 4.771428571428571)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.41304347826087)","(7.0, 13.0, 12.741935483870968)"
04-01-2023 15:01:18.384923,"(11.0, 18.5, 14.571428571428571)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.286842105263157)","(4.4, 5.7, 4.741666666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.5)","(7.0, 13.0, 12.741935483870968)"
04-01-2023 15:01:19.433994,"(11.0, 18.5, 15.911764705882353)","(4.6, 6.4, 6.271428571428571)","(3.6, 4.3, 4.286842105263157)","(4.4, 5.7, 4.741666666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.0, 13.0, 12.741935483870968)"
04-01-2023 15:01:20.504366,"(11.0, 18.5, 15.2)","(4.6, 6.4, 6.271428571428571)","(3.5, 4.3, 4.286842105263157)","(4.6, 5.7, 4.741666666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:21.580970,"(11.0, 18.5, 14.0)","(4.6, 6.4, 6.271428571428571)","(3.5, 4.5, 4.435714285714286)","(4.6, 5.7, 4.741666666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:22.588053,"(11.0, 18.5, 14.32)","(4.6, 6.4, 6.271428571428571)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.7, 4.7562500000000005)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:23.493775,"(11.0, 18.5, 14.32)","(4.6, 6.4, 6.2625)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.6, 4.7562500000000005)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:24.504736,"(11.0, 18.5, 14.03125)","(4.6, 6.4, 6.2625)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.7615384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:25.410051,"(11.0, 18.5, 14.03125)","(4.6, 6.4, 6.2625)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.7615384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:26.368453,"(11.0, 18.5, 14.03125)","(4.6, 6.4, 6.342857142857143)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.7615384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:27.380271,"(11.0, 18.5, 14.03125)","(4.6, 6.4, 6.342857142857143)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.7615384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:28.395195,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.423529411764706)","(3.5, 4.5, 4.461538461538462)","(4.6, 5.5, 4.7615384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:29.349254,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.675)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:30.268750,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.808108108108108)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:31.270895,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.5, 4.808108108108108)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:32.414678,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.4, 4.845833333333333)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 15.5)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:33.455584,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.374358974358975)","(4.6, 5.4, 4.802941176470588)","(4.6, 5.3, 5.2615384615384615)","(9.0, 16.5, 14.9)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:34.568840,"(11.0, 18.5, 14.03125)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.3999999999999995)","(4.6, 5.4, 4.9)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.9)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:35.768161,"(11.0, 17.5, 16.375)","(4.6, 6.6, 6.2)","(3.5, 4.6, 4.35)","(4.6, 5.3, 5.055102040816326)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.9)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:36.902862,"(11.0, 17.5, 13.5)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.35)","(4.6, 5.3, 4.815384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.9)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:38.031801,"(11.0, 17.5, 13.642857142857142)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.35)","(4.6, 5.3, 4.815384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.735294117647058)","(7.5, 13.0, 12.741935483870968)"
04-01-2023 15:01:39.094570,"(11.0, 17.5, 13.642857142857142)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.35)","(4.6, 5.3, 4.815384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.25)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 15:01:40.069611,"(11.0, 17.0, 15.4)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.35)","(4.6, 5.3, 4.815384615384615)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.25)","(7.5, 13.0, 12.294117647058824)"
04-01-2023 15:01:41.002666,"(11.0, 17.0, 15.115384615384615)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.375)","(4.6, 5.3, 4.8)","(4.6, 5.3, 5.367567567567568)","(9.0, 17.0, 15.25)","(7.5, 13.0, 12.294117647058824)"
04-01-2023 15:01:41.971190,"(11.0, 17.0, 15.115384615384615)","(4.6, 6.6, 6.2)","(3.5, 4.4, 4.375)","(4.6, 5.3, 4.775)","(4.6, 5.4, 5.2615384615384615)","(9.0, 17.0, 15.25)","(7.5, 13.0, 12.555555555555555)"
04-01-2023 15:01:42.956801,"(11.0, 17.0, 14.41304347826087)","(4.6, 6.6, 6.2)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.3, 4.783333333333333)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.25)","(7.5, 13.0, 12.555555555555555)"
04-01-2023 15:01:43.954530,"(11.0, 17.0, 14.41304347826087)","(4.6, 6.6, 6.2)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.3, 4.804166666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.6)","(7.5, 13.0, 12.785714285714285)"
04-01-2023 15:01:45.091175,"(11.0, 17.0, 14.55)","(4.6, 6.4, 6.257142857142857)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.786206896551724)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.6)","(7.5, 13.0, 13.166666666666666)"
04-01-2023 15:01:46.149389,"(11.0, 17.0, 13.868421052631579)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.786206896551724)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.6)","(7.5, 14.0, 13.166666666666666)"
04-01-2023 15:01:47.177789,"(11.0, 16.5, 13.928571428571429)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.786206896551724)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.6)","(7.5, 14.0, 13.4)"
04-01-2023 15:01:48.246842,"(11.0, 16.5, 14.045454545454545)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.786206896551724)","(4.6, 5.3, 5.367567567567568)","(9.0, 17.0, 15.6)","(7.5, 14.0, 13.4)"
04-01-2023 15:01:49.283376,"(11.0, 16.5, 13.785714285714286)","(4.6, 6.4, 6.18)","(3.5, 4.6, 4.567857142857142)","(4.6, 5.2, 4.764102564102564)","(4.6, 5.4, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.4)"
04-01-2023 15:01:50.225030,"(11.0, 16.5, 13.333333333333334)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.764102564102564)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.7)"
04-01-2023 15:01:51.323186,"(11.0, 16.5, 13.225806451612904)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.7555555555555555)","(4.6, 5.3, 5.367567567567568)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.8)"
04-01-2023 15:01:52.378201,"(11.0, 16.5, 13.205882352941176)","(4.6, 6.4, 6.18)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.752083333333333)","(4.6, 5.4, 5.367567567567568)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:53.414595,"(11.0, 16.5, 12.735294117647058)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.752083333333333)","(4.6, 5.4, 5.367567567567568)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:54.510415,"(11.0, 14.5, 13.5)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.466666666666667)","(4.6, 5.2, 4.756818181818182)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:55.630841,"(11.0, 14.5, 13.0)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.785106382978723)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:56.652004,"(11.0, 14.5, 13.3)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.802040816326531)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:57.642310,"(11.0, 14.5, 12.766666666666667)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.746511627906977)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:58.644982,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.746511627906977)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:01:59.693608,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.752631578947368)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:00.688072,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.5, 4.467741935483871)","(4.6, 5.2, 4.925)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.735294117647058)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:01.724099,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.6, 4.551612903225806)","(4.6, 5.0, 4.925)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.735294117647058)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:02.804718,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.6, 4.55)","(4.6, 5.0, 4.775)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:03.816772,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.6, 4.55)","(4.6, 5.0, 4.775)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:04.802831,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.6, 4.527272727272727)","(4.6, 5.0, 4.75)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 15.0)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:05.773883,"(11.0, 14.5, 12.66)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.7, 4.6957894736842105)","(4.6, 5.0, 4.866666666666667)","(4.6, 5.3, 5.2615384615384615)","(9.0, 17.0, 14.735294117647058)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:06.767337,"(11.0, 14.5, 12.2)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.9, 4.889887640449438)","(4.6, 4.9, 4.842857142857143)","(4.6, 5.3, 5.367567567567568)","(9.0, 17.0, 14.735294117647058)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:07.796335,"(11.0, 14.5, 12.2)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.9, 4.891)","(4.6, 4.9, 4.776923076923077)","(4.6, 5.4, 5.2615384615384615)","(9.0, 17.0, 14.735294117647058)","(7.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:08.885162,"(11.0, 14.5, 12.2)","(4.6, 6.4, 6.1684210526315795)","(3.5, 4.9, 4.891)","(4.6, 4.9, 4.743478260869566)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.25)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:10.008715,"(11.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 4.9, 4.8918181818181825)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:11.085681,"(11.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 4.9, 4.8918181818181825)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:12.117726,"(11.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 4.9, 4.8918181818181825)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:13.174783,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.1, 5.02)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:14.147558,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.1, 5.055555555555555)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:15.125767,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.1, 5.06)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:16.121705,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.3, 5.128571428571428)","(4.4, 4.9, 4.8125)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:17.164811,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.037837837837838)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:18.174462,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.037837837837838)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:19.232010,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.037837837837838)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:20.291452,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.053658536585366)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:21.389309,"(10.0, 14.5, 12.2)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.053658536585366)","(4.4, 4.9, 4.7303030303030305)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:22.485818,"(10.0, 14.5, 12.5)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 5.102777777777778)","(4.4, 4.9, 4.792307692307692)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:23.620359,"(10.0, 14.0, 12.5)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.2, 4.989655172413793)","(4.4, 4.8, 4.7555555555555555)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:24.651669,"(10.0, 14.0, 12.333333333333334)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.0, 4.989655172413793)","(4.4, 4.8, 4.758823529411765)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:25.696662,"(10.0, 14.0, 12.333333333333334)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.0, 4.989655172413793)","(4.4, 4.9, 4.792307692307692)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
04-01-2023 15:02:26.729057,"(10.0, 14.0, 12.333333333333334)","(4.8, 6.4, 6.1684210526315795)","(3.6, 5.0, 4.989655172413793)","(4.4, 4.9, 4.792307692307692)","(4.4, 5.3, 5.2615384615384615)","(10.0, 17.0, 15.833333333333334)","(8.5, 14.0, 13.862068965517242)"
