,Lucretia Ann,Tarlee,Joffas Neptune,So Joe Mac,Bingo Ringo,Mechanics Kismet,Means Business,Knuckles Galore
07-01-2023 09:09:13.629479,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.911111111111111)","(10.0, 28.0, 27.0)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:14.720331,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.85)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:15.730348,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.85)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:16.829735,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.907692307692308)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.307692307692308)"
07-01-2023 09:09:17.883118,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.907692307692308)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.307692307692308)"
07-01-2023 09:09:18.921920,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.307692307692308)"
07-01-2023 09:09:19.986602,"(4.2, 8.2, 5.4)","(4.6, 9.2, 8.642857142857142)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.307692307692308)"
07-01-2023 09:09:21.053892,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 7.25)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.88, 2.853818181818182)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:22.117606,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 27.076923076923077)","(2.9, 2.84, 2.757702702702703)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:23.156778,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 26.571428571428573)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:24.242989,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.57142857142857)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.957142857142857)","(10.0, 28.0, 26.571428571428573)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:25.312605,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.866666666666666)","(10.0, 28.0, 26.571428571428573)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:26.333286,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.866666666666666)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:27.404903,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.866666666666666)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:28.489617,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.531578947368421)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 6.0, 5.866666666666666)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.7573154362416106)","(9.0, 16.0, 13.311688311688311)"
07-01-2023 09:09:29.531596,"(4.2, 8.2, 5.3578947368421055)","(4.6, 9.2, 6.455555555555556)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 5.7, 5.1)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.604166666666666)"
07-01-2023 09:09:30.562746,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 34.0, 32.2)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.1)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.604166666666666)"
07-01-2023 09:09:31.605866,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 40.0, 30.0)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.126315789473684)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:32.641430,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 38.0, 35.6)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.126315789473684)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:33.634603,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 38.0, 35.6)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.126315789473684)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:34.638813,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 38.0, 36.0)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.126315789473684)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:35.641760,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 38.0, 36.0)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.15)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:36.649533,"(4.2, 8.0, 6.6)","(4.6, 9.2, 6.4)","(14.0, 38.0, 36.0)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.88888888888889)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:37.630437,"(4.2, 8.0, 5.48)","(4.6, 9.2, 6.263636363636364)","(14.0, 38.0, 36.0)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:38.666746,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.7846153846153845)","(14.0, 38.0, 36.0)","(81.0, 980.0, 672.8571428571429)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:39.655244,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.525)","(14.0, 38.0, 35.8)","(81.0, 980.0, 672.8571428571429)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:40.634570,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.525)","(14.0, 38.0, 35.8)","(81.0, 980.0, 672.8571428571429)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.857142857142858)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:41.619657,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.525)","(14.0, 38.0, 35.8)","(81.0, 980.0, 672.8571428571429)","(4.2, 5.6, 5.18)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:42.613182,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.525)","(14.0, 38.0, 35.8)","(81.0, 980.0, 636.0)","(4.2, 5.6, 5.25)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:43.603690,"(4.2, 8.0, 5.415384615384616)","(4.6, 9.0, 6.525)","(14.0, 40.0, 35.666666666666664)","(81.0, 980.0, 636.0)","(4.2, 5.6, 5.25)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:44.604342,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 40.0, 37.4)","(81.0, 580.0, 534.0)","(4.2, 5.6, 5.218181818181818)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:45.617489,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 40.0, 37.4)","(81.0, 580.0, 534.0)","(4.2, 5.6, 4.983333333333333)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:46.670698,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 40.0, 37.4)","(81.0, 580.0, 534.0)","(4.2, 5.4, 4.8374999999999995)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.738545454545455)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:47.696239,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 42.0, 36.4)","(81.0, 580.0, 534.0)","(4.2, 5.4, 4.699999999999999)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:48.872459,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:49.970512,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:51.020221,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:52.035037,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.027272727272727)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:53.090572,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.027272727272727)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:54.100689,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 40.8)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.027272727272727)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:55.155204,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.027272727272727)","(10.0, 28.0, 26.4)","(2.9, 2.84, 2.742921348314607)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:56.197227,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(10.0, 28.0, 26.5)","(2.9, 2.84, 2.8273684210526313)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:09:57.258243,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(11.0, 29.0, 26.5)","(2.9, 2.84, 2.8273684210526313)","(9.0, 16.0, 14.833333333333334)"
07-01-2023 09:09:58.299470,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.699999999999999)","(11.0, 29.0, 26.5)","(2.9, 2.84, 2.8273684210526313)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:09:59.313310,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.9)","(11.0, 29.0, 26.5)","(2.9, 2.84, 2.8273684210526313)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:00.423022,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.042857142857143)","(11.0, 29.0, 26.5)","(2.9, 2.84, 2.829565217391304)","(9.0, 15.5, 14.73076923076923)"
07-01-2023 09:10:01.404206,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 8.233333333333334)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.042857142857143)","(11.0, 29.0, 26.5)","(2.9, 2.84, 2.7792307692307694)","(9.0, 15.5, 14.73076923076923)"
07-01-2023 09:10:02.448808,"(4.2, 8.0, 5.415384615384616)","(4.6, 8.8, 7.950000000000001)","(14.0, 44.0, 41.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.972727272727273)","(11.0, 29.0, 27.6)","(2.9, 2.86, 2.7792307692307694)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:03.447204,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 46.0, 43.16666666666667)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.972727272727273)","(11.0, 30.0, 27.6)","(2.9, 2.86, 2.7792307692307694)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:04.452394,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 48.0, 44.83333333333333)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.042857142857143)","(11.0, 30.0, 28.8)","(2.9, 2.84, 2.8177777777777777)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:05.439219,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.230769230769231)","(14.0, 48.0, 44.83333333333333)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.042857142857143)","(11.0, 32.0, 28.8)","(2.9, 2.84, 2.81)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:06.414683,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.75)","(14.0, 48.0, 45.888888888888886)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.966666666666667)","(11.0, 30.0, 27.6)","(2.9, 2.84, 2.81)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:07.378956,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.75)","(14.0, 48.0, 45.888888888888886)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.085714285714285)","(11.0, 30.0, 27.6)","(2.9, 2.84, 2.8361165048543686)","(9.0, 15.5, 15.277777777777779)"
07-01-2023 09:10:08.409402,"(4.2, 8.0, 5.433333333333334)","(4.6, 9.0, 6.75)","(14.0, 48.0, 43.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.064705882352941)","(11.0, 30.0, 29.0)","(2.9, 2.84, 2.8361165048543686)","(9.0, 15.5, 13.75974025974026)"
07-01-2023 09:10:09.388351,"(4.2, 8.0, 5.433333333333334)","(4.6, 8.8, 6.466666666666667)","(14.0, 50.0, 43.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.064705882352941)","(11.0, 30.0, 29.0)","(2.9, 2.84, 2.8361165048543686)","(9.0, 16.0, 13.75974025974026)"
07-01-2023 09:10:10.347052,"(4.2, 7.8, 5.571428571428571)","(4.6, 8.8, 5.514285714285714)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.033333333333333)","(11.0, 30.0, 29.714285714285715)","(2.9, 2.9, 2.8715447154471545)","(9.0, 15.5, 14.954545454545455)"
07-01-2023 09:10:11.346589,"(4.2, 7.8, 5.46)","(4.6, 8.2, 7.475)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.033333333333333)","(11.0, 32.0, 29.714285714285715)","(2.9, 2.9, 2.833333333333333)","(9.0, 15.5, 14.954545454545455)"
07-01-2023 09:10:12.322638,"(4.2, 7.8, 5.46)","(4.6, 8.2, 7.475)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.92, 2.9238461538461538)","(9.0, 15.5, 14.954545454545455)"
