,Social Virtigo,Nutty Nuts,Big Time Girly,Big Time Ring,Allegro Wriggles,Thrilling Ziggy,Big Time Bumper
06-01-2023 15:34:31.840145,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:32.823364,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:33.872881,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:34.937124,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:35.915288,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:36.923499,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:37.999318,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:39.095401,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:40.143715,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:41.354288,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:42.436474,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:43.517641,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:44.580444,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:45.531045,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:46.477642,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:47.430624,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:48.475997,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:49.647505,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:50.749021,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:51.897369,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:52.979816,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:54.114152,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:55.226227,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:56.340885,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:57.399771,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:58.468165,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:34:59.531754,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:00.541017,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:01.582818,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:02.553097,"(9.0, 32.0, 29.818181818181817)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 7.8, 7.18)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:03.525155,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:04.501914,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:05.460660,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:06.423117,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:07.448805,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:08.516712,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:09.493247,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:10.523069,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.616666666666665)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:11.558382,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:12.708818,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:13.794174,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:14.808751,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:15.780520,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:17.148477,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:18.275066,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:19.262092,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:20.459209,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:21.500578,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:22.488732,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:23.480984,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:24.403380,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:25.520001,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:26.582686,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:27.741047,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:28.856164,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:29.921765,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:31.092856,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:32.075879,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:33.090015,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:34.196434,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:35.273152,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:36.279836,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:37.237139,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:38.238078,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:39.252064,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:40.268036,"(9.0, 34.0, 25.333333333333336)","(9.0, 24.0, 22.581818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:41.166544,"(9.0, 34.0, 25.333333333333336)","(9.0, 26.0, 24.4)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.114285714285714)"
06-01-2023 15:35:42.217684,"(9.0, 34.0, 25.333333333333336)","(9.0, 26.0, 24.4)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:43.217644,"(9.0, 34.0, 25.333333333333336)","(9.0, 26.0, 24.4)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:44.204325,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:45.185839,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:46.193883,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:47.239385,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:48.335865,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:49.341550,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:50.295736,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:51.249578,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:52.355186,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:53.387640,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
06-01-2023 15:35:54.398440,"(9.0, 34.0, 25.333333333333336)","(9.0, 28.0, 26.21818181818182)","(15.0, 34.0, 31.07142857142857)","(5.0, 8.2, 7.655999999999999)","(6.5, 13.0, 12.176470588235293)","(2.1, 3.35, 3.1546875)","(5.5, 8.8, 8.163636363636364)"
