,Social Virtigo,Nutty Nuts,Big Time Girly,Big Time Ring,Allegro Wriggles,Thrilling Ziggy,Big Time Bumper
06-01-2023 15:43:12.684092,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:13.747329,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:14.744915,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:15.744331,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:16.770834,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:17.775803,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:18.767678,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:20.003027,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.333333333333332)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:21.048196,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 21.7)","(16.0, 60.0, 37.5)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:22.044063,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:23.042608,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:23.974068,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:25.111196,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:26.270507,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:27.361492,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:28.394088,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:29.416608,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:30.442019,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:31.453638,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:32.475294,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:33.614757,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:34.603864,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(16.0, 65.0, 28.636363636363637)","(4.6, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.0, 8.8, 5.65)"
06-01-2023 15:43:35.695603,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 6.82)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:36.746332,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:37.796553,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:39.047627,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:40.075830,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:41.097739,"(9.0, 28.0, 13.149999999999999)","(10.0, 26.0, 15.666666666666668)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:42.126366,"(9.0, 28.0, 19.514285714285712)","(10.0, 25.0, 15.333333333333332)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:43.235156,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:44.262822,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.7875)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:45.359543,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.7875)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:46.458080,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:47.552896,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:48.577727,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:49.601269,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 13.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:50.674590,"(9.0, 28.0, 19.514285714285712)","(10.0, 18.5, 12.166666666666666)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:51.731941,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:52.751559,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:53.766392,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:54.798950,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:55.738166,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:57.028590,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 10.733333333333334)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:58.056760,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 13.75)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.88888888888889)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:43:59.138222,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.88888888888889)","(2.05, 3.35, 3.1375)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:00.204695,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.88888888888889)","(2.05, 3.35, 2.525)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:01.264717,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 6.24)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.35, 2.627)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:02.245327,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 6.24)","(7.0, 12.5, 9.95)","(2.05, 3.25, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:03.304389,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:04.440434,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:05.467842,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:06.507056,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:07.565981,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:08.554968,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.714285714285715)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:09.538686,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 11.88888888888889)","(2.05, 3.2, 2.6142857142857143)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:10.587552,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.25, 2.627)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:11.600289,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 7.11)","(7.0, 12.5, 9.95)","(2.05, 3.25, 2.8181818181818183)","(5.5, 8.8, 5.65)"
06-01-2023 15:44:12.677105,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.8, 6.475)"
06-01-2023 15:44:13.699943,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 28.636363636363637)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:14.765239,"(9.0, 28.0, 13.149999999999999)","(10.0, 18.5, 15.842857142857143)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:15.795366,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:17.066400,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:18.077391,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.65)","(2.05, 3.2, 2.627)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:19.110947,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.65)","(2.05, 3.25, 2.627)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:20.141419,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.25, 2.627)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:21.228704,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.8181818181818183)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:22.289823,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.4833333333333334)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:23.377288,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.4833333333333334)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:24.528828,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.4833333333333334)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:25.582070,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.4833333333333334)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:26.605762,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.2, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:27.609928,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:28.629618,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.95)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:29.671530,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 12.5, 9.6)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:30.773989,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 14.0, 10.45)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:31.775317,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:32.713744,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.15, 2.4749999999999996)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:33.678409,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.15, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:34.791096,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:35.833582,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:36.768750,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:37.732195,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:38.771075,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.45)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:39.795713,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 11.2)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:40.759898,"(9.0, 18.0, 14.733333333333334)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 11.2)","(2.05, 3.1, 2.466666666666667)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:41.745032,"(9.0, 18.0, 16.91111111111111)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 12.542857142857143)","(2.05, 3.1, 2.82)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:42.694045,"(9.0, 18.0, 16.91111111111111)","(10.0, 18.5, 16.68)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 12.542857142857143)","(2.05, 3.3, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:43.701534,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 12.542857142857143)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:44.741835,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 12.542857142857143)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:45.822105,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.55)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:46.787147,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 34.53846153846153)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.55)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:47.689863,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 25.8)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.55)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 6.333333333333333)"
06-01-2023 15:44:48.633324,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 17.933333333333334)","(17.0, 65.0, 25.8)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.55)","(2.05, 3.05, 2.458333333333333)","(5.5, 8.6, 5.984615384615385)"
06-01-2023 15:44:49.568750,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 18.314285714285717)","(17.0, 65.0, 25.8)","(4.8, 7.4, 6.82)","(7.0, 13.5, 10.55)","(2.05, 3.05, 2.82)","(5.5, 8.6, 5.928571428571429)"
06-01-2023 15:44:50.537571,"(9.0, 18.0, 16.91111111111111)","(10.0, 19.0, 18.4)","(17.0, 65.0, 25.8)","(4.8, 7.4, 6.82)","(7.0, 13.5, 13.136842105263158)","(2.05, 3.3, 2.82)","(5.5, 8.6, 5.928571428571429)"
