,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:01:29.022673,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:30.148139,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:31.265440,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:32.375065,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:33.508949,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:34.671823,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:35.878637,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:37.044897,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:38.246176,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:39.423836,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:40.524225,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:41.639820,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.566666666666666)"
12-01-2023 11:01:42.702707,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:43.801786,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:44.776540,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:45.803088,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:46.864230,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:47.927971,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:49.027981,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:50.100202,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:51.094136,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:52.115182,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:53.149832,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:54.276292,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:55.338295,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.344444444444445)"
12-01-2023 11:01:56.425653,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.66)"
12-01-2023 11:01:57.506935,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:01:58.635988,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:01:59.730887,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:00.788313,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:01.857429,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:02.927555,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:04.075159,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:05.229478,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:06.398866,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:07.553011,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:08.696577,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:09.814449,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:10.834426,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:11.907578,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:12.929909,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:14.023452,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:15.353179,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 6.4)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:16.617398,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:17.869074,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 5.3999999999999995)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:19.122340,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:20.366620,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:21.575847,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 12.287500000000001)"
12-01-2023 11:02:22.760034,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:23.822774,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:24.909731,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:26.051436,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:27.202973,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:28.394610,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:29.605268,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.211764705882352)"
12-01-2023 11:02:30.775255,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.753333333333334)"
12-01-2023 11:02:32.004610,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:33.100362,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:34.203520,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:35.261465,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:36.280500,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:37.373899,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:38.519107,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:39.640196,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:40.777760,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:41.872514,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:42.913159,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:43.927143,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:44.995442,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:46.105843,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:47.216056,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:48.373902,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:49.592778,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:50.713299,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:51.871551,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:52.934412,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:54.160704,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 10.8)"
12-01-2023 11:02:55.373819,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.15)"
12-01-2023 11:02:56.538592,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.15)"
12-01-2023 11:02:57.821758,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.15)"
12-01-2023 11:02:58.964906,"(2.7, 4.3, 3.3816326530612244)","(17.0, 48.0, 38.41666666666667)","(5.5, 8.4, 7.986666666666666)","(5.0, 8.0, 6.661764705882353)","(5.0, 8.4, 7.0125)","(17.0, 55.0, 35.25)","(15.0, 36.0, 25.153846153846153)","(5.0, 15.0, 11.15)"
