,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:15:08.164241,"(2.7, 3.45, 2.846428571428571)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 39.583333333333336)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:09.149940,"(2.7, 3.45, 2.846428571428571)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:10.120407,"(2.7, 3.45, 2.846428571428571)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:11.144909,"(2.7, 3.45, 2.846428571428571)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:12.237663,"(2.7, 3.4, 2.8136363636363635)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:13.271609,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:14.344719,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:15.337377,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:16.342179,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:17.397927,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:18.474664,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:19.511628,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:20.512938,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:21.521130,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:22.487573,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:23.571917,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.25)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:24.664218,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 40.6875)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:25.777785,"(2.7, 3.6, 2.81025641025641)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.5)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:26.829425,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.5)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:27.962090,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:29.026167,"(2.7, 3.6, 2.8117647058823527)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:30.175856,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:31.414843,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:32.692066,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:33.749053,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:34.813846,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:35.903480,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:37.066735,"(2.7, 3.4, 2.8136363636363635)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:38.195577,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:39.286015,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:40.313913,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:41.398895,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:42.525785,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:43.661003,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:44.796381,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:45.985288,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:47.208020,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 31.75)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:48.338532,"(2.7, 3.5, 2.815909090909091)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 38.4)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:49.495339,"(2.7, 3.55, 2.839473684210526)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:50.779160,"(2.7, 3.55, 2.839473684210526)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 11.866666666666667)"
12-01-2023 11:15:52.049914,"(2.7, 3.55, 2.839473684210526)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 15.7)"
12-01-2023 11:15:53.282888,"(2.7, 3.55, 2.839473684210526)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 12.0)"
12-01-2023 11:15:54.516254,"(2.7, 3.55, 2.839473684210526)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 12.0)"
12-01-2023 11:15:55.774744,"(2.7, 3.55, 2.8267857142857142)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.0, 12.166666666666666)"
12-01-2023 11:15:56.970027,"(2.7, 3.5, 2.8249999999999997)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.5, 12.166666666666666)"
12-01-2023 11:15:58.120948,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.5, 12.166666666666666)"
12-01-2023 11:15:59.342882,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.5, 12.166666666666666)"
12-01-2023 11:16:00.570288,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.5, 12.166666666666666)"
12-01-2023 11:16:01.807004,"(2.7, 3.4, 2.8428571428571425)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 34.83333333333333)","(15.0, 32.0, 23.5)","(5.0, 18.5, 12.166666666666666)"
12-01-2023 11:16:03.012685,"(2.7, 3.55, 2.853571428571428)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 37.25)","(15.0, 32.0, 23.5)","(5.0, 18.5, 13.0)"
12-01-2023 11:16:04.212630,"(2.7, 3.45, 2.952941176470588)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 30.75)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:05.352202,"(2.7, 3.4, 2.971428571428571)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 30.75)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:06.478488,"(2.7, 3.4, 2.96)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 30.75)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:07.658340,"(2.7, 3.4, 2.96)","(17.0, 48.0, 21.42857142857143)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 30.75)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:08.898687,"(2.7, 3.4, 2.96)","(17.0, 48.0, 19.384615384615383)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 30.75)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:10.054232,"(2.7, 3.4, 2.96)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 26.333333333333336)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:11.150852,"(2.7, 3.4, 3.07)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 33.6)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:12.303976,"(2.7, 3.4, 3.07)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:13.553013,"(2.7, 3.4, 2.991428571428571)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:14.760142,"(2.7, 3.3, 2.9699999999999998)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:15.971580,"(2.7, 3.3, 2.9699999999999998)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:17.136858,"(2.7, 3.3, 2.9699999999999998)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:18.448061,"(2.7, 3.3, 3.03875)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:19.925193,"(2.7, 3.3, 3.03875)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:21.285012,"(2.7, 3.3, 3.02)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 36.714285714285715)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:22.587134,"(2.7, 3.25, 3.006842105263158)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.966666666666667)","(5.0, 9.8, 7.65)","(17.0, 44.0, 36.714285714285715)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:23.882749,"(2.7, 3.25, 3.046923076923077)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.818181818181818)","(5.0, 9.8, 7.65)","(17.0, 44.0, 36.714285714285715)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:25.059871,"(2.7, 3.25, 3.0346153846153845)","(17.0, 48.0, 19.846153846153847)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 36.714285714285715)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:26.254951,"(2.7, 3.25, 3.0346153846153845)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 36.714285714285715)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:27.385087,"(2.7, 3.25, 3.0346153846153845)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 9.25)","(17.0, 44.0, 35.66666666666667)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:28.488265,"(2.7, 3.25, 3.0346153846153845)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:29.693700,"(2.7, 3.2, 3.007142857142857)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:30.893265,"(2.7, 3.2, 3.1500000000000004)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 39.1)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:32.190794,"(2.7, 3.2, 2.993684210526316)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.6, 5.237500000000001)","(5.0, 9.8, 7.65)","(17.0, 44.0, 37.0)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:34.599475,"(2.7, 3.2, 2.993684210526316)","(17.0, 48.0, 26.470588235294116)","(5.5, 9.2, 5.875)","(5.0, 7.4, 5.377777777777778)","(5.0, 9.8, 8.4)","(17.0, 44.0, 37.0)","(15.0, 32.0, 20.666666666666668)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:35.756403,"(2.7, 3.2, 2.993684210526316)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 7.4, 5.35)","(5.0, 9.8, 9.185714285714287)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.0)"
12-01-2023 11:16:37.020230,"(2.7, 3.2, 2.993684210526316)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.35)","(5.0, 9.8, 8.725000000000001)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 11.0)"
12-01-2023 11:16:38.325334,"(2.7, 3.2, 3.0366666666666666)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.7875000000000005)","(5.0, 9.8, 8.725000000000001)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.1)"
12-01-2023 11:16:39.584747,"(2.7, 3.2, 3.06)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.7875000000000005)","(5.0, 9.8, 8.725000000000001)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:40.774195,"(2.7, 3.2, 3.06)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.7875000000000005)","(5.0, 9.8, 8.725000000000001)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:42.034258,"(2.7, 3.2, 3.06)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.7875000000000005)","(5.0, 9.8, 8.366666666666667)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:43.253298,"(2.7, 3.2, 3.06)","(17.0, 48.0, 21.857142857142858)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.166666666666667)","(5.0, 9.8, 8.366666666666667)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:44.471077,"(2.7, 3.15, 3.0549999999999997)","(17.0, 46.0, 27.0)","(5.5, 9.2, 5.875)","(5.0, 5.9, 5.166666666666667)","(5.0, 9.8, 8.366666666666667)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:45.719779,"(2.7, 3.15, 2.925)","(17.0, 46.0, 27.0)","(5.5, 9.2, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 9.8, 7.1571428571428575)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
12-01-2023 11:16:46.895335,"(2.7, 3.15, 2.925)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 7.1571428571428575)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
12-01-2023 11:16:47.963694,"(2.7, 3.15, 2.925)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 7.1571428571428575)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
