,Homebush Stella,Goldstar Yankee,Homebush Cardi,Pretty Orson,Rocket Queen,Amuri Early,Mustard Custard,Goldstar Tommy
09-01-2023 09:03:16.223108,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:17.261435,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:18.367685,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:19.470462,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:20.531841,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:21.533256,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:22.619456,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:23.621863,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:24.625794,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.848484848484848)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:25.651257,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.633333333333333)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:26.651917,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.633333333333333)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:27.687909,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:28.706524,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:29.770762,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:30.834367,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:31.865699,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:32.922713,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:33.934204,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:34.956187,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:36.008987,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:37.086997,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:38.189706,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:39.263105,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:40.309012,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:41.358149,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:42.437886,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:43.436242,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:44.460846,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:45.506535,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:46.543226,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:47.659282,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:48.680373,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:49.688995,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:50.716172,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:51.676795,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:52.680600,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:53.673814,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:54.653308,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:55.682512,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:56.746110,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:57.768742,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:58.799057,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:03:59.803968,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:00.793134,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:01.770077,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:02.771311,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:03.794327,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:04.809098,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:05.780448,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:06.737892,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 8.034146341463416)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.4, 6.527586206896552)"
09-01-2023 09:04:07.736217,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 10.0, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 313.1666666666667)","(3.8, 9.4, 8.11216216216216)"
09-01-2023 09:04:08.699751,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:09.689769,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:10.689224,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:11.701126,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:12.696652,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:13.687761,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:14.724393,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:15.800280,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:16.954106,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:18.081483,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:19.198065,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:20.417852,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:21.597871,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:22.615970,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:23.638029,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:24.682444,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:25.754105,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:26.827726,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:27.932217,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:29.025247,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:30.128941,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:31.331388,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:32.414046,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:33.477030,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:34.511213,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.2, 8.11216216216216)"
09-01-2023 09:04:35.521460,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.5, 9.166216216216217)"
09-01-2023 09:04:36.559299,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.5, 9.166216216216217)"
09-01-2023 09:04:37.641360,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.5, 9.166216216216217)"
09-01-2023 09:04:38.723980,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.5, 11.690625)","(5.0, 19.0, 16.269230769230766)","(13.0, 150.0, 76.94117647058823)","(4.0, 9.6, 7.7609756097560965)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.5, 9.166216216216217)"
