,Whata Reactor,Little Auckland,Lurking,Eastbro Tex,Gulmarg,Whata Challenge,The Crom,Caught Out,Nevaevabend
07-12-2022 20:55:43.423353,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 83.75)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 35.83333333333333)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:44.648192,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 83.75)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.285714285714285)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:45.970856,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 83.75)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 32.0)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:47.231292,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 83.75)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 32.0)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:48.362866,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.22222222222223)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.0)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:49.575594,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 86.66666666666667)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 35.66666666666667)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:50.673001,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 86.25)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 35.66666666666667)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:51.767036,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 86.25)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:52.876380,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.77777777777777)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:54.006834,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.22222222222223)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:55.133039,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 83.33333333333334)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:56.281613,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.77777777777777)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:57.448391,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.77777777777777)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:58.610584,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 87.77777777777777)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:55:59.766597,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 85.55555555555556)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:01.321954,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 85.55555555555556)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:02.822419,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 34.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:04.282659,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:06.382098,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:08.242958,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:09.899457,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:56:11.261898,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 85.83333333333334)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:12.521336,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 85.83333333333334)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:13.866578,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:15.276236,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:16.721356,"(2.8, 4.0, 3.6066666666666665)","(51.0, 90.0, 88.4375)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:18.107675,"(2.8, 4.0, 3.6133333333333333)","(51.0, 90.0, 88.4375)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:19.365481,"(2.8, 4.0, 3.6133333333333333)","(51.0, 90.0, 85.0)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 31.846153846153847)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:20.670362,"(2.8, 4.0, 3.6133333333333333)","(51.0, 90.0, 85.0)","(4.6, 6.2, 5.640000000000001)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:22.079506,"(2.8, 4.0, 3.6133333333333333)","(51.0, 90.0, 85.0)","(4.6, 6.2, 5.066666666666666)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:23.436066,"(2.8, 4.0, 3.6133333333333333)","(51.0, 90.0, 85.0)","(4.6, 6.2, 5.566666666666666)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:24.881656,"(2.8, 4.0, 3.42)","(51.0, 90.0, 87.22222222222223)","(4.6, 6.2, 5.75)","(21.0, 38.0, 29.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:26.270445,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.66666666666667)","(4.6, 6.2, 5.75)","(21.0, 38.0, 32.2)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:27.639568,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.66666666666667)","(4.6, 6.2, 5.75)","(21.0, 34.0, 32.2)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:29.048821,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.66666666666667)","(4.6, 6.2, 5.566666666666666)","(21.0, 34.0, 29.5)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.666666666666668)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:30.460680,"(2.8, 4.0, 3.42)","(51.0, 90.0, 83.33333333333334)","(4.6, 6.2, 5.75)","(21.0, 34.0, 29.5)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.5)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:31.856223,"(2.8, 4.0, 3.42)","(51.0, 90.0, 82.5)","(4.6, 6.2, 5.628571428571428)","(21.0, 34.0, 29.5)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 25.333333333333332)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.96)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:33.151586,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.11111111111111)","(4.6, 6.2, 6.01)","(21.0, 34.0, 32.714285714285715)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.75)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.766666666666667)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:34.568910,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.11111111111111)","(4.6, 6.2, 6.01)","(21.0, 34.0, 31.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.75)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.766666666666667)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:36.253914,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.11111111111111)","(4.6, 6.2, 5.6000000000000005)","(21.0, 34.0, 31.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.75)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.266666666666667)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:37.676217,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.0)","(4.6, 6.2, 5.86)","(21.0, 34.0, 31.75)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 25.333333333333332)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.266666666666667)","(21.0, 26.0, 23.666666666666668)"
07-12-2022 20:56:39.309035,"(2.8, 4.0, 3.42)","(51.0, 90.0, 86.0)","(4.6, 6.2, 6.011111111111111)","(21.0, 34.0, 31.42857142857143)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 25.333333333333332)","(6.5, 10.5, 9.12)","(4.2, 6.2, 5.5)","(21.0, 26.0, 29.0)"
07-12-2022 20:56:40.895848,"(2.8, 4.0, 3.38)","(51.0, 90.0, 86.0)","(4.6, 6.2, 6.188888888888889)","(21.0, 40.0, 39.25)","(5.5, 8.8, 8.533333333333333)","(19.0, 34.0, 25.333333333333332)","(6.5, 10.5, 9.12)","(4.2, 6.2, 6.127272727272727)","(21.0, 34.0, 28.5)"
07-12-2022 20:56:42.390368,"(2.8, 4.0, 3.3899999999999997)","(51.0, 90.0, 86.0)","(4.6, 6.4, 6.04)","(21.0, 44.0, 39.25)","(5.5, 9.2, 8.533333333333333)","(19.0, 34.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.4, 6.127272727272727)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:43.703341,"(2.8, 4.0, 3.8983333333333334)","(51.0, 90.0, 86.0)","(4.6, 6.4, 6.04)","(21.0, 44.0, 39.25)","(5.5, 9.2, 8.533333333333333)","(19.0, 34.0, 31.11111111111111)","(6.5, 10.5, 9.12)","(4.2, 6.4, 6.371428571428571)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:45.084133,"(2.8, 4.0, 3.9445454545454544)","(51.0, 90.0, 86.0)","(4.6, 6.4, 6.04)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.2, 8.08)","(19.0, 34.0, 31.11111111111111)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.449999999999999)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:46.544992,"(2.8, 4.0, 3.8983333333333334)","(51.0, 90.0, 86.0)","(4.6, 6.4, 6.04)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 34.0, 20.0)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.449999999999999)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:47.982876,"(2.8, 4.0, 3.3899999999999997)","(51.0, 90.0, 86.0)","(4.6, 6.4, 6.04)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 21.0, 31.0)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.449999999999999)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:49.387661,"(2.8, 4.0, 3.3899999999999997)","(51.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.220000000000001)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.449999999999999)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:50.713779,"(2.8, 4.0, 3.8)","(51.0, 90.0, 86.92307692307693)","(4.6, 6.4, 5.9750000000000005)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.32)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:52.009587,"(2.8, 4.0, 3.8)","(51.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.23)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:53.274896,"(2.8, 4.0, 3.8)","(51.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:54.594083,"(2.8, 4.0, 3.8)","(51.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 38.0, 28.5)"
07-12-2022 20:56:55.988976,"(2.8, 4.0, 3.8625)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 38.0, 31.5)"
07-12-2022 20:56:57.465631,"(2.8, 4.0, 3.8625)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 34.0, 27.833333333333336)"
07-12-2022 20:56:58.684508,"(2.8, 4.0, 3.8625)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 32.0, 28.5)"
07-12-2022 20:56:59.974288,"(2.8, 4.0, 3.8625)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 6.6, 6.47)","(21.0, 30.0, 27.9)"
07-12-2022 20:57:01.543400,"(2.8, 3.95, 3.536363636363636)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.88888888888889)"
07-12-2022 20:57:02.831924,"(2.8, 3.9, 3.536363636363636)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.714285714285715)"
07-12-2022 20:57:04.105645,"(2.8, 3.9, 3.536363636363636)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.714285714285715)"
07-12-2022 20:57:05.633510,"(2.8, 3.9, 3.62)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 5.76)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.714285714285715)"
07-12-2022 20:57:06.996389,"(2.8, 3.9, 3.62)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.0, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 24.75)"
07-12-2022 20:57:08.316891,"(2.8, 3.9, 3.536363636363636)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:09.658993,"(2.8, 3.9, 3.536363636363636)","(61.0, 90.0, 86.92307692307693)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:11.051617,"(2.8, 3.9, 3.62)","(61.0, 90.0, 82.5)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:12.370208,"(2.8, 3.9, 3.6046153846153848)","(61.0, 90.0, 82.5)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:13.845168,"(2.8, 3.9, 3.6046153846153848)","(61.0, 90.0, 82.5)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 24.75)"
07-12-2022 20:57:15.382634,"(2.8, 3.9, 3.6046153846153848)","(61.0, 90.0, 85.83333333333334)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 29.0)"
07-12-2022 20:57:16.716433,"(2.8, 3.9, 3.6046153846153848)","(61.0, 90.0, 83.75)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 29.0)"
07-12-2022 20:57:18.038179,"(2.8, 3.85, 3.25)","(61.0, 90.0, 85.0)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.08)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:19.446322,"(2.8, 3.9, 3.6777777777777776)","(61.0, 90.0, 85.0)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.525)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.12)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.0)"
07-12-2022 20:57:20.808199,"(2.8, 3.9, 3.6777777777777776)","(61.0, 90.0, 85.0)","(4.6, 6.4, 6.0)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.4, 8.8)","(19.0, 38.0, 27.5)","(6.5, 10.5, 9.15)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 27.9)"
07-12-2022 20:57:22.205222,"(2.8, 3.9, 3.7366666666666664)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.0, 8.105263157894736)","(19.0, 38.0, 27.5)","(6.5, 10.5, 8.879999999999999)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.333333333333336)"
07-12-2022 20:57:23.569084,"(2.8, 3.9, 3.7366666666666664)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 9.2, 8.616666666666667)","(19.0, 38.0, 27.5)","(6.5, 10.5, 8.8)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 29.09090909090909)"
07-12-2022 20:57:24.922015,"(2.8, 3.9, 3.6777777777777776)","(61.0, 90.0, 87.5)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 8.8, 8.292307692307691)","(19.0, 38.0, 27.5)","(6.5, 9.8, 8.8)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 28.88888888888889)"
07-12-2022 20:57:26.321700,"(2.8, 3.9, 3.1666666666666665)","(61.0, 90.0, 81.25)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 8.6, 8.292307692307691)","(19.0, 38.0, 27.5)","(6.5, 9.8, 8.879999999999999)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 27.5)"
07-12-2022 20:57:27.701710,"(2.8, 3.9, 3.1666666666666665)","(61.0, 90.0, 81.25)","(4.6, 6.4, 6.08)","(21.0, 44.0, 38.333333333333336)","(5.5, 8.6, 8.292307692307691)","(19.0, 38.0, 27.5)","(6.5, 10.5, 8.8)","(4.2, 5.9, 5.4625)","(21.0, 30.0, 27.5)"
