,Whata Reactor,Little Auckland,Lurking,Eastbro Tex,Gulmarg,Whata Challenge,The Crom,Caught Out,Nevaevabend
07-12-2022 20:52:49.448058,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:50.636749,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:51.827020,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:52.968349,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:54.105508,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:55.297178,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:56.420656,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:57.807306,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:52:58.901795,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:00.005060,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:01.216169,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:02.391802,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:03.654104,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:04.785564,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:06.039683,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:07.345955,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:08.489908,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:09.656521,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:10.843283,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:12.042370,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:13.209666,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:14.356050,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:15.498276,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:16.657906,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:17.805428,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:18.903633,"(2.8, 3.9, 3.6085714285714285)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:32.763572,"(2.8, 3.9, 3.655)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.6)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:34.050077,"(2.8, 3.9, 3.655)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:35.258829,"(2.8, 3.9, 3.74)","(51.0, 90.0, 83.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:36.513684,"(2.8, 3.9, 3.62)","(51.0, 90.0, 83.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:37.732042,"(2.8, 3.9, 3.62)","(51.0, 90.0, 80.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.3)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:39.025487,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.033333333333333)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:40.210085,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 5.9, 5.033333333333333)","(21.0, 26.0, 24.125)"
07-12-2022 20:53:41.405001,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 5.9, 5.033333333333333)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:42.568889,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 8.0)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 5.9, 5.8)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:43.727920,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.8)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:44.938349,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.95)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:46.304873,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.6)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.95)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:47.580168,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.95)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:48.978011,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.95)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:50.275715,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.5)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:51.593005,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.644444444444445)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.5)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:52.821967,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.5)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:53.966612,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.92)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:55.048193,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.92)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:56.163768,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.644444444444445)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.92)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:57.379195,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.644444444444445)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.92)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:58.552926,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.92)","(21.0, 26.0, 22.25)"
07-12-2022 20:53:59.750838,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.983333333333333)","(21.0, 26.0, 22.25)"
07-12-2022 20:54:00.875329,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.2, 5.983333333333333)","(21.0, 26.0, 22.25)"
07-12-2022 20:54:02.067569,"(2.8, 3.9, 3.62)","(51.0, 90.0, 79.0)","(4.6, 6.0, 5.72)","(21.0, 42.0, 34.333333333333336)","(5.5, 9.0, 8.266666666666667)","(19.0, 38.0, 33.0)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.983333333333333)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:03.280392,"(2.8, 3.9, 3.62)","(51.0, 90.0, 81.2)","(4.6, 5.9, 5.466666666666667)","(21.0, 40.0, 31.5)","(5.5, 8.8, 8.4)","(19.0, 36.0, 30.857142857142858)","(6.5, 10.5, 8.66)","(4.2, 6.2, 6.0600000000000005)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:04.457186,"(2.8, 3.9, 3.62)","(51.0, 90.0, 81.2)","(4.6, 5.9, 5.466666666666667)","(21.0, 40.0, 30.5)","(5.5, 9.0, 7.65)","(19.0, 36.0, 31.0)","(6.5, 10.5, 8.66)","(4.2, 6.2, 6.0600000000000005)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:06.007127,"(2.8, 3.9, 3.62)","(51.0, 90.0, 80.0)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 32.57142857142857)","(5.5, 9.0, 7.65)","(19.0, 36.0, 24.0)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.983333333333333)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:07.257797,"(2.8, 3.9, 3.62)","(51.0, 90.0, 80.0)","(4.6, 5.9, 5.5285714285714285)","(21.0, 36.0, 26.333333333333332)","(5.5, 9.0, 8.4)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:08.583358,"(2.8, 3.9, 3.62)","(51.0, 90.0, 80.0)","(4.6, 5.9, 5.5285714285714285)","(21.0, 38.0, 26.333333333333332)","(5.5, 9.0, 7.714285714285714)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:09.938583,"(2.8, 3.9, 3.62)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 29.833333333333336)","(5.5, 9.0, 7.6571428571428575)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:11.210141,"(2.8, 3.9, 3.62)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 29.833333333333336)","(5.5, 8.8, 7.9)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:12.473226,"(2.8, 3.9, 3.62)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 29.833333333333336)","(5.5, 8.6, 7.9)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:13.691113,"(2.8, 3.9, 3.62)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.6, 7.840000000000001)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:14.964289,"(2.8, 3.9, 3.62)","(51.0, 90.0, 85.55555555555556)","(4.6, 5.9, 5.5285714285714285)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 7.840000000000001)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:16.523391,"(2.8, 3.9, 3.476)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:17.860597,"(2.8, 3.9, 3.476)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:19.331445,"(2.8, 3.9, 3.476)","(51.0, 90.0, 85.55555555555556)","(4.6, 5.9, 5.5285714285714285)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:20.725996,"(2.8, 3.9, 3.476)","(51.0, 90.0, 85.55555555555556)","(4.6, 5.9, 5.5285714285714285)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:22.074299,"(2.8, 3.9, 3.476)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.833333333333336)"
07-12-2022 20:54:23.338414,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.728571428571429)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 31.615384615384613)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:24.526637,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:25.781463,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:27.045525,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.5285714285714285)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 23.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:28.269580,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.125)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 25.0)"
07-12-2022 20:54:29.544960,"(2.8, 3.9, 3.476)","(51.0, 90.0, 83.33333333333334)","(4.6, 5.9, 5.6000000000000005)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 25.0)"
07-12-2022 20:54:30.686669,"(2.8, 3.9, 3.476)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.46)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.666666666666668)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 25.0)"
07-12-2022 20:54:31.824205,"(2.8, 3.9, 3.476)","(51.0, 90.0, 84.16666666666666)","(4.6, 5.9, 5.46)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.333333333333332)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:32.984358,"(2.8, 3.9, 3.476)","(51.0, 90.0, 85.55555555555556)","(4.6, 5.9, 5.46)","(21.0, 38.0, 26.333333333333332)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 24.333333333333332)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.125)"
07-12-2022 20:54:34.212118,"(2.8, 3.9, 3.476)","(51.0, 90.0, 85.55555555555556)","(4.6, 5.9, 5.46)","(21.0, 38.0, 29.833333333333336)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.375)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:35.716132,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.46)","(21.0, 38.0, 32.23529411764706)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 31.76923076923077)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
07-12-2022 20:54:37.117463,"(2.8, 3.9, 3.476)","(51.0, 90.0, 82.5)","(4.6, 5.9, 5.46)","(21.0, 38.0, 29.833333333333336)","(5.5, 8.8, 8.266666666666667)","(19.0, 34.0, 30.375)","(6.5, 10.5, 8.66)","(4.2, 6.2, 5.96)","(21.0, 26.0, 24.375)"
