,Black Wood,Skylark Tiara,Magic Madness,Shes Sleek,Big Wednesday,Summer Classic,Corn Cob
10-01-2023 14:49:02.233963,"(1.5, 1.88, 1.8475)","(51.0, 260.0, 181.25)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 54.10526315789474)","(7.0, 8.8, 8.26)","(26.0, 210.0, 158.57142857142858)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:03.212939,"(1.5, 1.88, 1.8345)","(51.0, 260.0, 181.25)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(26.0, 210.0, 158.57142857142858)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:04.373805,"(1.5, 1.88, 1.8345)","(51.0, 260.0, 181.25)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(31.0, 210.0, 158.57142857142858)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:05.472562,"(1.5, 1.88, 1.8345)","(51.0, 260.0, 181.25)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 7.929032258064516)","(31.0, 210.0, 178.23529411764707)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:06.539741,"(1.5, 1.88, 1.8475)","(51.0, 260.0, 196.36363636363637)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.028571428571428)","(31.0, 210.0, 176.25)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:07.525942,"(1.5, 1.88, 1.8475)","(51.0, 260.0, 196.36363636363637)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.028571428571428)","(31.0, 210.0, 176.25)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:08.595423,"(1.5, 1.88, 1.8475)","(51.0, 260.0, 196.36363636363637)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.028571428571428)","(31.0, 210.0, 176.25)","(2.7, 3.4, 3.3916666666666666)"
10-01-2023 14:49:09.627599,"(1.5, 1.88, 1.8475)","(51.0, 260.0, 196.36363636363637)","(51.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.028571428571428)","(41.0, 210.0, 158.57142857142858)","(2.6, 3.4, 3.3916666666666666)"
10-01-2023 14:49:10.642336,"(1.5, 1.88, 1.8475)","(71.0, 260.0, 181.25)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(41.0, 210.0, 158.57142857142858)","(2.6, 3.4, 3.3916666666666666)"
10-01-2023 14:49:11.698064,"(1.5, 1.88, 1.8475)","(71.0, 260.0, 181.25)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(41.0, 210.0, 158.57142857142858)","(2.6, 3.4, 3.381818181818182)"
10-01-2023 14:49:12.764401,"(1.5, 1.88, 1.8475)","(71.0, 260.0, 181.25)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(41.0, 210.0, 158.57142857142858)","(2.6, 3.4, 3.375)"
10-01-2023 14:49:13.811960,"(1.5, 1.88, 1.8345)","(71.0, 260.0, 181.25)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(41.0, 210.0, 158.57142857142858)","(2.6, 3.4, 3.375)"
10-01-2023 14:49:14.814164,"(1.5, 1.88, 1.8345)","(71.0, 260.0, 196.36363636363637)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.26)","(41.0, 210.0, 141.42857142857142)","(2.6, 3.4, 3.375)"
10-01-2023 14:49:15.764838,"(1.5, 1.88, 1.8345)","(71.0, 260.0, 196.36363636363637)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.08)","(41.0, 210.0, 141.42857142857142)","(2.6, 3.4, 3.375)"
10-01-2023 14:49:16.752639,"(1.5, 1.88, 1.8345)","(71.0, 260.0, 196.36363636363637)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.0625)","(7.0, 8.8, 8.07741935483871)","(41.0, 210.0, 156.66666666666666)","(2.6, 3.4, 3.375)"
10-01-2023 14:49:17.712490,"(1.5, 1.88, 1.8583333333333332)","(71.0, 260.0, 196.36363636363637)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.0625)","(7.0, 8.8, 8.07741935483871)","(41.0, 210.0, 156.66666666666666)","(2.6, 3.4, 3.3000000000000003)"
10-01-2023 14:49:18.752868,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.413793103448276)","(41.0, 210.0, 170.0)","(2.6, 3.35, 3.3000000000000003)"
10-01-2023 14:49:19.847277,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.413793103448276)","(41.0, 210.0, 170.0)","(2.6, 3.35, 3.3000000000000003)"
10-01-2023 14:49:20.937668,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.413793103448276)","(41.0, 210.0, 170.0)","(2.6, 3.35, 3.3000000000000003)"
10-01-2023 14:49:21.997287,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.413793103448276)","(41.0, 210.0, 170.0)","(2.6, 3.35, 3.277777777777778)"
10-01-2023 14:49:22.952798,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 276.66666666666663)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.1)","(41.0, 210.0, 205.0)","(2.6, 3.35, 3.277777777777778)"
10-01-2023 14:49:23.993925,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 290.74074074074076)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.1)","(41.0, 210.0, 205.0)","(2.6, 3.35, 3.277777777777778)"
10-01-2023 14:49:25.043689,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 290.74074074074076)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.1)","(41.0, 210.0, 205.0)","(2.6, 3.35, 3.277777777777778)"
10-01-2023 14:49:26.072416,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 214.70588235294116)","(71.0, 340.0, 290.74074074074076)","(26.0, 65.0, 52.82352941176471)","(7.0, 8.8, 8.413333333333334)","(41.0, 210.0, 183.33333333333334)","(2.6, 3.35, 3.2736842105263158)"
10-01-2023 14:49:27.098047,"(1.5, 1.88, 1.8566666666666667)","(71.0, 260.0, 198.75)","(71.0, 340.0, 290.74074074074076)","(26.0, 65.0, 53.5)","(7.0, 8.8, 8.026666666666667)","(41.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.2588235294117647)"
10-01-2023 14:49:28.081720,"(1.5, 1.88, 1.8706666666666665)","(71.0, 260.0, 198.75)","(71.0, 340.0, 290.74074074074076)","(26.0, 65.0, 53.5)","(7.0, 8.8, 8.026666666666667)","(41.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.2588235294117647)"
10-01-2023 14:49:29.147619,"(1.5, 1.88, 1.8715151515151514)","(71.0, 260.0, 198.75)","(71.0, 340.0, 308.5)","(26.0, 65.0, 53.5)","(7.0, 8.8, 8.026666666666667)","(41.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.25625)"
10-01-2023 14:49:30.174408,"(1.5, 1.88, 1.8706666666666665)","(71.0, 260.0, 198.75)","(71.0, 340.0, 221.0)","(26.0, 65.0, 53.5)","(7.0, 8.8, 8.028571428571428)","(41.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:31.127640,"(1.5, 1.88, 1.8706666666666665)","(71.0, 260.0, 198.75)","(71.0, 340.0, 248.46153846153845)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.028571428571428)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:32.058245,"(1.5, 1.88, 1.8706666666666665)","(71.0, 260.0, 198.75)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.028571428571428)","(51.0, 210.0, 205.0)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:33.112728,"(1.5, 1.88, 1.8555)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.022222222222222)","(51.0, 210.0, 205.0)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:34.228208,"(1.5, 1.88, 1.8555)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.022222222222222)","(51.0, 210.0, 205.0)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:35.223860,"(1.5, 1.88, 1.8555)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.022222222222222)","(51.0, 210.0, 205.0)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:36.251474,"(1.5, 1.88, 1.8555)","(71.0, 260.0, 217.22222222222223)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.062068965517241)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:37.229806,"(1.5, 1.88, 1.8542105263157895)","(71.0, 260.0, 198.75)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.085714285714285)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.29)"
10-01-2023 14:49:38.238764,"(1.5, 1.88, 1.8542105263157895)","(71.0, 260.0, 198.75)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.085714285714285)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.25625)"
10-01-2023 14:49:39.274083,"(1.5, 1.88, 1.8542105263157895)","(71.0, 260.0, 198.75)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.130434782608695)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.3, 3.1625)"
10-01-2023 14:49:40.289936,"(1.5, 1.91, 1.8973684210526316)","(71.0, 260.0, 214.70588235294116)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.221052631578946)","(51.0, 210.0, 183.33333333333334)","(2.6, 3.2, 3.1333333333333333)"
10-01-2023 14:49:41.356401,"(1.5, 1.91, 1.836875)","(71.0, 260.0, 168.33333333333334)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.2)","(51.0, 210.0, 205.0)","(2.6, 3.3, 3.19)"
10-01-2023 14:49:42.405112,"(1.5, 1.91, 1.8785)","(71.0, 260.0, 211.60000000000002)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.2)","(51.0, 210.0, 292.63157894736844)","(2.6, 3.25, 3.1750000000000003)"
10-01-2023 14:49:43.403380,"(1.5, 1.91, 1.84)","(71.0, 260.0, 211.60000000000002)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.2)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1750000000000003)"
10-01-2023 14:49:44.595627,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 211.60000000000002)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.257142857142856)","(51.0, 300.0, 235.0)","(2.6, 3.2, 3.1750000000000003)"
10-01-2023 14:49:45.657220,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 211.60000000000002)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.257142857142856)","(51.0, 300.0, 187.5)","(2.6, 3.2, 3.1750000000000003)"
10-01-2023 14:49:46.693757,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 211.60000000000002)","(71.0, 340.0, 200.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.221052631578946)","(51.0, 310.0, 269.61538461538464)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:47.627498,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 207.3913043478261)","(71.0, 340.0, 240.83333333333331)","(26.0, 65.0, 48.57142857142857)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:48.616909,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:49.660713,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:50.749837,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:51.745821,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:52.750237,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:53.883774,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 300.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:54.888643,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:55.871282,"(1.5, 1.91, 1.8805263157894736)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:57.073116,"(1.5, 1.89, 1.875)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:58.163102,"(1.5, 1.89, 1.8762857142857143)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:49:59.203388,"(1.5, 1.89, 1.8762857142857143)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:00.243519,"(1.5, 1.89, 1.8775)","(71.0, 260.0, 199.5)","(71.0, 340.0, 233.75)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 268.0)","(2.6, 3.2, 3.16)"
10-01-2023 14:50:01.336284,"(1.5, 1.89, 1.8844444444444444)","(71.0, 260.0, 199.5)","(71.0, 340.0, 230.0)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.218181818181817)","(51.0, 310.0, 292.63157894736844)","(2.6, 3.2, 3.16)"
10-01-2023 14:50:02.438924,"(1.5, 1.89, 1.8854545454545453)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 230.0)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.233333333333333)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:03.421250,"(1.5, 1.92, 1.8726530612244898)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 230.0)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.22222222222223)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:04.548781,"(1.5, 1.9, 1.89)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:05.606011,"(1.5, 1.9, 1.894736842105263)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:06.621554,"(1.5, 1.9, 1.894736842105263)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:07.521114,"(1.5, 1.9, 1.8833333333333333)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1500000000000004)"
10-01-2023 14:50:08.517428,"(1.5, 1.9, 1.8833333333333333)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.244444444444444)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.176923076923077)"
10-01-2023 14:50:09.487035,"(1.5, 1.9, 1.8833333333333333)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 206.42857142857144)","(26.0, 65.0, 46.18181818181818)","(7.0, 8.6, 8.25)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.1125000000000003)"
10-01-2023 14:50:10.467933,"(1.5, 1.9, 1.8938461538461537)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 255.0)","(26.0, 65.0, 53.5)","(7.0, 8.6, 8.25)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.2, 3.09)"
10-01-2023 14:50:11.520786,"(1.5, 1.91, 1.8795238095238096)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.1, 3.09)"
10-01-2023 14:50:12.491983,"(1.5, 1.91, 1.8876)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.1, 3.08)"
10-01-2023 14:50:13.427784,"(1.5, 1.92, 1.878904109589041)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.1, 3.08)"
10-01-2023 14:50:14.416695,"(1.5, 1.91, 1.892)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.288888888888888)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.05, 3.036)"
10-01-2023 14:50:15.613205,"(1.5, 1.92, 1.8816666666666666)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.288888888888888)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.05, 3.036)"
10-01-2023 14:50:16.759627,"(1.5, 1.92, 1.8816666666666666)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.288888888888888)","(51.0, 300.0, 292.63157894736844)","(2.6, 3.05, 3.033333333333333)"
10-01-2023 14:50:17.719395,"(1.5, 1.91, 1.898)","(71.0, 260.0, 197.14285714285714)","(71.0, 340.0, 265.625)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 300.0, 282.72727272727275)","(2.6, 3.05, 3.047096774193548)"
10-01-2023 14:50:18.801132,"(1.5, 1.92, 1.8912499999999999)","(71.0, 250.0, 240.0)","(71.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 310.0, 282.72727272727275)","(2.6, 3.05, 3.047096774193548)"
10-01-2023 14:50:20.016625,"(1.5, 1.92, 1.8912499999999999)","(71.0, 250.0, 240.0)","(71.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 310.0, 282.72727272727275)","(2.6, 3.05, 3.0375)"
10-01-2023 14:50:21.126705,"(1.5, 1.91, 1.904782608695652)","(71.0, 250.0, 240.0)","(71.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 310.0, 197.89473684210526)","(2.6, 3.1, 3.0869565217391304)"
10-01-2023 14:50:22.126255,"(1.5, 1.92, 1.8861764705882353)","(71.0, 250.0, 240.0)","(71.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.1, 3.0166666666666666)"
10-01-2023 14:50:23.282082,"(1.5, 1.92, 1.8861764705882353)","(71.0, 250.0, 240.0)","(71.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.1, 3.0166666666666666)"
10-01-2023 14:50:24.368302,"(1.5, 1.92, 1.8810169491525424)","(71.0, 250.0, 240.0)","(81.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.1, 3.1116279069767443)"
10-01-2023 14:50:25.333619,"(1.5, 1.9, 1.8933333333333333)","(71.0, 250.0, 240.0)","(81.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.25)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.15, 3.1116279069767443)"
10-01-2023 14:50:26.318803,"(1.5, 1.91, 1.8760869565217393)","(71.0, 250.0, 240.0)","(81.0, 340.0, 270.0)","(26.0, 65.0, 54.54545454545455)","(7.0, 8.6, 8.244444444444444)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.15, 3.1107142857142858)"
10-01-2023 14:50:27.368253,"(1.5, 1.91, 1.8758333333333335)","(71.0, 250.0, 240.0)","(81.0, 340.0, 270.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 8.6, 8.244444444444444)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.15, 3.1107142857142858)"
10-01-2023 14:50:28.391289,"(1.5, 1.91, 1.8772)","(71.0, 250.0, 240.0)","(81.0, 340.0, 270.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 8.6, 8.82857142857143)","(51.0, 200.0, 197.89473684210526)","(2.6, 3.15, 3.085714285714286)"
10-01-2023 14:50:29.431874,"(1.5, 1.9, 1.888)","(71.0, 250.0, 240.0)","(81.0, 340.0, 265.625)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.0, 8.618181818181819)","(51.0, 200.0, 197.77777777777777)","(2.6, 3.1, 3.0852941176470585)"
10-01-2023 14:50:30.541015,"(1.5, 1.9, 1.8866666666666667)","(71.0, 250.0, 240.0)","(81.0, 340.0, 255.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.0, 8.844444444444445)","(51.0, 200.0, 198.0)","(2.6, 3.15, 3.08125)"
10-01-2023 14:50:31.637592,"(1.5, 1.89, 1.884)","(71.0, 250.0, 240.0)","(81.0, 340.0, 255.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.2, 8.879999999999999)","(51.0, 200.0, 198.0)","(2.6, 3.15, 3.08125)"
10-01-2023 14:50:32.712517,"(1.5, 1.87, 1.8622222222222222)","(71.0, 250.0, 240.0)","(81.0, 340.0, 255.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.2, 8.879999999999999)","(51.0, 200.0, 198.0)","(2.6, 3.15, 3.055263157894737)"
10-01-2023 14:50:33.714994,"(1.5, 1.91, 1.8772727272727274)","(71.0, 250.0, 240.0)","(81.0, 340.0, 255.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.2, 8.818181818181818)","(51.0, 200.0, 198.0)","(2.6, 3.15, 3.055263157894737)"
10-01-2023 14:50:34.777168,"(1.5, 1.91, 1.8846153846153846)","(71.0, 250.0, 240.0)","(81.0, 340.0, 255.0)","(26.0, 65.0, 55.41666666666667)","(7.0, 9.0, 8.723076923076922)","(51.0, 200.0, 198.0)","(2.6, 3.1, 3.066666666666667)"
10-01-2023 14:50:35.880086,"(1.5, 1.86, 1.853846153846154)","(71.0, 250.0, 240.0)","(81.0, 340.0, 248.46153846153845)","(26.0, 65.0, 59.473684210526315)","(7.0, 9.0, 9.3)","(51.0, 280.0, 270.0)","(2.6, 3.15, 3.0875)"
10-01-2023 14:50:36.923006,"(1.5, 1.86, 1.8546666666666667)","(71.0, 250.0, 242.85714285714286)","(81.0, 340.0, 255.0)","(26.0, 65.0, 59.473684210526315)","(7.0, 9.6, 9.236363636363636)","(51.0, 280.0, 270.0)","(2.6, 3.15, 3.016923076923077)"
10-01-2023 14:50:37.994247,"(1.5, 1.89, 1.8855555555555554)","(71.0, 250.0, 242.85714285714286)","(81.0, 340.0, 200.0)","(26.0, 65.0, 59.473684210526315)","(7.0, 9.6, 9.142857142857142)","(51.0, 280.0, 270.0)","(2.6, 3.1, 3.0324999999999998)"
