,Sugar Boom Boom,Big Time Pikey,Big Time Fancy,Big Time Oreo,Drunken Lullaby,Losing Days,Big Time Star,Portelli Punk
06-01-2023 14:59:22.850110,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:23.933132,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:25.125419,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:26.249580,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:27.320965,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:28.465482,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:29.598649,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:30.595093,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:31.679318,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:32.823531,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:33.978160,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:35.090811,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 21.76923076923077)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:36.387088,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 21.76923076923077)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:37.903630,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 21.76923076923077)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:39.233822,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:40.568981,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:41.919208,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:43.180988,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:44.443798,"(2.9, 4.5, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:45.631672,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:46.779780,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:48.075198,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:49.272244,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:50.707778,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:51.963579,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:53.064084,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:54.166119,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 8.16)"
06-01-2023 14:59:55.234020,"(2.9, 4.4, 3.82962962962963)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 8.8, 7.916129032258064)"
06-01-2023 14:59:56.365821,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 14:59:57.551316,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 14:59:58.807203,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 14:59:59.988923,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 15:00:01.170850,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 15:00:02.296418,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.392307692307693)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 15:00:03.457443,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.08235294117647)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 15:00:04.588641,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.08235294117647)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 7.916129032258064)"
06-01-2023 15:00:05.800253,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.08235294117647)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.4, 8.832)"
06-01-2023 15:00:06.985846,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.08235294117647)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:08.276868,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:09.549342,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:10.633787,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:12.023304,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:13.116469,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:14.407551,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:15.577618,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:16.747608,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:17.929548,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.163157894736841)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:19.137518,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:20.313147,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:21.631179,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.832)"
06-01-2023 15:00:22.885649,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.783333333333333)"
06-01-2023 15:00:24.130101,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.50322580645161)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 8.783333333333333)"
06-01-2023 15:00:25.309131,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 21.76923076923077)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:26.535594,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 21.76923076923077)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:27.667019,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:28.741763,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:29.875422,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:31.058585,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:32.452199,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:33.650209,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:34.924598,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:36.109993,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:37.400553,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:38.752326,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:40.105112,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:41.267012,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:42.373361,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 22.368)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:43.544078,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.116666666666667)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 23.0, 13.938461538461539)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:44.625113,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.388461538461538)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 14.5, 13.938461538461539)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
06-01-2023 15:00:45.758957,"(2.9, 4.5, 3.8925925925925924)","(6.5, 11.0, 10.388461538461538)","(8.5, 15.5, 14.25)","(6.0, 9.6, 8.778947368421052)","(8.0, 14.0, 12.984615384615385)","(7.5, 14.5, 13.938461538461539)","(10.0, 19.0, 18.03636363636364)","(5.0, 9.6, 9.163636363636364)"
