,Sugar Boom Boom,Big Time Pikey,Big Time Fancy,Big Time Oreo,Drunken Lullaby,Losing Days,Big Time Star,Portelli Punk
06-01-2023 15:09:02.154102,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 9.385714285714284)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:03.386368,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:04.552658,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:05.712888,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:06.945603,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:08.077692,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:09.238951,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:10.534965,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:11.749140,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:12.857376,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:14.018638,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:15.207210,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:16.457635,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:17.634860,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:18.878967,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.466666666666667)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:20.022071,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 14.920000000000002)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:21.215809,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.333333333333334)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:22.390027,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:23.660356,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:24.929059,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.733333333333333)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:26.228971,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.466666666666667)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:27.516846,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.466666666666667)","(8.0, 16.5, 12.576923076923077)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:28.781665,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.466666666666667)","(8.0, 16.5, 10.425)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:29.970916,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.466666666666667)","(8.0, 16.5, 13.570588235294117)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:31.199351,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.466666666666667)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:32.460069,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.257142857142857)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:33.725916,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:34.993563,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:36.302056,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:37.552971,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:38.800336,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:40.064113,"(2.9, 4.6, 3.088)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 9.557142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.9)"
06-01-2023 15:09:41.333822,"(2.9, 4.6, 3.08125)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 11.28)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.4, 7.25)"
06-01-2023 15:09:42.658598,"(2.9, 4.6, 3.08125)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 11.28)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 7.25)"
06-01-2023 15:09:43.901717,"(2.9, 4.6, 3.08125)","(6.5, 11.0, 7.25)","(9.0, 19.0, 12.6)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.5, 11.444444444444443)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 7.25)"
06-01-2023 15:09:45.189367,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.433333333333334)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.0, 9.657142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 8.166666666666668)"
06-01-2023 15:09:46.454525,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.433333333333334)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.0, 9.657142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.8, 6.38)"
06-01-2023 15:09:48.062739,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.433333333333334)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.2666666666666675)","(8.0, 16.0, 9.657142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.38)"
06-01-2023 15:09:50.144675,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.433333333333334)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.657142857142857)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.38)"
06-01-2023 15:09:51.587138,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 14.620000000000001)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.314285714285713)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:09:53.229269,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 14.620000000000001)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:09:54.904364,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:09:56.321860,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:09:57.545839,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.275)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:09:58.839994,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.305882352941177)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:00.031990,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:01.217632,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:02.381919,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:03.659890,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:04.994486,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:06.343606,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:07.680005,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:09.016388,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:10.340398,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:11.639408,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:12.950017,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:14.283257,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:15.584268,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:16.892249,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.311111111111112)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:18.253248,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.315789473684211)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:19.674783,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.315789473684211)","(8.0, 16.0, 9.82857142857143)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:21.034242,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 7.0)","(8.0, 16.0, 9.314285714285713)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:23.292269,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:25.290064,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:27.246269,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:29.750571,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:31.326989,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:32.676757,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:34.007450,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:35.354228,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:36.675646,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:38.038333,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:39.383877,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:40.728113,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:41.999454,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:43.286281,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:44.609336,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:45.949548,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:47.274050,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:48.609445,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:49.859261,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:51.116408,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:52.339336,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:53.498559,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:54.729808,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
06-01-2023 15:10:55.974850,"(2.9, 4.6, 3.08125)","(6.5, 10.5, 7.8)","(9.0, 18.5, 12.166666666666666)","(6.0, 10.5, 7.8)","(7.0, 7.4, 6.9)","(8.0, 16.0, 9.485714285714286)","(10.0, 21.0, 17.133333333333333)","(5.0, 9.6, 6.1)"
