,Dynamite Travis,Zoe Kate,High Lighter,Hide The Cash,Perfect Skipper,Street Smart,Amber Days,Overnight Soiree
10,"[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 43, 265672), 6.5, 12.0]"
11,"[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 44, 424596), 6.5, 12.0]"
12,"[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 45, 553774), 6.5, 12.0]"
13,"[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 46, 677003), 6.5, 12.0]"
14,"[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 47, 813397), 6.5, 12.0]"
15,"[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 48, 942858), 6.5, 12.0]"
16,"[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 50, 72795), 6.5, 12.0]"
17,"[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 51, 209883), 6.5, 12.0]"
18,"[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 52, 329483), 6.5, 12.0]"
19,"[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 53, 458285), 6.5, 12.0]"
20,"[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 54, 580153), 6.5, 12.0]"
21,"[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 55, 711523), 6.5, 12.0]"
22,"[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 56, 834291), 6.5, 12.0]"
23,"[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 57, 962495), 6.5, 12.0]"
24,"[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 9, 59, 87290), 6.5, 12.0]"
25,"[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 0, 221430), 6.5, 12.0]"
26,"[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 1, 346227), 6.5, 12.0]"
27,"[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 2, 470474), 6.5, 12.0]"
28,"[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 3, 607192), 6.5, 12.0]"
29,"[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 4, 727557), 6.5, 12.0]"
30,"[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 5, 856569), 6.5, 12.0]"
31,"[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 6, 976677), 6.5, 12.0]"
32,"[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 8, 107456), 6.5, 12.0]"
33,"[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 9, 230139), 6.5, 12.0]"
34,"[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 10, 356803), 6.5, 12.0]"
35,"[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 11, 489672), 6.5, 12.0]"
36,"[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 12, 612690), 6.5, 12.0]"
37,"[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 13, 738750), 6.5, 12.0]"
38,"[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 14, 862540), 6.5, 12.0]"
39,"[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 4.4, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 3.7, 6.8]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 10.0, 24.0]","[datetime.datetime(2022, 11, 28, 12, 10, 15, 987492), 6.5, 12.0]"
