,Seductive Angel,Bokarm Luna,Ember Lad,Clover Lizzie,Star Sirius,Bokarm Nero,Burringbar Gypsy
12-01-2023 10:52:34.668161,"(3.9, 5.0, 4.694117647058823)","(3.6, 4.2, 3.9714285714285715)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:35.865430,"(3.9, 5.0, 4.694117647058823)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:37.070441,"(3.9, 5.0, 4.632)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:38.195438,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:39.383232,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:40.570175,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:41.751608,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 10.28125)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:42.977364,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.344)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:43.985301,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.344)","(4.8, 7.2, 7.163636363636364)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:44.955855,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:46.031908,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:47.181664,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:48.268736,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:49.282748,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:50.336114,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:51.426782,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:52.500831,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:53.598618,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:54.642532,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:55.716319,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:56.771867,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:57.748811,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:58.835918,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:52:59.961696,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:01.056618,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:02.223609,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.0)","(31.0, 42.0, 39.333333333333336)","(8.5, 11.0, 9.572413793103447)","(4.8, 7.4, 7.24)","(16.0, 34.0, 28.833333333333336)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:03.427208,"(3.9, 5.0, 4.653333333333333)","(3.6, 4.2, 4.052631578947368)","(31.0, 42.0, 37.333333333333336)","(8.5, 11.0, 9.527272727272727)","(4.8, 7.4, 6.561538461538461)","(16.0, 34.0, 24.2)","(2.9, 4.7, 4.566666666666666)"
12-01-2023 10:53:04.575642,"(3.9, 5.0, 4.8277777777777775)","(3.6, 4.2, 4.072727272727273)","(31.0, 38.0, 37.76470588235294)","(8.5, 9.8, 9.476923076923077)","(4.8, 6.6, 7.1000000000000005)","(16.0, 34.0, 23.85)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:05.679773,"(3.9, 5.0, 4.8277777777777775)","(3.6, 4.2, 4.072727272727273)","(31.0, 38.0, 36.56)","(8.5, 9.8, 9.476923076923077)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.029411764705884)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:06.786158,"(3.9, 5.0, 4.8277777777777775)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.56)","(8.5, 9.8, 9.476923076923077)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.029411764705884)","(2.9, 4.7, 4.566666666666666)"
12-01-2023 10:53:07.856048,"(3.9, 5.0, 4.8277777777777775)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.56)","(8.5, 9.8, 9.476923076923077)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.029411764705884)","(2.9, 4.7, 4.566666666666666)"
12-01-2023 10:53:08.960854,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.666666666666664)","(8.5, 9.8, 9.65)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.5)"
12-01-2023 10:53:10.141301,"(3.9, 5.0, 4.796)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.666666666666664)","(8.5, 9.8, 9.909090909090908)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.566666666666666)"
12-01-2023 10:53:11.263676,"(3.9, 5.0, 4.824137931034483)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.666666666666664)","(8.5, 10.5, 9.909090909090908)","(4.8, 7.2, 6.941935483870968)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.566666666666666)"
12-01-2023 10:53:12.336687,"(3.9, 5.0, 4.824137931034483)","(3.6, 4.2, 4.124324324324324)","(31.0, 38.0, 36.666666666666664)","(8.5, 10.5, 9.909090909090908)","(4.8, 7.2, 6.689655172413793)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.633333333333334)"
12-01-2023 10:53:13.344216,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 35.68421052631579)","(8.5, 9.8, 9.476923076923077)","(4.8, 6.8, 6.689655172413793)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.663636363636364)"
12-01-2023 10:53:14.431454,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.0)","(8.5, 9.8, 9.476923076923077)","(4.8, 6.8, 6.689655172413793)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.633333333333334)"
12-01-2023 10:53:15.573662,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 31.5)","(8.5, 9.8, 9.476923076923077)","(4.8, 6.8, 6.670967741935484)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.663636363636364)"
12-01-2023 10:53:16.686781,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 31.5)","(8.5, 9.8, 9.476923076923077)","(4.8, 6.8, 6.670967741935484)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.663636363636364)"
12-01-2023 10:53:17.800935,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 9.8, 9.92)","(4.8, 6.8, 7.022222222222222)","(16.0, 34.0, 28.36111111111111)","(2.9, 4.7, 4.633333333333334)"
12-01-2023 10:53:18.852604,"(3.9, 5.0, 4.824137931034483)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 11.0, 9.92)","(4.8, 7.2, 7.0)","(16.0, 34.0, 25.125)","(2.9, 4.7, 4.663636363636364)"
12-01-2023 10:53:19.982570,"(3.9, 5.0, 4.824137931034483)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 11.0, 9.777777777777777)","(4.8, 7.2, 6.723076923076923)","(16.0, 32.0, 27.0)","(2.9, 4.7, 4.633333333333334)"
12-01-2023 10:53:21.115968,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 10.0, 9.719999999999999)","(4.8, 6.8, 6.753846153846154)","(16.0, 32.0, 26.666666666666668)","(2.9, 4.7, 4.633333333333334)"
12-01-2023 10:53:22.204081,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 10.0, 9.719999999999999)","(4.8, 6.8, 6.725)","(16.0, 32.0, 25.875)","(2.9, 4.7, 4.522222222222222)"
12-01-2023 10:53:23.267483,"(3.9, 5.0, 4.852173913043478)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 32.4)","(8.5, 10.0, 9.719999999999999)","(4.8, 6.8, 6.777777777777778)","(16.0, 32.0, 25.875)","(2.9, 4.7, 4.41764705882353)"
12-01-2023 10:53:24.359687,"(3.9, 5.0, 4.836363636363636)","(3.6, 4.2, 4.124324324324324)","(31.0, 36.0, 31.2)","(8.5, 10.0, 9.719999999999999)","(4.8, 6.8, 6.777777777777778)","(16.0, 32.0, 26.944444444444443)","(2.9, 4.7, 4.41764705882353)"
12-01-2023 10:53:25.558599,"(3.9, 5.0, 4.836363636363636)","(3.6, 4.2, 4.140425531914894)","(31.0, 36.0, 31.2)","(8.5, 10.0, 9.9)","(4.8, 6.8, 6.777777777777778)","(16.0, 32.0, 24.85)","(2.9, 4.7, 4.4818181818181815)"
12-01-2023 10:53:26.746050,"(3.9, 5.0, 4.768571428571429)","(3.6, 4.2, 4.140425531914894)","(31.0, 36.0, 31.2)","(8.5, 10.0, 10.22962962962963)","(4.8, 6.8, 7.413953488372092)","(16.0, 32.0, 24.352941176470587)","(2.9, 4.7, 4.453846153846154)"
12-01-2023 10:53:27.958130,"(3.9, 5.0, 4.792307692307692)","(3.6, 4.2, 4.140425531914894)","(31.0, 36.0, 31.846153846153847)","(8.5, 11.0, 9.815384615384614)","(4.8, 7.6, 7.3446808510638295)","(16.0, 32.0, 28.62962962962963)","(2.9, 4.7, 4.453846153846154)"
12-01-2023 10:53:29.156002,"(3.9, 5.0, 4.804347826086957)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.846153846153847)","(8.5, 11.0, 9.825)","(4.8, 7.6, 6.925581395348837)","(16.0, 32.0, 28.266666666666666)","(2.9, 4.7, 4.4818181818181815)"
12-01-2023 10:53:30.277921,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.846153846153847)","(8.5, 10.5, 9.738461538461538)","(4.8, 7.0, 6.925581395348837)","(16.0, 32.0, 28.266666666666666)","(2.9, 4.7, 4.4818181818181815)"
12-01-2023 10:53:31.382018,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.139130434782609)","(31.0, 36.0, 31.846153846153847)","(8.5, 10.5, 9.685714285714285)","(4.8, 7.0, 6.925581395348837)","(16.0, 32.0, 28.266666666666666)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:32.458273,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.139130434782609)","(31.0, 36.0, 31.846153846153847)","(8.5, 10.5, 9.685714285714285)","(4.8, 7.0, 6.881481481481481)","(16.0, 32.0, 28.266666666666666)","(2.9, 4.7, 4.408108108108108)"
12-01-2023 10:53:33.618030,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.139130434782609)","(31.0, 36.0, 31.846153846153847)","(8.5, 10.5, 9.910344827586206)","(4.8, 7.0, 6.881481481481481)","(16.0, 32.0, 28.62962962962963)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:34.766816,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.139130434782609)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.5, 9.975)","(4.8, 7.0, 7.303703703703704)","(16.0, 32.0, 28.266666666666666)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:35.898244,"(3.9, 5.0, 4.833333333333333)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.5, 9.933333333333334)","(4.8, 7.6, 7.212903225806452)","(16.0, 32.0, 28.923076923076923)","(2.9, 4.7, 4.408108108108108)"
12-01-2023 10:53:37.182062,"(3.9, 5.0, 4.804347826086957)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.0, 10.35)","(4.8, 7.6, 7.212903225806452)","(16.0, 32.0, 29.5)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:38.493835,"(3.9, 5.0, 4.804347826086957)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.5, 9.83529411764706)","(4.8, 7.6, 6.881481481481481)","(16.0, 32.0, 29.17391304347826)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:39.726236,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.0, 9.83529411764706)","(4.8, 7.0, 6.881481481481481)","(16.0, 32.0, 29.17391304347826)","(2.9, 4.7, 4.408108108108108)"
12-01-2023 10:53:40.868244,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.134883720930233)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.0, 9.83529411764706)","(4.8, 7.0, 6.881481481481481)","(16.0, 32.0, 29.17391304347826)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:42.046141,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.148148148148148)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.0, 9.83529411764706)","(4.8, 7.0, 6.911111111111111)","(16.0, 32.0, 29.77777777777778)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:43.230729,"(3.9, 5.0, 4.857142857142857)","(3.6, 4.2, 4.148148148148148)","(31.0, 36.0, 31.714285714285715)","(8.5, 10.0, 10.3)","(4.8, 7.0, 7.377777777777777)","(16.0, 32.0, 30.565217391304348)","(2.9, 4.7, 4.408108108108108)"
12-01-2023 10:53:44.417755,"(3.9, 5.0, 4.777777777777778)","(3.6, 4.2, 4.148148148148148)","(31.0, 36.0, 31.384615384615383)","(8.5, 11.0, 9.95897435897436)","(4.8, 7.6, 7.3)","(16.0, 32.0, 30.666666666666668)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:45.569470,"(3.9, 5.0, 4.806451612903226)","(3.6, 4.2, 4.148148148148148)","(31.0, 36.0, 31.714285714285715)","(8.5, 11.0, 10.1625)","(4.8, 7.6, 6.9393939393939394)","(16.0, 32.0, 30.666666666666668)","(2.9, 4.7, 4.3625)"
12-01-2023 10:53:46.710386,"(3.9, 5.0, 4.85)","(3.5, 4.2, 4.148148148148148)","(26.0, 36.0, 31.714285714285715)","(8.0, 10.5, 9.872727272727273)","(5.0, 7.0, 6.911111111111111)","(16.0, 32.0, 30.666666666666668)","(3.1, 4.7, 4.408108108108108)"
12-01-2023 10:53:47.766786,"(3.9, 5.0, 4.85)","(3.5, 4.2, 4.148148148148148)","(26.0, 36.0, 31.714285714285715)","(8.0, 10.5, 9.910344827586206)","(5.0, 7.0, 6.866666666666666)","(16.0, 32.0, 30.666666666666668)","(3.1, 4.7, 4.3625)"
12-01-2023 10:53:48.850551,"(3.9, 5.0, 4.85)","(3.5, 4.2, 4.134883720930233)","(26.0, 36.0, 31.714285714285715)","(8.0, 10.5, 9.910344827586206)","(5.0, 7.0, 6.866666666666666)","(16.0, 32.0, 30.666666666666668)","(3.1, 4.7, 4.408108108108108)"
12-01-2023 10:53:50.018717,"(3.9, 5.0, 4.85)","(3.5, 4.2, 4.134883720930233)","(26.0, 36.0, 31.714285714285715)","(8.0, 10.5, 9.910344827586206)","(5.0, 7.0, 6.866666666666666)","(16.0, 32.0, 31.11111111111111)","(3.1, 4.7, 4.4818181818181815)"
12-01-2023 10:53:51.234428,"(3.9, 5.0, 4.85)","(3.5, 4.2, 4.134883720930233)","(26.0, 36.0, 31.6)","(8.0, 10.5, 9.933333333333334)","(5.0, 7.0, 6.936842105263158)","(16.0, 32.0, 31.11111111111111)","(3.1, 4.7, 4.41764705882353)"
12-01-2023 10:53:52.485546,"(3.9, 5.0, 4.777777777777778)","(3.5, 4.2, 4.015789473684211)","(26.0, 36.0, 32.4)","(8.0, 10.5, 9.989189189189188)","(5.0, 7.0, 6.966666666666667)","(16.0, 32.0, 31.11111111111111)","(3.1, 4.7, 4.493333333333333)"
12-01-2023 10:53:53.626547,"(3.9, 4.9, 4.806896551724138)","(3.5, 4.2, 4.015789473684211)","(26.0, 36.0, 32.4)","(8.0, 10.5, 10.023529411764706)","(5.0, 7.2, 6.914285714285715)","(16.0, 32.0, 31.11111111111111)","(3.1, 4.6, 4.435714285714286)"
12-01-2023 10:53:54.709619,"(3.9, 4.9, 4.8500000000000005)","(3.5, 4.2, 4.054166666666667)","(26.0, 36.0, 32.666666666666664)","(8.0, 10.5, 9.837037037037037)","(5.0, 7.2, 6.7375)","(16.0, 32.0, 31.2)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:53:55.834873,"(3.9, 4.9, 4.829411764705882)","(3.5, 4.2, 4.054166666666667)","(26.0, 36.0, 33.0)","(8.0, 10.0, 9.837037037037037)","(5.0, 6.8, 6.769230769230769)","(16.0, 32.0, 34.666666666666664)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:53:56.927691,"(3.9, 4.9, 4.829411764705882)","(3.5, 4.2, 4.086363636363637)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.837037037037037)","(5.0, 6.8, 6.769230769230769)","(16.0, 36.0, 33.2)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:53:58.064520,"(3.9, 4.8, 4.71)","(3.5, 4.2, 4.125531914893617)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.755555555555555)","(5.0, 6.8, 6.7375)","(16.0, 38.0, 33.2)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:53:59.159339,"(3.9, 4.8, 4.746666666666666)","(3.5, 4.2, 4.155555555555556)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.755555555555555)","(5.0, 6.8, 6.769230769230769)","(16.0, 38.0, 32.666666666666664)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:00.177417,"(3.9, 4.8, 4.6875)","(3.5, 4.2, 4.155555555555556)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.755555555555555)","(5.0, 6.8, 6.938461538461539)","(16.0, 38.0, 32.666666666666664)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:01.244852,"(3.9, 4.8, 4.727272727272727)","(3.5, 4.2, 4.171428571428572)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.833333333333334)","(5.0, 7.0, 6.988235294117647)","(16.0, 38.0, 33.2)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:02.289119,"(3.9, 4.8, 4.727272727272727)","(3.5, 4.2, 4.171428571428572)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.911111111111111)","(5.0, 7.2, 6.966666666666667)","(16.0, 38.0, 32.666666666666664)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:03.551545,"(3.9, 4.8, 4.6875)","(3.5, 4.2, 4.163636363636364)","(26.0, 36.0, 32.30769230769231)","(8.0, 10.0, 9.683333333333334)","(5.0, 7.2, 6.765217391304348)","(16.0, 38.0, 33.42857142857143)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:04.649184,"(3.9, 4.8, 4.7555555555555555)","(3.5, 4.2, 4.163636363636364)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.553846153846154)","(5.0, 6.8, 7.0)","(16.0, 38.0, 32.94736842105263)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:05.807597,"(3.9, 4.8, 4.711363636363637)","(3.5, 4.2, 4.177777777777778)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.557142857142857)","(5.0, 7.6, 6.914285714285714)","(16.0, 38.0, 32.94736842105263)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:07.139499,"(3.9, 4.8, 4.711363636363637)","(3.5, 4.2, 4.177777777777778)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.6, 9.45217391304348)","(5.0, 7.6, 6.914285714285714)","(16.0, 38.0, 34.903225806451616)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:08.411025,"(3.9, 4.8, 4.642424242424242)","(3.5, 4.2, 4.161904761904762)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.611764705882354)","(5.0, 7.6, 6.914285714285714)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:09.836349,"(3.9, 4.8, 4.642424242424242)","(3.5, 4.2, 4.161904761904762)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.611764705882354)","(5.0, 7.6, 6.914285714285714)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:10.948126,"(3.9, 4.8, 4.642424242424242)","(3.5, 4.2, 4.161904761904762)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.611764705882354)","(5.0, 7.6, 6.914285714285714)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:11.960818,"(3.9, 4.8, 4.718918918918919)","(3.5, 4.2, 4.161904761904762)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.8, 9.273684210526316)","(5.0, 7.6, 6.88)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:13.079851,"(3.9, 4.8, 4.734782608695652)","(3.5, 4.2, 4.17948717948718)","(26.0, 36.0, 32.30769230769231)","(8.0, 9.4, 9.273684210526316)","(5.0, 7.2, 6.88)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:14.193317,"(3.9, 4.8, 4.741025641025641)","(3.5, 4.2, 4.183673469387755)","(26.0, 36.0, 31.304347826086957)","(8.0, 9.4, 9.273684210526316)","(5.0, 7.2, 6.88)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:15.299936,"(3.9, 4.8, 4.741025641025641)","(3.5, 4.2, 4.183673469387755)","(26.0, 36.0, 31.304347826086957)","(8.0, 9.4, 9.273684210526316)","(5.0, 7.2, 6.88)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
12-01-2023 10:54:16.351573,"(3.9, 4.8, 4.741025641025641)","(3.5, 4.2, 4.154285714285715)","(26.0, 36.0, 31.304347826086957)","(8.0, 9.4, 9.32857142857143)","(5.0, 7.2, 7.0285714285714285)","(16.0, 38.0, 34.689655172413794)","(3.1, 4.5, 4.389473684210526)"
