,Wilgunya Scott,Bonbon Fire,Heres Caza,Edge Gambler,Bomber Stan,Shes A Sully,Dandy Gambler,Extreme Measures
12-01-2023 12:38:05.782621,"(21.0, 36.0, 34.1)","(3.6, 4.6, 4.488)","(17.0, 27.0, 25.6875)","(2.1, 2.48, 2.4118918918918917)","(5.5, 8.0, 7.9375)","(6.5, 9.2, 8.941176470588236)","(26.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:07.110049,"(21.0, 36.0, 34.1)","(3.6, 4.6, 4.488)","(17.0, 27.0, 24.870967741935484)","(2.1, 2.48, 2.4185365853658536)","(5.5, 8.0, 7.9375)","(6.5, 9.2, 8.941176470588236)","(26.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:08.305563,"(21.0, 36.0, 34.27272727272727)","(3.6, 4.6, 4.488)","(17.0, 27.0, 24.870967741935484)","(2.1, 2.48, 2.4036363636363633)","(5.5, 8.0, 8.166666666666666)","(6.5, 9.2, 8.861538461538462)","(26.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:09.369552,"(21.0, 36.0, 34.27272727272727)","(3.6, 4.6, 4.42)","(18.0, 27.0, 24.870967741935484)","(2.1, 2.48, 2.4036363636363633)","(6.0, 8.4, 8.166666666666666)","(6.5, 9.2, 8.861538461538462)","(31.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:10.464738,"(21.0, 36.0, 34.111111111111114)","(3.6, 4.6, 4.3625)","(18.0, 27.0, 24.84375)","(2.1, 2.48, 2.396)","(6.0, 8.4, 8.166666666666666)","(6.5, 9.2, 8.861538461538462)","(31.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:11.482964,"(21.0, 36.0, 34.111111111111114)","(3.6, 4.6, 4.3625)","(18.0, 27.0, 24.84375)","(2.1, 2.48, 2.396)","(6.0, 8.4, 8.166666666666666)","(6.5, 9.2, 8.861538461538462)","(31.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:12.544948,"(21.0, 36.0, 34.125)","(3.6, 4.6, 4.468965517241379)","(18.0, 26.0, 24.782608695652172)","(2.1, 2.48, 2.396)","(6.0, 8.4, 8.166666666666666)","(6.5, 9.2, 8.861538461538462)","(31.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:13.528990,"(21.0, 36.0, 34.125)","(3.6, 4.6, 4.488)","(18.0, 26.0, 24.6)","(2.1, 2.48, 2.396)","(6.0, 8.4, 8.166666666666666)","(6.5, 9.2, 8.941176470588236)","(31.0, 42.0, 40.8)","(17.0, 28.0, 27.666666666666668)"
12-01-2023 12:38:14.564986,"(21.0, 36.0, 34.125)","(3.6, 4.6, 4.434782608695652)","(18.0, 26.0, 24.352941176470587)","(2.1, 2.46, 2.451111111111111)","(6.0, 8.4, 8.23529411764706)","(6.5, 9.2, 8.941176470588236)","(31.0, 42.0, 41.1)","(17.0, 28.0, 26.90909090909091)"
12-01-2023 12:38:15.602143,"(21.0, 36.0, 34.57142857142857)","(3.6, 4.6, 4.484848484848485)","(18.0, 25.0, 24.666666666666668)","(2.1, 2.46, 2.4078260869565216)","(6.0, 8.4, 8.278260869565218)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 41.1)","(17.0, 28.0, 26.0)"
12-01-2023 12:38:16.668591,"(21.0, 36.0, 34.125)","(3.6, 4.6, 4.48125)","(18.0, 26.0, 22.486486486486488)","(2.1, 2.46, 2.4078260869565216)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 41.1)","(17.0, 28.0, 25.3)"
12-01-2023 12:38:17.732371,"(21.0, 36.0, 34.125)","(3.6, 4.6, 4.496296296296296)","(18.0, 26.0, 22.52777777777778)","(2.1, 2.46, 2.4078260869565216)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 40.8)","(17.0, 28.0, 25.857142857142858)"
12-01-2023 12:38:18.713909,"(21.0, 36.0, 34.13333333333333)","(3.6, 4.6, 4.466666666666667)","(17.0, 25.0, 22.76)","(2.1, 2.46, 2.413684210526316)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 37.5)","(17.0, 28.0, 25.545454545454547)"
12-01-2023 12:38:20.022580,"(21.0, 36.0, 34.142857142857146)","(3.6, 4.6, 4.449999999999999)","(17.0, 25.0, 22.571428571428573)","(2.1, 2.46, 2.413684210526316)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 37.76470588235294)","(17.0, 28.0, 25.545454545454547)"
12-01-2023 12:38:21.116166,"(21.0, 38.0, 36.0)","(3.6, 4.6, 4.457142857142857)","(17.0, 23.0, 22.833333333333332)","(2.1, 2.46, 2.4028571428571426)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 38.72727272727273)","(17.0, 28.0, 25.545454545454547)"
12-01-2023 12:38:22.257805,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.506666666666667)","(17.0, 23.0, 22.0)","(2.1, 2.46, 2.408)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 37.76470588235294)","(17.0, 28.0, 25.545454545454547)"
12-01-2023 12:38:23.565047,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.442105263157895)","(17.0, 23.0, 21.75862068965517)","(2.1, 2.46, 2.408)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 37.76470588235294)","(17.0, 28.0, 25.545454545454547)"
12-01-2023 12:38:24.719820,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.442105263157895)","(17.0, 23.0, 21.75862068965517)","(2.1, 2.46, 2.408)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 38.72727272727273)","(17.0, 28.0, 25.3)"
12-01-2023 12:38:25.779909,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.483333333333333)","(17.0, 23.0, 21.814814814814813)","(2.1, 2.46, 2.408)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.016666666666666)","(31.0, 42.0, 38.72727272727273)","(17.0, 28.0, 25.3)"
12-01-2023 12:38:26.834636,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.483333333333333)","(17.0, 23.0, 21.814814814814813)","(2.1, 2.46, 2.408)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.2, 9.2)","(31.0, 42.0, 37.76470588235294)","(17.0, 28.0, 25.3)"
12-01-2023 12:38:27.941495,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.483333333333333)","(17.0, 22.0, 21.142857142857142)","(2.1, 2.46, 2.4266666666666667)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.4, 9.32)","(31.0, 42.0, 38.72727272727273)","(17.0, 28.0, 25.333333333333332)"
12-01-2023 12:38:29.043231,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.48)","(17.0, 22.0, 20.153846153846153)","(2.1, 2.46, 2.4066666666666667)","(6.0, 8.4, 8.336842105263159)","(6.5, 9.4, 9.590909090909092)","(31.0, 42.0, 38.0)","(17.0, 28.0, 26.2)"
12-01-2023 12:38:30.109680,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.539130434782608)","(17.0, 21.0, 20.0)","(2.1, 2.46, 2.4066666666666667)","(6.0, 8.4, 8.336842105263159)","(6.5, 10.0, 9.257142857142856)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:31.106194,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.539130434782608)","(17.0, 21.0, 20.34375)","(2.1, 2.46, 2.4042857142857144)","(6.0, 8.4, 8.336842105263159)","(6.5, 10.0, 9.54782608695652)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 26.4)"
12-01-2023 12:38:32.210737,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.522222222222222)","(17.0, 21.0, 20.045454545454547)","(2.1, 2.46, 2.4042857142857144)","(6.0, 8.4, 8.336842105263159)","(6.5, 10.0, 9.555555555555555)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:33.249352,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.6, 4.539130434782608)","(17.0, 21.0, 20.4)","(2.1, 2.46, 2.4042857142857144)","(6.0, 8.4, 8.336842105263159)","(6.5, 10.0, 10.955056179775282)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 26.4)"
12-01-2023 12:38:34.381785,"(21.0, 40.0, 38.94117647058823)","(3.6, 4.5, 4.45)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.336842105263159)","(6.5, 11.0, 10.88586956521739)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:35.376228,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.5, 4.45)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.336842105263159)","(6.5, 11.0, 10.88586956521739)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:36.452497,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.5, 4.45)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.336842105263159)","(6.5, 11.0, 10.88586956521739)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:37.494311,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.445945945945946)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.329411764705883)","(6.5, 11.0, 10.795121951219512)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:38.606007,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.445945945945946)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.329411764705883)","(6.5, 11.0, 10.795121951219512)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:39.734909,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.445945945945946)","(17.0, 21.0, 19.8)","(2.1, 2.46, 2.4052631578947365)","(6.0, 8.4, 8.329411764705883)","(6.5, 11.0, 10.795121951219512)","(31.0, 42.0, 36.46153846153846)","(17.0, 28.0, 27.0)"
12-01-2023 12:38:40.888079,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.490322580645161)","(17.0, 21.0, 20.333333333333332)","(2.1, 2.46, 2.395483870967742)","(6.0, 8.4, 8.746666666666668)","(6.5, 11.0, 10.758139534883721)","(31.0, 42.0, 38.21052631578947)","(17.0, 26.0, 25.846153846153847)"
12-01-2023 12:38:41.990800,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.427272727272728)","(17.0, 21.0, 20.571428571428573)","(2.1, 2.46, 2.3975)","(6.0, 8.8, 8.746666666666668)","(6.5, 11.0, 10.758139534883721)","(31.0, 42.0, 36.46153846153846)","(17.0, 26.0, 25.846153846153847)"
12-01-2023 12:38:43.093220,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43076923076923)","(17.0, 22.0, 20.541666666666668)","(2.1, 2.44, 2.3971428571428572)","(6.0, 8.8, 8.757894736842106)","(6.5, 11.0, 10.758139534883721)","(31.0, 42.0, 36.46153846153846)","(17.0, 26.0, 25.846153846153847)"
12-01-2023 12:38:44.119316,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43076923076923)","(17.0, 22.0, 20.75)","(2.1, 2.44, 2.3971428571428572)","(6.0, 8.8, 8.757894736842106)","(6.5, 11.0, 10.76923076923077)","(31.0, 42.0, 38.21052631578947)","(17.0, 26.0, 25.77777777777778)"
12-01-2023 12:38:45.355000,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43076923076923)","(17.0, 22.0, 20.055555555555557)","(2.1, 2.44, 2.3947826086956523)","(6.0, 8.8, 8.757894736842106)","(6.5, 11.0, 10.768115942028986)","(31.0, 42.0, 36.46153846153846)","(17.0, 26.0, 25.77777777777778)"
12-01-2023 12:38:46.362351,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.427272727272728)","(17.0, 22.0, 21.045454545454547)","(2.1, 2.38, 2.375)","(6.0, 8.8, 8.757894736842106)","(6.5, 11.0, 10.768115942028986)","(31.0, 42.0, 36.857142857142854)","(17.0, 26.0, 25.77777777777778)"
12-01-2023 12:38:47.517277,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.478571428571429)","(17.0, 22.0, 21.125)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(6.5, 11.0, 10.768115942028986)","(31.0, 42.0, 37.76470588235294)","(17.0, 26.0, 25.77777777777778)"
12-01-2023 12:38:48.722683,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.478571428571429)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 37.63636363636364)","(17.0, 26.0, 25.88235294117647)"
12-01-2023 12:38:49.787282,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43235294117647)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 37.63636363636364)","(17.0, 26.0, 26.666666666666668)"
12-01-2023 12:38:50.827851,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43235294117647)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 36.35294117647059)","(17.0, 28.0, 26.785714285714285)"
12-01-2023 12:38:51.871702,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43235294117647)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 37.82608695652174)","(17.0, 27.0, 26.476190476190474)"
12-01-2023 12:38:52.984396,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43235294117647)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 37.82608695652174)","(17.0, 28.0, 26.785714285714285)"
12-01-2023 12:38:54.049136,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.43235294117647)","(15.0, 22.0, 20.821428571428573)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 42.0, 37.82608695652174)","(17.0, 27.0, 26.785714285714285)"
12-01-2023 12:38:55.033932,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.448)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.757894736842106)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 36.666666666666664)","(17.0, 27.0, 26.476190476190474)"
12-01-2023 12:38:56.102810,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.441666666666666)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.773913043478261)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.04761904761905)","(17.0, 28.0, 27.058823529411764)"
12-01-2023 12:38:57.221238,"(21.0, 40.0, 38.714285714285715)","(3.6, 4.6, 4.427272727272727)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.38, 2.36)","(6.0, 8.8, 8.773913043478261)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.04761904761905)","(17.0, 28.0, 26.476190476190474)"
12-01-2023 12:38:58.292748,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.427272727272727)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.42, 2.363157894736842)","(6.0, 8.8, 8.757142857142858)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.04761904761905)","(17.0, 28.0, 26.476190476190474)"
12-01-2023 12:38:59.347370,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.416666666666666)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.42, 2.363157894736842)","(6.0, 8.8, 8.757142857142858)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.368421052631575)","(17.0, 28.0, 26.785714285714285)"
12-01-2023 12:39:00.411378,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.416666666666666)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.42, 2.3642857142857143)","(6.0, 8.8, 8.757142857142858)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.368421052631575)","(17.0, 27.0, 26.785714285714285)"
12-01-2023 12:39:01.590767,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.416666666666666)","(15.0, 22.0, 20.77777777777778)","(2.1, 2.42, 2.3642857142857143)","(6.0, 8.8, 8.753846153846155)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.368421052631575)","(17.0, 27.0, 27.058823529411764)"
12-01-2023 12:39:02.756478,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.427272727272727)","(15.0, 22.0, 20.714285714285715)","(2.1, 2.42, 2.3829629629629627)","(6.0, 8.8, 8.733333333333334)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.2)","(17.0, 28.0, 27.058823529411764)"
12-01-2023 12:39:03.784357,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.416666666666666)","(15.0, 22.0, 20.714285714285715)","(2.1, 2.46, 2.3829629629629627)","(6.0, 8.8, 8.733333333333334)","(7.0, 11.0, 10.768115942028986)","(31.0, 38.0, 37.2)","(17.0, 28.0, 27.058823529411764)"
12-01-2023 12:39:04.830542,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.416666666666666)","(15.0, 22.0, 20.714285714285715)","(2.1, 2.46, 2.3829629629629627)","(6.0, 8.8, 8.757142857142858)","(7.0, 11.0, 10.787128712871286)","(31.0, 38.0, 36.76923076923077)","(17.0, 28.0, 27.058823529411764)"
12-01-2023 12:39:05.945365,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.41)","(15.0, 22.0, 20.714285714285715)","(2.1, 2.46, 2.3825)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.75)","(31.0, 38.0, 36.22222222222222)","(17.0, 28.0, 26.476190476190474)"
12-01-2023 12:39:07.068306,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.411111111111111)","(15.0, 22.0, 20.655172413793103)","(2.1, 2.46, 2.3825)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.748815165876778)","(31.0, 38.0, 36.5)","(17.0, 27.0, 26.785714285714285)"
12-01-2023 12:39:08.096761,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.4725)","(15.0, 22.0, 20.655172413793103)","(2.1, 2.46, 2.3825)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.748815165876778)","(31.0, 38.0, 36.8)","(17.0, 27.0, 26.57142857142857)"
12-01-2023 12:39:09.123887,"(21.0, 40.0, 39.05263157894737)","(3.6, 4.6, 4.464285714285714)","(15.0, 22.0, 20.655172413793103)","(2.1, 2.46, 2.3825)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.376470588235295)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.57142857142857)"
12-01-2023 12:39:10.229283,"(21.0, 40.0, 39.1)","(3.6, 4.6, 4.4676470588235295)","(15.0, 22.0, 20.741935483870968)","(2.1, 2.48, 2.4072727272727272)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.345679012345679)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.57142857142857)"
12-01-2023 12:39:11.329443,"(21.0, 40.0, 39.1)","(3.6, 4.5, 4.45)","(15.0, 22.0, 20.741935483870968)","(2.1, 2.48, 2.437894736842105)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.345679012345679)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:12.427868,"(21.0, 40.0, 39.1)","(3.6, 4.5, 4.45)","(15.0, 22.0, 20.08823529411765)","(2.1, 2.48, 2.405925925925926)","(6.0, 8.8, 8.74)","(7.0, 11.0, 10.283783783783784)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:13.493488,"(21.0, 40.0, 39.1)","(3.6, 4.5, 4.45)","(15.0, 21.0, 20.7)","(2.1, 2.46, 2.402608695652174)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.208955223880597)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:14.521437,"(21.0, 40.0, 39.1)","(3.6, 4.5, 4.423076923076923)","(15.0, 21.0, 20.85)","(2.1, 2.46, 2.3993103448275863)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.131147540983607)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:15.598932,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.429411764705883)","(15.0, 21.0, 20.7)","(2.1, 2.46, 2.402222222222222)","(6.0, 8.8, 8.68)","(7.0, 11.0, 9.596923076923078)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:16.747840,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.429411764705883)","(15.0, 21.0, 20.7)","(2.1, 2.48, 2.4351724137931035)","(6.0, 8.8, 8.68)","(7.0, 11.0, 10.276190476190477)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:17.863324,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.429411764705883)","(15.0, 21.0, 20.113636363636363)","(2.1, 2.48, 2.4351724137931035)","(6.0, 8.8, 8.457142857142857)","(7.0, 11.0, 10.176470588235293)","(31.0, 38.0, 33.2)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:18.902175,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.404761904761905)","(15.0, 22.0, 20.08823529411765)","(2.1, 2.48, 2.4351724137931035)","(6.0, 8.8, 8.457142857142857)","(7.0, 11.0, 10.176470588235293)","(31.0, 38.0, 35.84615384615385)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:19.956397,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.469230769230769)","(15.0, 22.0, 21.5)","(2.1, 2.46, 2.388)","(6.0, 8.8, 8.8)","(7.0, 11.0, 10.182481751824819)","(31.0, 42.0, 37.42857142857143)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:21.072149,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.429411764705883)","(15.0, 21.0, 20.85)","(2.1, 2.46, 2.3828571428571426)","(6.0, 9.0, 8.871428571428572)","(7.0, 11.0, 10.182481751824819)","(31.0, 42.0, 38.0)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:22.229886,"(21.0, 40.0, 39.25)","(3.6, 4.5, 4.427272727272727)","(15.0, 21.0, 20.85)","(2.1, 2.46, 2.38375)","(6.0, 9.0, 8.8875)","(7.0, 11.0, 10.18840579710145)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:23.350320,"(21.0, 46.0, 44.4)","(3.6, 4.5, 4.4399999999999995)","(15.0, 21.0, 20.85)","(2.1, 2.44, 2.368)","(6.0, 9.0, 8.8875)","(7.0, 11.0, 9.641176470588235)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:24.375309,"(21.0, 46.0, 43.666666666666664)","(3.6, 4.5, 4.4)","(15.0, 21.0, 20.7)","(2.1, 2.44, 2.368)","(6.0, 9.0, 8.8875)","(7.0, 11.0, 9.698591549295774)","(31.0, 42.0, 40.45161290322581)","(17.0, 27.0, 26.7)"
12-01-2023 12:39:25.403878,"(21.0, 46.0, 43.666666666666664)","(3.6, 4.5, 4.42)","(15.0, 21.0, 20.7)","(2.1, 2.44, 2.366153846153846)","(6.5, 9.0, 8.8875)","(7.5, 11.0, 9.693333333333333)","(31.0, 42.0, 39.86666666666667)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:26.518258,"(21.0, 46.0, 43.666666666666664)","(3.6, 4.5, 4.442857142857143)","(15.0, 22.0, 20.08823529411765)","(2.1, 2.44, 2.36695652173913)","(6.5, 9.0, 8.8875)","(7.5, 11.0, 9.693333333333333)","(31.0, 42.0, 39.86666666666667)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:27.655240,"(21.0, 46.0, 43.666666666666664)","(3.6, 4.5, 4.442857142857143)","(15.0, 22.0, 20.08823529411765)","(2.1, 2.44, 2.3777777777777778)","(6.5, 9.0, 8.8875)","(7.5, 11.0, 9.32)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:28.759823,"(21.0, 46.0, 44.2)","(3.6, 4.5, 4.436842105263158)","(15.0, 22.0, 20.08823529411765)","(2.1, 2.44, 2.3777777777777778)","(6.5, 9.0, 8.8875)","(7.5, 9.8, 9.133333333333333)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.727272727272727)"
12-01-2023 12:39:29.770840,"(21.0, 46.0, 44.2)","(3.6, 4.5, 4.436842105263158)","(15.0, 21.0, 20.85)","(2.1, 2.44, 2.3885714285714283)","(6.5, 9.0, 8.8875)","(7.5, 9.8, 8.923076923076923)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.6)"
12-01-2023 12:39:30.836248,"(21.0, 46.0, 44.2)","(3.6, 4.5, 4.436842105263158)","(15.0, 21.0, 20.7)","(2.1, 2.46, 2.42)","(6.5, 9.0, 8.8875)","(7.5, 9.6, 8.88421052631579)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.6)"
12-01-2023 12:39:31.905043,"(21.0, 46.0, 44.5)","(3.6, 4.5, 4.409090909090909)","(15.0, 21.0, 20.7)","(2.1, 2.46, 2.41125)","(6.5, 9.0, 8.7)","(7.5, 9.6, 9.042857142857143)","(31.0, 42.0, 39.86666666666667)","(17.0, 27.0, 26.6)"
12-01-2023 12:39:33.041287,"(21.0, 46.0, 44.5)","(3.6, 4.5, 4.414285714285715)","(15.0, 21.0, 20.85)","(2.1, 2.46, 2.41125)","(6.5, 9.0, 8.7)","(7.5, 9.6, 9.042857142857143)","(31.0, 42.0, 39.86666666666667)","(17.0, 27.0, 26.6)"
12-01-2023 12:39:34.111583,"(21.0, 46.0, 45.14285714285714)","(3.6, 4.5, 4.461538461538462)","(15.0, 21.0, 20.0)","(2.1, 2.46, 2.41125)","(6.5, 9.0, 8.7)","(7.5, 9.6, 9.042857142857143)","(31.0, 42.0, 40.22222222222222)","(17.0, 27.0, 26.7)"
