,Tessa Orchid,Princess Gypsy,Little Zambora,Lala Ultra Fast,River Matt,Super Bob,Holtorf Bale,Vitnell Bale
14-12-2022 13:40:50.424278,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:51.708958,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:52.833601,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:54.020919,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:55.153817,"(12.0, 30.0, 20.555555555555557)","(8.0, 11.0, 9.628571428571428)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 80.0, 63.42857142857143)"
14-12-2022 13:40:56.684418,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:40:57.905724,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:40:58.952775,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:00.469495,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.5, 9.614285714285714)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:02.026266,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.5, 9.399999999999999)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:03.308799,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:04.760274,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:06.285603,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.5, 8.325)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:07.536829,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.5, 9.16)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:09.216295,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:10.932893,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:12.484052,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.5, 13.933333333333334)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:14.050369,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.5, 13.133333333333333)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:15.810556,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:17.388468,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:18.897003,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:20.268948,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:21.586768,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:22.848455,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:24.231026,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:25.670980,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 51.44444444444444)"
14-12-2022 13:41:27.147012,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 75.0, 39.91666666666667)"
14-12-2022 13:41:28.545032,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:29.840863,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:31.167942,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.386666666666667)","(2.45, 2.98, 2.6733333333333333)","(4.8, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:32.550187,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 15.0, 12.23076923076923)","(2.45, 2.98, 2.716)","(4.8, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:33.882096,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.3125)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.8422222222222224)","(4.8, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:35.150925,"(12.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.692307692307693)","(6.0, 11.0, 9.399999999999999)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.8422222222222224)","(4.8, 11.5, 10.52)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:36.478167,"(13.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.692307692307693)","(6.0, 11.0, 8.963636363636363)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.8422222222222224)","(5.0, 11.5, 10.52)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:37.814891,"(13.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.692307692307693)","(6.0, 11.0, 8.963636363636363)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.8422222222222224)","(5.0, 11.5, 10.52)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:39.112002,"(13.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.692307692307693)","(6.0, 11.0, 8.963636363636363)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.8422222222222224)","(5.0, 11.5, 10.52)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:40.453474,"(13.0, 30.0, 20.555555555555557)","(8.0, 10.5, 9.692307692307693)","(6.0, 11.0, 9.538461538461538)","(6.0, 13.0, 9.16)","(8.0, 14.0, 12.23076923076923)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.52)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:41.707012,"(13.0, 30.0, 20.555555555555557)","(8.0, 12.0, 11.018181818181818)","(6.0, 14.0, 9.538461538461538)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:43.087355,"(13.0, 26.0, 24.555555555555557)","(8.0, 12.0, 10.3)","(6.0, 12.5, 10.35)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:44.417518,"(13.0, 26.0, 24.555555555555557)","(8.0, 12.0, 10.3)","(6.0, 12.5, 10.375)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:45.702192,"(13.0, 26.0, 24.555555555555557)","(8.0, 12.0, 10.3)","(6.0, 14.0, 10.375)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 28.25)"
14-12-2022 13:41:46.898894,"(13.0, 26.0, 24.555555555555557)","(8.0, 12.0, 10.3)","(6.0, 14.0, 10.375)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 26.23076923076923)"
14-12-2022 13:41:48.261058,"(13.0, 26.0, 24.555555555555557)","(8.0, 12.0, 10.3)","(6.0, 14.0, 10.375)","(6.0, 13.0, 9.16)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 26.23076923076923)"
14-12-2022 13:41:49.705208,"(13.0, 26.0, 24.375)","(8.0, 12.0, 10.3)","(6.0, 14.0, 10.375)","(6.0, 13.0, 11.32)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 26.23076923076923)"
14-12-2022 13:41:51.075426,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.6875)","(6.0, 14.0, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:41:52.670161,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:41:54.142133,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:41:55.559194,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:41:57.091590,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:41:58.603165,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:42:00.071530,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:42:01.400187,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.173333333333334)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 10.325)","(21.0, 65.0, 43.086956521739125)"
14-12-2022 13:42:02.912289,"(13.0, 26.0, 20.0)","(8.0, 12.5, 8.872093023255813)","(6.0, 14.0, 10.375)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 8.366666666666667)","(21.0, 65.0, 36.05882352941177)"
14-12-2022 13:42:04.225807,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.527272727272727)","(6.0, 13.5, 11.09090909090909)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 43.608695652173914)"
14-12-2022 13:42:05.729405,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:07.185479,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:08.446259,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:09.792038,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:11.267376,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:12.748455,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.166666666666666)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:14.189464,"(13.0, 26.0, 20.0)","(8.0, 12.0, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:15.560120,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:16.817097,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 11.25)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:18.228174,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 14.0, 10.9)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:19.606784,"(13.0, 26.0, 20.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 13.5, 10.9)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:21.111762,"(13.0, 26.0, 18.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 13.5, 10.435714285714285)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:22.489331,"(13.0, 26.0, 18.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 13.5, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:23.907037,"(13.0, 26.0, 18.0)","(8.0, 11.5, 9.6875)","(6.0, 13.5, 10.32)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.807142857142857)","(21.0, 65.0, 44.5)"
14-12-2022 13:42:25.261203,"(13.0, 26.0, 16.0)","(8.0, 11.5, 9.733333333333333)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 8.366666666666667)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:26.594507,"(13.0, 28.0, 16.333333333333332)","(8.0, 12.0, 9.384615384615385)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 8.366666666666667)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:27.895567,"(13.0, 27.0, 15.857142857142858)","(8.0, 12.0, 9.384615384615385)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 8.366666666666667)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:29.347165,"(13.0, 27.0, 15.857142857142858)","(8.0, 12.0, 9.384615384615385)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 8.366666666666667)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:30.776341,"(13.0, 27.0, 15.857142857142858)","(8.0, 12.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.5, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:32.101517,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:33.496834,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:34.737750,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:36.039500,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:37.449461,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:38.770232,"(13.0, 27.0, 15.857142857142858)","(8.0, 11.0, 9.5)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.733333333333333)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:39.987976,"(13.0, 27.0, 21.42857142857143)","(8.0, 11.0, 8.959999999999999)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.136842105263158)","(2.45, 2.94, 2.556)","(5.0, 11.0, 7.945454545454545)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:41.476429,"(13.0, 27.0, 21.42857142857143)","(8.0, 11.0, 8.959999999999999)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 10.136842105263158)","(2.45, 2.94, 2.5141176470588236)","(5.0, 11.0, 8.083333333333334)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:43.013376,"(13.0, 27.0, 22.41176470588235)","(8.0, 10.5, 9.692307692307693)","(6.0, 13.5, 10.471428571428572)","(6.0, 12.5, 8.96)","(8.0, 13.0, 11.469565217391304)","(2.45, 2.92, 2.54)","(5.0, 9.6, 8.386666666666667)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:44.785572,"(13.0, 27.0, 22.41176470588235)","(8.0, 10.5, 9.3125)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 11.044444444444444)","(2.45, 2.9, 2.54)","(5.0, 9.6, 7.92)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:46.263018,"(13.0, 27.0, 22.41176470588235)","(8.0, 10.5, 9.3125)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 11.044444444444444)","(2.45, 2.9, 2.54)","(5.0, 9.6, 7.779999999999999)","(21.0, 65.0, 39.10526315789474)"
14-12-2022 13:42:47.893140,"(13.0, 27.0, 22.41176470588235)","(8.0, 10.5, 9.3125)","(6.0, 13.5, 11.379999999999999)","(6.0, 12.5, 8.96)","(8.0, 13.0, 11.044444444444444)","(2.45, 2.9, 2.54)","(5.0, 9.6, 8.48)","(21.0, 65.0, 39.10526315789474)"
