,Fat And Furious,Walk Softly,Uptown Rhapsody,Renegade Princess,Miss Ghislaine,The Ginger Queen,Pink Channel,Opal Creek,Twelve Stars
11-01-2023 09:19:56.097166,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:57.369246,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:19:58.637841,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:00.004832,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:01.236764,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:02.457123,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:03.647926,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:04.865390,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:06.103848,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:07.337671,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:08.598990,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:09.886256,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:11.141238,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:12.355552,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:13.583101,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:14.777400,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:15.961740,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:17.280668,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:18.620521,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:19.998547,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:21.410640,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:22.757576,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:24.106603,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:25.452466,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:27.005709,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:28.429896,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.6, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:20:29.883965,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:31.343084,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:32.676092,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:33.984443,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:35.291279,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:36.662128,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:37.957239,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:39.318449,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:40.738601,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:42.147222,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:43.481161,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:44.791193,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:46.127392,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:47.398196,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:48.731063,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:50.033572,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:51.415960,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:52.835093,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:54.255578,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:55.640812,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:56.949268,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:58.268856,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:20:59.550736,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:00.853622,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:02.128617,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:03.507615,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:05.094794,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:06.545805,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:08.011553,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:09.518245,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:10.999452,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:12.523078,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:14.011266,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:15.425924,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:16.962687,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:18.506259,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:20.063480,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:21.990532,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:23.384050,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:24.981928,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:26.574380,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:28.112582,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:29.574475,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:31.102782,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:32.598909,"(6.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:34.231226,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:35.869845,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:37.609104,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:39.130273,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:40.690386,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:42.366521,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:44.177592,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:45.790914,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:47.504435,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:49.210638,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:50.902069,"(6.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:52.507218,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:54.070445,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:55.674499,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:57.296711,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:21:58.903789,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:00.567791,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:02.190601,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:03.707993,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:05.231780,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:06.887463,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:08.912954,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:10.737469,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:12.488708,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
11-01-2023 09:22:14.165341,"(5.5, 99999, 99990)","(7.5, 99999, 99990)","(51.0, 99999, 99990)","(3.9, 99999, 99990)","(11.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(7.5, 99999, 99990)"
