,Bisping,Double Edge Sword,Im A Cowboy,Scatamaran,Rithm Nic
15-12-2022 12:13:29.843856,"(7.0, 9.4, 9.215384615384615)","(6.5, 7.8, 7.682926829268292)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(1.95, 2.22, 2.184137931034483)"
15-12-2022 12:13:30.780364,"(7.0, 9.4, 9.215384615384615)","(6.5, 7.8, 7.682926829268292)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(1.95, 2.22, 2.184137931034483)"
15-12-2022 12:13:31.733270,"(7.0, 9.4, 9.215384615384615)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(1.95, 2.22, 2.184137931034483)"
15-12-2022 12:13:32.638512,"(7.0, 9.4, 9.215384615384615)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(1.95, 2.22, 2.184137931034483)"
15-12-2022 12:13:33.445305,"(7.0, 9.4, 9.215384615384615)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(1.95, 2.22, 2.184137931034483)"
15-12-2022 12:13:34.253092,"(6.5, 9.4, 9.215384615384615)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:35.097143,"(6.5, 9.4, 9.215384615384615)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.537037037037036)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:36.154485,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:37.239913,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.7)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:38.319964,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.71578947368421)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:39.131817,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.71578947368421)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:40.036162,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.71578947368421)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:40.940996,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.71578947368421)","(9.0, 12.5, 11.666666666666666)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:42.174460,"(6.5, 9.4, 9.258823529411766)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:43.183080,"(6.5, 9.6, 9.423529411764706)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:44.138783,"(6.5, 9.6, 9.423529411764706)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:45.481760,"(6.5, 9.6, 9.423529411764706)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:46.454390,"(6.5, 9.6, 9.423529411764706)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:47.421184,"(6.5, 9.6, 9.423529411764706)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.447368421052632)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:48.431202,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:49.513396,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:50.533219,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:51.465347,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:52.276900,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:53.131288,"(6.5, 9.6, 9.377777777777776)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:54.061804,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:55.100134,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:56.085730,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:56.970829,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:57.863950,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:58.739070,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:13:59.582644,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:00.427035,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:01.283791,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:02.114900,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:03.078003,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:04.096632,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.198028169014085)"
15-12-2022 12:14:04.932678,"(6.5, 9.6, 9.284210526315789)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.7)","(4.2, 5.0, 4.9818181818181815)","(2.0, 2.22, 2.198028169014085)"
15-12-2022 12:14:05.744387,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:06.526231,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:07.387464,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:08.329510,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:09.358378,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:10.199418,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(9.0, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:10.996674,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(8.5, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:11.792310,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(8.5, 12.5, 11.73076923076923)","(4.2, 5.0, 4.982857142857143)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:12.657471,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(8.5, 12.5, 11.73076923076923)","(4.2, 5.0, 4.9605263157894735)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:13.475762,"(6.5, 9.6, 9.299999999999999)","(6.5, 7.8, 7.704)","(8.5, 12.5, 11.73076923076923)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:14.319564,"(6.5, 9.6, 9.299999999999999)","(6.5, 8.4, 7.9)","(8.5, 12.5, 11.73076923076923)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:15.339022,"(6.5, 9.6, 9.225)","(6.5, 9.0, 7.989473684210527)","(8.5, 12.5, 10.714285714285714)","(4.2, 5.0, 4.973214285714286)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:16.259128,"(6.5, 9.6, 9.225)","(6.5, 8.8, 8.290909090909091)","(8.5, 12.0, 10.714285714285714)","(4.2, 5.0, 4.973214285714286)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:17.119391,"(6.5, 9.6, 8.933333333333334)","(6.5, 8.8, 8.290909090909091)","(8.5, 12.0, 10.714285714285714)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:18.008975,"(6.5, 9.6, 8.933333333333334)","(6.5, 8.8, 8.290909090909091)","(8.5, 12.0, 10.8)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.184137931034483)"
15-12-2022 12:14:18.873861,"(6.5, 9.4, 9.327272727272728)","(6.5, 8.6, 8.333333333333332)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:19.720238,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.3)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:20.537672,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.3)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:21.475848,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.458823529411765)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:22.288330,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.458823529411765)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:23.157321,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.3)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:24.062390,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.3)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:24.919245,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.49090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:25.708424,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.49090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:26.491387,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.36)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:27.311854,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.36)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:28.193266,"(6.5, 9.6, 9.225)","(6.5, 8.6, 8.49090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:29.102128,"(6.5, 9.6, 9.299999999999999)","(6.5, 8.6, 8.49090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:29.960621,"(6.5, 9.4, 9.16)","(6.5, 8.6, 8.36)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:31.029669,"(6.5, 9.4, 9.16)","(6.5, 8.6, 8.309090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:31.912726,"(6.5, 9.4, 9.16)","(6.5, 8.4, 8.309090909090909)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:32.740739,"(6.5, 9.4, 9.025)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:33.624652,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:34.562696,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.192142857142857)"
15-12-2022 12:14:35.468933,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:36.287598,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:37.124092,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:37.961232,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.976923076923077)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:38.807453,"(6.5, 9.4, 9.200000000000001)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.973214285714286)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:39.671222,"(6.5, 9.4, 9.261538461538462)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:40.460029,"(6.5, 9.4, 9.261538461538462)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:41.275161,"(6.5, 9.4, 9.261538461538462)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:42.132496,"(6.5, 9.4, 9.261538461538462)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:42.940462,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.4, 8.335483870967742)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:43.743870,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:44.567537,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:45.466742,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:46.269792,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:47.115591,"(6.5, 9.4, 9.294117647058824)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:48.011603,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:48.868851,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:49.684298,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:50.531823,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:51.537034,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:52.519674,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:53.410354,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:54.264084,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:55.138978,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:56.016281,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.148387096774194)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:56.846888,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.559999999999999)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.965116279069767)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:57.671669,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:58.476850,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:14:59.333783,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:15:00.263317,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:15:01.163192,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:15:02.028261,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1935593220338987)"
15-12-2022 12:15:02.829385,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.168)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.186451612903226)"
15-12-2022 12:15:03.675915,"(6.5, 9.4, 9.1)","(6.5, 8.2, 8.168)","(8.5, 12.0, 10.636363636363637)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.186451612903226)"
15-12-2022 12:15:04.534184,"(6.5, 9.4, 9.1)","(6.5, 8.6, 8.552)","(8.5, 12.0, 11.555555555555555)","(4.2, 5.0, 4.954545454545455)","(2.0, 2.22, 2.186451612903226)"
15-12-2022 12:15:05.399869,"(6.5, 9.4, 9.2)","(6.5, 8.6, 8.552)","(8.5, 12.0, 11.555555555555555)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.186451612903226)"
15-12-2022 12:15:06.237436,"(6.5, 9.4, 9.2)","(6.5, 8.6, 8.428571428571429)","(8.5, 12.0, 11.565217391304348)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:07.077792,"(6.5, 9.4, 9.2)","(6.5, 8.6, 8.428571428571429)","(8.5, 12.0, 11.565217391304348)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:07.942477,"(6.5, 9.4, 9.2)","(6.5, 8.6, 8.428571428571429)","(8.5, 12.0, 11.565217391304348)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:08.784401,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.257142857142858)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:09.584546,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.257142857142858)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:10.400309,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.257142857142858)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:11.238083,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.257142857142858)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:12.090275,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.257142857142858)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:13.033433,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.294736842105264)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:13.963181,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.294736842105264)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:14.849552,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.294736842105264)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:15.695996,"(6.5, 9.4, 9.2)","(6.5, 8.4, 8.294736842105264)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
15-12-2022 12:15:16.497717,"(6.5, 9.4, 9.290909090909091)","(6.5, 8.4, 8.200000000000001)","(8.5, 11.5, 11.421052631578947)","(4.2, 5.0, 4.955882352941177)","(2.0, 2.22, 2.1894117647058824)"
