,Family Star,Higher Realm,Lily Ofthe Glen,Aspen Lad,Hit Snooze
07-01-2023 14:20:01.909828,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.9, 3.826282051282051)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:03.011344,"(4.0, 5.1, 4.937142857142857)","(3.9, 4.5, 4.461290322580646)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.9, 3.8246987951807228)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:03.855135,"(4.0, 5.1, 4.921875)","(3.9, 4.5, 4.470731707317073)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.9, 3.8246987951807228)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:04.731374,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.470731707317073)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:05.622461,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:06.578285,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:07.451510,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:08.368690,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:09.336543,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.540909090909091)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.136363636363637)"
07-01-2023 14:20:10.272377,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.122222222222223)"
07-01-2023 14:20:11.213145,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.122222222222223)"
07-01-2023 14:20:12.042903,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.122222222222223)"
07-01-2023 14:20:13.007671,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.478571428571429)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.85, 3.8450980392156864)","(5.5, 7.2, 7.139130434782609)"
07-01-2023 14:20:13.947941,"(4.0, 5.1, 4.941666666666666)","(3.9, 4.5, 4.473913043478261)","(4.8, 5.8, 5.552173913043478)","(3.4, 3.85, 3.8243386243386244)","(5.5, 7.2, 7.163636363636364)"
07-01-2023 14:20:14.821359,"(4.0, 5.1, 4.966666666666667)","(3.9, 4.5, 4.480952380952381)","(4.8, 5.8, 5.469565217391304)","(3.4, 3.9, 3.8243386243386244)","(5.5, 7.2, 7.175)"
07-01-2023 14:20:15.721785,"(4.0, 5.1, 5.002941176470588)","(3.9, 4.5, 4.480952380952381)","(4.8, 5.7, 5.485714285714286)","(3.4, 3.9, 3.8243386243386244)","(5.5, 7.2, 7.175)"
07-01-2023 14:20:16.534678,"(4.0, 5.1, 5.0175)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.466666666666667)","(3.4, 3.9, 3.823115577889447)","(5.5, 7.2, 7.175)"
07-01-2023 14:20:17.477312,"(4.0, 5.1, 5.0175)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.466666666666667)","(3.4, 3.9, 3.823115577889447)","(5.5, 7.2, 7.175)"
07-01-2023 14:20:18.447169,"(4.0, 5.1, 5.0175)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.466666666666667)","(3.4, 3.9, 3.8269005847953217)","(5.5, 7.2, 7.175)"
07-01-2023 14:20:19.365115,"(4.0, 5.1, 5.0175)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.466666666666667)","(3.4, 3.9, 3.8269005847953217)","(5.5, 7.2, 7.384615384615385)"
07-01-2023 14:20:20.284980,"(4.0, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.466666666666667)","(3.4, 3.9, 3.8269005847953217)","(5.5, 7.4, 7.385714285714286)"
07-01-2023 14:20:21.236627,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.396551724137931)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.4, 7.385714285714286)"
07-01-2023 14:20:22.193754,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.396551724137931)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.4, 7.385714285714286)"
07-01-2023 14:20:23.044608,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.396551724137931)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.574468085106383)"
07-01-2023 14:20:23.997882,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.574468085106383)"
07-01-2023 14:20:24.881247,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.574468085106383)"
07-01-2023 14:20:25.834554,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.574468085106383)"
07-01-2023 14:20:26.788911,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:27.660697,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.8269005847953217)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:28.579761,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.833606557377049)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:29.486645,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.9, 3.83203125)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:30.432303,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:31.216752,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:32.119975,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:33.058688,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:33.884299,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.52)"
07-01-2023 14:20:34.737675,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.3875)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.493333333333333)"
07-01-2023 14:20:35.570149,"(4.2, 5.1, 5.005714285714285)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.4222222222222225)","(3.4, 3.85, 3.8092592592592593)","(6.0, 7.6, 7.493333333333333)"
07-01-2023 14:20:36.521691,"(4.2, 5.1, 4.864285714285714)","(3.9, 4.5, 4.484615384615385)","(4.8, 5.7, 5.443589743589744)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:37.511427,"(4.2, 5.1, 4.927272727272727)","(3.9, 4.4, 4.33943661971831)","(4.8, 5.7, 5.468421052631579)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:38.412728,"(4.2, 5.1, 4.927272727272727)","(3.9, 4.4, 4.335820895522388)","(4.8, 5.7, 5.468421052631579)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:39.329663,"(4.2, 5.1, 4.941666666666666)","(3.9, 4.4, 4.335820895522388)","(4.8, 5.7, 5.468421052631579)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:40.206225,"(4.2, 5.1, 4.941666666666666)","(3.9, 4.4, 4.334782608695652)","(4.8, 5.7, 5.468421052631579)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:41.258411,"(4.2, 5.1, 4.964285714285714)","(3.9, 4.4, 4.347058823529411)","(4.8, 5.7, 5.5)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:42.287601,"(4.2, 5.1, 4.945945945945946)","(3.9, 4.4, 4.395238095238096)","(4.8, 5.7, 5.5)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:43.097124,"(4.2, 5.1, 4.945945945945946)","(3.9, 4.4, 4.395238095238096)","(4.8, 5.7, 5.5)","(3.4, 3.85, 3.815625)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:44.002344,"(4.2, 5.1, 4.927272727272727)","(3.9, 4.4, 4.361538461538462)","(4.8, 5.7, 5.53030303030303)","(3.4, 3.85, 3.8135135135135134)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:44.888943,"(4.2, 5.1, 4.927272727272727)","(3.9, 4.4, 4.366666666666667)","(4.8, 5.7, 5.53030303030303)","(3.4, 3.85, 3.8135135135135134)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:45.880622,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.474545454545455)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8078125)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:46.810114,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.475925925925926)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8078125)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:47.674174,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.475925925925926)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8078125)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:48.564145,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.475925925925926)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8078125)","(6.0, 7.6, 7.574999999999999)"
07-01-2023 14:20:49.501547,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.475925925925926)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8263157894736843)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:50.411389,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.4640625)","(4.8, 5.7, 5.519354838709678)","(3.4, 3.85, 3.8263157894736843)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:51.247053,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.6, 4.463636363636363)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8263157894736843)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:52.259278,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.6, 4.45929203539823)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.84)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:53.255679,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.5, 4.445454545454545)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.84)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:54.183081,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.5, 4.445454545454545)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.84)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:55.090184,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.5, 4.445454545454545)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.84)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:56.026094,"(4.2, 5.1, 4.88076923076923)","(3.9, 4.5, 4.445454545454545)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.84)","(6.0, 7.6, 7.566666666666666)"
07-01-2023 14:20:56.992905,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.407407407407407)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8327272727272725)","(6.0, 7.8, 7.533333333333333)"
07-01-2023 14:20:58.015796,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.407407407407407)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8333333333333335)","(6.0, 7.8, 7.533333333333333)"
07-01-2023 14:20:58.883262,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.407407407407407)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8333333333333335)","(6.0, 7.8, 7.553846153846154)"
07-01-2023 14:20:59.779911,"(4.2, 5.1, 4.916129032258064)","(3.9, 4.5, 4.407407407407407)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8333333333333335)","(6.0, 7.8, 7.553846153846154)"
07-01-2023 14:21:00.636323,"(4.2, 5.1, 4.881818181818182)","(3.9, 4.5, 4.407407407407407)","(4.8, 5.7, 5.4743589743589745)","(3.4, 3.85, 3.8333333333333335)","(6.0, 7.8, 7.681481481481481)"
07-01-2023 14:21:01.556048,"(4.2, 5.0, 4.875)","(3.9, 4.5, 4.381081081081081)","(4.8, 5.6, 5.531818181818181)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.0, 7.969230769230769)"
07-01-2023 14:21:02.466082,"(4.2, 5.0, 4.832258064516129)","(3.9, 4.5, 4.366666666666666)","(4.8, 5.6, 5.496153846153846)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.2, 8.12)"
07-01-2023 14:21:03.311039,"(4.2, 5.0, 4.832857142857143)","(3.9, 4.3, 4.25632183908046)","(4.8, 5.6, 5.482352941176471)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.4, 8.24)"
07-01-2023 14:21:04.150261,"(4.2, 5.0, 4.787272727272727)","(3.9, 4.3, 4.252601156069364)","(4.8, 5.6, 5.496153846153846)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.6, 8.333333333333332)"
07-01-2023 14:21:05.055291,"(4.2, 5.0, 4.798275862068966)","(3.9, 4.3, 4.252601156069364)","(4.8, 5.6, 5.496153846153846)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.6, 8.377777777777776)"
07-01-2023 14:21:06.014537,"(4.2, 5.0, 4.826666666666667)","(3.9, 4.3, 4.252601156069364)","(4.8, 5.6, 5.496153846153846)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.6, 8.377777777777776)"
07-01-2023 14:21:06.872353,"(4.2, 5.0, 4.798275862068966)","(3.9, 4.3, 4.252601156069364)","(4.8, 5.6, 5.496153846153846)","(3.4, 3.85, 3.8330357142857143)","(6.0, 8.6, 8.462068965517242)"
07-01-2023 14:21:07.751913,"(4.2, 5.1, 4.893548387096774)","(3.9, 4.3, 4.251764705882353)","(4.8, 5.6, 5.4312499999999995)","(3.4, 3.9, 3.827205882352941)","(6.0, 8.6, 8.36)"
07-01-2023 14:21:08.670375,"(4.2, 5.1, 4.903076923076923)","(3.9, 4.3, 4.253012048192771)","(4.8, 5.6, 5.3839999999999995)","(3.4, 3.9, 3.827205882352941)","(6.0, 8.6, 8.195652173913043)"
07-01-2023 14:21:09.534174,"(4.2, 5.1, 4.895744680851063)","(3.9, 4.3, 4.240909090909091)","(4.8, 5.6, 5.321428571428571)","(3.4, 3.9, 3.827205882352941)","(6.0, 8.2, 8.195652173913043)"
07-01-2023 14:21:10.552690,"(4.2, 5.1, 4.9078124999999995)","(3.9, 4.3, 4.240909090909091)","(4.8, 5.6, 5.313953488372093)","(3.4, 3.9, 3.83135593220339)","(6.0, 8.2, 8.142857142857142)"
07-01-2023 14:21:11.414386,"(4.2, 5.1, 4.893243243243243)","(3.9, 4.3, 4.246153846153846)","(4.8, 5.6, 5.313953488372093)","(3.4, 3.9, 3.83135593220339)","(6.0, 8.2, 8.142857142857142)"
07-01-2023 14:21:12.324855,"(4.2, 5.0, 4.9837837837837835)","(3.9, 4.3, 4.218478260869565)","(4.8, 5.3, 5.203643724696357)","(3.4, 3.95, 3.93943661971831)","(6.0, 8.2, 8.175510204081633)"
07-01-2023 14:21:13.260977,"(4.2, 5.1, 5.056756756756757)","(3.9, 4.3, 4.216666666666667)","(4.8, 5.3, 5.203643724696357)","(3.4, 3.95, 3.93943661971831)","(6.0, 8.2, 8.18695652173913)"
07-01-2023 14:21:14.470285,"(4.2, 5.1, 5.060714285714285)","(3.9, 4.3, 4.2306930693069305)","(4.8, 5.3, 5.2024509803921575)","(3.4, 3.95, 3.83974358974359)","(6.0, 8.2, 8.188888888888888)"
07-01-2023 14:21:15.673631,"(4.2, 5.1, 5.068115942028985)","(3.9, 4.3, 4.246875)","(4.8, 5.3, 5.1520754716981125)","(3.4, 3.85, 3.8341772151898734)","(6.0, 8.2, 8.338983050847459)"
07-01-2023 14:21:16.614363,"(4.2, 5.1, 5.062962962962962)","(3.9, 4.3, 4.246875)","(4.8, 5.3, 5.1520754716981125)","(3.4, 3.95, 3.844262295081967)","(6.0, 8.4, 8.1)"
07-01-2023 14:21:17.765529,"(4.2, 5.1, 5.0659090909090905)","(3.9, 4.3, 4.3052631578947365)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.95, 3.8789473684210525)","(6.0, 8.2, 8.140425531914893)"
07-01-2023 14:21:18.613630,"(4.2, 5.1, 5.0659090909090905)","(3.9, 4.4, 4.3052631578947365)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.9, 3.8789473684210525)","(6.0, 8.2, 8.116831683168316)"
07-01-2023 14:21:19.502849,"(4.2, 5.1, 5.065116279069767)","(3.9, 4.4, 4.3052631578947365)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.9, 3.8692307692307693)","(6.0, 8.2, 8.092307692307692)"
07-01-2023 14:21:20.511089,"(4.2, 5.1, 5.0928571428571425)","(3.9, 4.4, 4.3052631578947365)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.9, 3.819736842105263)","(6.0, 8.2, 8.125333333333334)"
07-01-2023 14:21:21.387270,"(4.2, 5.1, 5.0928571428571425)","(3.9, 4.4, 4.304411764705883)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.95, 3.819736842105263)","(6.0, 8.2, 8.125333333333334)"
07-01-2023 14:21:22.297014,"(4.2, 5.1, 5.095)","(3.9, 4.4, 4.333333333333333)","(4.8, 5.3, 5.152272727272727)","(3.4, 3.9, 3.844444444444444)","(6.0, 8.2, 8.104347826086956)"
07-01-2023 14:21:23.195179,"(4.4, 5.2, 5.185365853658537)","(3.9, 4.4, 4.3494117647058825)","(4.8, 5.3, 5.15)","(3.4, 3.9, 3.85625)","(6.5, 8.2, 8.123076923076923)"
07-01-2023 14:21:24.246859,"(4.4, 5.2, 5.185365853658537)","(3.9, 4.4, 4.342)","(4.8, 5.3, 5.022222222222222)","(3.4, 3.85, 3.854651162790698)","(6.5, 8.2, 8.166666666666666)"
07-01-2023 14:21:25.078335,"(4.4, 5.3, 5.176923076923076)","(3.9, 4.5, 4.402857142857143)","(4.8, 5.2, 5.022222222222222)","(3.4, 3.9, 3.854651162790698)","(6.5, 8.2, 8.166666666666666)"
07-01-2023 14:21:25.942052,"(4.4, 5.3, 5.18)","(3.9, 4.4, 4.333928571428571)","(4.8, 5.3, 5.14516129032258)","(3.4, 3.9, 3.830508474576271)","(6.5, 8.0, 7.9025)"
07-01-2023 14:21:26.852355,"(4.4, 5.3, 5.18)","(3.9, 4.4, 4.334545454545455)","(4.8, 5.3, 5.14516129032258)","(3.4, 3.9, 3.8299145299145296)","(6.5, 8.0, 7.9025)"
07-01-2023 14:21:27.724405,"(4.4, 5.3, 5.194736842105263)","(3.9, 4.4, 4.346875)","(4.8, 5.3, 5.129166666666666)","(3.4, 3.9, 3.8299145299145296)","(6.5, 8.0, 7.9025)"
07-01-2023 14:21:28.787969,"(4.4, 5.2, 5.178260869565217)","(3.9, 4.4, 4.346875)","(4.8, 5.3, 5.129166666666666)","(3.4, 3.9, 3.8299145299145296)","(6.5, 8.0, 7.880519480519481)"
07-01-2023 14:21:29.709731,"(4.4, 5.2, 5.178260869565217)","(3.9, 4.4, 4.351428571428571)","(4.8, 5.3, 5.129166666666666)","(3.4, 3.9, 3.8299145299145296)","(6.5, 8.0, 7.839285714285714)"
07-01-2023 14:21:30.574907,"(4.4, 5.2, 5.178260869565217)","(3.9, 4.4, 4.351428571428571)","(4.8, 5.3, 5.129166666666666)","(3.4, 3.9, 3.836434108527132)","(6.5, 8.0, 7.839285714285714)"
07-01-2023 14:21:31.531035,"(4.4, 5.2, 5.178260869565217)","(3.9, 4.4, 4.370588235294118)","(4.8, 5.3, 5.140909090909091)","(3.4, 3.9, 3.85625)","(6.5, 8.0, 7.8)"
07-01-2023 14:21:32.458454,"(4.4, 5.3, 5.158064516129032)","(3.9, 4.4, 4.375)","(4.8, 5.3, 5.123913043478261)","(3.4, 3.9, 3.8616279069767443)","(6.5, 7.8, 7.676595744680851)"
07-01-2023 14:21:33.426490,"(4.4, 5.3, 5.159340659340659)","(3.9, 4.4, 4.385714285714286)","(4.8, 5.3, 5.107142857142857)","(3.4, 3.9, 3.89)","(6.5, 7.8, 7.779999999999999)"
07-01-2023 14:21:34.290881,"(4.4, 5.2, 5.15952380952381)","(3.9, 4.4, 4.384848484848485)","(4.8, 5.3, 5.119999999999999)","(3.4, 3.9, 3.89)","(6.5, 7.8, 7.779999999999999)"
07-01-2023 14:21:35.225696,"(4.4, 5.2, 5.15952380952381)","(3.9, 4.5, 4.346052631578948)","(4.8, 5.3, 5.168181818181818)","(3.4, 3.9, 3.867669172932331)","(6.5, 8.0, 7.675)"
07-01-2023 14:21:36.145678,"(4.4, 5.2, 5.15)","(3.9, 4.8, 4.707920792079208)","(4.8, 5.1, 5.03)","(3.4, 3.9, 3.8)","(6.5, 7.8, 7.656521739130435)"
07-01-2023 14:21:37.012460,"(4.4, 5.2, 5.1553191489361705)","(3.9, 4.7, 4.640384615384615)","(4.8, 5.1, 5.084210526315789)","(3.4, 3.8, 3.789423076923077)","(6.5, 7.8, 7.656521739130435)"
07-01-2023 14:21:37.940093,"(4.4, 5.2, 5.154347826086957)","(3.9, 4.7, 4.674074074074074)","(4.8, 5.1, 5.084210526315789)","(3.4, 3.8, 3.781875)","(6.5, 7.8, 7.656521739130435)"
07-01-2023 14:21:38.895652,"(4.4, 5.2, 5.154347826086957)","(3.9, 4.7, 4.679710144927537)","(4.6, 5.1, 5.072727272727273)","(3.5, 3.8, 3.7733333333333334)","(6.5, 7.8, 7.6465116279069765)"
07-01-2023 14:21:39.732454,"(4.4, 5.2, 5.158139534883721)","(3.9, 4.8, 4.694017094017093)","(4.6, 5.2, 5.0634146341463415)","(3.5, 3.8, 3.7733333333333334)","(6.5, 7.8, 7.6465116279069765)"
07-01-2023 14:21:40.584500,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.708943089430894)","(4.6, 5.1, 5.05)","(3.5, 3.8, 3.772972972972973)","(6.5, 7.8, 7.6465116279069765)"
07-01-2023 14:21:41.399420,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.721100917431192)","(4.6, 5.1, 5.048)","(3.5, 3.8, 3.772972972972973)","(6.5, 7.8, 7.639024390243902)"
07-01-2023 14:21:42.339960,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.732876712328768)","(4.6, 5.1, 5.048)","(3.4, 3.8, 3.772972972972973)","(6.5, 7.8, 7.639024390243902)"
07-01-2023 14:21:43.196140,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.732876712328768)","(4.6, 5.1, 5.048)","(3.4, 3.8, 3.772972972972973)","(6.5, 7.8, 7.639024390243902)"
07-01-2023 14:21:44.058254,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.732876712328768)","(4.6, 5.1, 5.027906976744186)","(3.4, 3.8, 3.770149253731343)","(6.5, 7.8, 7.639024390243902)"
07-01-2023 14:21:45.005611,"(4.4, 5.2, 5.1571428571428575)","(3.9, 4.8, 4.734782608695652)","(4.6, 5.1, 5.041379310344827)","(3.4, 3.8, 3.769285714285714)","(6.5, 7.8, 7.616666666666666)"
07-01-2023 14:21:45.853598,"(4.4, 5.2, 5.145283018867924)","(3.9, 4.8, 4.734782608695652)","(4.6, 5.1, 5.027272727272727)","(3.4, 3.8, 3.769285714285714)","(6.5, 7.8, 7.616666666666666)"
07-01-2023 14:21:46.721902,"(4.4, 5.2, 5.147058823529411)","(3.9, 4.8, 4.735294117647059)","(4.6, 5.1, 5.023529411764706)","(3.4, 3.8, 3.7885714285714283)","(6.5, 7.8, 7.616666666666666)"
07-01-2023 14:21:47.646804,"(4.4, 5.2, 5.147058823529411)","(3.9, 4.8, 4.735294117647059)","(4.6, 5.1, 5.023529411764706)","(3.4, 3.8, 3.7885714285714283)","(6.5, 7.8, 7.616666666666666)"
07-01-2023 14:21:48.533973,"(4.4, 5.2, 5.147058823529411)","(3.9, 4.8, 4.735294117647059)","(4.6, 5.1, 5.020338983050848)","(3.4, 3.8, 3.7864864864864862)","(6.5, 7.8, 7.616666666666666)"
07-01-2023 14:21:49.437964,"(4.4, 5.2, 5.1387755102040815)","(4.0, 4.8, 4.747619047619048)","(4.6, 5.1, 4.991891891891892)","(3.4, 3.8, 3.783333333333333)","(6.5, 7.8, 7.623809523809523)"
07-01-2023 14:21:50.315618,"(4.4, 5.2, 5.138)","(4.0, 4.8, 4.747619047619048)","(4.6, 5.1, 4.995652173913044)","(3.4, 3.8, 3.7818181818181817)","(6.5, 7.8, 7.623809523809523)"
