,Bracken Warrior,Radiant Amber,Mini Mine Yet Nz,Top The Ace,Gimme A Reason,Miss Daytona Nz,Mister Cole,Crazy Shippo,Murphys Reward Nz,Twentyeightblack
10-01-2023 16:00:34.051314,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.733333333333333)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.75)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 176.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:35.205624,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.733333333333333)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.75)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 176.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:36.387561,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.885714285714285)","(3.2, 99999, 99990)","(4.8, 6.2, 5.9638888888888895)","(13.0, 17.5, 16.75)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 176.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:37.649933,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.777777777777778)","(3.2, 99999, 99990)","(4.8, 6.2, 5.9638888888888895)","(13.0, 17.5, 16.75)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 176.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:38.936866,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.777777777777778)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.75)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 192.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:40.192882,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.866666666666666)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 192.0)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:41.407726,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.866666666666666)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 150.0)"
10-01-2023 16:00:42.797732,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.866666666666666)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 194.44444444444446)"
10-01-2023 16:00:44.091159,"(10.0, 14.0, 12.875)","(3.6, 5.0, 4.866666666666666)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 116.66666666666666)"
10-01-2023 16:00:45.282920,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 106.66666666666666)"
10-01-2023 16:00:46.508664,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 102.0)"
10-01-2023 16:00:47.631866,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 102.0)"
10-01-2023 16:00:48.871032,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.2, 5.979411764705882)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 204.44444444444446)","(13.0, 99999, 99990)","(71.0, 210.0, 102.0)"
10-01-2023 16:00:50.132734,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.2, 5.992307692307692)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 206.66666666666666)","(13.0, 99999, 99990)","(71.0, 210.0, 192.94117647058823)"
10-01-2023 16:00:51.410440,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.92)","(3.2, 99999, 99990)","(4.8, 6.0, 5.992307692307692)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 220.0, 220.0)","(13.0, 99999, 99990)","(61.0, 210.0, 120.0)"
10-01-2023 16:00:52.789007,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.688888888888888)","(3.2, 99999, 99990)","(4.8, 6.0, 5.983582089552239)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 210.0, 132.5)"
10-01-2023 16:00:53.968273,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.688888888888888)","(3.2, 99999, 99990)","(4.8, 6.2, 5.983582089552239)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 15.181818181818182)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 190.0, 127.5)"
10-01-2023 16:00:55.342940,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.682051282051281)","(3.2, 99999, 99990)","(4.8, 6.2, 5.995774647887324)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 17.0, 13.291666666666666)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 180.0, 127.5)"
10-01-2023 16:00:56.662690,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.682051282051281)","(3.2, 99999, 99990)","(4.8, 6.2, 6.006666666666667)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 16.5, 13.5)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 180.0, 127.5)"
10-01-2023 16:00:57.872256,"(10.0, 14.0, 12.875)","(3.7, 5.0, 4.635294117647058)","(3.2, 99999, 99990)","(4.8, 6.2, 6.006666666666667)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.5, 13.333333333333334)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 180.0, 125.0)"
10-01-2023 16:00:59.239258,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.614285714285715)","(3.2, 99999, 99990)","(4.8, 6.2, 6.006666666666667)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 13.333333333333334)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(61.0, 180.0, 125.0)"
10-01-2023 16:01:00.415195,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.614285714285715)","(3.2, 99999, 99990)","(4.8, 6.2, 6.006666666666667)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 13.333333333333334)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 180.0, 125.0)"
10-01-2023 16:01:01.518472,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.614285714285715)","(3.2, 99999, 99990)","(4.8, 6.2, 6.006666666666667)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 13.333333333333334)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 180.0, 155.55555555555554)"
10-01-2023 16:01:02.712696,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.718181818181819)","(3.2, 99999, 99990)","(4.8, 6.2, 5.995774647887324)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 14.166666666666666)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 180.0, 140.0)"
10-01-2023 16:01:03.999193,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.718181818181819)","(3.2, 99999, 99990)","(4.8, 6.2, 5.995774647887324)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 14.357142857142858)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 170.0, 133.33333333333334)"
10-01-2023 16:01:05.397159,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.718181818181819)","(3.2, 99999, 99990)","(4.8, 6.2, 5.808510638297872)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 14.25)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 160.0, 126.66666666666666)"
10-01-2023 16:01:06.600423,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.548)","(3.2, 99999, 99990)","(4.8, 6.2, 5.942105263157894)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 15.0, 14.0)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 150.0, 126.66666666666666)"
10-01-2023 16:01:07.790094,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.548)","(3.2, 99999, 99990)","(4.8, 6.2, 5.942105263157894)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.863636363636363)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 150.0, 126.66666666666666)"
10-01-2023 16:01:09.318418,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.942105263157894)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.785714285714286)","(101.0, 230.0, 210.0)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:10.613934,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.931506849315069)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:12.035344,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.931506849315069)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:13.325003,"(10.0, 14.0, 12.875)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.931506849315069)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:14.700569,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.931506849315069)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:16.188271,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 115.0)"
10-01-2023 16:01:17.668041,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 150.0, 132.5)"
10-01-2023 16:01:19.052954,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 110.0)"
10-01-2023 16:01:20.359059,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 110.0)"
10-01-2023 16:01:21.889558,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 110.0)"
10-01-2023 16:01:23.378028,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 110.0)"
10-01-2023 16:01:24.690162,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 100.0)"
10-01-2023 16:01:26.043114,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 100.0)"
10-01-2023 16:01:27.378807,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 100.0)"
10-01-2023 16:01:28.805453,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 100.0)"
10-01-2023 16:01:30.306794,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.552173913043478)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.9375)","(101.0, 230.0, 202.22222222222223)","(13.0, 99999, 99990)","(71.0, 120.0, 100.0)"
10-01-2023 16:01:31.779552,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.536363636363636)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 230.0, 132.5)","(13.0, 99999, 99990)","(71.0, 120.0, 127.5)"
10-01-2023 16:01:33.162728,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.536363636363636)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 230.0, 131.42857142857142)","(13.0, 99999, 99990)","(71.0, 190.0, 127.5)"
10-01-2023 16:01:34.493750,"(10.0, 14.0, 13.75)","(3.7, 4.9, 4.536363636363636)","(3.2, 99999, 99990)","(4.8, 6.2, 5.928)","(13.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 210.0, 125.0)","(14.0, 99999, 99990)","(51.0, 190.0, 127.5)"
10-01-2023 16:01:35.874790,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 200.0, 140.0)","(14.0, 99999, 99990)","(51.0, 190.0, 97.85714285714286)"
10-01-2023 16:01:37.343057,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 180.0, 140.0)","(14.0, 99999, 99990)","(51.0, 180.0, 117.5)"
10-01-2023 16:01:38.723392,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 160.0, 124.0)","(14.0, 99999, 99990)","(51.0, 170.0, 117.5)"
10-01-2023 16:01:40.138546,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 160.0, 132.14285714285714)","(14.0, 99999, 99990)","(51.0, 170.0, 117.5)"
10-01-2023 16:01:41.511634,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 160.0, 119.44444444444444)","(14.0, 99999, 99990)","(51.0, 170.0, 117.5)"
10-01-2023 16:01:42.898064,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 150.0, 122.5)","(14.0, 99999, 99990)","(51.0, 170.0, 117.5)"
10-01-2023 16:01:44.218467,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 150.0, 122.5)","(14.0, 99999, 99990)","(51.0, 170.0, 122.0)"
10-01-2023 16:01:45.532432,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 150.0, 128.0)","(14.0, 99999, 99990)","(51.0, 170.0, 122.0)"
10-01-2023 16:01:46.972121,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 150.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 170.0, 80.0)"
10-01-2023 16:01:48.392818,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.333333333333334)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 150.0, 104.0)"
10-01-2023 16:01:49.877536,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.333333333333334)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 140.0, 98.0)"
10-01-2023 16:01:51.234641,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.333333333333334)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 130.0, 102.5)"
10-01-2023 16:01:52.517602,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:01:53.945519,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:01:55.358265,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 190.0, 168.88888888888889)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:01:56.966613,"(10.0, 14.0, 13.75)","(3.8, 4.9, 4.536363636363636)","(3.4, 99999, 99990)","(4.8, 6.2, 5.928)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 190.0, 130.0)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:01:58.547687,"(10.0, 14.0, 13.735294117647058)","(3.8, 4.9, 4.722222222222222)","(3.4, 99999, 99990)","(4.8, 6.2, 5.92972972972973)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 13.857142857142858)","(101.0, 190.0, 130.0)","(14.0, 99999, 99990)","(51.0, 120.0, 111.25)"
10-01-2023 16:01:59.948075,"(10.0, 14.0, 13.735294117647058)","(3.8, 5.0, 4.833333333333334)","(3.4, 99999, 99990)","(4.8, 6.2, 5.937142857142857)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 14.5, 12.016)","(101.0, 190.0, 130.0)","(14.0, 99999, 99990)","(51.0, 120.0, 111.25)"
10-01-2023 16:02:01.262074,"(10.0, 14.0, 13.735294117647058)","(3.8, 4.9, 4.864705882352942)","(3.4, 99999, 99990)","(4.8, 6.2, 5.961194029850747)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 12.5, 12.016)","(101.0, 190.0, 130.0)","(14.0, 99999, 99990)","(51.0, 120.0, 111.25)"
10-01-2023 16:02:02.597935,"(10.0, 14.0, 13.735294117647058)","(3.8, 4.9, 4.7875)","(3.4, 99999, 99990)","(4.8, 6.2, 5.977049180327869)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 12.5, 12.016129032258064)","(101.0, 190.0, 169.375)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:02:03.980107,"(10.0, 14.0, 13.571428571428571)","(3.8, 4.8, 4.7875)","(3.4, 99999, 99990)","(4.8, 6.2, 6.007692307692308)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 12.5, 12.016129032258064)","(101.0, 180.0, 169.375)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:02:05.427818,"(10.0, 14.0, 13.571428571428571)","(3.8, 4.8, 4.742857142857143)","(3.4, 99999, 99990)","(4.8, 6.2, 6.029787234042553)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 12.5, 11.263157894736842)","(101.0, 180.0, 169.375)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:02:06.879373,"(10.0, 14.0, 13.727272727272727)","(3.8, 4.8, 4.7368421052631575)","(3.4, 99999, 99990)","(4.8, 6.2, 6.029787234042553)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 11.5, 11.090909090909092)","(101.0, 180.0, 169.375)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:02:08.745335,"(10.0, 14.0, 13.727272727272727)","(3.8, 4.8, 4.7368421052631575)","(3.4, 99999, 99990)","(4.8, 6.2, 5.9362637362637365)","(12.0, 17.5, 16.375)","(9.0, 99999, 99990)","(11.0, 11.5, 11.090909090909092)","(101.0, 180.0, 169.375)","(14.0, 99999, 99990)","(51.0, 120.0, 102.5)"
10-01-2023 16:02:11.153581,"(10.0, 14.0, 13.727272727272727)","(3.8, 4.8, 4.7368421052631575)","(3.4, 99999, 99990)","(4.8, 6.2, 5.949397590361445)","(12.0, 17.5, 15.055555555555555)","(9.0, 99999, 99990)","(11.0, 11.5, 11.090909090909092)","(101.0, 180.0, 171.25)","(14.0, 99999, 99990)","(51.0, 110.0, 72.5)"
10-01-2023 16:02:13.094683,"(10.0, 14.0, 13.55)","(3.8, 4.8, 4.7368421052631575)","(3.4, 99999, 99990)","(4.8, 6.2, 6.043678160919541)","(12.0, 16.5, 15.115384615384615)","(9.0, 99999, 99990)","(11.0, 11.5, 11.090909090909092)","(101.0, 180.0, 171.25)","(14.0, 99999, 99990)","(51.0, 100.0, 67.85714285714286)"
10-01-2023 16:02:14.670370,"(10.0, 14.0, 13.55)","(3.8, 4.8, 4.7368421052631575)","(3.4, 99999, 99990)","(4.8, 6.2, 6.0864864864864865)","(12.0, 16.5, 15.461538461538462)","(9.0, 99999, 99990)","(11.0, 11.5, 11.090909090909092)","(101.0, 180.0, 171.25)","(14.0, 99999, 99990)","(51.0, 95.0, 88.0)"
10-01-2023 16:02:16.196411,"(10.0, 14.0, 13.55)","(3.8, 4.8, 4.745454545454545)","(3.4, 99999, 99990)","(4.8, 6.2, 6.06875)","(12.0, 16.5, 15.857142857142858)","(9.0, 99999, 99990)","(11.0, 11.5, 11.054054054054054)","(101.0, 180.0, 171.25)","(14.0, 99999, 99990)","(51.0, 95.0, 76.0)"
