,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:34:49.589326,"(101.0, 230.0, 215.0)","(31.0, 120.0, 97.5)","(3.6, 4.4, 4.383478260869565)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.466)"
12-01-2023 12:34:50.773330,"(101.0, 230.0, 220.0)","(31.0, 120.0, 97.5)","(3.6, 4.4, 4.383478260869565)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.4677777777777778)"
12-01-2023 12:34:51.780274,"(101.0, 230.0, 220.0)","(31.0, 120.0, 97.5)","(3.6, 4.5, 4.443283582089552)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.4677777777777778)"
12-01-2023 12:34:52.910792,"(101.0, 230.0, 220.0)","(31.0, 120.0, 97.5)","(3.6, 4.5, 4.443283582089552)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4677777777777778)"
12-01-2023 12:34:53.944517,"(101.0, 230.0, 220.0)","(31.0, 120.0, 97.5)","(3.6, 4.5, 4.443283582089552)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4687272727272727)"
12-01-2023 12:34:54.986915,"(101.0, 230.0, 220.0)","(31.0, 120.0, 113.57142857142857)","(3.6, 4.4, 4.392307692307693)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4664429530201342)"
12-01-2023 12:34:56.115414,"(101.0, 230.0, 220.0)","(31.0, 120.0, 100.0)","(3.6, 4.4, 4.390476190476191)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4664429530201342)"
12-01-2023 12:34:57.198871,"(101.0, 230.0, 220.0)","(31.0, 120.0, 100.0)","(3.6, 4.4, 4.390476190476191)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4664429530201342)"
12-01-2023 12:34:58.227747,"(101.0, 230.0, 220.0)","(31.0, 120.0, 106.66666666666667)","(3.6, 4.4, 4.390476190476191)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4664429530201342)"
12-01-2023 12:34:59.343138,"(101.0, 230.0, 220.0)","(31.0, 120.0, 112.0)","(3.6, 4.4, 4.385393258426967)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4663698630136985)"
12-01-2023 12:35:00.460699,"(101.0, 230.0, 220.0)","(31.0, 120.0, 108.33333333333333)","(3.6, 4.4, 4.350331125827815)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4663698630136985)"
12-01-2023 12:35:01.494038,"(101.0, 240.0, 225.0)","(31.0, 120.0, 112.14285714285714)","(3.6, 4.4, 4.350331125827815)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4663698630136985)"
12-01-2023 12:35:02.629748,"(101.0, 240.0, 225.0)","(31.0, 120.0, 111.66666666666667)","(3.6, 4.4, 4.350649350649351)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.46640522875817)"
12-01-2023 12:35:03.739669,"(101.0, 240.0, 225.0)","(31.0, 120.0, 112.5)","(3.6, 4.4, 4.348993288590604)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4663087248322146)"
12-01-2023 12:35:04.795322,"(101.0, 240.0, 225.0)","(31.0, 120.0, 112.5)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:05.893195,"(101.0, 240.0, 225.0)","(31.0, 120.0, 108.75)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:07.035737,"(101.0, 240.0, 225.0)","(31.0, 110.0, 98.33333333333333)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:08.087641,"(101.0, 240.0, 225.0)","(31.0, 110.0, 98.33333333333333)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.5)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:09.088662,"(101.0, 240.0, 225.0)","(31.0, 110.0, 98.33333333333333)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.5)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:10.223449,"(101.0, 240.0, 225.0)","(31.0, 110.0, 98.33333333333333)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.5)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:11.182863,"(101.0, 240.0, 225.0)","(31.0, 110.0, 98.33333333333333)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.4)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:12.279322,"(101.0, 240.0, 225.0)","(31.0, 120.0, 105.0)","(3.6, 4.4, 4.345061728395062)","(21.0, 99999, 99990)","(13.0, 19.5, 18.033333333333335)","(1.28, 1.47, 1.4636781609195402)"
12-01-2023 12:35:13.422498,"(101.0, 240.0, 225.0)","(31.0, 110.0, 105.0)","(3.6, 4.4, 4.336363636363636)","(21.0, 99999, 99990)","(13.0, 19.5, 18.45)","(1.28, 1.47, 1.466904761904762)"
12-01-2023 12:35:14.484504,"(101.0, 240.0, 225.0)","(31.0, 110.0, 105.0)","(3.6, 4.4, 4.336363636363636)","(21.0, 99999, 99990)","(13.0, 19.5, 18.785714285714285)","(1.28, 1.47, 1.4675586854460094)"
12-01-2023 12:35:15.516512,"(101.0, 240.0, 225.0)","(31.0, 110.0, 105.0)","(3.6, 4.4, 4.342307692307692)","(21.0, 99999, 99990)","(13.0, 19.0, 18.375)","(1.28, 1.47, 1.4674757281553399)"
12-01-2023 12:35:16.661030,"(101.0, 240.0, 225.0)","(31.0, 110.0, 105.0)","(3.6, 4.4, 4.342307692307692)","(21.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4673056994818652)"
12-01-2023 12:35:17.748513,"(101.0, 240.0, 225.0)","(31.0, 110.0, 105.0)","(3.6, 4.4, 4.342307692307692)","(21.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.466994219653179)"
12-01-2023 12:35:18.750715,"(101.0, 240.0, 225.0)","(31.0, 100.0, 96.66666666666667)","(3.6, 4.4, 4.342307692307692)","(21.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.466)"
12-01-2023 12:35:19.840675,"(101.0, 240.0, 225.0)","(31.0, 130.0, 90.0)","(3.6, 4.4, 4.342307692307692)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4649640287769783)"
12-01-2023 12:35:20.913097,"(101.0, 240.0, 225.0)","(31.0, 130.0, 94.0)","(3.6, 4.4, 4.342307692307692)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4649640287769783)"
12-01-2023 12:35:21.901745,"(101.0, 240.0, 225.0)","(31.0, 120.0, 112.5)","(3.6, 4.4, 4.342307692307692)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4649640287769783)"
12-01-2023 12:35:23.045189,"(101.0, 240.0, 225.0)","(31.0, 120.0, 106.66666666666667)","(3.6, 4.4, 4.345562130177515)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4649640287769783)"
12-01-2023 12:35:24.251780,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.336986301369863)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.466530612244898)"
12-01-2023 12:35:25.296297,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.336986301369863)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4689375)"
12-01-2023 12:35:26.379980,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.3382978723404255)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4657358490566037)"
12-01-2023 12:35:27.461056,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.3330769230769235)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4657358490566037)"
12-01-2023 12:35:28.530881,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.3330769230769235)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4657358490566037)"
12-01-2023 12:35:29.566168,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.332824427480916)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4657358490566037)"
12-01-2023 12:35:30.595391,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.35609756097561)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.465349794238683)"
12-01-2023 12:35:31.623051,"(101.0, 240.0, 225.0)","(31.0, 120.0, 113.33333333333334)","(3.6, 4.4, 4.35609756097561)","(26.0, 99999, 99990)","(13.0, 19.5, 18.394736842105264)","(1.28, 1.47, 1.4648401826484019)"
12-01-2023 12:35:32.692563,"(101.0, 240.0, 225.0)","(31.0, 120.0, 106.66666666666667)","(3.6, 4.4, 4.038636363636363)","(26.0, 99999, 99990)","(13.0, 19.5, 19.333333333333332)","(1.28, 1.47, 1.4754748603351955)"
12-01-2023 12:35:33.795091,"(101.0, 400.0, 305.0)","(31.0, 130.0, 85.0)","(3.6, 4.1, 4.016)","(26.0, 99999, 99990)","(13.0, 20.0, 19.0)","(1.28, 1.48, 1.481866028708134)"
12-01-2023 12:35:34.825221,"(101.0, 400.0, 362.0)","(31.0, 130.0, 88.75)","(3.6, 4.1, 4.097297297297297)","(26.0, 99999, 99990)","(13.0, 20.0, 19.785714285714285)","(1.28, 1.49, 1.4872463768115942)"
12-01-2023 12:35:35.851744,"(101.0, 400.0, 368.33333333333337)","(31.0, 120.0, 105.0)","(3.6, 4.2, 4.117391304347826)","(26.0, 99999, 99990)","(13.0, 20.0, 19.785714285714285)","(1.28, 1.49, 1.4864150943396226)"
12-01-2023 12:35:36.937694,"(101.0, 400.0, 368.33333333333337)","(31.0, 120.0, 100.0)","(3.6, 4.2, 4.105357142857143)","(26.0, 99999, 99990)","(13.0, 20.0, 19.785714285714285)","(1.28, 1.49, 1.4864150943396226)"
12-01-2023 12:35:37.933219,"(101.0, 400.0, 368.33333333333337)","(31.0, 120.0, 84.0)","(3.6, 4.2, 4.154700854700855)","(26.0, 99999, 99990)","(13.0, 20.0, 19.357142857142858)","(1.28, 1.49, 1.4852307692307691)"
12-01-2023 12:35:38.992593,"(101.0, 400.0, 368.33333333333337)","(31.0, 110.0, 87.5)","(3.6, 4.2, 4.1589285714285715)","(26.0, 99999, 99990)","(13.0, 20.0, 19.357142857142858)","(1.28, 1.5, 1.4852307692307691)"
12-01-2023 12:35:40.144312,"(101.0, 360.0, 285.0)","(31.0, 100.0, 87.5)","(3.6, 4.2, 4.135928143712575)","(26.0, 99999, 99990)","(13.0, 20.0, 19.357142857142858)","(1.28, 1.5, 1.4852307692307691)"
12-01-2023 12:35:41.272647,"(101.0, 350.0, 256.6666666666667)","(31.0, 95.0, 81.66666666666667)","(3.6, 4.2, 4.135928143712575)","(26.0, 99999, 99990)","(13.0, 20.0, 19.282608695652172)","(1.28, 1.5, 1.4874418604651163)"
12-01-2023 12:35:42.365529,"(101.0, 340.0, 275.0)","(31.0, 95.0, 79.44444444444444)","(3.6, 4.2, 4.135087719298245)","(26.0, 99999, 99990)","(13.0, 20.0, 19.318181818181817)","(1.28, 1.5, 1.4897468354430379)"
12-01-2023 12:35:43.475232,"(101.0, 340.0, 275.0)","(31.0, 95.0, 80.0)","(3.6, 4.2, 4.135087719298245)","(26.0, 99999, 99990)","(13.0, 20.0, 19.318181818181817)","(1.28, 1.5, 1.4885217391304348)"
12-01-2023 12:35:44.655177,"(101.0, 330.0, 270.0)","(31.0, 95.0, 88.33333333333333)","(3.6, 4.2, 4.126589595375722)","(26.0, 99999, 99990)","(13.0, 20.0, 19.285714285714285)","(1.28, 1.5, 1.487)"
12-01-2023 12:35:45.733368,"(101.0, 330.0, 310.0)","(31.0, 95.0, 85.0)","(3.6, 4.2, 4.123841059602649)","(26.0, 99999, 99990)","(13.0, 20.0, 19.285714285714285)","(1.28, 1.5, 1.487)"
12-01-2023 12:35:46.690138,"(101.0, 330.0, 295.7142857142857)","(31.0, 95.0, 83.33333333333333)","(3.6, 4.2, 4.123841059602649)","(26.0, 99999, 99990)","(13.0, 20.0, 19.285714285714285)","(1.28, 1.5, 1.4840833333333334)"
12-01-2023 12:35:47.756761,"(101.0, 350.0, 310.0)","(31.0, 95.0, 83.33333333333333)","(3.6, 4.2, 4.131547619047619)","(26.0, 99999, 99990)","(13.0, 20.0, 19.516129032258064)","(1.28, 1.49, 1.4833870967741936)"
12-01-2023 12:35:48.928658,"(101.0, 330.0, 310.0)","(31.0, 95.0, 83.33333333333333)","(3.6, 4.2, 4.107746478873239)","(26.0, 99999, 99990)","(13.0, 20.0, 19.34)","(1.28, 1.49, 1.4833870967741936)"
12-01-2023 12:35:50.695307,"(101.0, 330.0, 302.8571428571429)","(31.0, 95.0, 83.33333333333333)","(3.6, 4.2, 4.097499999999999)","(26.0, 99999, 99990)","(13.0, 20.0, 19.5)","(1.28, 1.49, 1.4861363636363636)"
12-01-2023 12:35:52.017444,"(101.0, 340.0, 310.0)","(31.0, 95.0, 84.28571428571429)","(3.6, 4.1, 4.06)","(26.0, 99999, 99990)","(13.0, 20.0, 19.666666666666668)","(1.28, 1.49, 1.4938211382113822)"
12-01-2023 12:35:54.077649,"(101.0, 330.0, 300.0)","(31.0, 95.0, 88.75)","(3.6, 4.1, 4.052702702702702)","(26.0, 99999, 99990)","(13.0, 20.0, 19.666666666666668)","(1.28, 1.5, 1.4941592920353983)"
12-01-2023 12:35:56.183263,"(101.0, 340.0, 325.0)","(31.0, 95.0, 90.83333333333334)","(3.6, 4.1, 4.014925373134329)","(26.0, 99999, 99990)","(13.0, 20.0, 17.67948717948718)","(1.28, 1.5, 1.5142574257425743)"
12-01-2023 12:35:57.267073,"(101.0, 340.0, 325.0)","(31.0, 95.0, 90.83333333333334)","(3.6, 4.1, 3.984375)","(26.0, 99999, 99990)","(13.0, 18.5, 17.8)","(1.28, 1.52, 1.5297416974169742)"
12-01-2023 12:35:58.358654,"(101.0, 330.0, 317.77777777777777)","(31.0, 100.0, 86.66666666666667)","(3.6, 3.95, 3.8963636363636365)","(26.0, 99999, 99990)","(13.0, 18.0, 17.625)","(1.28, 1.53, 1.5391935483870969)"
12-01-2023 12:35:59.474653,"(101.0, 330.0, 308.0)","(31.0, 100.0, 91.17647058823529)","(3.6, 3.9, 3.841666666666667)","(26.0, 99999, 99990)","(13.0, 18.0, 17.625)","(1.28, 1.54, 1.5406402439024391)"
12-01-2023 12:36:00.627824,"(101.0, 330.0, 280.0)","(31.0, 100.0, 91.17647058823529)","(3.6, 3.85, 3.8378612716763008)","(26.0, 99999, 99990)","(13.0, 18.0, 17.527027027027028)","(1.28, 1.55, 1.5406402439024391)"
12-01-2023 12:36:01.720569,"(101.0, 330.0, 280.0)","(31.0, 100.0, 91.17647058823529)","(3.6, 3.85, 3.8363095238095237)","(26.0, 99999, 99990)","(13.0, 18.5, 17.52857142857143)","(1.28, 1.55, 1.5408832807570978)"
12-01-2023 12:36:02.863842,"(101.0, 330.0, 267.1428571428571)","(41.0, 100.0, 95.71428571428572)","(3.5, 3.85, 3.8486301369863014)","(26.0, 99999, 99990)","(14.0, 18.5, 17.52857142857143)","(1.3, 1.55, 1.5408832807570978)"
12-01-2023 12:36:03.992148,"(101.0, 330.0, 250.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.85, 3.8491304347826087)","(26.0, 99999, 99990)","(14.0, 18.5, 17.8)","(1.3, 1.55, 1.5411813186813188)"
12-01-2023 12:36:05.178984,"(101.0, 320.0, 265.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.85, 3.8491304347826087)","(26.0, 99999, 99990)","(14.0, 18.0, 17.8)","(1.3, 1.55, 1.5411813186813188)"
12-01-2023 12:36:06.269725,"(101.0, 320.0, 265.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.85, 3.8491304347826087)","(26.0, 99999, 99990)","(14.0, 18.0, 17.8)","(1.3, 1.55, 1.5411878453038674)"
12-01-2023 12:36:07.417404,"(101.0, 320.0, 265.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.85, 3.849537037037037)","(26.0, 99999, 99990)","(14.0, 18.0, 17.923076923076923)","(1.3, 1.55, 1.5417765042979943)"
12-01-2023 12:36:08.615234,"(101.0, 320.0, 265.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.85, 3.871875)","(26.0, 99999, 99990)","(14.0, 18.0, 17.941176470588236)","(1.3, 1.55, 1.5579710144927537)"
12-01-2023 12:36:09.761674,"(101.0, 320.0, 265.0)","(41.0, 100.0, 91.81818181818181)","(3.5, 3.95, 3.803061224489796)","(26.0, 99999, 99990)","(14.0, 18.0, 17.64516129032258)","(1.3, 1.56, 1.566025641025641)"
12-01-2023 12:36:10.947036,"(101.0, 330.0, 290.0)","(41.0, 100.0, 81.25)","(3.5, 3.85, 3.838135593220339)","(26.0, 99999, 99990)","(14.0, 18.0, 17.585714285714285)","(1.3, 1.57, 1.5541379310344827)"
12-01-2023 12:36:12.103683,"(101.0, 350.0, 263.3333333333333)","(41.0, 100.0, 78.125)","(3.5, 3.85, 3.838135593220339)","(26.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(1.3, 1.57, 1.555625)"
12-01-2023 12:36:13.287719,"(101.0, 350.0, 270.0)","(41.0, 100.0, 78.125)","(3.5, 3.85, 3.836)","(26.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(1.3, 1.57, 1.557007874015748)"
12-01-2023 12:36:14.378984,"(101.0, 350.0, 270.0)","(41.0, 100.0, 78.125)","(3.5, 3.85, 3.8333333333333335)","(26.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(1.3, 1.56, 1.557007874015748)"
12-01-2023 12:36:15.522669,"(101.0, 350.0, 270.0)","(41.0, 100.0, 78.125)","(3.5, 3.85, 3.808720930232558)","(26.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(1.3, 1.56, 1.557007874015748)"
12-01-2023 12:36:16.611405,"(101.0, 350.0, 282.5)","(41.0, 100.0, 78.57142857142857)","(3.5, 3.85, 3.808720930232558)","(26.0, 99999, 99990)","(14.0, 18.5, 17.59090909090909)","(1.3, 1.56, 1.557710843373494)"
12-01-2023 12:36:17.696428,"(101.0, 350.0, 282.5)","(41.0, 100.0, 86.15384615384616)","(3.5, 3.85, 3.7882608695652173)","(26.0, 99999, 99990)","(14.0, 18.5, 17.532258064516128)","(1.3, 1.56, 1.55921875)"
12-01-2023 12:36:18.787202,"(101.0, 350.0, 282.5)","(41.0, 100.0, 86.36363636363636)","(3.5, 3.85, 3.710714285714286)","(26.0, 99999, 99990)","(14.0, 18.5, 17.54255319148936)","(1.3, 1.57, 1.5602816901408452)"
12-01-2023 12:36:19.982762,"(101.0, 350.0, 305.0)","(41.0, 100.0, 86.36363636363636)","(3.5, 3.85, 3.7515625)","(26.0, 99999, 99990)","(14.0, 18.5, 17.52173913043478)","(1.3, 1.57, 1.5596052631578947)"
12-01-2023 12:36:21.031533,"(101.0, 350.0, 305.0)","(41.0, 100.0, 86.36363636363636)","(3.5, 3.85, 3.7515625)","(26.0, 99999, 99990)","(14.0, 18.5, 17.52173913043478)","(1.3, 1.56, 1.5603496503496503)"
12-01-2023 12:36:22.138647,"(101.0, 350.0, 305.0)","(41.0, 100.0, 86.36363636363636)","(3.5, 3.85, 3.7959183673469385)","(26.0, 99999, 99990)","(14.0, 18.5, 17.653846153846153)","(1.3, 1.57, 1.562159090909091)"
12-01-2023 12:36:23.321756,"(101.0, 350.0, 305.0)","(41.0, 100.0, 91.66666666666666)","(3.5, 3.8, 3.764090909090909)","(26.0, 99999, 99990)","(14.0, 18.5, 17.653846153846153)","(1.3, 1.57, 1.561375)"
12-01-2023 12:36:24.409249,"(101.0, 350.0, 320.0)","(41.0, 100.0, 91.66666666666666)","(3.5, 3.85, 3.808461538461539)","(26.0, 99999, 99990)","(14.0, 18.5, 17.8)","(1.3, 1.57, 1.576673773987207)"
12-01-2023 12:36:25.497957,"(101.0, 430.0, 373.3333333333333)","(41.0, 100.0, 95.0)","(3.5, 3.8, 3.7696629213483144)","(26.0, 99999, 99990)","(14.0, 18.5, 17.710526315789473)","(1.3, 1.58, 1.5772782258064517)"
12-01-2023 12:36:26.712166,"(101.0, 430.0, 373.3333333333333)","(41.0, 100.0, 85.0)","(3.5, 3.7, 3.6956140350877194)","(26.0, 99999, 99990)","(14.0, 18.5, 17.710526315789473)","(1.3, 1.58, 1.5771398305084747)"
12-01-2023 12:36:27.905372,"(101.0, 430.0, 355.0)","(41.0, 100.0, 90.0)","(3.5, 3.7, 3.6710526315789473)","(26.0, 99999, 99990)","(14.0, 18.5, 17.710526315789473)","(1.3, 1.58, 1.5782016348773842)"
12-01-2023 12:36:29.011586,"(101.0, 440.0, 360.0)","(41.0, 100.0, 85.0)","(3.5, 3.7, 3.6710526315789473)","(26.0, 99999, 99990)","(14.0, 18.5, 17.710526315789473)","(1.3, 1.58, 1.5782016348773842)"
12-01-2023 12:36:30.163183,"(101.0, 430.0, 380.0)","(41.0, 100.0, 85.0)","(3.5, 3.7, 3.6875)","(26.0, 99999, 99990)","(14.0, 18.5, 17.666666666666668)","(1.3, 1.58, 1.5847058823529412)"
12-01-2023 12:36:31.328467,"(101.0, 440.0, 355.0)","(41.0, 100.0, 94.64285714285714)","(3.5, 3.8, 3.7729999999999997)","(26.0, 99999, 99990)","(14.0, 18.0, 15.555555555555555)","(1.3, 1.6, 1.585263157894737)"
12-01-2023 12:36:32.502733,"(101.0, 430.0, 360.0)","(41.0, 100.0, 94.64285714285714)","(3.5, 3.8, 3.76484375)","(26.0, 99999, 99990)","(14.0, 16.0, 15.5625)","(1.3, 1.6, 1.5915151515151515)"
12-01-2023 12:36:33.615986,"(101.0, 420.0, 360.0)","(41.0, 100.0, 93.8235294117647)","(3.5, 3.8, 3.7580882352941174)","(26.0, 99999, 99990)","(14.0, 16.0, 14.857142857142858)","(1.3, 1.6, 1.6263636363636362)"
12-01-2023 12:36:34.741543,"(91.0, 410.0, 346.6666666666667)","(41.0, 95.0, 87.0)","(3.3, 3.75, 3.6636363636363636)","(26.0, 99999, 99990)","(14.0, 15.0, 15.166666666666666)","(1.3, 1.63, 1.6253846153846152)"
12-01-2023 12:36:35.844197,"(91.0, 410.0, 315.0)","(41.0, 95.0, 87.0)","(3.3, 3.75, 3.591666666666667)","(26.0, 99999, 99990)","(14.0, 15.5, 15.3)","(1.3, 1.63, 1.6186746987951808)"
12-01-2023 12:36:36.973967,"(91.0, 410.0, 346.6666666666667)","(41.0, 95.0, 87.0)","(3.3, 3.7, 3.6277777777777778)","(26.0, 99999, 99990)","(14.0, 15.5, 15.3)","(1.3, 1.64, 1.6186746987951808)"
12-01-2023 12:36:38.091599,"(91.0, 410.0, 346.6666666666667)","(41.0, 95.0, 87.0)","(3.3, 3.7, 3.6277777777777778)","(26.0, 99999, 99990)","(14.0, 15.5, 15.3)","(1.3, 1.64, 1.6186746987951808)"
12-01-2023 12:36:39.200327,"(91.0, 410.0, 315.0)","(41.0, 95.0, 87.5)","(3.3, 3.7, 3.6277777777777778)","(26.0, 99999, 99990)","(14.0, 15.5, 15.3)","(1.3, 1.64, 1.6219387755102042)"
12-01-2023 12:36:40.340730,"(101.0, 400.0, 310.0)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.581460674157303)","(20.0, 99999, 99990)","(13.0, 15.5, 15.3)","(1.3, 1.64, 1.6219387755102042)"
12-01-2023 12:36:41.437089,"(101.0, 400.0, 310.0)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.5735294117647056)","(20.0, 99999, 99990)","(13.0, 15.5, 15.3)","(1.3, 1.64, 1.6219387755102042)"
12-01-2023 12:36:42.431904,"(101.0, 390.0, 333.3333333333333)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.5735294117647056)","(20.0, 99999, 99990)","(13.0, 15.5, 15.3)","(1.3, 1.64, 1.6295)"
12-01-2023 12:36:43.508438,"(101.0, 390.0, 333.3333333333333)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.5941717791411043)","(21.0, 99999, 99990)","(13.0, 15.5, 15.3)","(1.35, 1.64, 1.6357142857142857)"
12-01-2023 12:36:44.649281,"(101.0, 390.0, 333.3333333333333)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.6070175438596492)","(21.0, 99999, 99990)","(13.0, 15.5, 15.3)","(1.35, 1.64, 1.6442857142857141)"
12-01-2023 12:36:45.659641,"(101.0, 430.0, 304.0)","(41.0, 95.0, 87.5)","(3.3, 3.75, 3.6571428571428575)","(21.0, 99999, 99990)","(13.0, 15.5, 15.657894736842104)","(1.35, 1.65, 1.6216129032258064)"
12-01-2023 12:36:46.824965,"(101.0, 430.0, 325.0)","(41.0, 95.0, 87.5)","(3.3, 3.7, 3.6435714285714287)","(21.0, 99999, 99990)","(13.0, 18.5, 16.75)","(1.35, 1.63, 1.6363636363636362)"
12-01-2023 12:36:47.989141,"(101.0, 420.0, 320.0)","(41.0, 95.0, 87.5)","(3.3, 3.65, 3.678666666666667)","(21.0, 99999, 99990)","(13.0, 18.0, 16.75)","(1.35, 1.64, 1.6269565217391304)"
12-01-2023 12:36:49.113596,"(101.0, 420.0, 353.33333333333337)","(41.0, 95.0, 92.6923076923077)","(3.3, 3.7, 3.630935251798561)","(21.0, 99999, 99990)","(13.0, 18.0, 16.75)","(1.35, 1.64, 1.629655172413793)"
12-01-2023 12:36:50.249156,"(101.0, 420.0, 353.33333333333337)","(41.0, 95.0, 92.6923076923077)","(3.3, 3.7, 3.5975)","(21.0, 99999, 99990)","(13.0, 18.0, 17.833333333333332)","(1.35, 1.64, 1.6386956521739129)"
12-01-2023 12:36:51.351644,"(101.0, 420.0, 320.0)","(41.0, 95.0, 92.6923076923077)","(3.3, 3.6, 3.5975)","(21.0, 99999, 99990)","(13.0, 18.5, 17.833333333333332)","(1.35, 1.64, 1.6386956521739129)"
12-01-2023 12:36:52.408165,"(101.0, 410.0, 315.0)","(41.0, 95.0, 92.6923076923077)","(3.3, 3.6, 3.5440677966101695)","(21.0, 99999, 99990)","(13.0, 18.5, 17.3)","(1.35, 1.64, 1.6386956521739129)"
12-01-2023 12:36:53.514454,"(101.0, 400.0, 310.0)","(41.0, 95.0, 92.6923076923077)","(3.3, 3.6, 3.5403614457831325)","(21.0, 99999, 99990)","(13.0, 18.5, 17.3)","(1.35, 1.64, 1.6386956521739129)"
