,Bons Better,Mont Royal,Royal Midnight,Curry Legend,Hard To Level,Invaness,Shes Approaching,Wan Damour,Stobosa,Gorgeous King,Evelyn Salt,Angama
12-01-2023 13:57:28.635908,"(3.1, 3.45, 3.388084632516704)","(21.0, 32.0, 31.737704918032787)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.290413223140496)","(26.0, 40.0, 38.857142857142854)","(9.0, 13.0, 12.4375)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.94736842105263)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.703703703703702)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:30.253342,"(3.1, 3.45, 3.388084632516704)","(21.0, 32.0, 30.428571428571427)","(71.0, 140.0, 126.66666666666667)","(2.15, 2.3, 2.2882191780821914)","(26.0, 40.0, 38.857142857142854)","(9.0, 13.0, 12.583333333333334)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.666666666666664)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:32.083771,"(3.1, 3.45, 3.429098360655738)","(21.0, 32.0, 29.88888888888889)","(71.0, 140.0, 124.0)","(2.15, 2.3, 2.2868749999999998)","(26.0, 40.0, 38.93333333333333)","(9.0, 13.0, 12.583333333333334)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:33.677953,"(3.1, 3.45, 3.429098360655738)","(21.0, 30.0, 29.944444444444443)","(71.0, 140.0, 124.0)","(2.15, 2.3, 2.2868749999999998)","(26.0, 40.0, 38.93333333333333)","(9.0, 13.0, 12.583333333333334)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:35.308380,"(3.1, 3.45, 3.432167832167832)","(21.0, 30.0, 29.857142857142858)","(71.0, 140.0, 124.0)","(2.15, 2.3, 2.2868749999999998)","(26.0, 40.0, 38.93333333333333)","(9.0, 13.0, 12.583333333333334)","(18.0, 28.0, 27.647058823529413)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:36.933663,"(3.1, 3.45, 3.432167832167832)","(21.0, 30.0, 29.857142857142858)","(71.0, 140.0, 124.0)","(2.15, 2.3, 2.287076923076923)","(26.0, 40.0, 38.93333333333333)","(9.0, 13.0, 12.583333333333334)","(18.0, 28.0, 27.678571428571427)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:38.523852,"(3.1, 3.45, 3.4453271028037387)","(21.0, 30.0, 29.857142857142858)","(71.0, 140.0, 124.0)","(2.15, 2.3, 2.287076923076923)","(26.0, 40.0, 37.333333333333336)","(9.0, 13.0, 12.411764705882353)","(18.0, 28.0, 27.53846153846154)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 366.6666666666667)","(13.0, 21.0, 20.5)","(101.0, 390.0, 352.5)"
12-01-2023 13:57:40.086130,"(3.1, 3.45, 3.4425925925925926)","(21.0, 30.0, 29.76923076923077)","(71.0, 140.0, 136.52173913043478)","(2.15, 2.3, 2.286771653543307)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.580645161290322)","(18.0, 28.0, 27.684210526315788)","(31.0, 100.0, 88.75)","(21.0, 48.0, 41.68421052631579)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:41.592184,"(3.1, 3.45, 3.4425925925925926)","(21.0, 30.0, 29.76923076923077)","(71.0, 140.0, 136.52173913043478)","(2.15, 2.3, 2.2909189189189187)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.580645161290322)","(18.0, 28.0, 27.684210526315788)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:43.041368,"(3.1, 3.45, 3.4425925925925926)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.15, 2.3, 2.2909189189189187)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.580645161290322)","(18.0, 28.0, 27.684210526315788)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:44.447155,"(3.1, 3.45, 3.4425925925925926)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.15, 2.3, 2.2909189189189187)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.580645161290322)","(18.0, 28.0, 27.684210526315788)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:45.859493,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.15, 2.3, 2.2909189189189187)","(26.0, 38.0, 37.5)","(9.0, 13.0, 12.580645161290322)","(18.0, 28.0, 26.90566037735849)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:47.407248,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.3, 2.2914124293785307)","(26.0, 38.0, 38.0)","(9.0, 13.0, 12.4)","(18.0, 27.0, 26.90566037735849)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:48.959095,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.3, 2.2930136986301366)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.294117647058824)","(18.0, 27.0, 26.90566037735849)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:50.363165,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.3, 2.2930136986301366)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.386363636363637)","(18.0, 27.0, 26.90566037735849)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:51.734155,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.3, 2.2930136986301366)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.386363636363637)","(18.0, 27.0, 26.90566037735849)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:53.430546,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.3, 2.3084491978609623)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.386363636363637)","(18.0, 27.0, 26.921875)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.655172413793103)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:54.835844,"(3.1, 3.45, 3.443233082706767)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3084491978609623)","(26.0, 40.0, 37.714285714285715)","(9.0, 13.0, 12.404761904761905)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:56.491407,"(3.1, 3.45, 3.434848484848485)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.306596858638743)","(26.0, 40.0, 37.6)","(9.0, 12.5, 12.404761904761905)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:58.160695,"(3.1, 3.45, 3.434375)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3073638344226577)","(26.0, 40.0, 38.095238095238095)","(9.0, 12.5, 12.431034482758621)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:57:59.655969,"(3.1, 3.45, 3.434375)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3073638344226577)","(26.0, 40.0, 38.095238095238095)","(9.0, 12.5, 12.431034482758621)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:58:01.233048,"(3.1, 3.45, 3.457516339869281)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.307423580786026)","(26.0, 40.0, 38.095238095238095)","(9.0, 12.5, 12.431034482758621)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:58:02.653486,"(3.1, 3.5, 3.457516339869281)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3069527896995705)","(26.0, 40.0, 38.095238095238095)","(9.0, 12.5, 12.431034482758621)","(18.0, 27.0, 26.924242424242426)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.705882352941178)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:58:03.954022,"(3.1, 3.5, 3.4578767123287673)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3078492239467847)","(26.0, 40.0, 38.095238095238095)","(9.0, 12.5, 12.428571428571429)","(18.0, 27.0, 26.90909090909091)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 372.0)","(13.0, 21.0, 20.661016949152543)","(101.0, 390.0, 356.66666666666663)"
12-01-2023 13:58:05.364771,"(3.1, 3.5, 3.4584459459459462)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3078492239467847)","(26.0, 40.0, 38.18181818181818)","(9.0, 12.5, 12.428571428571429)","(18.0, 27.0, 27.804878048780488)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 366.6666666666667)","(13.0, 21.0, 20.487179487179485)","(101.0, 390.0, 352.5)"
12-01-2023 13:58:06.796792,"(3.0, 3.5, 3.4636094674556213)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3078492239467847)","(26.0, 40.0, 37.714285714285715)","(9.0, 12.5, 12.428571428571429)","(18.0, 28.0, 27.836734693877553)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 371.1111111111111)","(13.0, 21.0, 20.565217391304348)","(101.0, 390.0, 352.5)"
12-01-2023 13:58:08.230893,"(3.0, 3.5, 3.4632947976878614)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3078492239467847)","(26.0, 38.0, 39.04761904761905)","(9.0, 12.5, 12.433333333333334)","(18.0, 28.0, 27.863636363636363)","(31.0, 100.0, 88.75)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(13.0, 21.0, 20.636363636363637)","(101.0, 390.0, 352.5)"
12-01-2023 13:58:09.690364,"(3.0, 3.5, 3.3970873786407765)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.3066326530612242)","(26.0, 40.0, 38.666666666666664)","(9.0, 12.5, 12.51063829787234)","(18.0, 28.0, 27.87878787878788)","(31.0, 100.0, 100.55555555555556)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.84615384615387)","(13.0, 21.0, 20.62962962962963)","(101.0, 390.0, 347.14285714285717)"
12-01-2023 13:58:11.109004,"(3.0, 3.4, 3.3970873786407765)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.306424870466321)","(26.0, 40.0, 38.666666666666664)","(9.0, 13.0, 12.51063829787234)","(18.0, 28.0, 27.90625)","(31.0, 120.0, 100.55555555555556)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.84615384615387)","(13.0, 21.0, 20.62962962962963)","(101.0, 390.0, 340.0)"
12-01-2023 13:58:12.432698,"(3.0, 3.4, 3.4125806451612903)","(21.0, 30.0, 29.7)","(71.0, 140.0, 136.52173913043478)","(2.1, 2.32, 2.306137566137566)","(26.0, 40.0, 38.666666666666664)","(9.0, 13.0, 12.555555555555555)","(18.0, 28.0, 27.90625)","(31.0, 120.0, 102.5)","(21.0, 48.0, 42.0)","(101.0, 380.0, 373.84615384615387)","(13.0, 21.0, 20.62962962962963)","(101.0, 350.0, 340.0)"
12-01-2023 13:58:14.175198,"(3.0, 3.45, 3.4125806451612903)","(21.0, 30.0, 29.7)","(81.0, 140.0, 136.52173913043478)","(2.05, 2.32, 2.306137566137566)","(26.0, 40.0, 38.46153846153846)","(10.0, 13.0, 12.55)","(19.0, 28.0, 27.90625)","(41.0, 120.0, 102.5)","(26.0, 48.0, 42.0)","(101.0, 380.0, 373.3333333333333)","(14.0, 21.0, 20.62962962962963)","(101.0, 350.0, 340.0)"
12-01-2023 13:58:15.546004,"(3.0, 3.45, 3.4125806451612903)","(21.0, 30.0, 29.57142857142857)","(81.0, 140.0, 136.52173913043478)","(2.05, 2.32, 2.306137566137566)","(26.0, 40.0, 38.46153846153846)","(10.0, 13.0, 12.55)","(19.0, 28.0, 28.074626865671643)","(41.0, 120.0, 102.5)","(26.0, 48.0, 42.0)","(101.0, 380.0, 372.5)","(14.0, 21.0, 20.62962962962963)","(101.0, 350.0, 340.0)"
12-01-2023 13:58:17.120315,"(3.0, 3.45, 3.4125806451612903)","(21.0, 30.0, 29.57142857142857)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.32, 2.30258064516129)","(26.0, 40.0, 36.888888888888886)","(10.0, 13.0, 12.55)","(19.0, 29.0, 28.074626865671643)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.0)","(14.0, 21.0, 20.62962962962963)","(101.0, 350.0, 374.44444444444446)"
12-01-2023 13:58:18.722238,"(3.0, 3.45, 3.4609756097560975)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.32, 2.2753164556962022)","(26.0, 38.0, 36.26086956521739)","(10.0, 13.0, 12.512820512820513)","(19.0, 29.0, 28.074626865671643)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.0)","(14.0, 21.0, 20.444444444444443)","(101.0, 390.0, 376.0)"
12-01-2023 13:58:20.118972,"(3.0, 3.5, 3.4609756097560975)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.28, 2.292286995515695)","(26.0, 38.0, 36.13953488372093)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.295454545454547)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.3333333333333)","(14.0, 21.0, 20.473684210526315)","(101.0, 390.0, 376.0)"
12-01-2023 13:58:21.483543,"(3.0, 3.5, 3.43852140077821)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.2910040160642566)","(26.0, 38.0, 35.851851851851855)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.569444444444443)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 377.27272727272725)"
12-01-2023 13:58:22.795255,"(3.0, 3.5, 3.43852140077821)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.2910040160642566)","(26.0, 36.0, 35.851851851851855)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.650793650793652)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 377.27272727272725)"
12-01-2023 13:58:24.351923,"(3.0, 3.5, 3.454727793696275)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.29)","(26.0, 36.0, 35.785714285714285)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.650793650793652)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:25.878538,"(3.0, 3.5, 3.445945945945946)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.2884388185654005)","(26.0, 36.0, 35.785714285714285)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.650793650793652)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:27.436622,"(3.0, 3.5, 3.4729729729729732)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.2884388185654005)","(26.0, 36.0, 35.785714285714285)","(10.0, 13.0, 12.40625)","(19.0, 29.0, 28.650793650793652)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:28.956306,"(3.0, 3.5, 3.4729729729729732)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.289814126394052)","(26.0, 36.0, 35.785714285714285)","(10.0, 13.0, 12.40625)","(20.0, 29.0, 28.666666666666668)","(41.0, 120.0, 112.0)","(26.0, 48.0, 42.0)","(101.0, 380.0, 378.75)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:30.494538,"(3.0, 3.5, 3.4617486338797816)","(21.0, 30.0, 29.963636363636365)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.289814126394052)","(26.0, 36.0, 35.785714285714285)","(10.0, 13.0, 12.222222222222221)","(20.0, 29.0, 28.645833333333332)","(41.0, 120.0, 112.3076923076923)","(26.0, 48.0, 42.0)","(101.0, 380.0, 388.6666666666667)","(14.0, 21.0, 20.62264150943396)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:32.567464,"(3.0, 3.5, 3.4679687500000003)","(21.0, 30.0, 29.95744680851064)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.295324232081911)","(26.0, 36.0, 35.76923076923077)","(10.0, 12.5, 12.282608695652174)","(20.0, 29.0, 28.357142857142858)","(41.0, 120.0, 112.3076923076923)","(26.0, 48.0, 42.0)","(101.0, 390.0, 387.77777777777777)","(14.0, 21.0, 20.444444444444443)","(101.0, 390.0, 362.0)"
12-01-2023 13:58:34.305244,"(3.0, 3.5, 3.4679687500000003)","(21.0, 30.0, 29.95744680851064)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.2965988909426986)","(26.0, 36.0, 35.806451612903224)","(10.0, 12.5, 12.214285714285714)","(20.0, 29.0, 28.75)","(41.0, 120.0, 112.3076923076923)","(26.0, 48.0, 42.0)","(101.0, 390.0, 388.6666666666667)","(14.0, 21.0, 20.62962962962963)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:35.880603,"(3.0, 3.5, 3.45)","(21.0, 30.0, 29.95744680851064)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.3, 2.3045652173913043)","(26.0, 36.0, 35.806451612903224)","(10.0, 12.5, 12.17741935483871)","(20.0, 29.0, 28.5)","(41.0, 120.0, 112.3076923076923)","(26.0, 48.0, 42.0)","(101.0, 390.0, 388.6666666666667)","(14.0, 21.0, 20.62962962962963)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:37.390908,"(3.0, 3.45, 3.435632183908046)","(21.0, 30.0, 29.95744680851064)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.32, 2.3045652173913043)","(26.0, 36.0, 35.806451612903224)","(10.0, 12.5, 11.623287671232877)","(20.0, 29.0, 28.5)","(41.0, 120.0, 112.3076923076923)","(26.0, 48.0, 42.0)","(101.0, 390.0, 388.6666666666667)","(14.0, 21.0, 20.62962962962963)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:38.815581,"(3.0, 3.45, 3.434756097560976)","(21.0, 30.0, 29.95744680851064)","(81.0, 140.0, 137.64705882352942)","(2.05, 2.32, 2.3045652173913043)","(26.0, 36.0, 35.806451612903224)","(10.0, 12.0, 11.596774193548388)","(20.0, 29.0, 28.5)","(41.0, 120.0, 100.0)","(26.0, 48.0, 42.0)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.62962962962963)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:40.268091,"(3.0, 3.45, 3.431012658227848)","(21.0, 30.0, 29.5)","(81.0, 140.0, 132.0)","(2.05, 2.32, 2.3115217391304346)","(26.0, 38.0, 37.5)","(10.0, 12.0, 11.596774193548388)","(20.0, 29.0, 28.5)","(41.0, 120.0, 98.0)","(26.0, 48.0, 42.0)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.62962962962963)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:41.639198,"(3.0, 3.45, 3.431012658227848)","(21.0, 30.0, 29.5)","(81.0, 140.0, 132.0)","(2.05, 2.32, 2.3115217391304346)","(31.0, 38.0, 37.515151515151516)","(9.0, 12.0, 11.425287356321839)","(19.0, 29.0, 28.517241379310345)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.642857142857142)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:43.067852,"(3.0, 3.45, 3.4361111111111113)","(21.0, 30.0, 29.625)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.32, 2.301674418604651)","(31.0, 38.0, 37.625)","(9.0, 12.0, 11.425287356321839)","(19.0, 29.0, 28.517241379310345)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.642857142857142)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:44.455954,"(3.0, 3.5, 3.4670103092783506)","(21.0, 30.0, 29.625)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.32, 2.301674418604651)","(31.0, 38.0, 37.625)","(9.0, 12.0, 11.425287356321839)","(19.0, 29.0, 28.517241379310345)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 386.0)","(14.0, 21.0, 20.473684210526315)","(101.0, 390.0, 362.0)"
12-01-2023 13:58:45.890582,"(3.0, 3.55, 3.514953271028037)","(21.0, 30.0, 29.5)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.3, 2.2981673306772907)","(31.0, 38.0, 37.57142857142857)","(9.0, 12.0, 11.43939393939394)","(19.0, 29.0, 28.377777777777776)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 386.0)","(14.0, 21.0, 20.473684210526315)","(101.0, 390.0, 362.0)"
12-01-2023 13:58:47.387957,"(3.0, 3.55, 3.517777777777778)","(21.0, 30.0, 29.5)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.3, 2.2981673306772907)","(31.0, 38.0, 37.57142857142857)","(9.0, 12.0, 11.412698412698413)","(19.0, 29.0, 28.404255319148938)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 387.14285714285717)","(14.0, 21.0, 20.565217391304348)","(101.0, 390.0, 362.0)"
12-01-2023 13:58:49.104608,"(3.0, 3.55, 3.5164948453608247)","(21.0, 30.0, 28.666666666666668)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.32, 2.310546318289786)","(31.0, 38.0, 37.27272727272727)","(9.0, 12.0, 11.412698412698413)","(19.0, 29.0, 28.50877192982456)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.642857142857142)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:50.566316,"(3.0, 3.55, 3.522608695652174)","(21.0, 30.0, 28.666666666666668)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.32, 2.310546318289786)","(31.0, 38.0, 37.27272727272727)","(9.0, 12.0, 11.412698412698413)","(19.0, 29.0, 28.50877192982456)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.615384615384617)","(101.0, 390.0, 366.6666666666667)"
12-01-2023 13:58:52.236641,"(3.0, 3.55, 3.5213636363636365)","(21.0, 30.0, 28.666666666666668)","(81.0, 140.0, 133.33333333333334)","(2.05, 2.32, 2.310546318289786)","(31.0, 38.0, 37.27272727272727)","(9.0, 12.0, 11.295918367346939)","(19.0, 29.0, 28.333333333333332)","(41.0, 110.0, 100.0)","(26.0, 48.0, 42.285714285714285)","(101.0, 390.0, 388.1818181818182)","(14.0, 21.0, 20.5)","(101.0, 390.0, 366.6666666666667)"
