,Perfect Flossy,Sylvan Lake,Nova Girl,Mango Man,Dewana Fair Go,Reiko Clooney,Junior Marjen,Julipa Bale
04-01-2023 14:46:20.061802,"(7.5, 8.2, 7.972727272727273)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 42.625)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:21.183910,"(7.5, 8.2, 7.766666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 42.625)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:22.309308,"(7.5, 8.2, 7.766666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.05)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:23.422587,"(7.5, 8.2, 7.766666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 57.5)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:24.492816,"(7.5, 8.2, 7.766666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 63.333333333333336)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:25.568488,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 55.75)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:26.624627,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.6000000000000005)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 57.230769230769226)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:27.651649,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.6000000000000005)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:28.656171,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.236363636363636)"
04-01-2023 14:46:29.657661,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:30.674586,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.428571428571427)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:31.809337,"(7.5, 8.0, 7.723076923076923)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.0256410256410255)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.789473684210527)","(6.5, 8.2, 8.3125)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:32.934106,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.789473684210527)","(6.5, 8.4, 7.8999999999999995)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:34.129527,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:35.283002,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(20.0, 75.0, 62.8421052631579)","(15.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(7.5, 9.4, 8.415384615384616)"
04-01-2023 14:46:36.422713,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.415384615384616)"
04-01-2023 14:46:37.584868,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.415384615384616)"
04-01-2023 14:46:38.739420,"(7.5, 9.0, 8.8)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.44)"
04-01-2023 14:46:39.818052,"(7.5, 8.8, 7.942857142857143)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.485714285714286)","(8.0, 9.4, 8.44)"
04-01-2023 14:46:40.899791,"(7.5, 8.8, 8.261538461538462)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 7.0, 6.293023255813954)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.44)"
04-01-2023 14:46:41.940781,"(7.5, 8.8, 7.848000000000001)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.6000000000000005)","(5.5, 7.0, 6.4)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.552941176470588)"
04-01-2023 14:46:42.995213,"(7.5, 8.8, 7.848000000000001)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:44.040009,"(7.5, 8.8, 7.848000000000001)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:45.128159,"(7.5, 8.8, 7.848000000000001)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:46.292239,"(7.5, 8.6, 8.04)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:47.347960,"(7.5, 8.6, 8.04)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.914285714285714)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:48.455852,"(7.5, 8.6, 8.04)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:49.667758,"(7.5, 8.6, 7.7555555555555555)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.0375)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 62.8421052631579)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:50.826449,"(7.5, 8.6, 7.7555555555555555)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.411111111111111)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:51.989608,"(7.5, 8.6, 8.04390243902439)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.411111111111111)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:53.149651,"(7.5, 8.4, 8.214814814814815)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.371428571428572)"
04-01-2023 14:46:54.326758,"(7.5, 8.4, 7.964102564102564)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:46:55.494163,"(7.5, 8.4, 7.896296296296296)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:46:56.577571,"(7.5, 8.4, 7.896296296296296)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 6.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:46:57.718296,"(7.5, 8.4, 7.896296296296296)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:46:58.753828,"(7.5, 8.4, 7.896296296296296)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.1)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:46:59.770982,"(7.5, 8.4, 7.963636363636364)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 8.3125)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:00.739323,"(7.5, 8.2, 7.999999999999999)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.022857142857143)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.4, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:01.772985,"(7.5, 8.2, 7.999999999999999)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:02.805350,"(7.5, 8.2, 7.86086956521739)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:03.884117,"(7.5, 8.2, 7.86086956521739)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:05.012925,"(7.5, 8.2, 7.86086956521739)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 70.28571428571428)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:06.118465,"(7.5, 8.2, 7.86086956521739)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 69.36363636363637)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:07.206806,"(7.5, 8.2, 7.506666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.41578947368421)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 59.18181818181818)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:08.291594,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.171428571428571)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 59.18181818181818)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:09.393244,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.2)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 59.18181818181818)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:10.494275,"(7.5, 8.0, 7.75)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.2)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:11.615316,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.6, 7.433333333333334)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:12.705152,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.64)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:13.788967,"(7.5, 8.0, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.114285714285714)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 8.3125)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:14.868306,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.466666666666667)","(5.5, 6.8, 6.022857142857143)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.4, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:15.913939,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.662068965517241)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:16.983649,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.662068965517241)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.406896551724138)"
04-01-2023 14:47:18.107142,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.662068965517241)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:19.205413,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.662068965517241)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:20.278630,"(7.5, 7.8, 7.633333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.662068965517241)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:21.445024,"(7.5, 9.0, 8.216666666666667)","(2.45, 3.95, 3.6166666666666667)","(5.0, 7.8, 7.872727272727272)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 61.61538461538461)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:22.630387,"(7.5, 8.8, 8.411111111111111)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.104)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 65.83333333333334)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:23.770686,"(7.5, 8.8, 8.03225806451613)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.104)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 65.83333333333334)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:24.959421,"(7.5, 8.8, 7.993939393939394)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.104)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 66.92307692307692)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:26.229656,"(7.5, 8.8, 7.993939393939394)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.104)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:27.433238,"(7.5, 8.8, 7.993939393939394)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.08)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:28.595889,"(7.5, 8.8, 8.100000000000001)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.2, 8.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:29.772961,"(7.5, 8.6, 8.284210526315789)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:30.848398,"(7.5, 8.6, 8.284210526315789)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.266666666666667)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.248)"
04-01-2023 14:47:31.975688,"(7.5, 8.6, 7.96)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.352)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.242857142857142)"
04-01-2023 14:47:32.973488,"(7.5, 8.6, 7.96)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.352)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:34.046857,"(7.5, 8.6, 7.96)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.34)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:35.139272,"(7.5, 8.6, 8.072)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.34)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:36.188751,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.35)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:37.331162,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.35)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:38.474561,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.35)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.0)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:39.609419,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.35)","(5.5, 6.8, 6.276923076923077)","(21.0, 80.0, 63.84615384615385)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:40.734060,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.35)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:41.884650,"(7.5, 8.4, 7.833333333333334)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.4, 8.036363636363637)","(5.5, 6.8, 6.022857142857143)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 8.3125)","(8.0, 9.4, 8.104)"
04-01-2023 14:47:42.961867,"(7.5, 8.2, 7.866666666666666)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.8, 8.145454545454545)","(5.5, 6.8, 6.022857142857143)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.4, 7.8999999999999995)","(8.0, 9.4, 8.282758620689656)"
04-01-2023 14:47:44.032915,"(7.5, 8.2, 7.68)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.8, 8.486956521739131)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.282758620689656)"
04-01-2023 14:47:45.043913,"(7.5, 8.2, 7.68)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.8, 8.486956521739131)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.282758620689656)"
04-01-2023 14:47:46.128373,"(7.5, 8.2, 7.68)","(2.45, 3.95, 3.6166666666666667)","(5.0, 8.8, 8.486956521739131)","(5.5, 6.8, 6.276923076923077)","(21.0, 75.0, 60.5)","(16.0, 38.0, 29.789473684210527)","(6.5, 8.2, 7.8999999999999995)","(8.0, 9.4, 8.282758620689656)"
