,Promise Stride,Margarets Clan,Queen Treacherie Nz,Biglittlesis,Lucksafortune,Shady Story,Solo Sync,Forsaken Me,De Marco Beach,Bettor Blast Nz,Pacific Rock,My Ultimate Jimbo
08-01-2023 17:35:26.783176,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:28.237501,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:29.691485,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:31.133124,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:32.511819,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:34.096403,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:35.724973,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:37.394244,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:39.064509,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:40.751599,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:42.256874,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:43.774526,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:45.286590,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.0)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:46.794547,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.8)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 27.75)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:48.277245,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.8)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 27.75)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:49.738059,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:51.302366,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:52.827649,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.200000000000003)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:54.312700,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.200000000000003)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:55.769197,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:57.223106,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:35:58.624711,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:00.034930,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 30.200000000000003)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:01.533294,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:02.950994,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:04.400316,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 143.33333333333334)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:05.872520,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 107.5)","(16.0, 40.0, 30.200000000000003)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:07.307380,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.5)","(81.0, 160.0, 112.5)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:08.595627,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.5)","(81.0, 160.0, 112.5)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:10.047512,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.5)","(81.0, 160.0, 112.5)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:11.483781,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 112.5)","(16.0, 40.0, 33.875)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:12.857089,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 31.666666666666668)","(81.0, 160.0, 112.5)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:14.266873,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.6)","(81.0, 160.0, 128.33333333333334)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:15.650843,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.6)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:17.060103,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:18.431380,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:19.883483,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:21.299197,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:22.693798,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:24.113440,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:25.485148,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:26.937626,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:28.330112,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:29.733536,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:31.148874,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:32.532994,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:33.866987,"(71.0, 170.0, 135.0)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:35.226852,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
08-01-2023 17:36:36.860783,"(71.0, 170.0, 135.0)","(7.5, 15.0, 13.333333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 70.0, 63.333333333333336)","(19.0, 34.0, 32.0)","(81.0, 160.0, 126.66666666666667)","(16.0, 40.0, 31.833333333333332)","(41.0, 140.0, 114.5)","(51.0, 99999, 99990)","(31.0, 110.0, 70.0)","(101.0, 160.0, 112.5)"
