,Promise Stride,Margarets Clan,Queen Treacherie Nz,Biglittlesis,Lucksafortune,Shady Story,Solo Sync,Forsaken Me,De Marco Beach,Bettor Blast Nz,Pacific Rock,My Ultimate Jimbo
08-01-2023 17:45:51.735200,"(71.0, 150.0, 115.0)","(7.5, 14.0, 13.107692307692307)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:53.068001,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:54.502863,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:55.918315,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:57.214070,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:58.479888,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:45:59.812210,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:46:01.173948,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 66.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 41.0)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 94.5)","(101.0, 200.0, 163.33333333333331)"
08-01-2023 17:46:02.449024,"(71.0, 150.0, 115.0)","(7.5, 13.5, 12.684615384615384)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 80.0, 73.33333333333333)","(19.0, 85.0, 72.66666666666667)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 87.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 200.0, 147.5)"
08-01-2023 17:46:03.717211,"(71.0, 150.0, 126.66666666666666)","(7.5, 13.5, 10.440000000000001)","(1.12, 99999, 99990)","(31.0, 130.0, 97.5)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:05.014996,"(71.0, 150.0, 139.16666666666669)","(7.5, 13.5, 12.48)","(1.12, 99999, 99990)","(31.0, 130.0, 97.5)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:06.345975,"(71.0, 150.0, 120.0)","(7.5, 13.5, 12.48)","(1.12, 99999, 99990)","(31.0, 130.0, 97.5)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:07.684499,"(71.0, 150.0, 120.0)","(7.5, 13.5, 11.7375)","(1.12, 99999, 99990)","(31.0, 130.0, 97.5)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:09.359534,"(71.0, 150.0, 120.0)","(7.5, 13.5, 11.8125)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:10.783527,"(71.0, 150.0, 130.0)","(7.5, 13.5, 11.8875)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:12.119880,"(71.0, 150.0, 130.0)","(7.5, 13.5, 9.975000000000001)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:13.437197,"(71.0, 150.0, 130.0)","(7.5, 13.5, 10.8)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 133.33333333333334)"
08-01-2023 17:46:14.750430,"(71.0, 150.0, 130.0)","(7.5, 13.5, 10.8)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 171.42857142857144)"
08-01-2023 17:46:16.141036,"(71.0, 150.0, 130.0)","(7.5, 13.5, 10.8)","(1.12, 99999, 99990)","(31.0, 130.0, 91.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 67.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.333333333333336)","(41.0, 110.0, 95.0)","(51.0, 99999, 99990)","(31.0, 110.0, 89.375)","(101.0, 200.0, 171.42857142857144)"
08-01-2023 17:46:17.666769,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.625)","(1.12, 99999, 99990)","(31.0, 130.0, 94.0)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 65.0)","(81.0, 150.0, 115.0)","(16.0, 48.0, 44.57142857142857)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:19.177986,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.625)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 85.0, 66.25)","(81.0, 150.0, 115.0)","(16.0, 48.0, 44.57142857142857)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:20.572822,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.625)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 100.0, 66.25)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:22.139942,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.625)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 100.0, 66.25)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:23.623604,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.954545454545455)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 100.0, 68.33333333333333)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:25.087902,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.954545454545455)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 95.0, 66.66666666666667)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:26.556821,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.954545454545455)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 90.0, 66.66666666666667)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:27.941465,"(71.0, 150.0, 130.0)","(7.5, 13.5, 12.954545454545455)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 90.0, 66.66666666666667)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:29.389809,"(71.0, 150.0, 130.0)","(7.5, 13.5, 14.6875)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 74.28571428571429)","(19.0, 90.0, 66.66666666666667)","(81.0, 150.0, 115.0)","(16.0, 48.0, 45.33333333333333)","(41.0, 110.0, 86.66666666666667)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 166.66666666666669)"
08-01-2023 17:46:30.757217,"(71.0, 150.0, 122.5)","(7.5, 15.0, 14.714285714285714)","(1.12, 99999, 99990)","(31.0, 130.0, 97.0)","(31.0, 80.0, 72.5)","(19.0, 90.0, 72.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 43.0)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:32.108958,"(71.0, 150.0, 122.5)","(7.5, 15.0, 14.714285714285714)","(1.12, 99999, 99990)","(31.0, 130.0, 88.75)","(31.0, 80.0, 75.0)","(19.0, 90.0, 72.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 44.666666666666664)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:33.466572,"(71.0, 150.0, 122.5)","(7.5, 15.0, 14.714285714285714)","(1.12, 99999, 99990)","(31.0, 130.0, 92.5)","(31.0, 85.0, 75.0)","(19.0, 90.0, 72.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 44.666666666666664)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:34.851287,"(71.0, 150.0, 122.5)","(7.5, 15.0, 14.714285714285714)","(1.12, 99999, 99990)","(31.0, 130.0, 92.5)","(31.0, 85.0, 75.0)","(19.0, 90.0, 72.5)","(81.0, 150.0, 115.0)","(16.0, 48.0, 44.666666666666664)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:36.181850,"(71.0, 150.0, 122.5)","(7.5, 15.0, 14.714285714285714)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(19.0, 90.0, 76.0)","(81.0, 150.0, 115.0)","(16.0, 48.0, 46.0)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:37.714355,"(71.0, 150.0, 122.5)","(7.5, 17.5, 15.416666666666666)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(19.0, 90.0, 76.0)","(81.0, 150.0, 115.0)","(16.0, 48.0, 46.0)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 85.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:39.053707,"(71.0, 150.0, 122.5)","(7.5, 17.5, 15.416666666666666)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(20.0, 90.0, 76.0)","(81.0, 150.0, 115.0)","(15.0, 48.0, 56.5)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 110.0, 100.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:40.359410,"(71.0, 200.0, 147.5)","(7.5, 18.5, 17.25)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(20.0, 90.0, 94.0)","(81.0, 150.0, 115.0)","(15.0, 75.0, 67.6)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:41.867577,"(71.0, 190.0, 126.66666666666667)","(7.5, 18.0, 16.2)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(20.0, 120.0, 88.0)","(81.0, 150.0, 115.0)","(15.0, 75.0, 67.6)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:43.217552,"(71.0, 190.0, 126.66666666666667)","(7.5, 18.0, 16.875)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 80.0)","(20.0, 110.0, 88.0)","(81.0, 150.0, 115.0)","(15.0, 75.0, 67.6)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 140.0)"
08-01-2023 17:46:44.631391,"(71.0, 190.0, 126.66666666666667)","(7.5, 18.0, 16.875)","(1.12, 99999, 99990)","(31.0, 130.0, 105.0)","(31.0, 85.0, 77.5)","(20.0, 110.0, 73.33333333333333)","(81.0, 150.0, 115.0)","(15.0, 75.0, 63.33333333333333)","(41.0, 110.0, 82.5)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:45.981234,"(71.0, 190.0, 162.85714285714286)","(7.5, 18.0, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 77.5)","(20.0, 110.0, 73.33333333333333)","(81.0, 150.0, 115.0)","(15.0, 75.0, 63.33333333333333)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:47.272575,"(71.0, 190.0, 162.85714285714286)","(7.5, 18.5, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 77.5)","(20.0, 110.0, 73.33333333333333)","(81.0, 150.0, 115.0)","(15.0, 75.0, 66.25)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:48.805704,"(71.0, 190.0, 162.85714285714286)","(7.5, 18.5, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 77.5)","(20.0, 110.0, 70.0)","(81.0, 150.0, 115.0)","(15.0, 75.0, 66.25)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:50.179078,"(71.0, 190.0, 166.25)","(7.5, 18.5, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 81.25)","(20.0, 110.0, 70.0)","(81.0, 150.0, 138.33333333333331)","(15.0, 75.0, 68.0)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:51.468890,"(71.0, 190.0, 166.25)","(7.5, 18.5, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 81.25)","(20.0, 110.0, 70.0)","(81.0, 150.0, 138.33333333333331)","(15.0, 75.0, 68.0)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:52.831458,"(71.0, 190.0, 166.25)","(7.5, 18.5, 17.857142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 81.25)","(20.0, 110.0, 70.0)","(81.0, 150.0, 138.33333333333331)","(15.0, 75.0, 68.0)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:54.233464,"(71.0, 190.0, 166.25)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 81.25)","(20.0, 110.0, 70.0)","(81.0, 150.0, 128.33333333333334)","(14.0, 75.0, 68.0)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:55.517006,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 85.0, 81.25)","(20.0, 110.0, 70.0)","(81.0, 150.0, 128.33333333333334)","(14.0, 75.0, 68.0)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:56.844918,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 96.66666666666667)","(31.0, 85.0, 85.0)","(20.0, 110.0, 70.0)","(81.0, 150.0, 128.33333333333334)","(14.0, 75.0, 56.66666666666667)","(41.0, 110.0, 93.33333333333334)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:58.268817,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 48.333333333333336)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:46:59.691884,"(71.0, 190.0, 164.28571428571428)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 80.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 48.333333333333336)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:01.022401,"(71.0, 190.0, 164.28571428571428)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 80.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 48.333333333333336)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:02.626203,"(71.0, 190.0, 164.28571428571428)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 80.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 52.5)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:04.161226,"(71.0, 190.0, 164.28571428571428)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 80.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 52.5)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:05.801628,"(71.0, 190.0, 167.5)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 100.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 52.5)","(41.0, 110.0, 80.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:07.550677,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 70.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 53.5)","(41.0, 110.0, 83.33333333333333)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:09.176669,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.625)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 70.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 49.666666666666664)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:10.782218,"(71.0, 190.0, 130.0)","(7.5, 18.5, 15.75)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 55.8)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:12.343502,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.85)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 82.5)","(81.0, 150.0, 120.0)","(14.0, 65.0, 54.5)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:13.889732,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.85)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 70.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 54.5)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:15.551197,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.357142857142858)","(1.12, 99999, 99990)","(31.0, 130.0, 95.0)","(31.0, 90.0, 80.0)","(20.0, 110.0, 70.0)","(81.0, 150.0, 120.0)","(14.0, 65.0, 51.0)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 100.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:17.093140,"(71.0, 190.0, 130.0)","(7.5, 18.5, 16.333333333333332)","(1.12, 99999, 99990)","(31.0, 130.0, 106.66666666666666)","(31.0, 90.0, 85.0)","(20.0, 110.0, 86.0)","(81.0, 150.0, 135.0)","(14.0, 65.0, 51.0)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 108.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:18.871350,"(71.0, 190.0, 130.0)","(7.5, 18.5, 17.85)","(1.12, 99999, 99990)","(31.0, 130.0, 86.66666666666667)","(31.0, 90.0, 85.0)","(20.0, 110.0, 83.33333333333334)","(81.0, 150.0, 122.5)","(14.0, 65.0, 56.6)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 108.0)","(101.0, 200.0, 150.0)"
08-01-2023 17:47:20.410814,"(71.0, 190.0, 130.0)","(7.5, 18.5, 15.0)","(1.12, 99999, 99990)","(31.0, 130.0, 97.5)","(31.0, 90.0, 85.0)","(20.0, 100.0, 81.0)","(81.0, 150.0, 122.5)","(14.0, 65.0, 56.6)","(41.0, 110.0, 90.0)","(51.0, 99999, 99990)","(31.0, 120.0, 110.83333333333333)","(101.0, 200.0, 150.0)"
