,Midnight Queen,Balboa Shannon,Diesel Don,Lady Pebbles,Sahara Jewel,Its Inevitable Nz,Dothedealdylan,Mac Stubborn,Miss Maravu,Uptotrix
15-12-2022 13:25:44.308408,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:45.697104,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:46.972547,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:48.300234,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:49.672087,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:51.039667,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:52.382344,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:53.689991,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:55.001400,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:56.340634,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:57.673161,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:25:58.989051,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:00.400991,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:01.820601,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:03.270294,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:04.676815,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:06.060870,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:07.446748,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:08.811606,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:10.148492,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:11.578360,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:13.014878,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:14.438174,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:15.772345,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:17.119730,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:18.425099,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:19.765620,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:21.101784,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:22.565573,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:23.854602,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:25.179069,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:26.480973,"(21.0, 75.0, 53.07692307692308)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:27.819607,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:29.102576,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:30.326985,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:31.605597,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:32.857806,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:34.144229,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:35.383046,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:36.702390,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:38.052977,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:39.281255,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:40.497216,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:41.709426,"(21.0, 75.0, 34.64285714285714)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:42.989958,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:44.327022,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:45.581305,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:46.917336,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:48.254615,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:49.574048,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:50.847245,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:52.093916,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:53.450036,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:54.729049,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:55.996976,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:57.396850,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:26:58.696542,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:27:00.013636,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:27:01.281633,"(21.0, 75.0, 40.0)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
