,Alvin Rose,Rocket Man Rose,Legendary Value,Toby West,Im Gifted Too,Victa Grosso
06-01-2023 14:07:05.087266,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:06.664327,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:07.791967,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:08.944025,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:10.086930,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:11.146784,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:12.180106,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:13.311748,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:14.512888,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:15.651693,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:17.058943,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:18.298112,"(26.0, 65.0, 35.3)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:19.476940,"(26.0, 65.0, 38.75)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:20.668963,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:21.740666,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:22.915935,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:24.124110,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:25.336700,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:26.464083,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:27.547599,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:28.660636,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:29.881907,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.6136363636363638)","(3.5, 5.3, 5.257894736842105)"
06-01-2023 14:07:31.101485,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 39.80952380952381)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.4625)","(3.5, 5.3, 5.078571428571428)"
06-01-2023 14:07:32.521326,"(26.0, 65.0, 40.769230769230774)","(21.0, 55.0, 46.0)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.4625)","(3.5, 5.3, 4.329411764705882)"
06-01-2023 14:07:33.995067,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 46.0)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.4625)","(3.5, 5.3, 4.3)"
06-01-2023 14:07:35.154566,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 46.0)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.4625)","(3.5, 5.3, 4.193421052631579)"
06-01-2023 14:07:36.260803,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.3, 4.193421052631579)"
06-01-2023 14:07:37.421469,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.3, 4.193421052631579)"
06-01-2023 14:07:38.530399,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.3, 4.378260869565217)"
06-01-2023 14:07:39.535799,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.2, 4.35625)"
06-01-2023 14:07:40.687254,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.2, 4.975)"
06-01-2023 14:07:41.809950,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.975)"
06-01-2023 14:07:42.890872,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3236363636363633)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.975)"
06-01-2023 14:07:44.014719,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.003846153846153)"
06-01-2023 14:07:45.156228,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.010714285714285)"
06-01-2023 14:07:46.258536,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:47.409066,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:48.537668,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:49.725524,"(26.0, 65.0, 38.75)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:50.869925,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:51.987352,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:53.062885,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:54.127975,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:55.174656,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.875)","(2.05, 2.52, 2.3929411764705883)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 5.0609375)"
06-01-2023 14:07:56.328902,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.25)","(2.05, 2.52, 2.44)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.5)"
06-01-2023 14:07:57.575708,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.52, 2.44)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.5)"
06-01-2023 14:07:58.726485,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.52, 2.44)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.5)"
06-01-2023 14:07:59.862622,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.52, 2.44)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.5)"
06-01-2023 14:08:01.007656,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.52, 2.44)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 3.997916666666667)"
06-01-2023 14:08:02.178895,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.52, 2.36)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 3.997916666666667)"
06-01-2023 14:08:03.269631,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.5, 2.36)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.421794871794872)"
06-01-2023 14:08:04.419069,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.5, 2.3565217391304345)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.421794871794872)"
06-01-2023 14:08:05.548465,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.421794871794872)"
06-01-2023 14:08:06.597878,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.610185185185185)"
06-01-2023 14:08:07.629436,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.95)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.162962962962963)"
06-01-2023 14:08:08.683132,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.6)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.309375)"
06-01-2023 14:08:09.811000,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.6)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.1, 4.9)"
06-01-2023 14:08:10.921185,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.6)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:11.983927,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.75)","(14.0, 24.0, 22.6)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:13.203059,"(26.0, 65.0, 40.769230769230774)","(21.0, 48.0, 39.92307692307692)","(14.0, 24.0, 21.833333333333332)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:14.474636,"(26.0, 65.0, 49.6)","(21.0, 48.0, 40.5)","(14.0, 24.0, 22.227272727272727)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:15.563034,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.5)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:16.713783,"(26.0, 65.0, 45.75)","(21.0, 48.0, 42.473684210526315)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:18.067763,"(26.0, 65.0, 45.75)","(21.0, 48.0, 42.473684210526315)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:19.062965,"(26.0, 65.0, 45.75)","(21.0, 48.0, 42.473684210526315)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:20.091744,"(26.0, 65.0, 45.75)","(21.0, 48.0, 42.473684210526315)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:21.352405,"(26.0, 65.0, 45.75)","(21.0, 48.0, 37.44444444444444)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.3835294117647057)","(2.9, 3.8, 3.5428571428571427)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:22.429636,"(26.0, 65.0, 45.75)","(21.0, 48.0, 37.44444444444444)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:23.719420,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:24.922879,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.8, 3.3846153846153846)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:26.132150,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.8, 3.2774193548387096)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:27.233166,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.8, 3.31)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:28.280953,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.31)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:29.535852,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.852941176470587)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.31)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:30.732247,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.916666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.31)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:31.881518,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.0)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.31)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:33.060849,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.166666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:34.269248,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.166666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.9)"
06-01-2023 14:08:35.424077,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.166666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.947368421052632)"
06-01-2023 14:08:36.498684,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.166666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.947368421052632)"
06-01-2023 14:08:37.665063,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.55)"
06-01-2023 14:08:38.935309,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.960869565217392)"
06-01-2023 14:08:40.146108,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4465517241379313)","(3.5, 5.0, 4.973529411764706)"
06-01-2023 14:08:41.288923,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.6)"
06-01-2023 14:08:42.481183,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.6)"
06-01-2023 14:08:43.609230,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.6)"
06-01-2023 14:08:44.661002,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.927272727272728)"
06-01-2023 14:08:45.793751,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.927272727272728)"
06-01-2023 14:08:46.931889,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.153846153846153)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.957894736842105)"
06-01-2023 14:08:48.238404,"(26.0, 65.0, 45.75)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 22.88888888888889)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:49.394771,"(26.0, 65.0, 49.5)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.166666666666668)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:50.601920,"(26.0, 65.0, 49.5)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.285714285714285)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:51.840753,"(26.0, 65.0, 51.4375)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.285714285714285)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:53.107370,"(26.0, 65.0, 51.4375)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:54.371618,"(26.0, 65.0, 51.4375)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:55.551372,"(26.0, 65.0, 51.4375)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:56.698104,"(26.0, 65.0, 51.4375)","(21.0, 48.0, 40.69230769230769)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:57.852242,"(26.0, 60.0, 57.400000000000006)","(21.0, 46.0, 44.111111111111114)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:08:59.211954,"(26.0, 60.0, 45.7)","(21.0, 46.0, 39.46153846153846)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:09:00.285721,"(26.0, 60.0, 45.7)","(21.0, 46.0, 39.46153846153846)","(14.0, 24.0, 23.615384615384617)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:09:01.572479,"(26.0, 60.0, 45.7)","(21.0, 46.0, 39.46153846153846)","(14.0, 24.0, 26.764705882352942)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:09:02.828014,"(26.0, 60.0, 45.7)","(21.0, 46.0, 39.46153846153846)","(14.0, 30.0, 26.75)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.364)"
06-01-2023 14:09:04.078759,"(26.0, 60.0, 44.94736842105263)","(21.0, 46.0, 39.46153846153846)","(14.0, 29.0, 22.7)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.1, 4.4185185185185185)"
06-01-2023 14:09:05.352896,"(26.0, 60.0, 44.94736842105263)","(21.0, 46.0, 39.46153846153846)","(14.0, 29.0, 26.0)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.1, 4.65)"
06-01-2023 14:09:06.705968,"(26.0, 60.0, 44.94736842105263)","(21.0, 46.0, 39.46153846153846)","(14.0, 28.0, 26.0)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
06-01-2023 14:09:08.300908,"(26.0, 60.0, 44.4)","(21.0, 46.0, 39.46153846153846)","(14.0, 28.0, 21.846153846153847)","(2.05, 2.5, 2.397333333333333)","(2.9, 3.75, 3.4383333333333335)","(3.5, 5.0, 4.65)"
