,Melinke,Dissmagic,Drink Then Kiss,Fine Things,Rocknrollprincess,Cato Lake,Coldenkim,Piwhane,Warringah Storm,Lone Raider
04-01-2023 14:09:26.805648,"(3.9, 4.8, 4.72258064516129)","(5.5, 7.0, 6.8875)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 250.0, 233.33333333333334)","(7.0, 10.5, 10.482905982905983)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.144444444444444)","(101.0, 220.0, 164.0)","(71.0, 130.0, 122.5)"
04-01-2023 14:09:28.142001,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.63265306122449)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 233.33333333333334)","(7.0, 10.5, 11.051020408163264)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.144444444444444)","(101.0, 220.0, 168.57142857142858)","(71.0, 130.0, 122.5)"
04-01-2023 14:09:29.523694,"(3.9, 4.8, 4.714285714285714)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.144444444444444)","(101.0, 280.0, 205.0)","(71.0, 130.0, 122.5)"
04-01-2023 14:09:30.882250,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 250.0, 233.33333333333334)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.136018957345971)","(101.0, 260.0, 205.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:09:32.185000,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 233.33333333333334)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.136018957345971)","(101.0, 260.0, 205.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:09:33.435378,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.62621359223301)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 233.33333333333334)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.133823529411765)","(101.0, 260.0, 205.0)","(71.0, 130.0, 124.0)"
04-01-2023 14:09:34.689620,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.62621359223301)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.133823529411765)","(101.0, 260.0, 205.0)","(71.0, 130.0, 125.71428571428572)"
04-01-2023 14:09:36.010131,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 250.0, 233.33333333333334)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.133823529411765)","(101.0, 260.0, 205.0)","(71.0, 130.0, 125.71428571428572)"
04-01-2023 14:09:37.322990,"(3.9, 4.8, 4.688372093023256)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 240.0)","(7.0, 11.5, 11.00943396226415)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.133823529411765)","(101.0, 260.0, 205.0)","(71.0, 130.0, 125.71428571428572)"
04-01-2023 14:09:38.681642,"(3.9, 4.8, 4.724137931034483)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.257142857142856)","(101.0, 260.0, 231.42857142857142)","(7.0, 11.5, 11.073770491803279)","(71.0, 130.0, 126.25)","(3.7, 4.2, 4.133823529411765)","(101.0, 260.0, 200.0)","(71.0, 130.0, 125.71428571428572)"
04-01-2023 14:09:40.029148,"(3.9, 4.8, 4.763636363636364)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.6192660550458715)","(11.0, 15.0, 14.375)","(101.0, 260.0, 232.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.136915887850467)","(101.0, 250.0, 180.0)","(71.0, 130.0, 125.71428571428572)"
04-01-2023 14:09:41.294543,"(3.9, 4.8, 4.727272727272727)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.548)","(11.0, 15.5, 14.461538461538462)","(101.0, 250.0, 240.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145402298850574)","(101.0, 240.0, 180.0)","(71.0, 130.0, 127.27272727272727)"
04-01-2023 14:09:42.564890,"(3.9, 4.8, 4.727272727272727)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.548)","(11.0, 15.5, 14.461538461538462)","(101.0, 260.0, 240.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.136915887850467)","(101.0, 240.0, 180.0)","(71.0, 130.0, 129.0625)"
04-01-2023 14:09:43.888563,"(3.9, 4.8, 4.74)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.542105263157895)","(11.0, 15.5, 14.461538461538462)","(101.0, 260.0, 231.42857142857142)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145402298850574)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:45.092745,"(3.9, 4.8, 4.74)","(5.5, 7.0, 6.898039215686274)","(4.2, 4.7, 4.542105263157895)","(11.0, 15.5, 14.461538461538462)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145402298850574)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:46.279570,"(3.9, 4.8, 4.74)","(5.5, 7.2, 7.085714285714285)","(4.2, 4.7, 4.542105263157895)","(11.0, 15.5, 14.606382978723405)","(101.0, 250.0, 240.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.13076923076923)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:47.566422,"(3.9, 4.8, 4.74)","(5.5, 7.2, 7.076923076923077)","(4.2, 4.6, 4.507692307692308)","(11.0, 15.5, 14.606382978723405)","(101.0, 260.0, 240.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.137209302325581)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:48.817504,"(3.9, 4.8, 4.74)","(5.5, 7.2, 7.076923076923077)","(4.2, 4.6, 4.507692307692308)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 240.0)","(7.0, 11.5, 11.073770491803279)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.137209302325581)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:50.098964,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.434375)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.137209302325581)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:51.361948,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.389473684210526)","(11.0, 15.5, 14.647727272727273)","(101.0, 250.0, 235.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:52.599639,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.3875)","(11.0, 15.5, 14.647727272727273)","(101.0, 250.0, 240.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:53.926948,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.38)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 231.42857142857142)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:55.119727,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.391666666666667)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:56.328323,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.381481481481481)","(11.0, 15.5, 14.647727272727273)","(101.0, 250.0, 235.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:57.505792,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.381481481481481)","(11.0, 15.5, 14.647727272727273)","(101.0, 250.0, 240.0)","(7.0, 11.5, 11.106060606060606)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:09:58.715428,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.15)","(4.2, 4.5, 4.381481481481481)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 240.0)","(7.0, 11.5, 11.418032786885245)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.145714285714286)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:10:00.035921,"(3.9, 4.8, 4.745833333333334)","(5.5, 7.2, 7.1125)","(4.2, 4.5, 4.335897435897436)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 235.0)","(7.0, 11.5, 11.607142857142858)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.148087431693989)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:10:01.339440,"(3.9, 4.8, 4.745833333333334)","(5.5, 7.2, 7.1125)","(4.2, 4.4, 4.323076923076924)","(11.0, 15.5, 14.647727272727273)","(101.0, 250.0, 240.0)","(7.0, 12.0, 11.607142857142858)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.148087431693989)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:10:02.584612,"(3.9, 4.8, 4.773333333333333)","(5.5, 7.2, 7.1125)","(4.2, 4.4, 4.295833333333333)","(11.0, 15.5, 14.647727272727273)","(101.0, 260.0, 240.0)","(7.0, 12.0, 11.53191489361702)","(81.0, 130.0, 126.25)","(3.6, 4.2, 4.148087431693989)","(101.0, 240.0, 180.0)","(71.0, 130.0, 128.5)"
04-01-2023 14:10:03.835821,"(3.9, 4.8, 4.7875)","(5.5, 7.2, 7.2250000000000005)","(4.2, 4.4, 4.29795918367347)","(11.0, 15.5, 14.38)","(101.0, 260.0, 231.42857142857142)","(7.0, 12.0, 11.512931034482758)","(81.0, 130.0, 133.07692307692307)","(3.6, 4.2, 4.148087431693989)","(101.0, 240.0, 225.71428571428572)","(71.0, 130.0, 128.75)"
04-01-2023 14:10:05.004824,"(3.9, 4.9, 4.796153846153846)","(5.5, 7.4, 7.3125)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.326086956521738)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.512931034482758)","(81.0, 140.0, 153.75)","(3.6, 4.2, 4.148087431693989)","(101.0, 240.0, 262.72727272727275)","(71.0, 140.0, 133.07692307692307)"
04-01-2023 14:10:06.208724,"(3.9, 4.9, 4.796153846153846)","(5.5, 7.4, 7.3125)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.326086956521738)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.512931034482758)","(81.0, 160.0, 142.94117647058823)","(3.6, 4.2, 4.148087431693989)","(101.0, 270.0, 248.33333333333331)","(71.0, 140.0, 133.07692307692307)"
04-01-2023 14:10:07.393978,"(3.9, 4.9, 4.796153846153846)","(5.5, 7.4, 7.3125)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.225)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.512931034482758)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.2, 4.148087431693989)","(101.0, 260.0, 248.33333333333331)","(71.0, 140.0, 133.07692307692307)"
04-01-2023 14:10:08.570448,"(3.9, 4.9, 4.828205128205129)","(5.5, 7.4, 7.3125)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.225)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.512931034482758)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.2, 4.148087431693989)","(101.0, 260.0, 240.0)","(71.0, 140.0, 133.07692307692307)"
04-01-2023 14:10:09.826504,"(3.9, 4.9, 4.828205128205129)","(5.5, 7.4, 7.3125)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.225)","(91.0, 260.0, 235.0)","(7.5, 12.0, 11.513392857142858)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.2, 4.148087431693989)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:11.023380,"(3.9, 4.9, 4.828205128205129)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.276923076923077)","(11.0, 15.0, 14.209302325581396)","(91.0, 250.0, 240.0)","(7.5, 12.0, 11.175182481751825)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.2, 4.145977011494253)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:12.276209,"(3.9, 4.9, 4.841666666666667)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.377142857142857)","(11.0, 15.0, 14.209302325581396)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.159090909090908)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.2, 4.078888888888889)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:13.611348,"(3.9, 4.9, 4.841666666666667)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.39469696969697)","(11.0, 15.0, 14.209302325581396)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.1, 4.07625)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:14.888708,"(3.9, 4.9, 4.865853658536586)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.395302013422819)","(11.0, 15.0, 14.209302325581396)","(91.0, 260.0, 235.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 150.0, 142.94117647058823)","(3.6, 4.1, 4.07625)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:16.141412,"(3.9, 4.9, 4.865853658536586)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.395302013422819)","(11.0, 15.0, 14.209302325581396)","(91.0, 250.0, 235.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 150.0, 138.0)","(3.6, 4.1, 4.07625)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:17.348820,"(3.9, 4.9, 4.865853658536586)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.395302013422819)","(11.0, 15.0, 14.209302325581396)","(91.0, 250.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 138.0)","(3.6, 4.1, 4.07625)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:18.544175,"(3.9, 4.8, 4.782926829268293)","(5.5, 7.4, 7.33)","(4.2, 4.4, 4.395302013422819)","(11.0, 15.0, 14.209302325581396)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.1, 4.07625)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:19.825730,"(3.9, 4.8, 4.791891891891892)","(5.5, 7.2, 7.112)","(4.2, 4.5, 4.446000000000001)","(11.0, 15.0, 14.18)","(91.0, 260.0, 235.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.1, 3.964864864864865)","(101.0, 260.0, 220.0)","(71.0, 140.0, 133.57142857142856)"
04-01-2023 14:10:21.026039,"(3.9, 4.9, 4.8304347826086955)","(5.5, 7.2, 7.168)","(4.2, 4.5, 4.446000000000001)","(11.0, 14.5, 14.0)","(91.0, 250.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.0, 3.9795081967213117)","(101.0, 260.0, 220.0)","(71.0, 140.0, 134.0)"
04-01-2023 14:10:22.265525,"(3.9, 4.9, 4.823333333333333)","(5.5, 7.4, 7.266666666666667)","(4.2, 4.5, 4.446000000000001)","(11.0, 14.0, 13.766666666666667)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.1, 3.9795081967213117)","(101.0, 260.0, 220.0)","(71.0, 140.0, 134.0)"
04-01-2023 14:10:23.502026,"(3.9, 4.9, 4.823333333333333)","(5.5, 7.4, 7.266666666666667)","(4.2, 4.5, 4.446000000000001)","(11.0, 14.0, 13.766666666666667)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.1, 3.9795081967213117)","(101.0, 260.0, 220.0)","(71.0, 140.0, 122.63157894736842)"
04-01-2023 14:10:24.725130,"(3.9, 4.9, 4.823333333333333)","(5.5, 7.4, 7.266666666666667)","(4.2, 4.5, 4.446000000000001)","(11.0, 14.0, 13.766666666666667)","(91.0, 260.0, 235.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.6, 4.1, 4.0456521739130435)","(101.0, 260.0, 220.0)","(71.0, 130.0, 122.63157894736842)"
04-01-2023 14:10:25.985858,"(4.0, 4.9, 4.823333333333333)","(5.5, 7.4, 7.307692307692308)","(4.0, 4.5, 4.452272727272727)","(11.0, 14.0, 13.766666666666667)","(91.0, 250.0, 235.0)","(7.5, 12.0, 11.097560975609756)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.05)","(101.0, 260.0, 220.0)","(71.0, 130.0, 122.0)"
04-01-2023 14:10:27.203172,"(4.0, 4.9, 4.823333333333333)","(5.5, 7.4, 7.252941176470588)","(4.0, 4.5, 4.45)","(11.0, 14.0, 13.766666666666667)","(91.0, 250.0, 240.0)","(7.5, 12.0, 11.214285714285714)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.043939393939394)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:28.379855,"(4.0, 4.9, 4.817808219178082)","(5.5, 7.4, 7.227586206896552)","(4.0, 4.5, 4.45)","(11.0, 14.0, 13.766666666666667)","(91.0, 260.0, 240.0)","(7.5, 12.0, 11.15)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.043939393939394)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:29.561172,"(4.0, 4.9, 4.852941176470589)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.45625)","(11.0, 14.0, 13.642857142857142)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.24074074074074)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.043939393939394)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:30.766342,"(4.0, 4.9, 4.852941176470589)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.453333333333333)","(11.0, 14.0, 13.642857142857142)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.24074074074074)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.043939393939394)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:32.003765,"(4.0, 4.9, 4.852941176470589)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.453333333333333)","(11.0, 14.0, 13.772727272727273)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.15)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.033720930232558)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:33.274139,"(4.0, 4.9, 4.852941176470589)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.453333333333333)","(11.0, 14.0, 13.772727272727273)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.235849056603774)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.033720930232558)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:34.594792,"(4.0, 4.9, 4.852941176470589)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.453333333333333)","(11.0, 14.0, 13.772727272727273)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.235849056603774)","(81.0, 140.0, 130.0)","(3.7, 4.2, 4.045833333333333)","(101.0, 260.0, 220.0)","(71.0, 130.0, 117.6923076923077)"
04-01-2023 14:10:35.866856,"(4.0, 5.0, 4.866666666666666)","(5.5, 7.4, 7.323076923076924)","(4.0, 4.5, 4.453333333333333)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.15)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.02156862745098)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:37.084670,"(4.0, 5.0, 4.847887323943662)","(5.5, 7.4, 7.336708860759494)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.22549019607843)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.01981981981982)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:38.343374,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.321875)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.22549019607843)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.01981981981982)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
