,Indy Van Cool,Patch Herrera,Garrys Chaos,Hard Case Watson,Foul Play,Off Switch
04-01-2023 13:07:35.917164,"(1.3, 1.43, 1.3617073170731708)","(20.0, 48.0, 45.66666666666667)","(3.8, 5.9, 5.622222222222223)","(9.0, 19.0, 14.6875)","(31.0, 310.0, 183.33333333333334)","(16.0, 60.0, 48.0)"
04-01-2023 13:07:37.097164,"(1.3, 1.43, 1.4214438502673796)","(20.0, 48.0, 45.66666666666667)","(3.9, 5.9, 5.622222222222223)","(10.0, 19.0, 14.6875)","(31.0, 310.0, 183.33333333333334)","(16.0, 60.0, 39.42857142857143)"
04-01-2023 13:07:38.378617,"(1.3, 1.43, 1.4214438502673796)","(20.0, 48.0, 45.66666666666667)","(3.9, 5.9, 5.622222222222223)","(10.0, 19.0, 14.6875)","(31.0, 310.0, 190.0)","(16.0, 60.0, 39.42857142857143)"
04-01-2023 13:07:39.457578,"(1.3, 1.43, 1.4214438502673796)","(20.0, 48.0, 45.66666666666667)","(3.9, 5.9, 5.622222222222223)","(10.0, 19.0, 14.6875)","(31.0, 310.0, 165.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:40.598782,"(1.3, 1.43, 1.3617073170731708)","(20.0, 48.0, 45.66666666666667)","(3.9, 5.9, 5.622222222222223)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:41.783428,"(1.3, 1.43, 1.3617073170731708)","(20.0, 48.0, 45.66666666666667)","(3.9, 5.9, 5.534146341463415)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:42.904402,"(1.3, 1.42, 1.387)","(20.0, 48.0, 42.54545454545455)","(3.9, 5.9, 5.353571428571429)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:44.132381,"(1.3, 1.41, 1.37)","(20.0, 48.0, 39.42857142857143)","(3.9, 5.9, 5.544186046511628)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:45.294679,"(1.3, 1.41, 1.3744444444444446)","(20.0, 48.0, 42.81818181818182)","(3.9, 5.9, 5.544186046511628)","(10.0, 19.0, 15.661290322580646)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:46.381116,"(1.3, 1.42, 1.4188888888888889)","(20.0, 48.0, 43.92857142857143)","(3.9, 5.9, 5.544186046511628)","(10.0, 19.0, 16.032258064516128)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:47.622179,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 45.625)","(3.9, 5.9, 5.497368421052632)","(10.0, 19.0, 15.461538461538462)","(31.0, 300.0, 140.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:48.731985,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.497368421052632)","(10.0, 19.0, 15.461538461538462)","(31.0, 300.0, 146.66666666666669)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:50.114173,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.461538461538462)","(31.0, 300.0, 148.88888888888889)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:51.333023,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 148.88888888888889)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:52.478795,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 14.6875)","(31.0, 300.0, 148.88888888888889)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:53.535568,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:54.622269,"(1.3, 1.44, 1.4384444444444444)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.933333333333334)","(31.0, 300.0, 148.88888888888889)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:55.743519,"(1.3, 1.44, 1.439542857142857)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(14.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:56.707116,"(1.35, 1.44, 1.4384444444444444)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(14.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:57.772457,"(1.35, 1.44, 1.4384180790960452)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(14.0, 60.0, 46.285714285714285)"
04-01-2023 13:07:58.915009,"(1.3, 1.44, 1.43953488372093)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.933333333333334)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:00.002948,"(1.3, 1.44, 1.4384180790960452)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:01.135330,"(1.3, 1.44, 1.43953488372093)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.32)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:02.257644,"(1.3, 1.44, 1.43953488372093)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.574468085106383)","(10.0, 19.0, 15.78)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:03.325189,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.5600000000000005)","(10.0, 19.0, 16.316666666666666)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:04.352823,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.5600000000000005)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:05.405262,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.483333333333333)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:06.465886,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.5875)","(10.0, 19.0, 16.484375)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:07.401608,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.5875)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:08.449475,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.549122807017544)","(10.0, 19.0, 16.484375)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:09.586683,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.549122807017544)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:10.579996,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.549122807017544)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:11.589559,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 45.285714285714285)","(3.9, 5.9, 5.549122807017544)","(10.0, 19.0, 16.484375)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:12.535776,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 46.16129032258064)","(3.9, 5.9, 5.549122807017544)","(10.0, 19.0, 16.484375)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:13.412866,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 39.0)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.01851851851852)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:14.385478,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 42.6)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:15.368982,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 45.75)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:16.295674,"(1.3, 1.44, 1.439537572254335)","(20.0, 48.0, 46.0)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:17.288769,"(1.3, 1.44, 1.4384269662921347)","(20.0, 48.0, 46.0)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:18.333809,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.0)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 15.878378378378379)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:19.310416,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:20.179518,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:21.126683,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 15.878378378378379)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:22.097709,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.601492537313433)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:23.013842,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.586956521739131)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:23.959979,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.586956521739131)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:24.935711,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.586956521739131)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:25.910468,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.586956521739131)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:26.858819,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.2)","(3.9, 5.9, 5.586956521739131)","(10.0, 19.0, 16.25)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:27.791639,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 46.13793103448276)","(3.9, 5.9, 4.55)","(10.0, 19.0, 16.25)","(31.0, 300.0, 140.0)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:28.681047,"(1.3, 1.44, 1.4395402298850575)","(20.0, 48.0, 46.13793103448276)","(3.9, 5.3, 5.033333333333333)","(10.0, 19.0, 16.1125)","(31.0, 300.0, 140.0)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:29.663908,"(1.3, 1.44, 1.4384357541899442)","(20.0, 48.0, 46.13793103448276)","(3.9, 5.3, 5.06)","(10.0, 19.0, 15.7)","(31.0, 300.0, 148.88888888888889)","(15.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:30.679694,"(1.3, 1.44, 1.4395402298850575)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.3, 5.06)","(10.0, 19.0, 16.1125)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:31.602321,"(1.3, 1.44, 1.4384357541899442)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.3, 5.06)","(10.0, 19.0, 16.1125)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:32.603067,"(1.3, 1.44, 1.4395402298850575)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.3, 5.628571428571429)","(10.0, 19.0, 15.7)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:33.574177,"(1.3, 1.44, 1.4384357541899442)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.7, 5.628571428571429)","(10.0, 19.0, 16.25)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:34.546541,"(1.3, 1.44, 1.4395402298850575)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.452173913043478)","(10.0, 19.0, 16.324324324324323)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:35.402501,"(1.3, 1.44, 1.4384357541899442)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.472727272727273)","(10.0, 19.0, 15.432432432432432)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:36.360970,"(1.3, 1.44, 1.4395402298850575)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.472727272727273)","(10.0, 19.0, 15.857142857142858)","(41.0, 300.0, 148.88888888888889)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:37.289104,"(1.3, 1.44, 1.4384357541899442)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.472727272727273)","(10.0, 19.0, 15.857142857142858)","(41.0, 300.0, 164.0)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:38.149918,"(1.3, 1.44, 1.4395402298850575)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.472727272727273)","(10.0, 19.0, 15.432432432432432)","(41.0, 300.0, 164.0)","(16.0, 60.0, 47.2)"
04-01-2023 13:08:39.137792,"(1.3, 1.44, 1.4384357541899442)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.472727272727273)","(10.0, 19.0, 15.432432432432432)","(41.0, 390.0, 216.66666666666669)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:40.043096,"(1.3, 1.44, 1.4364021164021163)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.523076923076923)","(10.0, 19.0, 15.432432432432432)","(41.0, 390.0, 240.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:40.949288,"(1.3, 1.44, 1.4351020408163264)","(21.0, 48.0, 46.13793103448276)","(4.0, 5.8, 5.523076923076923)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 245.0)","(16.0, 60.0, 46.285714285714285)"
04-01-2023 13:08:41.886191,"(1.3, 1.44, 1.4351020408163264)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.463157894736842)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 245.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:42.764576,"(1.3, 1.44, 1.4351269035532994)","(21.0, 48.0, 45.714285714285715)","(4.0, 5.8, 5.533333333333333)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 245.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:43.702207,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 46.285714285714285)","(4.0, 5.8, 5.533333333333333)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 240.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:44.649854,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.216666666666667)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 240.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:45.566502,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 240.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:46.458245,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.389655172413793)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 240.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:47.402532,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.389655172413793)","(10.0, 19.0, 15.7)","(41.0, 350.0, 240.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:48.376859,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.389655172413793)","(10.0, 19.0, 16.25)","(41.0, 350.0, 166.66666666666666)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:49.247812,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.389655172413793)","(10.0, 19.0, 16.25)","(41.0, 350.0, 166.66666666666666)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:50.128095,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 16.585365853658537)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:51.084789,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 16.25)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:51.972892,"(1.3, 1.44, 1.434949494949495)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 16.585365853658537)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:52.948081,"(1.3, 1.44, 1.4337560975609756)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 16.25)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:53.958909,"(1.3, 1.44, 1.4337560975609756)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:55.034941,"(1.3, 1.44, 1.4344827586206896)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 154.44444444444446)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:56.045645,"(1.3, 1.44, 1.4344827586206896)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 183.33333333333331)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:56.981023,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.857142857142858)","(41.0, 350.0, 183.33333333333331)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:57.907494,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.432432432432432)","(41.0, 350.0, 216.66666666666669)","(16.0, 60.0, 45.6)"
04-01-2023 13:08:59.018512,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 14.986486486486486)","(41.0, 350.0, 225.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:00.106873,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 14.986486486486486)","(41.0, 350.0, 225.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:01.000889,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 14.986486486486486)","(41.0, 350.0, 225.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:02.000021,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 14.939024390243903)","(41.0, 350.0, 225.0)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:03.027989,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 45.128205128205124)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 15.380434782608695)","(41.0, 350.0, 216.66666666666669)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:03.999975,"(1.3, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.3625)","(10.0, 19.0, 14.939024390243903)","(41.0, 350.0, 216.66666666666669)","(16.0, 60.0, 45.6)"
04-01-2023 13:09:04.939592,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 15.380434782608695)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:05.896300,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 14.939024390243903)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:06.926919,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 15.205128205128204)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:07.901177,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 15.228571428571428)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:08.883046,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 15.333333333333334)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:09.839579,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(10.0, 19.0, 15.791666666666666)","(51.0, 350.0, 216.66666666666669)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:10.864625,"(1.26, 1.44, 1.4350877192982456)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.791666666666666)","(51.0, 350.0, 212.85714285714286)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:11.828587,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.791666666666666)","(51.0, 350.0, 219.09090909090907)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:12.795535,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.791666666666666)","(51.0, 350.0, 219.09090909090907)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:13.829145,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 16.182926829268293)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:14.833043,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.526315789473685)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:15.752319,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.526315789473685)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:16.673067,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.380434782608695)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:17.659240,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 14.939024390243903)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:18.615649,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 14.939024390243903)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:19.648084,"(1.26, 1.44, 1.4343347639484978)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 14.939024390243903)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
04-01-2023 13:09:20.606122,"(1.26, 1.44, 1.4277777777777778)","(21.0, 48.0, 43.63636363636364)","(4.0, 5.8, 5.4111111111111105)","(11.0, 19.0, 15.3)","(51.0, 350.0, 170.0)","(20.0, 60.0, 45.6)"
