,Rosas Legend,Black Magic Ryno,Blazing Brothers,County Mist,Best Mate,Atomic Hope,Baby Thor,Over Load
11-01-2023 21:52:38.056050,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:39.475469,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:40.953495,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:42.291115,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:43.591875,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:44.894429,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:46.147624,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:47.323523,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:48.565308,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:49.788508,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:50.986901,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:52.197311,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:53.384477,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:54.602715,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:55.798802,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:56.937561,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:58.081960,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:52:59.245874,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:00.342989,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:01.506327,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:02.695780,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:03.911494,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:05.095993,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:06.252153,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:07.415140,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:08.539408,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:09.692655,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:10.784061,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:11.873241,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:13.091655,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:14.188869,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:15.291966,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:16.375615,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:17.463057,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:18.555415,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:19.644130,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:20.764085,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:21.949516,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:23.104309,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:24.241213,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:25.458215,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:26.649222,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:27.763668,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:28.881203,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:29.900516,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:31.036525,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:32.146208,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:33.253485,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:34.375274,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:35.482124,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:36.652867,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:37.787710,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:38.894238,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:40.023382,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:41.084102,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:42.231389,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:43.283697,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:44.404896,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:45.487684,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:46.612679,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:47.775087,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:48.937019,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:50.116164,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:51.274576,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:52.434119,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:53.552466,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:54.680892,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:55.908298,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 21:53:56.944017,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 5.409090909090909)","(2.25, 3.4, 2.650810810810811)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
