,Rosas Legend,Black Magic Ryno,Blazing Brothers,County Mist,Best Mate,Atomic Hope,Baby Thor,Over Load
11-01-2023 22:16:36.516011,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.5, 2.5787500000000003)","(8.0, 15.0, 11.5)","(31.0, 270.0, 68.33333333333334)"
11-01-2023 22:16:37.419167,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.5, 2.5787500000000003)","(8.0, 15.0, 11.5)","(31.0, 270.0, 68.33333333333334)"
11-01-2023 22:16:38.332034,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.5, 2.428)","(8.0, 15.0, 11.5)","(31.0, 270.0, 68.33333333333334)"
11-01-2023 22:16:39.249927,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.5, 2.428)","(8.0, 15.0, 11.5)","(31.0, 270.0, 68.33333333333334)"
11-01-2023 22:16:40.180329,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.5, 2.5900000000000003)","(8.0, 15.0, 11.5)","(31.0, 270.0, 68.33333333333334)"
11-01-2023 22:16:41.097845,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 53.33333333333333)","(18.0, 75.0, 48.63636363636363)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.45, 2.5900000000000003)","(8.0, 15.0, 12.454545454545453)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:42.015295,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.4, 3.1933333333333334)","(8.0, 15.0, 12.454545454545453)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:42.953085,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.4, 3.1933333333333334)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:43.860776,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:44.776984,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:45.732271,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 14.153846153846153)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:46.657370,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 16.0, 13.833333333333334)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:47.600049,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.833333333333334)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:48.520349,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:49.441273,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:50.373766,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:51.295593,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:52.228764,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:53.175466,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:54.112332,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:55.043181,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:55.981769,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:56.930546,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:57.872821,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:58.808562,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:16:59.738526,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:00.673740,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:01.597070,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:02.522691,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:03.463380,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:04.415382,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:05.357569,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:06.290892,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:07.234777,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:08.178768,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:09.120777,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:10.060711,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:11.004456,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:11.963895,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.28571428571429)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 13.0)","(31.0, 270.0, 114.42857142857142)"
11-01-2023 22:17:12.905151,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 11.977777777777778)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:13.855115,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 12.454545454545453)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:14.809540,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 12.454545454545453)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:15.753138,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 30.454545454545453)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:16.674606,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 41.25)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:17.612145,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 70.0, 31.818181818181817)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:18.551233,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:19.523584,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:20.450730,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:21.401874,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:22.346474,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:23.318954,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:24.269749,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:25.236920,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:26.183464,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:27.133258,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:28.099357,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:29.040179,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:29.981065,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 115.07142857142858)"
11-01-2023 22:17:30.944081,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 163.16666666666666)"
11-01-2023 22:17:31.868090,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:32.817368,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:33.753515,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:34.694773,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:35.655121,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:36.589359,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 53.125)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:37.505537,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 43.40909090909091)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:38.435512,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 65.0, 43.40909090909091)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:39.366063,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 62.5)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:40.310615,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 62.5)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:41.235270,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 62.5)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:42.175077,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 62.5)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.151666666666667)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:43.127076,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 62.5)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 2.5318750000000003)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:44.068468,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.35, 3.11)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:45.007587,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.983333333333333)","(2.25, 3.3, 3.11)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 163.16666666666666)"
11-01-2023 22:17:45.967736,"(2.8, 5.7, 5.226666666666667)","(31.0, 140.0, 121.5)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.675)","(2.25, 3.3, 3.02)","(8.0, 15.0, 10.466666666666667)","(31.0, 190.0, 115.07142857142858)"
11-01-2023 22:17:46.910585,"(2.8, 5.7, 5.226666666666667)","(31.0, 180.0, 82.92857142857143)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.3, 3.02)","(8.0, 15.0, 10.466666666666667)","(31.0, 270.0, 221.5)"
11-01-2023 22:17:47.855413,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 56.875)","(13.0, 32.0, 29.625)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.3, 2.39)","(8.0, 15.0, 10.466666666666667)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:48.817859,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.3, 2.368823529411765)","(8.0, 15.0, 9.4)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:49.780380,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.25, 2.9450000000000003)","(8.0, 15.0, 11.977777777777778)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:50.724407,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.2, 2.9074999999999998)","(8.0, 15.0, 11.977777777777778)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:51.656943,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.15, 2.9074999999999998)","(8.0, 15.0, 13.186666666666667)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:52.608176,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.15, 2.9074999999999998)","(8.0, 15.0, 13.186666666666667)","(31.0, 260.0, 221.5)"
11-01-2023 22:17:53.548864,"(2.8, 5.7, 5.226666666666667)","(31.0, 170.0, 146.5)","(18.0, 70.0, 62.42857142857143)","(13.0, 32.0, 27.25)","(5.0, 8.6, 7.699999999999999)","(2.25, 3.15, 2.9074999999999998)","(8.0, 15.0, 13.186666666666667)","(31.0, 260.0, 221.5)"
