,Oodnadatta Man,Waves Crashing,Big Braveheart,Enraged,Sonic Sammy,Phantom Rex,Laquita Star
05-01-2023 15:13:16.246220,"(11.0, 23.0, 22.62962962962963)","(4.2, 4.8, 4.514285714285714)","(1.8, 1.88, 1.8544)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.963636363636364)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:17.185403,"(11.0, 25.0, 24.833333333333332)","(4.2, 4.8, 4.757627118644067)","(1.8, 1.88, 1.8541176470588236)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.963636363636364)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:18.154397,"(11.0, 23.0, 22.92)","(4.2, 4.8, 4.7561403508771924)","(1.8, 1.9, 1.8875)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.963636363636364)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:19.163133,"(11.0, 23.0, 22.91304347826087)","(4.2, 4.9, 4.878571428571429)","(1.8, 1.9, 1.8722222222222222)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.963636363636364)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:20.204235,"(11.0, 23.0, 22.91304347826087)","(4.2, 4.8, 4.757627118644067)","(1.8, 1.9, 1.8571428571428572)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.92)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:21.176594,"(11.0, 25.0, 24.0)","(4.2, 4.8, 4.755357142857143)","(1.8, 1.9, 1.8657142857142857)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 7.0, 6.92)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:22.076359,"(11.0, 25.0, 24.1)","(4.2, 4.9, 4.89919028340081)","(1.8, 1.9, 1.8647058823529412)","(41.0, 100.0, 98.75)","(12.0, 48.0, 46.285714285714285)","(4.4, 6.8, 6.76)","(21.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:23.047013,"(11.0, 24.0, 23.523809523809526)","(4.2, 5.2, 5.114285714285715)","(1.8, 1.85, 1.8412962962962964)","(41.0, 100.0, 90.0)","(13.0, 48.0, 45.714285714285715)","(4.4, 6.6, 6.4)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:24.040984,"(11.0, 24.0, 23.23076923076923)","(4.2, 5.2, 5.155)","(1.8, 1.9, 1.8377777777777777)","(41.0, 100.0, 95.0)","(13.0, 48.0, 45.714285714285715)","(4.4, 6.6, 6.333333333333333)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:25.057289,"(11.0, 24.0, 23.523809523809526)","(4.2, 5.3, 5.15)","(1.8, 1.9, 1.83)","(41.0, 100.0, 96.25)","(13.0, 48.0, 45.714285714285715)","(4.4, 6.6, 6.25)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:26.322008,"(11.0, 24.0, 23.41176470588235)","(4.2, 5.3, 5.18)","(1.8, 1.9, 1.8261538461538462)","(41.0, 100.0, 96.25)","(13.0, 48.0, 44.0)","(4.4, 6.6, 6.438461538461539)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:27.230371,"(11.0, 24.0, 23.62962962962963)","(4.2, 5.3, 5.18)","(1.8, 1.9, 1.8261538461538462)","(41.0, 100.0, 96.25)","(13.0, 48.0, 44.0)","(4.4, 6.6, 6.438461538461539)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:28.262509,"(11.0, 24.0, 23.62962962962963)","(4.2, 5.3, 5.189473684210526)","(1.8, 1.87, 1.8557142857142859)","(41.0, 100.0, 95.5)","(13.0, 48.0, 44.0)","(4.4, 6.6, 6.359999999999999)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:29.325630,"(11.0, 24.0, 23.62962962962963)","(4.2, 5.3, 5.189473684210526)","(1.8, 1.87, 1.8531250000000001)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.2615384615384615)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:30.448995,"(11.0, 23.0, 22.814814814814813)","(4.2, 5.3, 5.161538461538462)","(1.8, 1.87, 1.8571428571428572)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.2615384615384615)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:31.442897,"(11.0, 23.0, 22.875)","(4.2, 5.3, 5.257142857142857)","(1.8, 1.87, 1.8565384615384617)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.34)","(20.0, 40.0, 35.83783783783784)"
05-01-2023 15:13:32.391402,"(11.0, 23.0, 22.875)","(4.2, 5.4, 5.347058823529412)","(1.8, 1.87, 1.856)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.228571428571429)","(20.0, 40.0, 33.7037037037037)"
05-01-2023 15:13:33.568118,"(11.0, 26.0, 25.81818181818182)","(4.2, 5.4, 5.3100000000000005)","(1.8, 1.87, 1.8414285714285714)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.184615384615385)","(20.0, 34.0, 31.615384615384617)"
05-01-2023 15:13:34.596469,"(11.0, 25.0, 24.333333333333332)","(4.2, 5.3, 5.2555555555555555)","(1.8, 1.87, 1.855)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.15483870967742)","(20.0, 32.0, 29.88)"
05-01-2023 15:13:35.705721,"(11.0, 23.0, 22.7)","(4.2, 5.3, 5.194117647058823)","(1.8, 1.87, 1.855)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.15483870967742)","(20.0, 30.0, 29.884615384615383)"
05-01-2023 15:13:36.733493,"(11.0, 23.0, 22.807692307692307)","(4.2, 5.3, 5.194117647058823)","(1.8, 1.87, 1.86)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.15483870967742)","(20.0, 30.0, 28.285714285714285)"
05-01-2023 15:13:37.686481,"(11.0, 23.0, 22.807692307692307)","(4.2, 5.3, 5.205263157894737)","(1.8, 1.87, 1.855)","(41.0, 100.0, 95.5)","(13.0, 48.0, 45.86666666666667)","(4.4, 6.4, 6.15483870967742)","(20.0, 30.0, 28.285714285714285)"
05-01-2023 15:13:38.638783,"(12.0, 23.0, 22.807692307692307)","(4.2, 5.3, 5.233333333333333)","(1.75, 1.87, 1.86)","(41.0, 100.0, 95.5)","(15.0, 48.0, 47.333333333333336)","(4.4, 6.4, 6.16)","(20.0, 30.0, 31.625)"
05-01-2023 15:13:39.648830,"(12.0, 24.0, 23.68)","(4.2, 5.3, 5.153333333333333)","(1.75, 1.87, 1.86)","(41.0, 100.0, 95.5)","(15.0, 48.0, 47.333333333333336)","(4.4, 6.4, 6.181818181818182)","(20.0, 32.0, 31.727272727272727)"
05-01-2023 15:13:40.635873,"(12.0, 23.0, 22.807692307692307)","(4.2, 5.2, 5.155555555555556)","(1.75, 1.87, 1.8672727272727274)","(41.0, 120.0, 116.0)","(15.0, 48.0, 46.8)","(4.4, 6.4, 6.181818181818182)","(20.0, 34.0, 31.727272727272727)"
05-01-2023 15:13:41.668963,"(12.0, 23.0, 22.88)","(4.2, 5.1, 5.058333333333334)","(1.75, 1.88, 1.8639999999999999)","(41.0, 120.0, 116.0)","(15.0, 48.0, 45.0)","(4.4, 6.4, 6.181818181818182)","(20.0, 34.0, 34.0)"
05-01-2023 15:13:42.667332,"(12.0, 23.0, 22.916666666666668)","(4.2, 5.3, 5.066666666666666)","(1.75, 1.88, 1.8639999999999999)","(41.0, 120.0, 102.5)","(15.0, 48.0, 44.0)","(4.4, 6.4, 6.181818181818182)","(20.0, 38.0, 34.0)"
05-01-2023 15:13:43.657006,"(12.0, 25.0, 24.869565217391305)","(4.2, 5.3, 5.09375)","(1.75, 1.88, 1.8639999999999999)","(41.0, 120.0, 100.0)","(15.0, 48.0, 44.0)","(4.4, 6.4, 6.181818181818182)","(20.0, 38.0, 33.5)"
05-01-2023 15:13:44.640571,"(12.0, 25.0, 24.444444444444443)","(4.2, 5.2, 5.128571428571429)","(1.75, 1.88, 1.8639999999999999)","(41.0, 120.0, 96.66666666666667)","(15.0, 48.0, 45.0)","(4.4, 6.4, 6.181818181818182)","(20.0, 38.0, 35.75)"
05-01-2023 15:13:45.774014,"(12.0, 24.0, 23.62962962962963)","(4.2, 5.2, 5.088888888888889)","(1.75, 1.88, 1.8628571428571428)","(41.0, 120.0, 93.33333333333333)","(15.0, 48.0, 46.0)","(4.4, 6.4, 6.181818181818182)","(20.0, 36.0, 35.73913043478261)"
05-01-2023 15:13:46.789130,"(12.0, 24.0, 23.62962962962963)","(4.2, 5.2, 5.0875)","(1.75, 1.88, 1.8666666666666667)","(41.0, 120.0, 90.9090909090909)","(17.0, 50.0, 45.2)","(4.4, 6.4, 6.2105263157894735)","(20.0, 36.0, 34.0)"
05-01-2023 15:13:48.063174,"(13.0, 24.0, 23.419354838709676)","(4.0, 5.1, 5.026315789473684)","(1.7, 1.87, 1.8653846153846154)","(41.0, 120.0, 86.66666666666667)","(17.0, 48.0, 46.0)","(4.4, 6.8, 6.618181818181818)","(20.0, 36.0, 35.81818181818182)"
05-01-2023 15:13:49.137456,"(13.0, 24.0, 23.419354838709676)","(4.0, 5.1, 5.026315789473684)","(1.7, 1.87, 1.8653846153846154)","(41.0, 120.0, 86.66666666666667)","(17.0, 48.0, 46.0)","(4.4, 6.8, 6.6499999999999995)","(20.0, 36.0, 35.81818181818182)"
05-01-2023 15:13:50.146575,"(13.0, 24.0, 23.419354838709676)","(4.0, 5.0, 4.982352941176471)","(1.7, 1.89, 1.8887387387387387)","(41.0, 110.0, 96.66666666666667)","(17.0, 48.0, 44.666666666666664)","(4.4, 6.6, 6.48)","(20.0, 36.0, 35.5)"
05-01-2023 15:13:51.165466,"(13.0, 24.0, 23.235294117647058)","(4.0, 5.0, 4.995081967213115)","(1.7, 1.88, 1.859375)","(41.0, 85.0, 80.0)","(17.0, 46.0, 44.285714285714285)","(4.4, 6.8, 6.6909090909090905)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:13:52.098991,"(13.0, 24.0, 23.448275862068964)","(4.0, 5.1, 5.070566037735849)","(1.7, 1.87, 1.8571428571428572)","(41.0, 85.0, 80.0)","(17.0, 46.0, 44.285714285714285)","(4.4, 6.8, 6.444444444444445)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:13:53.260581,"(13.0, 23.0, 22.8)","(4.0, 5.1, 5.070566037735849)","(1.7, 1.87, 1.8313636363636365)","(41.0, 85.0, 80.0)","(17.0, 46.0, 44.666666666666664)","(4.4, 6.8, 6.72)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:13:54.354841,"(13.0, 23.0, 22.8)","(4.0, 5.1, 5.071323529411765)","(1.7, 1.84, 1.86)","(41.0, 85.0, 82.0)","(17.0, 46.0, 46.30769230769231)","(4.4, 6.8, 6.7749999999999995)","(20.0, 36.0, 33.73913043478261)"
05-01-2023 15:13:55.434300,"(13.0, 23.0, 22.8)","(4.0, 5.1, 5.074809160305343)","(1.7, 1.87, 1.86)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.72)","(20.0, 34.0, 37.45454545454545)"
05-01-2023 15:13:56.485226,"(13.0, 23.0, 22.8)","(4.0, 5.1, 5.071698113207547)","(1.7, 1.87, 1.8662500000000002)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.709677419354839)","(20.0, 38.0, 35.80952380952381)"
05-01-2023 15:13:57.470995,"(13.0, 23.0, 22.689655172413794)","(4.0, 5.0, 4.992771084337349)","(1.7, 1.86, 1.855)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 7.0, 6.709677419354839)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:13:58.497228,"(13.0, 23.0, 22.8)","(4.0, 5.0, 4.995918367346939)","(1.7, 1.86, 1.855)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 7.0, 6.709677419354839)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:13:59.487569,"(13.0, 23.0, 22.8)","(4.0, 5.1, 5.074809160305343)","(1.7, 1.86, 1.8545454545454547)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 7.0, 6.7555555555555555)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:00.509440,"(13.0, 24.0, 23.875)","(4.0, 5.0, 4.993617021276596)","(1.7, 1.86, 1.8545454545454547)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.7555555555555555)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:01.553099,"(13.0, 24.0, 23.875)","(4.0, 5.0, 4.993617021276596)","(1.7, 1.86, 1.8545454545454547)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.678260869565217)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:02.552105,"(13.0, 24.0, 23.875)","(4.0, 5.0, 4.993548387096774)","(1.7, 1.86, 1.8562500000000002)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.7555555555555555)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:03.579642,"(13.0, 24.0, 23.875)","(4.0, 5.0, 4.989473684210527)","(1.7, 1.87, 1.8533333333333335)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.7555555555555555)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:04.679332,"(13.0, 24.0, 23.875)","(4.0, 5.0, 4.994594594594594)","(1.7, 1.87, 1.8533333333333335)","(41.0, 85.0, 82.0)","(17.0, 50.0, 45.0)","(4.4, 6.8, 6.7555555555555555)","(20.0, 36.0, 34.96296296296296)"
05-01-2023 15:14:05.824076,"(13.0, 24.0, 23.25)","(4.0, 5.0, 4.998895027624309)","(1.7, 1.87, 1.8411111111111111)","(51.0, 95.0, 91.25)","(17.0, 50.0, 44.6)","(4.4, 6.8, 6.6461538461538465)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:06.936224,"(13.0, 23.0, 22.5)","(4.0, 5.1, 5.033333333333333)","(1.7, 1.87, 1.8483333333333334)","(51.0, 100.0, 88.57142857142857)","(17.0, 50.0, 44.6)","(4.4, 6.8, 6.6461538461538465)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:07.983725,"(13.0, 23.0, 22.5)","(4.0, 5.1, 5.0125)","(1.7, 1.87, 1.8522727272727273)","(51.0, 100.0, 86.66666666666667)","(17.0, 50.0, 46.0)","(4.4, 6.8, 6.6461538461538465)","(20.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:08.972765,"(15.0, 22.0, 21.77777777777778)","(4.0, 5.1, 5.033333333333333)","(1.6, 1.87, 1.8554545454545455)","(51.0, 100.0, 86.66666666666667)","(21.0, 50.0, 45.09090909090909)","(4.8, 6.8, 6.6461538461538465)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:10.054493,"(15.0, 22.0, 21.666666666666668)","(4.0, 5.1, 5.0125)","(1.6, 1.87, 1.855)","(51.0, 100.0, 86.66666666666667)","(21.0, 46.0, 45.2)","(4.8, 6.8, 6.626666666666667)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:11.102423,"(15.0, 22.0, 21.285714285714285)","(4.0, 5.1, 5.033333333333333)","(1.6, 1.88, 1.858)","(51.0, 100.0, 86.36363636363636)","(21.0, 48.0, 47.333333333333336)","(4.8, 6.8, 6.672)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:12.160582,"(15.0, 22.0, 20.958333333333332)","(4.0, 5.1, 5.010526315789473)","(1.6, 1.87, 1.852)","(51.0, 100.0, 86.36363636363636)","(21.0, 46.0, 45.0)","(4.8, 6.8, 6.723076923076923)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:13.171484,"(15.0, 21.0, 20.8125)","(4.0, 5.1, 5.002857142857143)","(1.6, 1.87, 1.8541176470588236)","(51.0, 100.0, 86.36363636363636)","(21.0, 46.0, 45.0)","(4.8, 7.0, 6.723076923076923)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:14.108939,"(15.0, 22.0, 20.958333333333332)","(4.0, 5.1, 5.015)","(1.6, 1.87, 1.8614285714285714)","(51.0, 100.0, 86.36363636363636)","(21.0, 46.0, 45.0)","(4.8, 7.0, 6.655)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:15.108201,"(15.0, 22.0, 20.076923076923077)","(4.0, 5.1, 5.0055555555555555)","(1.6, 1.87, 1.852857142857143)","(51.0, 100.0, 86.66666666666667)","(21.0, 46.0, 45.0)","(4.8, 7.0, 6.6863636363636365)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:16.066339,"(15.0, 21.0, 20.1)","(4.0, 5.1, 4.973333333333334)","(1.6, 1.87, 1.855)","(51.0, 100.0, 89.28571428571429)","(21.0, 50.0, 46.0)","(4.8, 7.0, 6.6863636363636365)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:17.105968,"(15.0, 21.0, 20.1)","(4.0, 5.1, 4.973333333333334)","(1.6, 1.87, 1.855)","(51.0, 100.0, 89.28571428571429)","(21.0, 50.0, 46.0)","(4.8, 7.0, 6.655)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:18.183638,"(15.0, 21.0, 19.363636363636363)","(4.0, 5.1, 4.973333333333334)","(1.6, 1.88, 1.865)","(51.0, 100.0, 89.28571428571429)","(21.0, 50.0, 44.75)","(4.8, 7.0, 6.655)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:19.259054,"(15.0, 21.0, 19.363636363636363)","(4.0, 5.1, 4.973333333333334)","(1.6, 1.88, 1.865)","(51.0, 100.0, 89.28571428571429)","(21.0, 50.0, 44.75)","(4.8, 7.0, 6.659259259259259)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:20.295733,"(15.0, 21.0, 19.363636363636363)","(4.0, 5.0, 4.979512195121951)","(1.6, 1.89, 1.86375)","(51.0, 100.0, 89.28571428571429)","(21.0, 50.0, 44.75)","(4.8, 7.0, 6.659259259259259)","(21.0, 36.0, 35.47826086956522)"
05-01-2023 15:14:21.329820,"(14.0, 21.0, 19.363636363636363)","(4.0, 5.0, 4.979512195121951)","(1.6, 1.89, 1.8642857142857143)","(51.0, 100.0, 82.5)","(21.0, 50.0, 44.46153846153846)","(4.8, 7.0, 6.691428571428571)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:22.377493,"(14.0, 21.0, 19.333333333333332)","(4.0, 5.0, 4.967567567567568)","(1.6, 1.9, 1.8813333333333333)","(51.0, 85.0, 79.44444444444444)","(21.0, 50.0, 45.76470588235294)","(4.8, 7.2, 6.7124999999999995)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:23.431135,"(14.0, 21.0, 18.8125)","(4.0, 5.0, 4.967567567567568)","(1.6, 1.9, 1.8810526315789473)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.68)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:24.630905,"(14.0, 21.0, 19.333333333333332)","(4.0, 5.0, 4.981208053691275)","(1.6, 1.89, 1.889542857142857)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.68)","(21.0, 36.0, 35.125)"
05-01-2023 15:14:25.665757,"(14.0, 21.0, 18.8125)","(4.0, 5.0, 4.981699346405229)","(1.6, 1.89, 1.8845454545454545)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.68)","(21.0, 36.0, 35.125)"
05-01-2023 15:14:26.584443,"(14.0, 21.0, 19.333333333333332)","(4.0, 5.0, 4.977070063694267)","(1.6, 1.89, 1.883125)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.672727272727273)","(21.0, 36.0, 35.125)"
05-01-2023 15:14:27.610460,"(14.0, 21.0, 20.526315789473685)","(4.0, 5.0, 4.970149253731344)","(1.6, 1.89, 1.883125)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.672727272727273)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:28.731107,"(14.0, 21.0, 20.08695652173913)","(4.0, 5.0, 4.970149253731344)","(1.6, 1.89, 1.8885714285714286)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.661538461538461)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:29.854425,"(14.0, 21.0, 20.4)","(4.0, 5.0, 4.9689922480620154)","(1.6, 1.89, 1.8885714285714286)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.666666666666666)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:30.964607,"(14.0, 21.0, 20.470588235294116)","(4.0, 5.0, 4.968)","(1.6, 1.89, 1.8885714285714286)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.661538461538461)","(21.0, 36.0, 35.125)"
05-01-2023 15:14:31.995173,"(14.0, 21.0, 19.894736842105264)","(4.0, 5.0, 4.968)","(1.6, 1.89, 1.8849999999999998)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.661538461538461)","(21.0, 36.0, 35.125)"
05-01-2023 15:14:33.051318,"(14.0, 21.0, 20.02777777777778)","(4.0, 5.0, 4.968)","(1.6, 1.88, 1.8745277777777778)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.706666666666666)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:34.213950,"(14.0, 21.0, 20.6)","(4.0, 5.0, 4.964583333333334)","(1.6, 1.87, 1.8562500000000002)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.714285714285714)","(21.0, 36.0, 35.57142857142857)"
05-01-2023 15:14:35.345035,"(14.0, 21.0, 19.6)","(4.0, 5.0, 4.964583333333334)","(1.6, 1.87, 1.8562500000000002)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.733333333333333)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:36.492216,"(14.0, 21.0, 19.545454545454547)","(4.0, 5.0, 4.970454545454546)","(1.6, 1.88, 1.8628571428571428)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.635294117647059)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:37.539565,"(14.0, 21.0, 19.4)","(4.0, 4.9, 4.89493670886076)","(1.6, 1.88, 1.8761290322580644)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 6.8, 6.657142857142857)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:38.476998,"(14.0, 22.0, 21.166666666666668)","(4.0, 4.9, 4.895061728395062)","(1.6, 1.88, 1.866875)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 6.8, 6.629629629629629)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:39.561876,"(14.0, 22.0, 21.375)","(4.0, 5.0, 4.961797752808989)","(1.6, 1.87, 1.8671428571428572)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.659259259259259)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:40.626405,"(14.0, 23.0, 21.6)","(4.0, 5.0, 4.961797752808989)","(1.6, 1.87, 1.8671428571428572)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.6695652173913045)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:41.748842,"(14.0, 23.0, 21.4)","(4.0, 4.9, 4.894736842105264)","(1.6, 1.87, 1.8675000000000002)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.683333333333333)","(21.0, 36.0, 35.714285714285715)"
05-01-2023 15:14:42.750084,"(14.0, 23.0, 21.0)","(4.0, 4.9, 4.892134831460674)","(1.6, 1.87, 1.8675000000000002)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.683333333333333)","(21.0, 36.0, 35.42857142857143)"
05-01-2023 15:14:43.802285,"(14.0, 23.0, 21.0)","(4.0, 5.0, 4.967307692307692)","(1.6, 1.87, 1.8526666666666667)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.869565217391305)","(4.8, 7.0, 6.683333333333333)","(21.0, 36.0, 35.42857142857143)"
05-01-2023 15:14:44.981091,"(14.0, 23.0, 21.4)","(4.0, 5.0, 4.984269662921348)","(1.6, 1.87, 1.8581818181818184)","(51.0, 85.0, 81.25)","(21.0, 50.0, 47.81818181818182)","(4.8, 7.0, 6.683333333333333)","(21.0, 36.0, 35.666666666666664)"
05-01-2023 15:14:46.150386,"(14.0, 23.0, 20.433333333333334)","(4.0, 4.9, 4.885714285714286)","(1.6, 1.87, 1.8581818181818184)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.30769230769231)","(4.8, 7.0, 6.666666666666666)","(21.0, 36.0, 34.416666666666664)"
05-01-2023 15:14:47.253531,"(14.0, 22.0, 20.61111111111111)","(4.0, 5.0, 4.975)","(1.6, 1.87, 1.859)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 47.473684210526315)","(4.8, 7.0, 6.65)","(21.0, 36.0, 35.80952380952381)"
05-01-2023 15:14:48.193532,"(14.0, 22.0, 21.03846153846154)","(4.0, 5.0, 4.980392156862745)","(1.6, 1.87, 1.8562500000000002)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 47.473684210526315)","(4.8, 6.8, 6.65)","(21.0, 36.0, 35.80952380952381)"
05-01-2023 15:14:49.167457,"(14.0, 22.0, 21.53125)","(4.0, 5.0, 4.974545454545455)","(1.6, 1.87, 1.8562500000000002)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.869565217391305)","(4.8, 6.8, 6.6378378378378375)","(21.0, 36.0, 35.84615384615385)"
05-01-2023 15:14:50.153502,"(14.0, 22.0, 21.53125)","(4.0, 5.0, 4.944)","(1.6, 1.87, 1.8562500000000002)","(51.0, 85.0, 81.25)","(21.0, 50.0, 46.333333333333336)","(4.8, 6.8, 6.6378378378378375)","(21.0, 36.0, 35.84615384615385)"
05-01-2023 15:14:51.136312,"(14.0, 22.0, 21.166666666666668)","(4.0, 4.9, 4.893750000000001)","(1.6, 1.89, 1.866)","(51.0, 85.0, 79.64285714285714)","(21.0, 50.0, 46.869565217391305)","(4.8, 6.8, 6.614634146341464)","(21.0, 36.0, 35.92)"
