,Maddie Odd Sock,Pinned Hearts,Renegade Ruslie,Reality Infrared,Mikado Eclipse,All Smiles,Kaths Girl,Smooth Cruiser
10,"[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 28, 845153), 12.0, 70.0]"
11,"[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 29, 967307), 12.0, 70.0]"
12,"[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 31, 96869), 12.0, 70.0]"
13,"[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 32, 226451), 12.0, 70.0]"
14,"[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 33, 363216), 12.0, 70.0]"
15,"[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 34, 491804), 12.0, 70.0]"
16,"[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 35, 631329), 12.0, 70.0]"
17,"[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 36, 755299), 12.0, 70.0]"
18,"[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 37, 887035), 12.0, 70.0]"
19,"[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 39, 25818), 12.0, 70.0]"
20,"[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 40, 157153), 12.0, 70.0]"
21,"[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 41, 289834), 12.0, 70.0]"
22,"[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 42, 416282), 12.0, 70.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 43, 547796), 12.0, 70.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 44, 673322), 12.0, 70.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 45, 803152), 12.0, 70.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 46, 940208), 12.0, 70.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 48, 77938), 12.0, 70.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 49, 216220), 12.0, 70.0]"
29,"[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 50, 355087), 12.0, 70.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 51, 498308), 12.0, 70.0]"
31,"[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 52, 629890), 12.0, 70.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 53, 756472), 12.0, 70.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 54, 882759), 12.0, 70.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 56, 16692), 12.0, 70.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 57, 144924), 12.0, 70.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 58, 269886), 12.0, 70.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 28, 59, 398286), 12.0, 70.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 0, 530448), 12.0, 70.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 1, 663778), 12.0, 70.0]"
