,Dimora Cruz,Believing,Lamonica,Keep It Black,Four Barrels,Rothwell Rose,Go Seek Kotoni
07-01-2023 18:52:47.163044,"(7.0, 12.5, 12.116279069767442)","(15.0, 48.0, 43.125)","(1.9, 1.97, 1.9763636363636363)","(6.0, 7.2, 7.0)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.5, 12.462962962962964)","(6.0, 8.2, 7.763636363636364)"
07-01-2023 18:52:48.330835,"(7.0, 12.5, 12.192307692307692)","(15.0, 48.0, 42.8)","(1.9, 1.98, 1.9763636363636363)","(6.0, 7.2, 7.0)","(41.0, 60.0, 55.714285714285715)","(6.5, 12.5, 12.238095238095237)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:49.383942,"(7.0, 12.5, 12.114285714285714)","(15.0, 48.0, 40.27272727272727)","(1.9, 1.98, 1.9763636363636363)","(6.0, 7.2, 7.0)","(41.0, 70.0, 55.714285714285715)","(6.5, 13.0, 12.238095238095237)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:50.441783,"(7.0, 12.5, 11.975)","(15.0, 48.0, 40.27272727272727)","(1.9, 1.98, 1.9763636363636363)","(6.0, 7.2, 7.090909090909091)","(41.0, 70.0, 58.57142857142857)","(6.5, 13.0, 12.390625)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:51.474650,"(7.0, 12.5, 11.8)","(15.0, 48.0, 42.9)","(1.9, 1.98, 1.9763636363636363)","(6.0, 7.2, 7.0)","(41.0, 60.0, 58.57142857142857)","(6.5, 12.5, 12.42)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:52.460414,"(7.0, 12.5, 11.863636363636363)","(15.0, 48.0, 43.125)","(1.9, 1.99, 1.9682608695652173)","(6.0, 7.2, 7.114285714285715)","(41.0, 60.0, 58.57142857142857)","(6.5, 12.5, 12.42)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:53.463352,"(7.0, 12.5, 11.921052631578947)","(15.0, 48.0, 43.125)","(1.9, 1.99, 1.9649999999999999)","(6.0, 7.2, 7.114285714285715)","(41.0, 60.0, 58.57142857142857)","(6.5, 12.5, 11.666666666666666)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:54.566520,"(7.0, 12.5, 12.217948717948717)","(15.0, 48.0, 43.125)","(1.9, 1.98, 1.9766666666666666)","(6.0, 7.2, 6.866666666666667)","(41.0, 60.0, 58.57142857142857)","(6.5, 12.0, 11.444444444444445)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:55.602816,"(7.0, 12.5, 12.217948717948717)","(15.0, 48.0, 43.125)","(1.9, 1.98, 1.9675)","(6.0, 7.4, 6.483333333333333)","(41.0, 60.0, 58.57142857142857)","(6.5, 12.0, 11.666666666666666)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:56.667902,"(7.0, 12.5, 12.210526315789474)","(15.0, 48.0, 43.0)","(1.9, 1.96, 1.9581818181818182)","(6.0, 7.4, 6.763636363636364)","(41.0, 60.0, 60.90909090909091)","(6.5, 12.0, 12.333333333333334)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:57.911112,"(7.0, 12.5, 12.15625)","(15.0, 48.0, 38.714285714285715)","(1.9, 1.95, 1.949090909090909)","(6.0, 7.4, 6.622222222222223)","(41.0, 70.0, 60.90909090909091)","(6.5, 12.5, 12.333333333333334)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:52:59.038325,"(7.0, 12.5, 12.15625)","(15.0, 48.0, 38.714285714285715)","(1.9, 1.95, 1.949090909090909)","(6.0, 7.4, 6.666666666666667)","(41.0, 70.0, 59.23076923076923)","(6.5, 12.5, 11.777777777777779)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:00.169126,"(7.0, 12.5, 12.15625)","(15.0, 48.0, 38.714285714285715)","(1.9, 1.95, 1.949090909090909)","(6.0, 7.4, 6.816666666666667)","(41.0, 70.0, 56.666666666666664)","(6.5, 12.0, 11.916666666666666)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:01.223271,"(7.0, 12.5, 12.15625)","(15.0, 48.0, 42.42857142857143)","(1.9, 1.95, 1.948888888888889)","(6.0, 7.4, 6.800000000000001)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.0, 10.875)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:02.225156,"(7.0, 12.5, 12.288461538461538)","(15.0, 48.0, 42.333333333333336)","(1.9, 1.95, 1.948888888888889)","(6.0, 7.4, 6.65)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.0, 10.875)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:03.142642,"(7.0, 12.5, 12.32258064516129)","(15.0, 46.0, 42.36363636363637)","(1.9, 1.95, 1.9475)","(6.0, 7.4, 6.694117647058824)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.0, 11.035714285714286)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:04.103187,"(7.0, 12.5, 12.32258064516129)","(15.0, 46.0, 42.266666666666666)","(1.9, 1.96, 1.9577777777777778)","(6.0, 7.4, 6.854545454545455)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.0, 11.035714285714286)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:05.104987,"(7.0, 12.5, 12.365853658536585)","(15.0, 46.0, 42.266666666666666)","(1.9, 1.95, 1.9475)","(6.0, 7.4, 6.694117647058824)","(41.0, 60.0, 56.666666666666664)","(6.5, 12.0, 11.076923076923077)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:06.227697,"(7.0, 12.5, 12.347222222222221)","(15.0, 46.0, 42.4)","(1.9, 1.95, 1.9475)","(6.0, 7.4, 6.694117647058824)","(41.0, 70.0, 53.63636363636363)","(6.5, 12.0, 11.076923076923077)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:07.319628,"(7.0, 12.5, 12.347222222222221)","(15.0, 46.0, 44.0)","(1.9, 1.95, 1.9475)","(6.0, 7.4, 6.694117647058824)","(41.0, 70.0, 53.63636363636363)","(6.5, 12.0, 11.0)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:08.412281,"(7.0, 12.5, 12.35135135135135)","(15.0, 46.0, 44.666666666666664)","(1.9, 1.95, 1.9475)","(6.0, 7.4, 6.854545454545455)","(41.0, 70.0, 56.666666666666664)","(6.5, 12.0, 11.11111111111111)","(6.0, 8.2, 7.8999999999999995)"
07-01-2023 18:53:09.448910,"(7.5, 12.5, 12.369047619047619)","(19.0, 60.0, 48.57142857142857)","(1.75, 1.95, 1.948888888888889)","(6.0, 7.4, 6.942857142857143)","(41.0, 60.0, 56.666666666666664)","(7.0, 12.0, 10.666666666666666)","(6.0, 8.2, 7.832432432432432)"
07-01-2023 18:53:10.529109,"(7.5, 12.5, 12.369047619047619)","(19.0, 55.0, 53.42857142857143)","(1.75, 1.95, 1.9449999999999998)","(6.0, 7.4, 7.288888888888889)","(41.0, 60.0, 56.666666666666664)","(7.0, 12.0, 11.11111111111111)","(6.0, 8.2, 7.832432432432432)"
07-01-2023 18:53:11.657921,"(7.5, 12.5, 12.369047619047619)","(19.0, 60.0, 51.38461538461539)","(1.75, 1.94, 1.935)","(6.0, 7.6, 7.266666666666667)","(41.0, 60.0, 56.666666666666664)","(7.0, 12.0, 11.11111111111111)","(6.0, 8.2, 7.832432432432432)"
07-01-2023 18:53:12.789740,"(7.5, 12.5, 12.369047619047619)","(19.0, 60.0, 54.0)","(1.75, 1.93, 1.9285714285714286)","(6.0, 7.6, 7.233333333333333)","(41.0, 60.0, 56.666666666666664)","(7.0, 12.0, 10.615384615384615)","(6.0, 8.2, 7.884848484848485)"
07-01-2023 18:53:13.849379,"(7.5, 13.5, 13.363636363636363)","(19.0, 60.0, 54.0)","(1.75, 1.93, 1.92)","(6.0, 7.6, 7.233333333333333)","(41.0, 60.0, 53.63636363636363)","(7.0, 11.0, 10.666666666666666)","(6.0, 8.2, 7.832432432432432)"
07-01-2023 18:53:14.865350,"(7.5, 13.5, 13.209677419354838)","(19.0, 60.0, 48.8)","(1.75, 1.93, 1.92625)","(6.0, 7.6, 7.233333333333333)","(41.0, 70.0, 53.63636363636363)","(7.0, 11.0, 10.8)","(6.0, 8.2, 7.832432432432432)"
07-01-2023 18:53:15.865574,"(7.5, 13.5, 13.136363636363637)","(19.0, 60.0, 50.857142857142854)","(1.75, 1.93, 1.92)","(6.0, 7.6, 7.319999999999999)","(41.0, 70.0, 53.63636363636363)","(7.0, 11.0, 10.571428571428571)","(6.0, 8.2, 7.822222222222222)"
07-01-2023 18:53:16.889314,"(7.5, 13.5, 12.75)","(19.0, 60.0, 53.14285714285714)","(1.75, 1.94, 1.93)","(6.0, 7.6, 7.409090909090909)","(41.0, 70.0, 56.666666666666664)","(7.0, 11.0, 10.666666666666666)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:17.913977,"(7.5, 13.5, 12.74)","(19.0, 60.0, 51.42857142857143)","(1.75, 1.92, 1.9166666666666665)","(6.0, 7.6, 7.428571428571428)","(41.0, 60.0, 56.666666666666664)","(7.0, 11.0, 10.833333333333334)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:18.911522,"(7.5, 13.5, 12.796296296296296)","(19.0, 60.0, 51.42857142857143)","(1.75, 1.93, 1.92)","(6.0, 7.6, 7.4363636363636365)","(41.0, 60.0, 58.75)","(7.0, 11.0, 10.583333333333334)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:19.942765,"(7.5, 13.5, 12.796296296296296)","(19.0, 55.0, 50.666666666666664)","(1.75, 1.93, 1.9224999999999999)","(6.0, 7.6, 7.4363636363636365)","(41.0, 60.0, 56.666666666666664)","(7.0, 11.0, 10.875)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:20.911180,"(7.5, 13.5, 13.095744680851064)","(19.0, 60.0, 47.0)","(1.75, 1.95, 1.9460526315789473)","(6.0, 7.6, 7.4363636363636365)","(41.0, 60.0, 58.75)","(7.0, 11.0, 10.583333333333334)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:21.900293,"(7.5, 13.5, 13.095744680851064)","(19.0, 55.0, 52.83333333333333)","(1.75, 1.95, 1.9255555555555555)","(6.0, 7.6, 7.4363636363636365)","(41.0, 60.0, 58.75)","(7.0, 11.0, 10.571428571428571)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:23.005087,"(7.5, 13.5, 13.025)","(19.0, 60.0, 48.0)","(1.75, 1.95, 1.949230769230769)","(6.0, 7.6, 7.381818181818182)","(41.0, 70.0, 56.666666666666664)","(7.0, 11.0, 10.75)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:24.067025,"(7.5, 13.5, 13.025)","(19.0, 60.0, 48.0)","(1.75, 1.95, 1.949230769230769)","(6.0, 7.6, 7.381818181818182)","(41.0, 70.0, 64.28571428571429)","(7.0, 11.0, 10.25)","(6.0, 8.2, 7.761904761904762)"
07-01-2023 18:53:25.100478,"(7.5, 13.5, 13.08695652173913)","(21.0, 60.0, 48.0)","(1.75, 1.96, 1.9533333333333334)","(6.0, 7.6, 7.428571428571429)","(41.0, 70.0, 59.0)","(7.0, 10.5, 10.25)","(6.0, 8.2, 7.97)"
07-01-2023 18:53:26.087491,"(7.5, 13.5, 13.134615384615385)","(21.0, 60.0, 48.0)","(1.75, 1.95, 1.9493103448275861)","(6.0, 7.6, 7.428571428571429)","(41.0, 60.0, 59.0)","(7.0, 10.5, 10.25)","(6.0, 8.0, 7.770731707317073)"
07-01-2023 18:53:27.080291,"(7.5, 13.5, 13.173913043478262)","(21.0, 60.0, 48.0)","(1.75, 1.95, 1.9493548387096773)","(6.0, 7.6, 7.317647058823529)","(41.0, 60.0, 56.666666666666664)","(7.0, 10.5, 10.25)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:28.154604,"(8.0, 13.5, 13.173913043478262)","(21.0, 60.0, 48.0)","(1.7, 1.95, 1.9493548387096773)","(5.5, 7.6, 7.163636363636363)","(41.0, 60.0, 59.0)","(7.0, 10.5, 10.083333333333334)","(6.0, 8.2, 7.761904761904762)"
07-01-2023 18:53:29.161914,"(8.0, 13.5, 13.173913043478262)","(21.0, 60.0, 48.0)","(1.7, 1.95, 1.9483333333333333)","(5.5, 7.6, 7.2727272727272725)","(41.0, 60.0, 59.0)","(7.0, 10.5, 10.083333333333334)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:30.191442,"(8.0, 13.5, 13.173913043478262)","(21.0, 60.0, 48.0)","(1.7, 1.95, 1.9425)","(5.5, 7.6, 7.410526315789474)","(41.0, 60.0, 59.09090909090909)","(7.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:31.234334,"(8.0, 13.5, 13.058823529411764)","(21.0, 60.0, 47.68421052631579)","(1.7, 1.94, 1.9395652173913043)","(5.5, 7.6, 7.410526315789474)","(41.0, 70.0, 60.0)","(7.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:32.211645,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 47.68421052631579)","(1.7, 1.95, 1.9395652173913043)","(5.5, 7.6, 7.410526315789474)","(41.0, 70.0, 64.0)","(7.0, 11.0, 10.1)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:33.191052,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.44444444444444)","(1.7, 1.94, 1.9333333333333333)","(5.5, 7.6, 7.4363636363636365)","(41.0, 70.0, 64.0)","(7.0, 11.0, 10.3)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:34.296602,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.44444444444444)","(1.7, 1.94, 1.9333333333333333)","(5.5, 7.6, 7.4363636363636365)","(41.0, 70.0, 58.0)","(7.0, 10.5, 10.383333333333333)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:35.377247,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.94, 1.9333333333333333)","(5.5, 7.6, 7.428571428571429)","(41.0, 70.0, 64.0)","(7.0, 10.5, 10.3)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:36.457043,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.94, 1.9228571428571428)","(5.5, 7.6, 7.466666666666667)","(41.0, 70.0, 64.0)","(7.0, 10.5, 10.383333333333333)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:37.414425,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.94, 1.9228571428571428)","(5.5, 7.6, 7.294117647058823)","(41.0, 70.0, 58.0)","(7.0, 10.5, 10.383333333333333)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:38.466406,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9157142857142857)","(5.5, 7.6, 7.294117647058823)","(41.0, 70.0, 58.0)","(7.0, 10.5, 10.25)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:39.509394,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9049999999999998)","(5.5, 7.6, 7.294117647058823)","(41.0, 70.0, 64.0)","(7.0, 11.0, 10.1)","(6.0, 8.2, 7.770731707317073)"
07-01-2023 18:53:40.530452,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9157142857142857)","(5.5, 7.6, 7.294117647058823)","(41.0, 70.0, 64.0)","(7.0, 11.0, 10.1)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:41.578240,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9049999999999998)","(5.5, 7.6, 7.268085106382979)","(41.0, 70.0, 58.0)","(7.0, 11.0, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:42.608094,"(8.0, 13.5, 13.094594594594595)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9049999999999998)","(5.5, 7.6, 7.245454545454545)","(41.0, 70.0, 64.0)","(7.0, 10.5, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:43.590715,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.7, 1.92, 1.9049999999999998)","(5.5, 7.6, 7.068181818181818)","(41.0, 70.0, 64.0)","(7.0, 10.5, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:44.559660,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.75, 1.92, 1.9049999999999998)","(6.0, 7.6, 7.042857142857143)","(41.0, 70.0, 64.0)","(6.5, 10.5, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:45.636484,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.75, 1.91, 1.895)","(6.0, 7.6, 6.963265306122449)","(41.0, 70.0, 64.0)","(6.5, 10.5, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:46.773667,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 48.705882352941174)","(1.75, 1.91, 1.9057142857142857)","(6.0, 7.6, 7.022222222222222)","(41.0, 70.0, 64.0)","(6.5, 10.5, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:47.862537,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 49.5)","(1.75, 1.9, 1.8975)","(6.0, 7.6, 7.447058823529412)","(41.0, 70.0, 64.0)","(6.5, 11.0, 10.166666666666666)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:48.963104,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 48.583333333333336)","(1.75, 1.9, 1.8975)","(6.0, 7.6, 7.467796610169492)","(41.0, 70.0, 64.0)","(6.5, 11.0, 10.166666666666666)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:50.064853,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 46.2)","(1.75, 1.9, 1.8975)","(6.0, 7.6, 7.4655172413793105)","(41.0, 70.0, 58.0)","(6.5, 11.0, 10.142857142857142)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:51.207908,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.9066666666666665)","(6.0, 7.6, 6.988235294117647)","(41.0, 70.0, 64.0)","(6.5, 11.0, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:52.356930,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.9066666666666665)","(6.0, 7.6, 6.988235294117647)","(41.0, 70.0, 58.0)","(6.5, 11.0, 10.25)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:53.563871,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.9)","(6.0, 7.6, 7.011320754716981)","(41.0, 70.0, 64.28571428571429)","(6.5, 11.0, 10.142857142857142)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:54.569230,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.9)","(6.0, 7.6, 7.011320754716981)","(41.0, 70.0, 64.28571428571429)","(6.5, 11.0, 10.142857142857142)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:55.588432,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.90625)","(6.0, 7.6, 7.011320754716981)","(41.0, 70.0, 58.0)","(6.5, 11.0, 10.142857142857142)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:56.608579,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 44.84615384615385)","(1.75, 1.91, 1.90625)","(6.0, 7.6, 7.011320754716981)","(41.0, 70.0, 58.0)","(6.5, 11.0, 10.142857142857142)","(6.0, 8.2, 7.8108108108108105)"
07-01-2023 18:53:57.808434,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.57142857142857)","(1.75, 1.91, 1.9)","(6.0, 7.6, 7.1125)","(41.0, 70.0, 62.0)","(6.5, 11.0, 10.434782608695652)","(6.0, 8.4, 8.130769230769232)"
07-01-2023 18:53:58.928189,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.57142857142857)","(1.75, 1.91, 1.9)","(6.0, 7.6, 7.1125)","(41.0, 70.0, 62.0)","(6.5, 11.0, 10.434782608695652)","(6.0, 8.4, 7.927777777777778)"
07-01-2023 18:54:00.239147,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.91, 1.90625)","(6.0, 7.6, 7.1125)","(41.0, 70.0, 65.0)","(6.5, 11.0, 10.434782608695652)","(6.0, 8.4, 7.875)"
07-01-2023 18:54:01.407869,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.91, 1.90625)","(6.0, 7.6, 7.1125)","(41.0, 70.0, 65.0)","(6.5, 11.0, 10.434782608695652)","(6.0, 8.4, 7.875)"
07-01-2023 18:54:02.593551,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.91, 1.8866666666666665)","(6.0, 7.6, 7.1125)","(41.0, 70.0, 64.16666666666667)","(6.5, 11.0, 10.384615384615385)","(6.0, 8.4, 7.9750000000000005)"
07-01-2023 18:54:03.780022,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.92, 1.9148717948717948)","(6.0, 7.6, 7.1125)","(41.0, 65.0, 64.16666666666667)","(6.5, 11.0, 10.384615384615385)","(6.0, 8.4, 7.9750000000000005)"
07-01-2023 18:54:04.913335,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.93, 1.9284848484848485)","(6.0, 7.6, 6.733333333333333)","(41.0, 70.0, 62.0)","(6.5, 11.0, 10.529411764705882)","(6.0, 8.4, 8.019354838709678)"
07-01-2023 18:54:05.998623,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.93, 1.9284848484848485)","(6.0, 7.4, 6.927777777777778)","(41.0, 70.0, 62.5)","(6.5, 11.0, 10.529411764705882)","(6.0, 8.2, 7.94054054054054)"
07-01-2023 18:54:07.049626,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.88, 1.9179591836734693)","(6.0, 7.4, 7.011111111111111)","(41.0, 70.0, 62.5)","(6.5, 11.0, 10.529411764705882)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:08.033695,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.92, 1.9179591836734693)","(6.0, 7.4, 7.011111111111111)","(41.0, 70.0, 62.5)","(6.5, 11.0, 11.452380952380953)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:09.127200,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.92, 1.9177777777777778)","(6.0, 7.4, 7.0)","(41.0, 70.0, 62.0)","(6.5, 11.5, 11.452380952380953)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:10.287435,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.92, 1.9177777777777778)","(6.0, 7.4, 7.0)","(41.0, 70.0, 66.25)","(6.5, 11.5, 11.452380952380953)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:11.410200,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.92, 1.9177777777777778)","(6.0, 7.4, 6.577464788732395)","(41.0, 70.0, 63.333333333333336)","(6.5, 11.5, 11.452380952380953)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:12.494084,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 45.46666666666667)","(1.75, 1.91, 1.909111111111111)","(6.0, 7.0, 6.607843137254902)","(41.0, 70.0, 62.5)","(6.5, 11.5, 11.453488372093023)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:13.540258,"(8.0, 13.5, 13.083333333333334)","(21.0, 55.0, 47.666666666666664)","(1.75, 1.91, 1.9089743589743589)","(6.0, 7.0, 6.607843137254902)","(41.0, 65.0, 62.5)","(6.5, 11.5, 11.453488372093023)","(6.0, 8.2, 7.933333333333333)"
07-01-2023 18:54:14.694071,"(8.0, 13.5, 13.083333333333334)","(21.0, 60.0, 46.21052631578947)","(1.75, 1.91, 1.9075)","(6.0, 7.0, 6.805128205128205)","(41.0, 65.0, 62.5)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:15.809085,"(8.0, 13.5, 13.115384615384615)","(21.0, 65.0, 46.21052631578947)","(1.75, 1.91, 1.9286666666666665)","(6.0, 7.0, 6.848)","(41.0, 65.0, 60.38461538461539)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:16.859478,"(8.0, 13.5, 13.05813953488372)","(21.0, 60.0, 54.666666666666664)","(1.75, 1.93, 1.9286666666666665)","(6.0, 7.0, 6.848)","(41.0, 80.0, 53.0)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:17.915034,"(8.0, 13.5, 13.14864864864865)","(21.0, 60.0, 54.666666666666664)","(1.75, 1.94, 1.9387394957983193)","(6.0, 7.0, 6.848)","(41.0, 80.0, 54.464285714285715)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:18.956465,"(8.0, 13.5, 13.115384615384615)","(21.0, 60.0, 54.666666666666664)","(1.75, 1.94, 1.9397391304347826)","(6.0, 7.0, 6.844897959183673)","(41.0, 75.0, 67.77777777777777)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:19.979372,"(8.0, 13.5, 13.115384615384615)","(21.0, 65.0, 46.625)","(1.75, 1.94, 1.9397391304347826)","(6.0, 7.0, 6.844897959183673)","(41.0, 70.0, 59.75)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:21.068263,"(8.0, 13.5, 13.115384615384615)","(21.0, 60.0, 49.5)","(1.75, 1.94, 1.9397435897435897)","(6.0, 7.0, 6.850980392156862)","(41.0, 65.0, 60.0)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:22.221754,"(8.0, 13.5, 13.115384615384615)","(21.0, 55.0, 49.5)","(1.75, 1.94, 1.9480327868852458)","(6.0, 7.0, 6.850980392156862)","(41.0, 65.0, 61.25)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
07-01-2023 18:54:23.318221,"(8.0, 13.5, 13.115384615384615)","(21.0, 50.0, 48.0)","(1.75, 1.95, 1.9480327868852458)","(6.0, 7.0, 6.850980392156862)","(41.0, 65.0, 63.0)","(6.5, 11.5, 11.457446808510639)","(6.0, 8.2, 7.72)"
