,Prompt Prodigy,Deevine,Grand Pope,Grinzinger Prince,Tramontana,Bluestone Lane,Cosmic Rhapsody,Jamarra,Rosalia,Pinnace,Snappy Magnus,Hes Essential,The Siscos Kid
04-01-2023 16:07:51.579276,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 42.642857142857146)","(6.5, 8.6, 8.48)","(6.0, 7.4, 7.235)","(9.0, 12.0, 11.533898305084746)","(19.0, 26.0, 23.25)","(21.0, 36.0, 34.10909090909091)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.19433962264151)","(4.6, 5.3, 5.232421875)","(31.0, 40.0, 35.2)","(10.0, 12.0, 11.678571428571429)","(81.0, 150.0, 126.0)"
04-01-2023 16:07:53.200126,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.45454545454545)","(6.5, 8.6, 8.361904761904762)","(6.0, 7.4, 7.235)","(9.0, 12.0, 11.533898305084746)","(19.0, 26.0, 23.25)","(21.0, 36.0, 34.10909090909091)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.19433962264151)","(4.6, 5.3, 5.232421875)","(31.0, 40.0, 36.8)","(10.0, 12.0, 11.543478260869565)","(81.0, 150.0, 118.0)"
04-01-2023 16:07:54.852846,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.45454545454545)","(6.5, 8.4, 8.361904761904762)","(6.0, 7.4, 7.235)","(9.0, 12.0, 11.612676056338028)","(19.0, 26.0, 23.25)","(21.0, 36.0, 34.32258064516129)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.19433962264151)","(4.6, 5.3, 5.232421875)","(31.0, 40.0, 36.8)","(10.0, 12.0, 11.543478260869565)","(81.0, 150.0, 118.0)"
04-01-2023 16:07:56.276462,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.45454545454545)","(6.5, 8.4, 8.361904761904762)","(6.0, 7.4, 7.235)","(9.0, 12.0, 11.612676056338028)","(19.0, 26.0, 23.25)","(21.0, 36.0, 34.32258064516129)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.19433962264151)","(4.6, 5.3, 5.232421875)","(31.0, 40.0, 36.8)","(10.0, 12.0, 11.786666666666667)","(81.0, 150.0, 118.0)"
04-01-2023 16:07:57.811925,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.45454545454545)","(6.5, 8.4, 8.361904761904762)","(6.0, 7.4, 7.238888888888889)","(9.0, 12.0, 11.612676056338028)","(19.0, 26.0, 24.142857142857142)","(21.0, 36.0, 34.32258064516129)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.19433962264151)","(4.6, 5.3, 5.232421875)","(31.0, 40.0, 36.8)","(10.0, 12.0, 11.692307692307692)","(81.0, 150.0, 118.0)"
04-01-2023 16:07:59.382466,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.588235294117645)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 25.0, 24.571428571428573)","(26.0, 36.0, 34.42424242424242)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.2, 8.275862068965518)","(4.6, 5.3, 5.234469696969697)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:00.987663,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 43.588235294117645)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 26.0, 24.571428571428573)","(26.0, 36.0, 34.42424242424242)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.3, 5.235135135135136)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:02.459821,"(61.0, 120.0, 114.375)","(26.0, 48.0, 43.588235294117645)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 26.0, 25.09090909090909)","(26.0, 36.0, 34.42424242424242)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.3, 5.234220532319392)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:04.016282,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 34.42424242424242)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.3, 5.229098360655738)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:05.539578,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 34.63157894736842)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.3, 5.229098360655738)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:07.033534,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 7.226315789473684)","(9.0, 12.0, 11.583333333333334)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 34.63157894736842)","(6.0, 7.8, 7.709859154929577)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.3, 5.229098360655738)","(31.0, 40.0, 38.095238095238095)","(10.0, 12.0, 11.724137931034482)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:08.524891,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.4, 6.995652173913044)","(9.0, 12.0, 11.56060606060606)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 35.04347826086956)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.4, 5.5874999999999995)","(31.0, 44.0, 39.94117647058823)","(10.0, 12.0, 11.5625)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:09.954287,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.0, 6.995652173913044)","(9.0, 12.0, 11.56060606060606)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 35.04347826086956)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.6, 5.584)","(31.0, 44.0, 39.94117647058823)","(10.0, 12.0, 11.553571428571429)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:11.472766,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.0, 6.995652173913044)","(9.0, 12.0, 11.556338028169014)","(19.0, 27.0, 24.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.266666666666666)","(4.6, 5.7, 5.571111111111112)","(31.0, 44.0, 40.275862068965516)","(10.0, 12.0, 11.5625)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:12.979192,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.0, 6.995454545454545)","(9.0, 12.0, 11.556338028169014)","(19.0, 27.0, 25.333333333333332)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.7, 5.571111111111112)","(31.0, 44.0, 40.275862068965516)","(10.0, 12.0, 11.5625)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:14.592644,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.0, 6.995454545454545)","(9.0, 12.0, 11.556338028169014)","(19.0, 26.0, 25.333333333333332)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.7, 5.571111111111112)","(31.0, 44.0, 40.275862068965516)","(10.0, 12.0, 11.553571428571429)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:16.100937,"(61.0, 120.0, 114.11764705882354)","(26.0, 48.0, 44.15384615384615)","(6.5, 8.4, 8.351592356687899)","(6.0, 7.0, 6.995454545454545)","(9.0, 12.0, 11.556338028169014)","(19.0, 26.0, 25.333333333333332)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.275862068965518)","(4.6, 5.7, 5.537931034482758)","(31.0, 44.0, 40.275862068965516)","(10.0, 12.0, 11.857142857142858)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:17.763235,"(61.0, 120.0, 106.66666666666667)","(26.0, 48.0, 49.5)","(6.5, 8.4, 8.121311475409836)","(6.0, 7.0, 6.995)","(9.0, 12.0, 11.666666666666666)","(19.0, 26.0, 27.941176470588236)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.4, 8.146666666666667)","(4.6, 5.6, 5.591666666666667)","(31.0, 44.0, 40.275862068965516)","(10.0, 12.0, 11.954545454545455)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:19.237958,"(61.0, 120.0, 106.66666666666667)","(26.0, 55.0, 49.5)","(6.5, 8.2, 8.117241379310345)","(6.0, 7.0, 6.994736842105263)","(9.0, 12.0, 11.71111111111111)","(19.0, 30.0, 26.615384615384617)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.695081967213114)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.7, 5.551282051282051)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.954545454545455)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:20.813518,"(61.0, 120.0, 106.66666666666667)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.2, 8.117241379310345)","(6.0, 7.0, 6.994736842105263)","(9.0, 12.0, 11.71111111111111)","(19.0, 30.0, 26.615384615384617)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.691525423728813)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.7, 5.503448275862069)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.934782608695652)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:22.358474,"(61.0, 120.0, 106.66666666666667)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.2, 8.068181818181818)","(6.0, 7.0, 6.994736842105263)","(9.0, 12.0, 11.71111111111111)","(19.0, 30.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.701538461538461)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.6, 5.503448275862069)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.934782608695652)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:23.855598,"(61.0, 120.0, 107.5)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.2, 8.068181818181818)","(6.0, 7.0, 6.994736842105263)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 7.8, 7.905882352941177)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.6, 5.503448275862069)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.934782608695652)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:25.388343,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.2, 7.949295774647887)","(6.0, 7.0, 6.996551724137931)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 8.0, 8.085714285714285)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.6, 5.42)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:26.909392,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.949295774647887)","(6.0, 7.0, 6.996551724137931)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 8.2, 8.018181818181818)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.5, 5.42)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:28.658752,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.949295774647887)","(6.0, 7.0, 6.996551724137931)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 8.2, 8.018181818181818)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.5, 5.42)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:30.215269,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.949295774647887)","(6.0, 7.0, 6.996551724137931)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 8.2, 8.149999999999999)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.5, 5.3352941176470585)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 118.0)"
04-01-2023 16:08:31.791860,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.949295774647887)","(6.0, 7.0, 6.996551724137931)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 34.63636363636363)","(6.0, 8.2, 8.138461538461538)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.4, 5.3352941176470585)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:33.407127,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.0, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 32.38095238095238)","(6.0, 8.2, 8.189473684210526)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:35.000525,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 26.857142857142858)","(26.0, 36.0, 32.38095238095238)","(6.0, 8.2, 8.192857142857143)","(7.0, 8.2, 8.172413793103448)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:36.479760,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 53.5)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 27.333333333333332)","(26.0, 36.0, 32.38095238095238)","(6.0, 8.2, 8.192857142857143)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:37.940891,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 53.5)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 27.333333333333332)","(26.0, 36.0, 32.38095238095238)","(6.0, 8.2, 8.192592592592591)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:39.567969,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 53.625)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 27.333333333333332)","(26.0, 36.0, 32.54545454545455)","(6.0, 8.2, 8.283333333333333)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:41.113072,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 53.625)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(19.0, 29.0, 27.333333333333332)","(26.0, 36.0, 32.54545454545455)","(6.0, 8.4, 8.283333333333333)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(81.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:42.572013,"(61.0, 120.0, 108.23529411764706)","(26.0, 55.0, 53.625)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.047826086956522)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 36.0, 32.54545454545455)","(6.0, 8.4, 8.283333333333333)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.373809523809524)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:43.996133,"(61.0, 110.0, 102.5)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 32.6)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.3694444444444445)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:45.445114,"(61.0, 110.0, 102.5)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.3694444444444445)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:46.925179,"(61.0, 110.0, 102.5)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.3694444444444445)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:48.443508,"(61.0, 110.0, 102.5)","(26.0, 55.0, 51.333333333333336)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.154545454545454)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.416666666666667)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:49.940109,"(61.0, 110.0, 102.5)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.2, 8.154545454545454)","(7.0, 8.2, 8.168)","(4.6, 5.5, 5.416666666666667)","(31.0, 44.0, 40.516129032258064)","(10.0, 12.0, 11.82)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:51.403161,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.2, 8.154545454545454)","(7.0, 8.2, 8.168)","(4.6, 5.5, 5.416666666666667)","(31.0, 44.0, 38.94736842105263)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:52.910972,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.2, 8.154545454545454)","(7.0, 8.2, 8.168)","(4.6, 5.5, 5.416666666666667)","(31.0, 40.0, 38.333333333333336)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:54.402963,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.946268656716418)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.2, 8.154545454545454)","(7.0, 8.2, 8.168)","(4.6, 5.5, 5.416666666666667)","(31.0, 40.0, 38.333333333333336)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:55.942254,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.938983050847457)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.2, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.5, 5.373529411764706)","(31.0, 40.0, 38.333333333333336)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:57.455937,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.938983050847457)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.379545454545455)","(31.0, 40.0, 38.4)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:08:58.956625,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 7.938983050847457)","(6.0, 7.2, 7.055670103092783)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.333333333333332)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.168)","(4.6, 5.4, 5.379545454545455)","(31.0, 40.0, 38.0)","(10.0, 12.0, 11.85483870967742)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:09:00.438484,"(61.0, 110.0, 102.3076923076923)","(26.0, 55.0, 51.75)","(6.5, 8.0, 8.04102564102564)","(6.0, 7.2, 7.048780487804878)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 28.0)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.2, 8.215384615384616)","(4.6, 5.4, 5.181609195402299)","(31.0, 40.0, 38.0)","(10.0, 12.0, 11.958333333333334)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:09:01.921251,"(61.0, 110.0, 102.3076923076923)","(31.0, 55.0, 51.75)","(6.5, 8.2, 8.04102564102564)","(6.0, 7.2, 7.3977528089887645)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.928571428571427)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.4, 8.195348837209302)","(4.6, 5.2, 5.179746835443038)","(31.0, 40.0, 37.5)","(10.0, 12.0, 11.958333333333334)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:09:03.402910,"(61.0, 110.0, 102.3076923076923)","(31.0, 55.0, 51.75)","(6.5, 8.2, 8.04102564102564)","(6.0, 7.4, 7.47741935483871)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.928571428571427)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.4, 8.182608695652174)","(4.6, 5.2, 5.187951807228916)","(31.0, 40.0, 37.81818181818182)","(10.0, 12.0, 11.879310344827585)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:09:04.866190,"(61.0, 110.0, 102.3076923076923)","(31.0, 55.0, 51.75)","(6.5, 8.2, 8.04102564102564)","(6.0, 7.6, 7.488888888888889)","(9.0, 12.0, 11.628571428571428)","(20.0, 29.0, 27.928571428571427)","(26.0, 34.0, 33.49090909090909)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.4, 8.182608695652174)","(4.6, 5.2, 5.229629629629629)","(31.0, 40.0, 37.81818181818182)","(10.0, 12.0, 11.879310344827585)","(71.0, 150.0, 114.44444444444444)"
04-01-2023 16:09:06.314489,"(61.0, 110.0, 102.3076923076923)","(31.0, 55.0, 44.57142857142857)","(6.5, 8.2, 8.162790697674419)","(6.0, 7.6, 7.289795918367347)","(9.0, 12.0, 11.415384615384616)","(20.0, 29.0, 26.782608695652172)","(26.0, 34.0, 34.31578947368421)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.4, 8.544444444444444)","(4.6, 5.3, 5.077030162412993)","(31.0, 40.0, 35.43589743589744)","(10.0, 12.0, 11.964285714285714)","(71.0, 150.0, 132.85714285714286)"
04-01-2023 16:09:07.848942,"(61.0, 110.0, 105.23809523809524)","(31.0, 48.0, 44.57142857142857)","(6.5, 8.2, 8.162790697674419)","(6.0, 7.4, 7.108333333333333)","(9.0, 11.5, 11.364864864864865)","(20.0, 28.0, 26.782608695652172)","(26.0, 36.0, 34.31578947368421)","(6.0, 8.4, 8.23448275862069)","(7.0, 8.6, 8.544444444444444)","(4.6, 5.1, 5.197101449275363)","(31.0, 38.0, 35.333333333333336)","(10.0, 12.0, 11.964285714285714)","(71.0, 150.0, 132.85714285714286)"
