,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:46:45.052142,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:45.907951,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:46.781971,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.415)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:47.654510,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.415)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:48.501664,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.448979591836735)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:49.386702,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:50.337196,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:51.235689,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:52.162439,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:53.078387,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:54.049642,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:54.924301,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:55.793919,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.35981981981982)","(4.4, 5.6, 5.461538461538462)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:56.700555,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3858823529411763)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:57.684978,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3866666666666667)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:58.600712,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.42, 2.351914893617021)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:46:59.549785,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.395)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:47:00.445465,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.395)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.842105263157894)"
15-12-2022 11:47:01.454652,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.395)","(4.4, 5.6, 5.425806451612903)","(11.0, 17.0, 16.625)"
15-12-2022 11:47:02.487097,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3962499999999998)","(4.4, 5.6, 5.419512195121952)","(11.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:03.485325,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3962499999999998)","(4.4, 5.6, 5.419512195121952)","(11.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:04.420656,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3962499999999998)","(4.4, 5.6, 5.419512195121952)","(11.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:05.460045,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.423809523809524)","(11.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:06.497584,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.423809523809524)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:07.473531,"(11.0, 14.5, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.423809523809524)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:08.392939,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.423809523809524)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:09.543875,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.423809523809524)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:10.619779,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.405263157894737)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:11.555932,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.405263157894737)","(11.0, 17.0, 16.8)"
15-12-2022 11:47:12.583719,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:13.619885,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3986046511627905)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:14.784154,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:15.928951,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:16.986206,"(11.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:18.029774,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.002985074626865)","(1.95, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:19.070206,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.340425531914894)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:20.047074,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.340425531914894)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:20.981094,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.340425531914894)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.8)"
15-12-2022 11:47:21.980199,"(11.0, 13.5, 12.833333333333334)","(7.5, 8.8, 8.340425531914894)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.4, 2.3989830508474577)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:23.011005,"(11.0, 13.5, 12.61111111111111)","(7.5, 8.8, 8.26)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:23.989604,"(11.0, 13.5, 12.61111111111111)","(7.5, 8.8, 8.173913043478262)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:24.936820,"(11.0, 13.5, 12.61111111111111)","(7.5, 8.8, 8.173913043478262)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:25.986353,"(11.0, 13.5, 12.61111111111111)","(7.5, 8.8, 8.173913043478262)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:27.070407,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.173913043478262)","(6.0, 7.6, 7.002985074626865)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:28.089768,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.08)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:29.149138,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.16842105263158)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:30.163629,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.06530612244898)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.4, 5.6, 5.405263157894737)","(12.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:31.135828,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.06530612244898)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:32.156760,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.06530612244898)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.714285714285715)"
15-12-2022 11:47:33.195672,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.06530612244898)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:34.264664,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.06530612244898)","(6.0, 7.6, 6.95483870967742)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:35.233100,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.145454545454546)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:36.148457,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.22857142857143)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:37.124497,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.22857142857143)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:38.163487,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.22857142857143)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3666666666666667)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:39.244459,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.2)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3666666666666667)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:40.203765,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.2)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3666666666666667)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:41.182122,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.35)","(6.0, 7.6, 7.011764705882353)","(2.0, 2.42, 2.3666666666666667)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:42.111799,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:43.007019,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.625)"
15-12-2022 11:47:43.999094,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:44.918647,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:45.910502,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:46.866590,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:47.822364,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:48.774689,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.430769230769231)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:49.725607,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:50.612653,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:51.532405,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:52.567664,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:53.786930,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.7)"
15-12-2022 11:47:54.890100,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.25)"
15-12-2022 11:47:55.898479,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.0)"
15-12-2022 11:47:56.912174,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:47:58.071860,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:47:59.283581,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:48:00.434393,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:48:01.607414,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:48:02.742933,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.42, 2.3991304347826086)","(4.6, 5.6, 5.405263157894737)","(13.0, 17.0, 16.555555555555557)"
15-12-2022 11:48:03.912508,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.472727272727273)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.393333333333333)","(4.6, 5.6, 5.2105263157894735)","(13.0, 17.0, 16.692307692307693)"
15-12-2022 11:48:05.053409,"(11.0, 13.5, 12.625)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.36, 2.3596610169491523)","(4.6, 5.6, 5.2105263157894735)","(13.0, 17.0, 16.692307692307693)"
15-12-2022 11:48:06.088948,"(11.0, 13.0, 12.892857142857142)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.417333333333333)","(4.6, 5.6, 5.2105263157894735)","(13.0, 17.0, 16.625)"
15-12-2022 11:48:07.185057,"(11.0, 13.0, 12.892857142857142)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:08.302498,"(11.0, 13.0, 11.6875)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:09.459463,"(11.0, 13.0, 12.047619047619047)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:10.518274,"(11.0, 13.0, 12.047619047619047)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:11.469663,"(11.0, 13.0, 12.047619047619047)","(7.5, 8.8, 8.4)","(6.0, 7.6, 7.033962264150944)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:12.469758,"(11.0, 13.0, 12.047619047619047)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:13.544302,"(11.0, 13.0, 12.047619047619047)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:14.638441,"(11.0, 12.5, 12.3125)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.85)"
15-12-2022 11:48:15.679801,"(11.0, 12.5, 12.3125)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.85)"
15-12-2022 11:48:16.753255,"(11.0, 12.5, 12.227272727272727)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.391914893617021)","(4.6, 5.6, 5.375)","(13.0, 17.0, 16.85)"
15-12-2022 11:48:17.748107,"(11.0, 12.5, 12.227272727272727)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.885714285714285)","(2.0, 2.46, 2.3948837209302325)","(4.6, 5.6, 5.411627906976744)","(13.0, 17.0, 16.85)"
15-12-2022 11:48:18.716693,"(11.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(4.6, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:19.756628,"(11.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(4.6, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:20.666605,"(11.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:21.615011,"(10.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:22.742193,"(10.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:23.735753,"(10.0, 12.5, 11.75)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:24.793603,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.785714285714285)"
15-12-2022 11:48:26.000507,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:26.946523,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:27.984045,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:29.025828,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.833333333333332)"
15-12-2022 11:48:30.172336,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.4)","(6.0, 7.6, 6.944262295081967)","(2.0, 2.46, 2.3948837209302325)","(5.0, 5.6, 5.411627906976744)","(13.0, 17.0, 16.833333333333332)"
