,Star Of The Bay,Adda My Mind,Ashima,Moonlightsshadow,Ark Of Rock,Batavia Storm,American Rock,Mal Boy,Shakira Blue
07-12-2022 14:20:13.546153,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 250.0, 195.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.0, 5.6)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 212.85714285714286)","(2.45, 2.92, 2.8424334600760455)"
07-12-2022 14:20:14.679545,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 250.0, 190.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.0, 6.050000000000001)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 218.0)","(2.45, 2.92, 2.9466666666666668)"
07-12-2022 14:20:15.953235,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.4, 5.5)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 198.0)","(2.45, 2.96, 2.9433333333333334)"
07-12-2022 14:20:17.158711,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.4, 5.133333333333333)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 198.0)","(2.45, 2.96, 2.973333333333333)"
07-12-2022 14:20:18.223477,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 210.0)","(2.45, 2.98, 2.973333333333333)"
07-12-2022 14:20:19.338165,"(14.0, 25.0, 23.0)","(3.3, 4.4, 4.025)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 210.0)","(2.45, 2.98, 3.0725000000000002)"
07-12-2022 14:20:20.460417,"(14.0, 25.0, 23.0)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 210.0)","(2.45, 3.1, 3.0527272727272727)"
07-12-2022 14:20:21.663631,"(14.0, 25.0, 23.0)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 210.0)","(2.45, 3.1, 3.0314285714285716)"
07-12-2022 14:20:22.897481,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 196.66666666666669)","(2.45, 3.1, 3.0314285714285716)"
07-12-2022 14:20:24.201523,"(14.0, 25.0, 23.0)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.95)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 204.28571428571428)","(2.45, 3.1, 2.841818181818182)"
07-12-2022 14:20:25.387369,"(14.0, 25.0, 23.0)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 6.245454545454546)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 198.0)","(2.45, 2.9, 3.085714285714286)"
07-12-2022 14:20:26.527473,"(14.0, 25.0, 22.625)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.4, 5.866666666666667)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 198.0)","(2.45, 3.1, 3.006666666666667)"
07-12-2022 14:20:27.714315,"(14.0, 25.0, 23.875)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.4, 4.8)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 198.0)","(2.45, 3.1, 3.006666666666667)"
07-12-2022 14:20:28.802693,"(14.0, 25.0, 22.875)","(3.3, 4.3, 4.1)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.4, 5.266666666666667)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 198.0)","(2.45, 3.1, 3.484)"
07-12-2022 14:20:29.919477,"(14.0, 25.0, 22.875)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.125)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 163.33333333333334)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:30.984317,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.8, 5.125)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 216.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:32.083618,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.8, 4.992857142857143)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 216.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:33.665006,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.2, 5.133333333333334)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 216.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:34.946507,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 6.0, 4.833333333333334)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 202.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:36.087897,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 196.66666666666669)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:37.262546,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.5, 4.22)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(20.0, 30.0, 29.416666666666668)","(101.0, 230.0, 212.85714285714286)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:38.408701,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(20.0, 30.0, 28.833333333333336)","(101.0, 230.0, 212.85714285714286)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:39.505087,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(20.0, 30.0, 26.5)","(101.0, 230.0, 212.85714285714286)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:40.662517,"(14.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.8)","(20.0, 30.0, 26.5)","(101.0, 230.0, 196.66666666666669)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:41.767735,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:42.937264,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.333333333333332)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:44.148740,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:45.439024,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:46.749450,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 21.142857142857142)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.373333333333333)"
07-12-2022 14:20:47.961274,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 21.142857142857142)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.65, 3.3066666666666666)"
07-12-2022 14:20:49.280896,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 3.3066666666666666)"
07-12-2022 14:20:50.565424,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 3.3066666666666666)"
07-12-2022 14:20:51.750765,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 21.142857142857142)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 3.3066666666666666)"
07-12-2022 14:20:52.902171,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(15.0, 23.0, 21.142857142857142)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 3.3066666666666666)"
07-12-2022 14:20:54.057112,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 21.142857142857142)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 3.3066666666666666)"
07-12-2022 14:20:55.215851,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.55, 2.95)"
07-12-2022 14:20:56.389276,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.45, 3.3847826086956525)"
07-12-2022 14:20:57.582217,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.8)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.45, 3.3847826086956525)"
07-12-2022 14:20:58.623521,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.4, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.45, 3.3581818181818184)"
07-12-2022 14:20:59.708319,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.5, 3.3581818181818184)"
07-12-2022 14:21:00.848980,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.5, 3.3581818181818184)"
07-12-2022 14:21:01.972188,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.45, 3.5, 3.112727272727273)"
07-12-2022 14:21:03.176310,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.333333333333334)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 211.8181818181818)","(2.45, 3.2, 3.112727272727273)"
07-12-2022 14:21:04.334427,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.1, 3.9124999999999996)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 14.0, 11.0)","(4.0, 5.5, 4.833333333333334)","(21.0, 30.0, 26.5)","(101.0, 230.0, 211.8181818181818)","(2.45, 3.2, 3.046666666666667)"
07-12-2022 14:21:05.486932,"(15.0, 25.0, 22.333333333333332)","(3.3, 4.1, 3.9124999999999996)","(16.0, 23.0, 19.5)","(81.0, 240.0, 180.0)","(10.0, 13.5, 12.0)","(4.0, 5.5, 4.8125)","(21.0, 30.0, 26.5)","(101.0, 230.0, 204.28571428571428)","(2.45, 3.2, 3.046666666666667)"
07-12-2022 14:21:06.627090,"(15.0, 25.0, 20.2)","(3.3, 4.1, 3.9124999999999996)","(16.0, 23.0, 19.5)","(91.0, 240.0, 180.0)","(10.0, 13.0, 12.0)","(4.0, 5.6, 4.8125)","(21.0, 30.0, 26.5)","(101.0, 230.0, 204.28571428571428)","(2.4, 3.2, 3.046666666666667)"
07-12-2022 14:21:07.759849,"(15.0, 25.0, 19.666666666666668)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(91.0, 240.0, 180.0)","(10.0, 13.0, 12.0)","(4.0, 5.6, 4.7727272727272725)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.4, 3.2, 3.046666666666667)"
07-12-2022 14:21:08.903108,"(15.0, 25.0, 19.666666666666668)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(91.0, 240.0, 180.0)","(10.0, 13.0, 12.0)","(4.0, 5.5, 4.7727272727272725)","(21.0, 30.0, 26.5)","(101.0, 230.0, 198.0)","(2.4, 3.2, 3.046666666666667)"
07-12-2022 14:21:10.303008,"(15.0, 24.0, 20.5)","(3.3, 4.2, 4.04)","(16.0, 23.0, 19.5)","(91.0, 240.0, 180.0)","(10.0, 14.0, 11.75)","(4.0, 5.5, 4.8125)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.2, 3.046666666666667)"
07-12-2022 14:21:11.611119,"(15.0, 23.0, 20.0)","(3.3, 4.2, 4.04)","(16.0, 23.0, 18.333333333333332)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 5.6, 4.8125)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.2, 3.046666666666667)"
07-12-2022 14:21:12.788440,"(15.0, 23.0, 20.6)","(3.3, 4.2, 4.04)","(16.0, 23.0, 18.333333333333332)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 5.6, 5.266666666666667)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.2, 3.2399999999999998)"
07-12-2022 14:21:14.148855,"(15.0, 23.0, 20.6)","(3.3, 4.2, 4.04)","(16.0, 23.0, 21.0)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 6.4, 5.2)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.4, 2.916666666666667)"
07-12-2022 14:21:15.739048,"(15.0, 23.0, 20.6)","(3.3, 4.2, 4.04)","(16.0, 23.0, 20.857142857142858)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 6.2, 4.86)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.35, 2.93)"
07-12-2022 14:21:17.085194,"(15.0, 23.0, 20.6)","(3.3, 4.2, 4.04)","(16.0, 23.0, 20.857142857142858)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 5.5, 4.86)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.35, 2.81)"
07-12-2022 14:21:18.255236,"(15.0, 22.0, 20.75)","(3.3, 4.2, 4.04)","(16.0, 22.0, 18.666666666666668)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.666666666666666)","(4.0, 5.5, 5.1)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.35, 2.972)"
07-12-2022 14:21:19.397077,"(15.0, 22.0, 18.875)","(3.4, 4.2, 4.04)","(16.0, 22.0, 18.0)","(91.0, 240.0, 180.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 5.5, 5.455555555555556)","(21.0, 30.0, 26.5)","(101.0, 230.0, 200.0)","(2.4, 3.35, 2.792857142857143)"
07-12-2022 14:21:20.589951,"(15.0, 22.0, 18.875)","(3.4, 4.2, 4.04)","(16.0, 21.0, 18.0)","(91.0, 240.0, 180.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.4, 5.85)","(21.0, 30.0, 26.5)","(101.0, 230.0, 163.33333333333334)","(2.4, 3.35, 2.792857142857143)"
07-12-2022 14:21:21.676083,"(15.0, 22.0, 18.875)","(3.4, 4.2, 4.04)","(16.0, 20.0, 19.2)","(91.0, 240.0, 180.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.2, 5.5636363636363635)","(21.0, 30.0, 24.166666666666668)","(101.0, 230.0, 163.33333333333334)","(2.4, 3.35, 2.792857142857143)"
07-12-2022 14:21:22.762352,"(15.0, 22.0, 21.0)","(3.4, 4.2, 4.04)","(16.0, 19.5, 18.5)","(91.0, 240.0, 180.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.2, 5.5636363636363635)","(21.0, 30.0, 24.166666666666668)","(101.0, 230.0, 163.33333333333334)","(2.4, 3.35, 2.792857142857143)"
07-12-2022 14:21:23.845748,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.04)","(16.0, 25.0, 20.75)","(91.0, 240.0, 180.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.2, 5.325)","(21.0, 29.0, 26.0)","(101.0, 230.0, 163.33333333333334)","(2.4, 3.35, 2.8833333333333333)"
07-12-2022 14:21:24.979264,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.04)","(16.0, 24.0, 20.25)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 6.2, 5.325)","(21.0, 29.0, 24.0)","(101.0, 230.0, 163.33333333333334)","(2.4, 3.25, 2.8833333333333333)"
07-12-2022 14:21:26.320548,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.04)","(16.0, 23.0, 18.357142857142858)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.75)","(4.0, 6.2, 5.169230769230769)","(21.0, 29.0, 24.0)","(101.0, 230.0, 200.0)","(2.4, 3.25, 2.795714285714286)"
07-12-2022 14:21:27.642464,"(15.0, 22.0, 21.1)","(3.4, 4.3, 4.1)","(16.0, 23.0, 17.875)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.4)","(4.0, 5.6, 5.169230769230769)","(21.0, 29.0, 24.0)","(101.0, 230.0, 200.0)","(2.4, 3.25, 2.795714285714286)"
07-12-2022 14:21:28.791763,"(15.0, 22.0, 21.1)","(3.4, 4.3, 4.1)","(16.0, 22.0, 17.875)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.4)","(4.0, 5.6, 5.169230769230769)","(21.0, 29.0, 24.0)","(101.0, 230.0, 200.0)","(2.4, 3.25, 2.742857142857143)"
07-12-2022 14:21:30.038997,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.083333333333334)","(16.0, 21.0, 17.785714285714285)","(91.0, 240.0, 180.0)","(10.0, 13.5, 11.666666666666666)","(4.0, 5.6, 5.16)","(21.0, 29.0, 24.0)","(101.0, 230.0, 200.0)","(2.4, 3.2, 3.09375)"
07-12-2022 14:21:31.406875,"(15.0, 22.0, 21.1)","(3.4, 4.2, 3.95)","(16.0, 21.0, 17.785714285714285)","(91.0, 240.0, 195.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.0, 5.16)","(21.0, 29.0, 24.0)","(101.0, 230.0, 166.66666666666666)","(2.4, 3.15, 3.09375)"
07-12-2022 14:21:32.596910,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 250.0, 195.0)","(10.0, 12.5, 11.666666666666666)","(4.0, 6.0, 5.28)","(21.0, 29.0, 24.0)","(101.0, 240.0, 212.5)","(2.4, 3.15, 3.2)"
07-12-2022 14:21:33.823116,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 250.0, 203.33333333333334)","(10.0, 12.5, 11.142857142857142)","(4.0, 6.0, 5.666666666666667)","(21.0, 29.0, 24.0)","(101.0, 240.0, 212.5)","(2.4, 3.25, 3.18375)"
07-12-2022 14:21:35.051885,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 330.0, 203.33333333333334)","(10.0, 14.0, 11.142857142857142)","(4.0, 6.0, 5.3769230769230765)","(21.0, 29.0, 24.0)","(101.0, 240.0, 166.66666666666666)","(2.4, 3.25, 3.18375)"
07-12-2022 14:21:36.299421,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 330.0, 196.66666666666666)","(10.0, 14.0, 11.75)","(4.0, 6.0, 5.26)","(21.0, 29.0, 24.0)","(101.0, 240.0, 166.66666666666666)","(2.4, 3.25, 3.18375)"
07-12-2022 14:21:37.483791,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 310.0, 188.57142857142856)","(10.0, 13.5, 12.0)","(4.0, 5.9, 5.188888888888888)","(21.0, 29.0, 24.0)","(101.0, 240.0, 206.66666666666669)","(2.4, 3.25, 3.18375)"
07-12-2022 14:21:38.633853,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 310.0, 190.0)","(10.0, 13.0, 12.0)","(4.0, 5.9, 5.473333333333334)","(21.0, 29.0, 24.0)","(101.0, 240.0, 260.0)","(2.4, 3.25, 3.1322222222222225)"
07-12-2022 14:21:39.772971,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(91.0, 290.0, 177.5)","(10.0, 13.0, 11.75)","(4.0, 5.9, 5.681818181818182)","(21.0, 29.0, 24.0)","(101.0, 290.0, 210.0)","(2.4, 3.25, 3.1322222222222225)"
07-12-2022 14:21:40.928291,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(81.0, 290.0, 186.66666666666666)","(10.0, 13.5, 11.75)","(4.0, 5.9, 5.42)","(21.0, 29.0, 24.0)","(101.0, 290.0, 210.0)","(2.4, 3.25, 3.1322222222222225)"
07-12-2022 14:21:42.064852,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(81.0, 280.0, 186.66666666666666)","(10.0, 13.5, 12.0)","(4.0, 5.9, 5.42)","(21.0, 29.0, 24.0)","(101.0, 290.0, 210.0)","(2.4, 3.25, 3.216875)"
07-12-2022 14:21:43.190209,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(81.0, 280.0, 183.33333333333334)","(10.0, 13.0, 10.857142857142858)","(4.0, 5.9, 5.42)","(21.0, 29.0, 24.0)","(101.0, 290.0, 210.0)","(2.4, 3.25, 3.0380000000000003)"
07-12-2022 14:21:44.245019,"(15.0, 22.0, 21.1)","(3.4, 4.2, 4.111111111111111)","(16.0, 21.0, 17.785714285714285)","(81.0, 270.0, 183.33333333333334)","(10.0, 13.0, 10.857142857142858)","(4.0, 5.9, 5.42)","(21.0, 29.0, 24.0)","(101.0, 290.0, 210.0)","(2.4, 3.25, 3.027142857142857)"
