,Extreme Harriet,Nitrogen Outlaw,Ninja Whinger,Little Purpose,Aston Garner,Magic Poppet,Spring Bonnie,Its Your Shout
10,"[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 34, 975717), 10.0, 22.0]"
11,"[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 105825), 10.0, 22.0]"
12,"[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 37, 256127), 10.0, 22.0]"
13,"[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 466394), 10.0, 22.0]"
14,"[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 602680), 10.0, 22.0]"
15,"[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 744041), 10.0, 22.0]"
16,"[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 888186), 10.0, 22.0]"
17,"[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 22717), 10.0, 22.0]"
18,"[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 154246), 10.0, 22.0]"
19,"[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 45, 367947), 10.0, 22.0]"
20,"[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 510916), 10.0, 22.0]"
21,"[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 648494), 10.0, 22.0]"
22,"[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 797699), 10.0, 22.0]"
23,"[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 949384), 10.0, 22.0]"
24,"[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 146404), 10.0, 22.0]"
25,"[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 310184), 10.0, 22.0]"
26,"[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 457405), 10.0, 22.0]"
27,"[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 54, 636558), 10.0, 22.0]"
28,"[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 795122), 10.0, 22.0]"
29,"[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 932886), 10.0, 22.0]"
30,"[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 67184), 10.0, 22.0]"
31,"[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 244703), 10.0, 22.0]"
32,"[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 382641), 10.0, 22.0]"
33,"[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 513137), 10.0, 22.0]"
34,"[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 2, 677126), 10.0, 22.0]"
35,"[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 820030), 10.0, 22.0]"
36,"[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 951391), 10.0, 22.0]"
37,"[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 6, 82378), 10.0, 22.0]"
38,"[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 7, 212299), 10.0, 22.0]"
39,"[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 1.9, 2.3]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 8, 351004), 10.0, 22.0]"
