,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:18:18.845814,"(10.0, 16.0, 15.5)","(3.0, 3.45, 3.422727272727273)","(21.0, 38.0, 52.0)","(2.2, 2.62, 2.4603779527559055)","(101.0, 340.0, 297.8571428571429)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.733333333333333)","(101.0, 440.0, 376.6666666666667)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:20.216340,"(10.0, 16.0, 15.666666666666666)","(3.0, 3.5, 3.45)","(21.0, 70.0, 56.57142857142857)","(2.2, 2.48, 2.460064829821718)","(101.0, 330.0, 295.38461538461536)","(12.0, 15.0, 14.96875)","(4.6, 7.0, 6.76)","(101.0, 430.0, 376.6666666666667)","(71.0, 120.0, 105.0)"
11-01-2023 20:18:21.572529,"(11.0, 16.0, 15.181818181818182)","(2.9, 3.5, 3.456521739130435)","(21.0, 60.0, 46.666666666666664)","(2.25, 2.48, 2.460075329566855)","(101.0, 320.0, 303.0)","(12.0, 15.0, 15.0)","(4.8, 7.0, 6.458064516129032)","(101.0, 430.0, 390.0)","(71.0, 120.0, 110.0)"
11-01-2023 20:18:22.950059,"(11.0, 17.0, 15.772727272727273)","(2.9, 3.5, 3.4554347826086955)","(21.0, 60.0, 46.5)","(2.25, 2.48, 2.4004511278195486)","(101.0, 310.0, 303.0)","(12.0, 15.5, 14.948979591836734)","(4.8, 6.6, 6.777777777777778)","(101.0, 430.0, 390.0)","(71.0, 130.0, 123.33333333333334)"
11-01-2023 20:18:24.202958,"(11.0, 17.0, 15.772727272727273)","(2.9, 3.55, 3.463)","(21.0, 55.0, 48.285714285714285)","(2.25, 2.48, 2.393333333333333)","(101.0, 310.0, 318.0)","(12.0, 15.5, 14.872093023255815)","(4.8, 7.4, 7.363636363636364)","(101.0, 430.0, 390.0)","(71.0, 130.0, 125.625)"
11-01-2023 20:18:25.485567,"(11.0, 17.0, 15.772727272727273)","(2.9, 3.55, 3.463)","(21.0, 50.0, 48.0)","(2.25, 2.42, 2.374285714285714)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.872093023255815)","(4.8, 7.4, 7.585365853658536)","(101.0, 430.0, 390.0)","(71.0, 130.0, 125.625)"
11-01-2023 20:18:26.853233,"(11.0, 17.0, 14.857142857142858)","(2.9, 3.55, 3.4554347826086955)","(21.0, 50.0, 46.57142857142857)","(2.25, 2.42, 2.388421052631579)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.833333333333334)","(4.8, 7.6, 7.585365853658536)","(101.0, 430.0, 390.0)","(71.0, 130.0, 125.625)"
11-01-2023 20:18:28.191275,"(11.0, 17.0, 15.222222222222221)","(2.9, 3.55, 3.623333333333333)","(21.0, 55.0, 50.14285714285714)","(2.25, 2.42, 2.371020408163265)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.833333333333334)","(4.8, 7.6, 7.591176470588235)","(101.0, 430.0, 390.0)","(71.0, 130.0, 116.875)"
11-01-2023 20:18:29.516158,"(11.0, 17.0, 15.222222222222221)","(2.9, 3.65, 3.6136363636363638)","(21.0, 55.0, 48.90909090909091)","(2.25, 2.42, 2.3703846153846153)","(101.0, 330.0, 318.0)","(12.0, 15.5, 14.833333333333334)","(4.8, 7.6, 7.591176470588235)","(101.0, 430.0, 390.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:30.837075,"(11.0, 17.0, 15.222222222222221)","(2.9, 3.65, 3.5234693877551018)","(21.0, 50.0, 49.0)","(2.2, 2.42, 2.3672)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.833333333333334)","(4.8, 7.6, 7.591176470588235)","(101.0, 430.0, 390.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:32.186347,"(11.0, 17.0, 15.181818181818182)","(2.9, 3.55, 3.5234693877551018)","(21.0, 70.0, 53.66666666666667)","(2.2, 2.42, 2.367012987012987)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.833333333333334)","(4.8, 7.6, 7.972602739726027)","(101.0, 430.0, 390.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:33.565631,"(11.0, 17.0, 15.333333333333334)","(2.9, 3.55, 3.5234693877551018)","(21.0, 70.0, 53.66666666666667)","(2.2, 2.42, 2.3667499999999997)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.818181818181818)","(4.8, 8.0, 7.742857142857143)","(101.0, 430.0, 390.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:34.882465,"(11.0, 17.0, 15.214285714285714)","(2.9, 3.55, 3.5207865168539323)","(21.0, 70.0, 53.66666666666667)","(2.2, 2.42, 2.3667499999999997)","(101.0, 330.0, 313.6363636363636)","(12.0, 15.5, 14.76595744680851)","(4.8, 7.8, 7.675)","(101.0, 430.0, 390.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:36.281588,"(11.0, 17.0, 15.642857142857142)","(2.9, 3.55, 3.5207865168539323)","(21.0, 70.0, 52.45454545454545)","(2.2, 2.42, 2.3667499999999997)","(101.0, 330.0, 366.0)","(12.0, 15.5, 14.338709677419354)","(4.8, 7.8, 7.71)","(101.0, 430.0, 380.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:37.554048,"(11.0, 16.5, 15.642857142857142)","(2.9, 3.55, 3.5207865168539323)","(21.0, 65.0, 57.0)","(2.2, 2.42, 2.3667499999999997)","(101.0, 380.0, 366.0)","(12.0, 14.5, 14.338709677419354)","(4.8, 7.8, 7.71)","(101.0, 440.0, 380.0)","(71.0, 120.0, 116.875)"
11-01-2023 20:18:38.846075,"(11.0, 16.5, 15.3)","(2.9, 3.55, 3.5207865168539323)","(21.0, 60.0, 57.0)","(2.2, 2.42, 2.3667499999999997)","(101.0, 380.0, 366.0)","(12.0, 14.5, 14.338709677419354)","(4.8, 7.8, 7.71)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.0)"
11-01-2023 20:18:40.130396,"(11.0, 16.5, 15.3)","(2.9, 3.55, 3.5207865168539323)","(21.0, 60.0, 57.0)","(2.2, 2.42, 2.3667499999999997)","(101.0, 380.0, 366.0)","(12.0, 14.5, 14.338709677419354)","(4.8, 7.8, 7.451851851851852)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.0)"
11-01-2023 20:18:41.379442,"(11.0, 16.5, 15.566666666666666)","(2.9, 3.55, 3.5283783783783784)","(21.0, 60.0, 57.0)","(2.2, 2.42, 2.3667499999999997)","(101.0, 380.0, 366.0)","(12.0, 14.5, 14.71590909090909)","(4.8, 7.6, 7.71)","(101.0, 440.0, 380.0)","(71.0, 120.0, 121.25)"
11-01-2023 20:18:42.657179,"(11.0, 16.5, 15.566666666666666)","(2.9, 3.65, 3.521875)","(26.0, 60.0, 57.42857142857143)","(2.15, 2.42, 2.3667499999999997)","(101.0, 380.0, 366.0)","(12.0, 15.5, 14.768292682926829)","(5.0, 7.8, 7.71)","(101.0, 440.0, 380.0)","(71.0, 130.0, 121.25)"
11-01-2023 20:18:44.015066,"(11.0, 16.0, 15.153846153846153)","(2.9, 3.65, 3.5428571428571427)","(26.0, 60.0, 57.33333333333333)","(2.15, 2.42, 2.3653846153846154)","(101.0, 380.0, 330.0)","(12.0, 15.5, 14.768292682926829)","(5.0, 7.8, 7.448)","(101.0, 440.0, 380.0)","(71.0, 130.0, 121.25)"
11-01-2023 20:18:45.461357,"(11.0, 15.5, 14.766666666666667)","(2.9, 3.65, 3.55)","(26.0, 60.0, 49.666666666666664)","(2.15, 2.42, 2.3653846153846154)","(101.0, 380.0, 305.0)","(12.0, 15.5, 14.768292682926829)","(5.0, 8.0, 7.448)","(101.0, 440.0, 380.0)","(71.0, 130.0, 105.0)"
11-01-2023 20:18:46.802617,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.65, 3.55)","(26.0, 65.0, 49.666666666666664)","(2.15, 2.42, 2.3653846153846154)","(101.0, 380.0, 305.0)","(12.0, 15.5, 14.71590909090909)","(5.0, 8.0, 7.448)","(101.0, 440.0, 380.0)","(71.0, 130.0, 111.25)"
11-01-2023 20:18:48.435505,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.65, 3.56)","(26.0, 65.0, 56.375)","(2.15, 2.42, 2.330222222222222)","(101.0, 380.0, 340.0)","(12.0, 15.5, 14.71590909090909)","(5.0, 8.0, 7.448)","(101.0, 440.0, 380.0)","(71.0, 130.0, 111.25)"
11-01-2023 20:18:50.226000,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.65, 3.5884615384615386)","(26.0, 65.0, 56.375)","(2.15, 2.36, 2.3265)","(101.0, 360.0, 304.44444444444446)","(12.0, 15.5, 14.768292682926829)","(5.0, 8.0, 7.448)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:51.527354,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.65, 3.5884615384615386)","(26.0, 65.0, 56.375)","(2.15, 2.36, 2.3227777777777776)","(101.0, 360.0, 304.44444444444446)","(12.0, 15.5, 14.71590909090909)","(5.0, 8.0, 7.4375)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:52.864730,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.75, 3.736666666666667)","(26.0, 60.0, 44.0)","(2.15, 2.36, 2.3084905660377357)","(101.0, 360.0, 320.0)","(12.0, 15.5, 14.75)","(5.0, 8.0, 7.441379310344828)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:54.206790,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.75, 3.736666666666667)","(26.0, 60.0, 42.22222222222222)","(2.15, 2.32, 2.308807339449541)","(101.0, 350.0, 316.0)","(12.0, 15.5, 14.75)","(5.0, 8.0, 7.457142857142857)","(101.0, 440.0, 380.0)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:55.477535,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.75, 3.7444444444444445)","(26.0, 60.0, 44.0)","(2.15, 2.32, 2.268235294117647)","(101.0, 330.0, 286.25)","(12.0, 15.5, 14.69767441860465)","(5.0, 8.0, 7.448)","(101.0, 440.0, 417.5)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:56.759435,"(11.0, 15.5, 14.766666666666667)","(3.0, 3.75, 3.7444444444444445)","(26.0, 60.0, 44.0)","(2.15, 2.3, 2.268358208955224)","(101.0, 330.0, 286.25)","(12.0, 15.5, 14.75)","(5.0, 8.0, 7.619999999999999)","(101.0, 440.0, 417.5)","(71.0, 120.0, 115.625)"
11-01-2023 20:18:58.000771,"(11.0, 15.5, 15.423076923076923)","(3.0, 3.75, 3.717777777777778)","(26.0, 60.0, 53.333333333333336)","(2.15, 2.3, 2.2564383561643835)","(101.0, 330.0, 286.25)","(12.0, 15.5, 14.75)","(5.0, 8.0, 7.614285714285714)","(101.0, 440.0, 414.2857142857143)","(71.0, 120.0, 106.875)"
11-01-2023 20:18:59.222678,"(11.0, 15.5, 15.423076923076923)","(3.0, 3.75, 3.727586206896552)","(26.0, 55.0, 53.333333333333336)","(2.15, 2.3, 2.267179487179487)","(101.0, 330.0, 286.25)","(12.0, 15.5, 14.195652173913043)","(5.0, 7.8, 7.614285714285714)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 107.91666666666667)"
11-01-2023 20:19:00.576325,"(11.0, 15.5, 15.423076923076923)","(3.0, 3.75, 3.728846153846154)","(26.0, 55.0, 52.30769230769231)","(2.15, 2.3, 2.2670588235294113)","(101.0, 330.0, 286.25)","(12.0, 15.5, 14.204545454545455)","(5.0, 7.8, 7.4941176470588236)","(101.0, 440.0, 425.0)","(71.0, 110.0, 106.875)"
11-01-2023 20:19:02.024119,"(11.0, 16.0, 15.625)","(3.0, 3.75, 3.7345238095238096)","(26.0, 60.0, 52.30769230769231)","(2.15, 2.3, 2.2762962962962963)","(101.0, 330.0, 312.5)","(12.0, 15.5, 14.333333333333334)","(5.0, 7.8, 7.592592592592593)","(101.0, 440.0, 425.0)","(71.0, 110.0, 93.75)"
11-01-2023 20:19:03.706687,"(11.0, 16.0, 16.0)","(3.0, 3.75, 3.8086206896551724)","(26.0, 60.0, 52.72727272727273)","(2.15, 2.3, 2.273846153846154)","(101.0, 330.0, 307.6923076923077)","(12.0, 15.0, 14.4375)","(5.0, 7.8, 7.653846153846154)","(101.0, 440.0, 425.0)","(71.0, 95.0, 100.9090909090909)"
11-01-2023 20:19:04.951209,"(11.0, 16.5, 16.0)","(3.0, 3.85, 3.8086206896551724)","(26.0, 60.0, 52.72727272727273)","(2.15, 2.32, 2.291578947368421)","(101.0, 350.0, 328.8888888888889)","(12.0, 15.0, 14.08695652173913)","(5.0, 8.0, 7.427586206896552)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 103.33333333333334)"
11-01-2023 20:19:06.303842,"(11.0, 16.5, 16.0)","(3.0, 3.85, 3.7798245614035086)","(26.0, 55.0, 53.125)","(2.15, 2.3, 2.3007407407407405)","(101.0, 340.0, 330.0)","(12.0, 15.0, 14.25)","(5.0, 8.2, 7.45)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:07.711148,"(11.0, 16.5, 15.978260869565217)","(3.0, 3.9, 3.889655172413793)","(26.0, 55.0, 53.125)","(2.15, 2.32, 2.279)","(101.0, 340.0, 330.0)","(12.0, 14.5, 14.25)","(5.0, 8.0, 7.45)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:08.955364,"(11.0, 16.5, 15.833333333333334)","(3.0, 3.9, 3.841176470588235)","(26.0, 55.0, 53.125)","(2.15, 2.3, 2.2937777777777777)","(101.0, 340.0, 304.2857142857143)","(12.0, 14.5, 14.096153846153847)","(5.0, 8.0, 7.45)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 99.58333333333333)"
11-01-2023 20:19:10.258243,"(11.0, 16.5, 15.807692307692308)","(3.0, 3.9, 3.8249999999999997)","(26.0, 55.0, 52.8)","(2.15, 2.34, 2.2937777777777777)","(101.0, 340.0, 304.2857142857143)","(12.0, 14.5, 13.709677419354838)","(5.0, 8.0, 7.461538461538462)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:11.684387,"(11.0, 16.5, 15.5625)","(3.0, 3.85, 3.811111111111111)","(26.0, 55.0, 52.5)","(2.15, 2.34, 2.3163636363636364)","(101.0, 340.0, 265.0)","(12.0, 14.0, 12.375)","(5.0, 8.2, 7.758620689655173)","(101.0, 440.0, 414.2857142857143)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:13.024935,"(11.0, 16.5, 15.38888888888889)","(3.0, 3.85, 3.811111111111111)","(26.0, 55.0, 52.5)","(2.15, 2.34, 2.3122666666666665)","(101.0, 340.0, 265.0)","(12.0, 14.0, 13.666666666666666)","(5.0, 8.2, 7.758620689655173)","(101.0, 440.0, 417.5)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:14.333976,"(11.0, 16.5, 15.38888888888889)","(3.0, 3.85, 3.8285714285714287)","(26.0, 55.0, 60.833333333333336)","(2.1, 2.34, 2.293846153846154)","(101.0, 340.0, 265.0)","(12.0, 14.0, 13.586206896551724)","(5.0, 8.2, 7.8999999999999995)","(101.0, 440.0, 417.5)","(71.0, 110.0, 99.58333333333333)"
11-01-2023 20:19:15.722075,"(11.0, 16.5, 16.2)","(3.0, 3.85, 3.8285714285714287)","(26.0, 65.0, 49.375)","(2.1, 2.34, 2.2886153846153845)","(101.0, 340.0, 265.0)","(12.0, 14.0, 13.285714285714286)","(5.0, 8.2, 8.017391304347825)","(101.0, 440.0, 417.5)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:17.036961,"(11.0, 16.5, 16.2)","(3.0, 3.85, 3.8285714285714287)","(26.0, 65.0, 53.1875)","(2.1, 2.32, 2.2927999999999997)","(101.0, 340.0, 265.0)","(11.0, 14.0, 13.285714285714286)","(5.5, 8.2, 8.017391304347825)","(101.0, 440.0, 417.5)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:18.310433,"(11.0, 16.5, 16.2)","(3.0, 3.85, 3.8285714285714287)","(26.0, 65.0, 53.1875)","(2.1, 2.32, 2.299047619047619)","(101.0, 340.0, 265.0)","(11.0, 14.0, 13.285714285714286)","(5.5, 8.2, 8.049999999999999)","(101.0, 440.0, 417.5)","(71.0, 110.0, 98.75)"
11-01-2023 20:19:19.647746,"(11.0, 16.5, 16.2)","(3.0, 3.85, 3.8285714285714287)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.299047619047619)","(101.0, 340.0, 265.0)","(11.0, 14.0, 13.133333333333333)","(5.5, 8.2, 8.049999999999999)","(101.0, 440.0, 417.5)","(71.0, 100.0, 98.75)"
11-01-2023 20:19:20.940265,"(11.0, 17.0, 15.75)","(3.0, 3.85, 3.8285714285714287)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.299047619047619)","(101.0, 340.0, 265.0)","(11.0, 13.5, 12.766666666666667)","(5.5, 8.2, 8.017391304347825)","(101.0, 440.0, 417.5)","(71.0, 100.0, 98.75)"
11-01-2023 20:19:22.270527,"(11.0, 17.0, 15.814814814814815)","(3.0, 3.85, 3.8235294117647056)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.299047619047619)","(101.0, 340.0, 290.0)","(11.0, 13.5, 12.444444444444445)","(5.5, 8.2, 8.017391304347825)","(101.0, 440.0, 417.5)","(71.0, 100.0, 102.1875)"
11-01-2023 20:19:23.647584,"(11.0, 17.0, 15.814814814814815)","(3.0, 3.9, 3.8285714285714283)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.299047619047619)","(101.0, 320.0, 285.0)","(11.0, 13.5, 12.727272727272727)","(5.5, 8.2, 8.017391304347825)","(101.0, 440.0, 417.5)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:25.082932,"(11.0, 17.0, 15.31578947368421)","(3.0, 3.9, 3.8523809523809525)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.299047619047619)","(101.0, 310.0, 285.0)","(11.0, 13.0, 12.521739130434783)","(5.5, 8.2, 8.038461538461538)","(101.0, 440.0, 413.3333333333333)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:26.467234,"(11.0, 17.0, 15.736842105263158)","(3.0, 3.9, 3.8453608247422677)","(26.0, 65.0, 53.1875)","(2.1, 2.3, 2.284390243902439)","(101.0, 310.0, 285.0)","(11.0, 13.5, 12.774193548387096)","(5.5, 8.2, 8.055172413793104)","(101.0, 440.0, 428.57142857142856)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:27.958945,"(11.0, 17.0, 15.885714285714286)","(3.0, 4.0, 3.963675213675214)","(26.0, 65.0, 49.64705882352941)","(2.1, 2.3, 2.2836734693877547)","(101.0, 310.0, 285.0)","(11.0, 13.5, 13.363636363636363)","(5.5, 8.2, 7.927272727272727)","(101.0, 440.0, 428.57142857142856)","(71.0, 110.0, 102.1875)"
11-01-2023 20:19:29.510370,"(11.0, 17.0, 15.741935483870968)","(3.1, 4.0, 3.9741463414634146)","(26.0, 60.0, 49.64705882352941)","(2.1, 2.3, 2.272121212121212)","(101.0, 310.0, 285.0)","(11.0, 14.0, 13.055555555555555)","(5.5, 8.2, 7.927272727272727)","(101.0, 440.0, 428.57142857142856)","(71.0, 110.0, 103.33333333333334)"
11-01-2023 20:19:31.456276,"(11.0, 17.0, 15.741935483870968)","(3.1, 4.0, 3.8833333333333333)","(26.0, 60.0, 49.64705882352941)","(2.1, 2.3, 2.26)","(101.0, 310.0, 285.0)","(11.0, 13.5, 13.25)","(5.5, 8.2, 7.8769230769230765)","(101.0, 440.0, 433.3333333333333)","(71.0, 110.0, 98.125)"
11-01-2023 20:19:33.074510,"(11.0, 17.0, 15.945945945945946)","(3.1, 3.95, 3.8609756097560974)","(26.0, 60.0, 47.5)","(2.1, 2.28, 2.2684210526315787)","(101.0, 310.0, 285.0)","(11.0, 13.5, 13.088235294117647)","(5.5, 8.2, 7.815384615384615)","(101.0, 440.0, 428.57142857142856)","(71.0, 100.0, 98.125)"
11-01-2023 20:19:34.504230,"(11.0, 17.0, 15.571428571428571)","(3.1, 3.9, 3.765686274509804)","(26.0, 55.0, 50.0)","(2.1, 2.28, 2.2362068965517246)","(101.0, 310.0, 285.0)","(11.0, 13.5, 13.2)","(5.5, 8.2, 8.025)","(101.0, 440.0, 413.3333333333333)","(71.0, 100.0, 98.125)"
11-01-2023 20:19:35.870222,"(11.0, 17.0, 16.34)","(3.1, 3.8, 3.8256097560975606)","(26.0, 55.0, 38.57142857142857)","(2.1, 2.24, 2.209543147208122)","(101.0, 310.0, 285.0)","(11.0, 13.5, 13.545454545454545)","(5.5, 8.2, 8.070588235294117)","(101.0, 440.0, 425.0)","(71.0, 100.0, 99.58333333333333)"
11-01-2023 20:19:37.255772,"(11.0, 17.0, 16.375)","(3.1, 3.9, 3.7187203791469194)","(26.0, 42.0, 39.5)","(2.1, 2.24, 2.222281879194631)","(101.0, 310.0, 280.0)","(11.0, 14.0, 14.411764705882353)","(5.5, 8.4, 8.324)","(101.0, 430.0, 425.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:38.668104,"(11.0, 18.0, 17.161290322580644)","(3.1, 3.75, 3.7017241379310346)","(26.0, 50.0, 41.1578947368421)","(2.05, 2.24, 2.2220408163265306)","(101.0, 310.0, 280.0)","(11.0, 14.5, 14.263157894736842)","(5.5, 8.6, 8.426415094339623)","(101.0, 430.0, 425.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:39.968417,"(11.0, 18.0, 17.161290322580644)","(3.1, 3.75, 3.7017241379310346)","(26.0, 50.0, 42.46153846153846)","(2.05, 2.24, 2.2220408163265306)","(101.0, 310.0, 280.0)","(11.0, 14.5, 14.25)","(5.5, 8.6, 8.435714285714287)","(101.0, 430.0, 425.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:41.351267,"(11.0, 18.0, 17.161290322580644)","(3.1, 3.75, 3.694)","(26.0, 48.0, 44.75)","(2.05, 2.24, 2.2083832335329343)","(101.0, 310.0, 265.0)","(11.0, 14.5, 14.775)","(5.5, 8.6, 8.435714285714287)","(101.0, 430.0, 415.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:42.717555,"(11.0, 18.0, 17.1875)","(3.1, 3.75, 3.6916666666666664)","(26.0, 46.0, 40.666666666666664)","(2.05, 2.24, 2.208433734939759)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.81081081081081)","(5.5, 8.6, 8.435714285714287)","(101.0, 430.0, 425.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:44.110733,"(11.0, 18.0, 17.1875)","(3.1, 3.75, 3.71)","(26.0, 46.0, 43.77777777777778)","(2.05, 2.24, 2.2521428571428572)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.25)","(5.5, 8.6, 8.360869565217392)","(101.0, 430.0, 425.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:45.367239,"(11.0, 18.0, 16.655172413793103)","(3.1, 3.75, 3.7097122302158274)","(26.0, 44.0, 38.666666666666664)","(2.05, 2.28, 2.253877551020408)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.731707317073171)","(5.5, 8.4, 8.5)","(101.0, 430.0, 427.0)","(71.0, 110.0, 100.9090909090909)"
11-01-2023 20:19:46.613686,"(11.0, 18.0, 16.897058823529413)","(3.1, 3.75, 3.7247747747747746)","(26.0, 44.0, 37.333333333333336)","(2.05, 2.28, 2.250574712643678)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.545454545454545)","(5.5, 8.6, 8.521311475409835)","(101.0, 430.0, 427.0)","(71.0, 110.0, 97.0)"
11-01-2023 20:19:47.848434,"(11.0, 18.0, 16.897058823529413)","(3.1, 3.85, 3.7709302325581397)","(26.0, 42.0, 38.666666666666664)","(2.05, 2.28, 2.2524590163934426)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.486486486486486)","(5.5, 8.6, 8.521311475409835)","(101.0, 430.0, 425.0)","(71.0, 100.0, 96.875)"
11-01-2023 20:19:49.053859,"(11.0, 17.0, 16.84375)","(3.1, 3.8, 3.725)","(26.0, 42.0, 37.111111111111114)","(2.05, 2.28, 2.2524590163934426)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.472222222222221)","(5.5, 8.6, 8.521311475409835)","(101.0, 430.0, 427.0)","(71.0, 100.0, 96.875)"
11-01-2023 20:19:50.191098,"(11.0, 17.0, 16.818181818181817)","(3.1, 3.8, 3.73125)","(26.0, 38.0, 33.125)","(2.05, 2.28, 2.2677966101694915)","(101.0, 310.0, 280.0)","(11.0, 15.0, 14.55813953488372)","(5.5, 8.6, 8.34)","(101.0, 430.0, 425.0)","(71.0, 100.0, 96.875)"
11-01-2023 20:19:51.392799,"(11.0, 17.0, 16.818181818181817)","(3.1, 3.8, 3.739568345323741)","(26.0, 38.0, 33.04761904761905)","(2.05, 2.28, 2.267301587301587)","(101.0, 310.0, 290.0)","(11.0, 15.0, 14.368421052631579)","(5.5, 8.4, 8.355555555555554)","(101.0, 430.0, 428.57142857142856)","(71.0, 100.0, 96.875)"
11-01-2023 20:19:52.616083,"(11.0, 17.0, 16.866666666666667)","(3.1, 3.75, 3.7625)","(26.0, 38.0, 35.81818181818182)","(2.05, 2.32, 2.304)","(101.0, 330.0, 280.9090909090909)","(11.0, 15.0, 13.739884393063583)","(5.5, 8.6, 8.133333333333333)","(101.0, 440.0, 425.0)","(71.0, 100.0, 83.33333333333333)"
11-01-2023 20:19:53.904211,"(11.0, 16.0, 15.756756756756756)","(3.1, 3.8, 3.7625)","(26.0, 38.0, 34.4)","(2.05, 2.34, 2.336923076923077)","(101.0, 330.0, 313.3333333333333)","(11.0, 14.0, 13.722543352601155)","(5.5, 8.4, 8.038297872340426)","(101.0, 430.0, 426.25)","(71.0, 110.0, 83.33333333333333)"
11-01-2023 20:19:55.220785,"(11.0, 16.0, 15.4)","(3.1, 3.8, 3.8020833333333335)","(26.0, 38.0, 34.4)","(2.05, 2.34, 2.3417721518987342)","(101.0, 330.0, 276.6666666666667)","(11.0, 14.0, 13.71875)","(5.5, 8.2, 7.996078431372549)","(101.0, 430.0, 430.0)","(71.0, 100.0, 74.16666666666667)"
11-01-2023 20:19:56.542875,"(11.0, 14.5, 13.741379310344827)","(3.1, 3.85, 3.8384615384615386)","(26.0, 38.0, 35.75)","(2.05, 2.36, 2.3642424242424243)","(101.0, 330.0, 298.0)","(11.0, 14.0, 13.721264367816092)","(5.5, 8.2, 8.133333333333333)","(101.0, 440.0, 426.25)","(71.0, 95.0, 74.16666666666667)"
11-01-2023 20:19:57.751285,"(11.0, 14.5, 13.741379310344827)","(3.1, 3.85, 3.8384615384615386)","(26.0, 38.0, 35.75)","(2.05, 2.38, 2.368292682926829)","(101.0, 330.0, 303.3333333333333)","(11.0, 14.0, 13.721264367816092)","(5.5, 8.2, 8.133333333333333)","(101.0, 430.0, 426.25)","(71.0, 95.0, 74.16666666666667)"
11-01-2023 20:19:59.011054,"(11.0, 14.5, 13.75)","(3.1, 3.75, 3.772222222222222)","(26.0, 38.0, 35.333333333333336)","(2.05, 2.38, 2.3632)","(101.0, 330.0, 303.3333333333333)","(11.0, 14.0, 13.726470588235294)","(5.5, 8.2, 8.04)","(101.0, 430.0, 435.0)","(71.0, 95.0, 86.0)"
