,Slingshot Queen,Lily The Thief,Nyali King,Mighty Water Boy,Edge Of Darkness,Talk Out Loud,Blackpool Dozer,Ferocious June
11-01-2023 18:08:12.374347,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.48)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:13.508468,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.48)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:14.833586,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.9971428571428573)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:16.214506,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.002857142857144)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:17.424893,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.9733333333333336)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:18.525539,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.9733333333333336)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:19.833372,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.014285714285714)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:21.102510,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.014285714285714)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:22.201427,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.986666666666667)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:23.462370,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 3.58)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:24.579117,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.025714285714286)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:25.719338,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.0)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:26.909507,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.016666666666667)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:28.186427,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:29.422650,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:30.638638,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:31.783225,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:32.917098,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:33.921949,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:35.067249,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:36.165922,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:37.308064,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:38.568276,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 4.2)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 11.4)"
11-01-2023 18:08:39.737909,"(5.0, 9.0, 5.8428571428571425)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.09)","(3.4, 4.9, 3.930769230769231)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 17.0, 10.8125)"
11-01-2023 18:08:40.986505,"(5.0, 8.6, 6.0285714285714285)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.075)","(3.4, 4.9, 4.355)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 20.25)","(8.5, 16.5, 13.25)"
11-01-2023 18:08:42.181780,"(5.0, 8.6, 6.6)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.162)","(3.4, 4.7, 4.061538461538461)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 15.1875)","(8.5, 16.5, 13.25)"
11-01-2023 18:08:43.380771,"(5.0, 8.6, 6.6)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.162)","(3.4, 4.5, 3.8)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 27.0, 17.666666666666668)","(8.5, 16.5, 12.333333333333334)"
11-01-2023 18:08:44.498229,"(5.0, 8.6, 6.6)","(101.0, 650.0, 380.0)","(2.4, 4.2, 4.162)","(3.4, 4.3, 3.6285714285714286)","(101.0, 99999, 99990)","(5.0, 8.2, 7.3999999999999995)","(12.0, 26.0, 16.0)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:45.641750,"(5.0, 8.6, 6.6)","(101.0, 650.0, 380.0)","(2.4, 4.2, 5.122)","(3.4, 4.1, 3.75)","(101.0, 99999, 99990)","(5.0, 8.2, 7.0)","(12.0, 26.0, 16.0)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:46.708630,"(5.0, 8.6, 6.6)","(101.0, 650.0, 380.0)","(2.4, 5.2, 5.122)","(3.4, 3.95, 3.8375000000000004)","(101.0, 99999, 99990)","(5.0, 8.6, 7.5)","(12.0, 26.0, 16.0)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:47.751760,"(5.0, 8.6, 6.6)","(101.0, 740.0, 267.5)","(2.4, 5.3, 5.072222222222222)","(3.4, 3.95, 3.8375000000000004)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 26.0, 16.0)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:48.764913,"(5.0, 8.6, 6.1)","(101.0, 750.0, 270.0)","(2.4, 5.3, 4.697058823529412)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 26.0, 16.0)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:49.871978,"(5.0, 8.8, 7.2)","(101.0, 750.0, 270.0)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 26.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:50.996538,"(5.0, 8.4, 7.0)","(101.0, 750.0, 270.0)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:52.140836,"(5.0, 8.8, 5.828571428571428)","(101.0, 750.0, 270.0)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:53.320455,"(5.0, 8.8, 5.828571428571428)","(101.0, 860.0, 297.5)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:54.569517,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:55.706550,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 5.1, 5.026)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:56.886596,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.9, 4.8340000000000005)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:58.074636,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.9, 4.8340000000000005)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:08:59.209392,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.9, 4.8340000000000005)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:09:00.229473,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.9, 4.8340000000000005)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 7.5)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:09:01.250715,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.9, 4.8340000000000005)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.4, 6.8)","(12.0, 25.0, 19.25)","(8.5, 17.0, 12.333333333333334)"
11-01-2023 18:09:02.330339,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.7, 3.6876470588235293)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 8.0, 7.199999999999999)","(12.0, 25.0, 22.950000000000003)","(8.5, 17.0, 13.25)"
11-01-2023 18:09:03.422174,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.8, 4.545999999999999)","(3.4, 3.95, 3.725)","(101.0, 99999, 99990)","(5.0, 7.8, 7.199999999999999)","(12.0, 24.0, 20.25)","(8.5, 16.5, 13.25)"
11-01-2023 18:09:04.513545,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.6, 4.403846153846154)","(3.4, 3.95, 3.94375)","(101.0, 99999, 99990)","(5.0, 7.8, 7.199999999999999)","(12.0, 24.0, 20.25)","(8.5, 16.5, 13.25)"
11-01-2023 18:09:05.691218,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.5, 3.8633333333333333)","(3.4, 3.95, 3.8333333333333335)","(101.0, 99999, 99990)","(5.0, 7.8, 7.199999999999999)","(12.0, 24.0, 19.855263157894736)","(8.5, 16.5, 15.277777777777779)"
11-01-2023 18:09:06.867835,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.4, 4.0346153846153845)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.8, 6.866666666666666)","(12.0, 24.0, 19.855263157894736)","(8.5, 16.5, 15.277777777777779)"
11-01-2023 18:09:08.058453,"(5.0, 8.8, 5.828571428571428)","(101.0, 650.0, 380.0)","(2.4, 4.1, 4.0346153846153845)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.4, 6.9)","(12.0, 24.0, 19.855263157894736)","(8.5, 16.5, 12.425925925925926)"
11-01-2023 18:09:09.211142,"(5.0, 8.4, 6.7384615384615385)","(101.0, 650.0, 380.0)","(2.4, 4.0, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.4, 6.0)","(12.0, 24.0, 22.604166666666664)","(8.5, 16.5, 14.5)"
11-01-2023 18:09:10.301170,"(5.0, 8.2, 7.821052631578947)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.2, 5.659259259259259)","(12.0, 23.0, 18.09090909090909)","(8.5, 16.0, 12.01923076923077)"
11-01-2023 18:09:11.334335,"(5.0, 8.2, 7.266666666666667)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.2, 5.659259259259259)","(12.0, 23.0, 20.666666666666664)","(8.5, 16.0, 13.7)"
11-01-2023 18:09:12.472591,"(5.0, 8.2, 7.3428571428571425)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 7.2, 6.0)","(12.0, 22.0, 20.666666666666664)","(8.5, 15.5, 14.642857142857142)"
11-01-2023 18:09:13.693975,"(5.0, 8.2, 7.3428571428571425)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.8, 6.4799999999999995)","(12.0, 22.0, 20.63157894736842)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:14.781033,"(5.0, 8.2, 7.0)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.7642857142857142)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.8, 6.4799999999999995)","(12.0, 21.0, 20.63157894736842)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:15.831734,"(5.0, 8.2, 7.0)","(101.0, 650.0, 380.0)","(2.4, 3.85, 3.638235294117647)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.8, 6.32)","(12.0, 21.0, 22.5)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:16.888112,"(5.0, 8.4, 7.6173913043478265)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.638235294117647)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.8, 6.199999999999999)","(12.0, 24.0, 18.6)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:17.949924,"(5.0, 8.4, 7.6173913043478265)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.6448275862068966)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.6, 6.08)","(12.0, 24.0, 18.6)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:19.110262,"(5.0, 8.4, 7.6173913043478265)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.4, 5.96)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:20.384716,"(5.0, 8.4, 8.047058823529412)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:21.607621,"(5.0, 8.4, 8.047058823529412)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:22.808215,"(5.0, 8.4, 8.047058823529412)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:24.044554,"(5.0, 8.8, 8.38)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:25.284953,"(5.0, 8.6, 8.266666666666666)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:26.390913,"(5.0, 8.8, 7.7846153846153845)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 6.022222222222222)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:27.528249,"(5.0, 8.8, 7.7846153846153845)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.0)"
11-01-2023 18:09:28.554287,"(5.0, 8.8, 7.7846153846153845)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.53)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 12.804347826086957)"
11-01-2023 18:09:29.664125,"(5.0, 8.8, 8.3875)","(101.0, 650.0, 380.0)","(2.4, 3.8, 3.540909090909091)","(3.4, 4.0, 3.6399999999999997)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 16.0, 13.25)"
11-01-2023 18:09:30.866504,"(5.0, 9.0, 8.845161290322581)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.5)","(3.4, 4.0, 3.967741935483871)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 13.357142857142858)"
11-01-2023 18:09:32.069718,"(5.0, 9.0, 8.845161290322581)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.457692307692308)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 12.765625)"
11-01-2023 18:09:33.403497,"(5.0, 9.0, 8.845161290322581)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.457692307692308)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.5, 14.333333333333332)"
11-01-2023 18:09:34.788379,"(5.0, 9.0, 8.815384615384616)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.466666666666667)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.1)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.0, 14.333333333333332)"
11-01-2023 18:09:36.059606,"(5.0, 9.0, 8.815384615384616)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.457692307692308)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.035294117647059)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.0, 13.5)"
11-01-2023 18:09:37.245259,"(5.0, 9.2, 9.1)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.457692307692308)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.035294117647059)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.0, 12.8125)"
11-01-2023 18:09:38.397247,"(5.0, 9.2, 9.17391304347826)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.5133333333333336)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.035294117647059)","(12.0, 24.0, 19.153846153846153)","(8.5, 15.0, 12.192307692307692)"
11-01-2023 18:09:39.447714,"(5.0, 9.2, 9.17391304347826)","(101.0, 650.0, 380.0)","(2.4, 3.7, 3.4941176470588236)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.035294117647059)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.192307692307692)"
11-01-2023 18:09:40.629552,"(5.0, 9.2, 9.17391304347826)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.31875)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 6.035294117647059)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:41.842375,"(5.0, 9.2, 9.17391304347826)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.31875)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:43.111444,"(5.0, 9.8, 9.656)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.31875)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:44.295552,"(5.0, 9.6, 9.556521739130435)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.273076923076923)","(3.4, 4.0, 3.8666666666666667)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:45.468760,"(5.0, 9.6, 9.556521739130435)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.2346153846153847)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:46.551965,"(5.0, 9.6, 9.556521739130435)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.2346153846153847)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:47.583358,"(5.0, 9.6, 9.556521739130435)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.2346153846153847)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.977777777777778)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:48.610611,"(5.0, 9.6, 9.556521739130435)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.3125)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:49.816674,"(5.0, 9.6, 9.5)","(101.0, 650.0, 380.0)","(2.4, 3.2, 3.2447368421052634)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:51.030350,"(5.0, 9.6, 9.5)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.2447368421052634)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 11.772727272727273)"
11-01-2023 18:09:52.253523,"(5.0, 9.6, 9.4)","(101.0, 650.0, 380.0)","(2.4, 3.35, 3.2447368421052634)","(3.4, 4.0, 3.911111111111111)","(101.0, 99999, 99990)","(5.0, 6.2, 5.933333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
