,Thoros Of Myr,Glebely,Popilita,Needs Sugar,Kaboom Kaboom,Bobble
06-01-2023 13:17:21.121665,"(1.6, 1.73, 1.727228637413395)","(71.0, 180.0, 178.46153846153845)","(8.5, 10.5, 10.234299516908212)","(5.5, 7.2, 7.188297872340426)","(5.5, 6.4, 6.339378238341969)","(31.0, 55.0, 52.3134328358209)"
06-01-2023 13:17:22.254630,"(1.6, 1.73, 1.7272790697674418)","(71.0, 180.0, 175.0)","(8.5, 10.5, 10.212041884816754)","(5.5, 7.2, 7.1989898989898995)","(5.5, 6.4, 6.342364532019705)","(31.0, 55.0, 52.42857142857143)"
06-01-2023 13:17:23.752904,"(1.6, 1.73, 1.7273041474654378)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.227941176470589)","(5.5, 7.2, 7.1989898989898995)","(5.5, 6.4, 6.342364532019705)","(31.0, 55.0, 52.42857142857143)"
06-01-2023 13:17:24.980406,"(1.6, 1.73, 1.7273041474654378)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.237244897959183)","(5.5, 7.2, 7.198979591836735)","(5.5, 6.4, 6.341645885286783)","(31.0, 55.0, 52.42857142857143)"
06-01-2023 13:17:26.252602,"(1.6, 1.73, 1.7273536299765808)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.243455497382199)","(5.5, 7.2, 7.198979591836735)","(5.5, 6.4, 6.36045197740113)","(31.0, 55.0, 52.42857142857143)"
06-01-2023 13:17:27.430279,"(1.6, 1.73, 1.7273536299765808)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.26555023923445)","(5.5, 7.2, 7.198979591836735)","(5.5, 6.4, 6.36045197740113)","(31.0, 55.0, 52.35294117647059)"
06-01-2023 13:17:28.509082,"(1.6, 1.73, 1.7272386058981233)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.26555023923445)","(5.5, 7.2, 7.198979591836735)","(5.5, 6.4, 6.359885386819484)","(31.0, 55.0, 52.35294117647059)"
06-01-2023 13:17:29.593699,"(1.6, 1.73, 1.7272010869565217)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.26555023923445)","(5.5, 7.2, 7.302325581395349)","(5.5, 6.4, 6.359537572254336)","(31.0, 55.0, 52.42424242424242)"
06-01-2023 13:17:30.562919,"(1.6, 1.73, 1.7205960264900662)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.272058823529411)","(5.5, 7.4, 7.302325581395349)","(5.5, 6.4, 6.3591836734693885)","(31.0, 55.0, 52.42424242424242)"
06-01-2023 13:17:31.616634,"(1.6, 1.73, 1.72006993006993)","(71.0, 190.0, 182.0)","(8.5, 10.5, 10.46031746031746)","(5.5, 7.4, 7.380740740740741)","(5.5, 6.4, 6.420224719101124)","(31.0, 55.0, 52.53623188405797)"
06-01-2023 13:17:32.748740,"(1.6, 1.71, 1.707859477124183)","(71.0, 190.0, 186.0)","(8.5, 10.5, 10.396153846153846)","(5.5, 7.4, 7.366153846153846)","(5.5, 6.6, 6.463580246913581)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:33.774087,"(1.6, 1.71, 1.707758064516129)","(71.0, 190.0, 186.66666666666666)","(8.5, 10.5, 10.320717131474103)","(5.5, 7.4, 7.377777777777778)","(5.5, 6.6, 6.504470588235294)","(31.0, 55.0, 52.733333333333334)"
06-01-2023 13:17:34.722492,"(1.6, 1.71, 1.709511677282378)","(71.0, 190.0, 186.66666666666666)","(8.5, 10.5, 10.320717131474103)","(5.5, 7.4, 7.377777777777778)","(5.5, 6.6, 6.504470588235294)","(31.0, 55.0, 52.733333333333334)"
06-01-2023 13:17:35.808486,"(1.6, 1.71, 1.7094117647058824)","(71.0, 190.0, 186.66666666666666)","(8.5, 10.5, 10.412213740458014)","(5.5, 7.4, 7.377777777777778)","(5.5, 6.6, 6.459701492537314)","(31.0, 55.0, 52.733333333333334)"
06-01-2023 13:17:36.927042,"(1.6, 1.71, 1.7076190476190476)","(71.0, 190.0, 186.66666666666666)","(8.5, 10.5, 10.412213740458014)","(5.5, 7.4, 7.377777777777778)","(5.5, 6.6, 6.459701492537314)","(31.0, 55.0, 52.733333333333334)"
06-01-2023 13:17:37.944500,"(1.6, 1.71, 1.7076190476190476)","(71.0, 190.0, 186.0)","(8.5, 10.5, 10.412213740458014)","(5.5, 7.4, 7.377777777777778)","(5.5, 6.6, 6.459701492537314)","(31.0, 55.0, 52.67123287671233)"
06-01-2023 13:17:38.984422,"(1.6, 1.71, 1.7076190476190476)","(71.0, 190.0, 186.0)","(8.5, 10.5, 10.411196911196912)","(5.5, 7.4, 7.391044776119403)","(5.5, 6.6, 6.367597765363129)","(31.0, 55.0, 52.67123287671233)"
06-01-2023 13:17:40.064132,"(1.6, 1.71, 1.7094315789473684)","(71.0, 190.0, 187.14285714285714)","(8.5, 10.5, 10.409448818897637)","(5.5, 7.4, 7.389830508474577)","(5.5, 6.4, 6.365578635014837)","(31.0, 55.0, 52.638888888888886)"
06-01-2023 13:17:41.053135,"(1.6, 1.71, 1.7094315789473684)","(81.0, 190.0, 187.14285714285714)","(8.5, 10.5, 10.409448818897637)","(5.5, 7.4, 7.323076923076924)","(5.5, 6.4, 6.354241645244216)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:42.179052,"(1.6, 1.71, 1.7069999999999999)","(81.0, 190.0, 186.0)","(8.5, 10.5, 10.416981132075472)","(5.5, 7.6, 7.487096774193549)","(5.5, 6.4, 6.353886010362695)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:43.156893,"(1.6, 1.71, 1.702235294117647)","(81.0, 190.0, 186.0)","(8.5, 10.5, 10.416981132075472)","(5.5, 7.6, 7.487096774193549)","(5.5, 6.4, 6.35136612021858)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:44.253152,"(1.6, 1.71, 1.7051470588235293)","(81.0, 190.0, 186.0)","(8.5, 10.5, 10.416981132075472)","(5.5, 7.6, 7.506521739130434)","(5.5, 6.4, 6.325056433408578)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:45.356889,"(1.6, 1.71, 1.7058091286307053)","(81.0, 190.0, 183.33333333333334)","(8.5, 10.5, 10.416981132075472)","(5.5, 7.6, 7.516666666666667)","(5.5, 6.4, 6.325056433408578)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:46.372107,"(1.6, 1.71, 1.7052908587257618)","(81.0, 190.0, 183.33333333333334)","(8.5, 10.5, 10.429961089494164)","(5.5, 7.6, 7.527835051546392)","(5.5, 6.4, 6.336453201970444)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:47.329013,"(1.6, 1.71, 1.7052908587257618)","(81.0, 190.0, 183.33333333333334)","(8.5, 10.5, 10.429961089494164)","(5.5, 7.6, 7.527835051546392)","(5.5, 6.4, 6.336453201970444)","(31.0, 55.0, 52.76315789473684)"
06-01-2023 13:17:48.466989,"(1.6, 1.71, 1.7052908587257618)","(81.0, 190.0, 183.33333333333334)","(8.5, 10.5, 10.436170212765957)","(5.5, 7.6, 7.591176470588235)","(5.5, 6.4, 6.374175824175825)","(31.0, 55.0, 52.875)"
06-01-2023 13:17:49.618923,"(1.6, 1.7, 1.696842105263158)","(81.0, 190.0, 183.33333333333334)","(8.5, 10.5, 10.436170212765957)","(5.5, 7.6, 7.591176470588235)","(5.5, 6.4, 6.348926014319809)","(31.0, 55.0, 52.875)"
06-01-2023 13:17:50.739026,"(1.6, 1.7, 1.6991723202170963)","(81.0, 190.0, 185.0)","(8.5, 10.5, 10.438566552901024)","(5.5, 7.6, 7.556923076923077)","(5.5, 6.4, 6.352444444444445)","(31.0, 55.0, 52.95180722891566)"
06-01-2023 13:17:51.937644,"(1.6, 1.71, 1.703632958801498)","(81.0, 190.0, 185.0)","(8.5, 10.5, 10.438566552901024)","(5.5, 7.6, 7.562913907284768)","(5.5, 6.4, 6.34442105263158)","(31.0, 55.0, 52.752808988764045)"
06-01-2023 13:17:53.093066,"(1.6, 1.71, 1.7035361216730038)","(81.0, 190.0, 185.0)","(8.5, 10.5, 10.366559485530546)","(5.5, 7.6, 7.5596899224806196)","(5.5, 6.4, 6.343829787234043)","(31.0, 55.0, 52.752808988764045)"
06-01-2023 13:17:54.293909,"(1.6, 1.71, 1.7035361216730038)","(81.0, 190.0, 185.0)","(8.5, 10.5, 10.366559485530546)","(5.5, 7.6, 7.559055118110236)","(5.5, 6.4, 6.3325490196078436)","(31.0, 55.0, 52.89473684210526)"
06-01-2023 13:17:55.540521,"(1.6, 1.71, 1.701969696969697)","(81.0, 190.0, 185.0)","(8.5, 10.5, 10.366559485530546)","(5.5, 7.6, 7.559055118110236)","(5.5, 6.4, 6.3350140056022415)","(31.0, 55.0, 52.89473684210526)"
06-01-2023 13:17:56.534148,"(1.55, 1.71, 1.7027111984282908)","(81.0, 190.0, 185.0)","(8.0, 10.5, 10.366559485530546)","(5.5, 7.6, 7.559055118110236)","(5.5, 6.4, 6.334277620396601)","(31.0, 55.0, 52.89473684210526)"
06-01-2023 13:17:57.780819,"(1.55, 1.71, 1.7044951140065145)","(81.0, 190.0, 185.0)","(8.0, 10.5, 10.608778625954198)","(5.5, 7.6, 7.559055118110236)","(5.5, 6.4, 6.344512195121951)","(31.0, 55.0, 52.89473684210526)"
06-01-2023 13:17:58.847998,"(1.55, 1.7, 1.6924044943820225)","(81.0, 190.0, 185.0)","(8.0, 11.0, 10.608778625954198)","(5.5, 7.6, 7.581818181818182)","(5.5, 6.4, 6.340236686390533)","(31.0, 55.0, 52.89473684210526)"
06-01-2023 13:17:59.780198,"(1.55, 1.7, 1.6929496402877697)","(81.0, 190.0, 186.0)","(8.0, 11.0, 10.640350877192983)","(5.5, 7.8, 7.581818181818182)","(5.5, 6.4, 6.340236686390533)","(31.0, 55.0, 52.93814432989691)"
06-01-2023 13:18:00.868788,"(1.55, 1.69, 1.684900542495479)","(81.0, 190.0, 186.0)","(8.0, 11.0, 10.66083916083916)","(5.5, 7.8, 7.6895999999999995)","(5.5, 6.4, 6.37444089456869)","(31.0, 55.0, 52.97979797979798)"
06-01-2023 13:18:01.986669,"(1.55, 1.69, 1.6853618421052632)","(81.0, 190.0, 186.0)","(8.0, 11.0, 10.671186440677966)","(5.5, 7.8, 7.6895999999999995)","(5.5, 6.4, 6.345989304812835)","(31.0, 55.0, 52.97979797979798)"
06-01-2023 13:18:03.061507,"(1.55, 1.69, 1.6853618421052632)","(81.0, 190.0, 186.0)","(8.0, 11.0, 10.721264367816092)","(5.5, 7.8, 7.69655172413793)","(5.5, 6.4, 6.345989304812835)","(31.0, 55.0, 52.97979797979798)"
06-01-2023 13:18:04.077841,"(1.55, 1.69, 1.6853618421052632)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.719827586206897)","(5.5, 7.8, 7.695652173913043)","(5.5, 6.4, 6.3452574525745264)","(31.0, 55.0, 52.97979797979798)"
06-01-2023 13:18:05.136447,"(1.55, 1.69, 1.6853618421052632)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.711538461538462)","(5.5, 7.8, 7.695652173913043)","(5.5, 6.4, 6.3452574525745264)","(31.0, 55.0, 52.97979797979798)"
06-01-2023 13:18:06.224176,"(1.55, 1.69, 1.6867684021543985)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.703647416413373)","(5.5, 7.8, 7.695652173913043)","(5.5, 6.4, 6.344505494505495)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:07.299479,"(1.55, 1.69, 1.6854515050167223)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.703647416413373)","(5.5, 7.8, 7.69873417721519)","(5.5, 6.4, 6.344505494505495)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:08.327942,"(1.55, 1.69, 1.6878378378378378)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.637577002053389)","(5.5, 7.8, 7.715068493150684)","(5.5, 6.4, 6.344505494505495)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:09.433369,"(1.55, 1.69, 1.6894736842105262)","(81.0, 200.0, 195.0)","(8.0, 11.0, 10.632291666666667)","(5.5, 7.8, 7.727906976744186)","(5.5, 6.4, 6.344505494505495)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:10.618847,"(1.55, 1.69, 1.6894623655913978)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.632291666666667)","(5.5, 7.8, 7.727906976744186)","(5.5, 6.4, 6.344505494505495)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:11.749616,"(1.55, 1.69, 1.6860077519379844)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.634819532908704)","(5.5, 7.8, 7.727906976744186)","(5.5, 6.4, 6.347169811320755)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:12.746771,"(1.55, 1.69, 1.6860077519379844)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.634819532908704)","(5.5, 7.8, 7.727906976744186)","(5.5, 6.4, 6.347169811320755)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:13.831017,"(1.55, 1.69, 1.6833749999999998)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.634819532908704)","(5.5, 7.8, 7.726190476190476)","(5.5, 6.4, 6.347169811320755)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:14.885104,"(1.55, 1.69, 1.6810169491525424)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.634819532908704)","(5.5, 7.8, 7.726190476190476)","(5.5, 6.4, 6.347169811320755)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:15.953660,"(1.55, 1.69, 1.6809787234042552)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.601851851851851)","(5.5, 7.8, 7.726190476190476)","(5.5, 6.4, 6.347169811320755)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:17.008423,"(1.55, 1.69, 1.6809787234042552)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.60048426150121)","(5.5, 7.8, 7.743243243243243)","(5.5, 6.4, 6.34653937947494)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:18.023272,"(1.55, 1.69, 1.6809787234042552)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.646680942184155)","(5.5, 7.8, 7.758823529411765)","(5.5, 6.4, 6.34653937947494)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:19.105956,"(1.55, 1.68, 1.6783082706766916)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.685858585858586)","(5.5, 7.8, 7.790588235294117)","(5.5, 6.4, 6.34653937947494)","(31.0, 55.0, 52.87234042553192)"
06-01-2023 13:18:20.153063,"(1.55, 1.68, 1.6796710526315788)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.685858585858586)","(5.5, 8.0, 7.811640211640212)","(5.5, 6.4, 6.347294117647059)","(31.0, 55.0, 52.916666666666664)"
06-01-2023 13:18:21.191893,"(1.55, 1.68, 1.6797894736842105)","(81.0, 200.0, 196.0)","(8.0, 11.0, 10.703862660944207)","(5.5, 8.0, 7.82020202020202)","(5.5, 6.4, 6.3485057471264374)","(31.0, 55.0, 52.93814432989691)"
06-01-2023 13:18:22.226459,"(1.55, 1.68, 1.6770569620253164)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.707627118644067)","(5.5, 8.0, 7.884967320261437)","(5.5, 6.4, 6.342268041237114)","(31.0, 55.0, 52.93814432989691)"
06-01-2023 13:18:23.271926,"(1.55, 1.68, 1.6798122065727699)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.685649202733485)","(5.5, 8.0, 7.884967320261437)","(5.5, 6.4, 6.342268041237114)","(31.0, 55.0, 52.93814432989691)"
06-01-2023 13:18:24.250315,"(1.55, 1.68, 1.6798122065727699)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.685649202733485)","(5.5, 8.0, 7.884967320261437)","(5.5, 6.4, 6.342268041237114)","(31.0, 55.0, 52.93814432989691)"
06-01-2023 13:18:25.232093,"(1.55, 1.69, 1.6782445759368836)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.685649202733485)","(5.5, 8.0, 7.884967320261437)","(5.5, 6.4, 6.342268041237114)","(31.0, 55.0, 52.76699029126213)"
06-01-2023 13:18:26.283869,"(1.55, 1.69, 1.678069498069498)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.685649202733485)","(5.5, 8.0, 7.884967320261437)","(5.5, 6.4, 6.342268041237114)","(31.0, 55.0, 52.76699029126213)"
06-01-2023 13:18:27.244363,"(1.55, 1.68, 1.6798122065727699)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.68953488372093)","(5.5, 8.0, 7.890683229813664)","(5.5, 6.4, 6.343718592964825)","(31.0, 55.0, 52.78846153846154)"
06-01-2023 13:18:28.251354,"(1.55, 1.68, 1.6798412698412697)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.67605633802817)","(5.5, 8.0, 7.890683229813664)","(5.5, 6.4, 6.343718592964825)","(31.0, 55.0, 52.78846153846154)"
06-01-2023 13:18:29.482533,"(1.55, 1.68, 1.6798380566801618)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.680555555555555)","(5.5, 8.0, 7.886451612903226)","(5.5, 6.4, 6.345232273838631)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:30.779995,"(1.55, 1.68, 1.6798606271777003)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.680555555555555)","(5.5, 8.0, 7.886451612903226)","(5.5, 6.4, 6.343859649122807)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:31.958209,"(1.55, 1.68, 1.6798606271777003)","(81.0, 220.0, 200.0)","(8.0, 11.0, 10.680555555555555)","(5.5, 8.0, 7.886451612903226)","(5.5, 6.4, 6.343859649122807)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:33.144294,"(1.55, 1.68, 1.6798606271777003)","(81.0, 220.0, 187.69230769230768)","(8.0, 11.0, 10.680555555555555)","(5.5, 8.0, 7.886451612903226)","(5.5, 6.4, 6.343859649122807)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:34.182635,"(1.55, 1.68, 1.6756024096385542)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.680555555555555)","(5.5, 8.0, 7.886451612903226)","(5.5, 6.4, 6.332011331444759)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:35.207835,"(1.55, 1.68, 1.6744334975369457)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.67605633802817)","(5.5, 8.0, 7.902439024390244)","(5.5, 6.4, 6.332386363636364)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:36.306518,"(1.55, 1.68, 1.6738251366120218)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.674528301886792)","(5.5, 8.0, 7.870967741935484)","(5.5, 6.4, 6.32597200622084)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:37.353932,"(1.55, 1.68, 1.6738251366120218)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.674528301886792)","(5.5, 8.0, 7.92)","(5.5, 6.4, 6.181605351170568)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:38.284893,"(1.55, 1.68, 1.67746192893401)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.678313253012048)","(5.5, 8.0, 7.92)","(5.5, 6.2, 6.277735849056604)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:39.277088,"(1.55, 1.68, 1.6737433155080212)","(81.0, 230.0, 187.69230769230768)","(8.0, 11.0, 10.678313253012048)","(5.5, 8.0, 7.911949685534591)","(5.5, 6.4, 6.285833333333334)","(31.0, 55.0, 52.8921568627451)"
06-01-2023 13:18:40.308118,"(1.55, 1.68, 1.6700847457627117)","(81.0, 230.0, 194.10256410256412)","(8.0, 11.0, 10.682266009852217)","(5.5, 8.0, 7.946496815286624)","(5.5, 6.4, 6.315083798882682)","(31.0, 55.0, 52.8921568627451)"
06-01-2023 13:18:41.307406,"(1.55, 1.68, 1.672795698924731)","(81.0, 230.0, 196.66666666666666)","(8.0, 11.0, 10.682266009852217)","(5.5, 8.0, 7.966666666666667)","(5.5, 6.4, 6.285833333333334)","(31.0, 55.0, 52.80952380952381)"
06-01-2023 13:18:42.300063,"(1.55, 1.67, 1.666102564102564)","(81.0, 230.0, 196.66666666666666)","(8.0, 11.0, 10.682266009852217)","(5.5, 8.0, 7.96969696969697)","(5.5, 6.4, 6.2904)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:43.433777,"(1.55, 1.68, 1.6740707964601769)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.0, 8.0, 7.96969696969697)","(5.5, 6.4, 6.2904)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:44.588135,"(1.55, 1.68, 1.6740707964601769)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.0, 8.0, 7.96969696969697)","(5.5, 6.4, 6.288163265306123)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:45.586190,"(1.55, 1.68, 1.6740707964601769)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.0, 8.0, 7.980645161290322)","(5.5, 6.4, 6.281203007518798)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:46.605956,"(1.55, 1.68, 1.6750370370370369)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.980645161290322)","(5.5, 6.4, 6.281203007518798)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:47.682689,"(1.55, 1.68, 1.6721176470588235)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.980645161290322)","(5.5, 6.4, 6.276014760147602)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:48.692884,"(1.55, 1.68, 1.6730208333333332)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.980645161290322)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 52.850467289719624)"
06-01-2023 13:18:49.759618,"(1.55, 1.68, 1.6730208333333332)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.980645161290322)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:50.831371,"(1.55, 1.68, 1.670558659217877)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.902127659574468)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:51.820351,"(1.55, 1.68, 1.670369003690037)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.671182266009852)","(6.5, 8.2, 7.902127659574468)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:52.867541,"(1.55, 1.68, 1.67042194092827)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.2, 7.902127659574468)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:53.932961,"(1.55, 1.68, 1.6704273504273504)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.2, 7.902127659574468)","(5.5, 6.4, 6.278700361010831)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:54.990641,"(1.55, 1.68, 1.6704901960784313)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.2, 7.943589743589744)","(5.5, 6.4, 6.304807692307692)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:55.920270,"(1.55, 1.68, 1.670377358490566)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.304807692307692)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:56.889206,"(1.55, 1.68, 1.670377358490566)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.304807692307692)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:58.014254,"(1.55, 1.68, 1.670377358490566)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.304807692307692)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:18:59.114010,"(1.55, 1.68, 1.670377358490566)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.302463054187192)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:19:00.228514,"(1.55, 1.68, 1.6723103448275862)","(91.0, 230.0, 191.3793103448276)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.302463054187192)","(31.0, 55.0, 53.42696629213483)"
06-01-2023 13:19:01.516289,"(1.55, 1.68, 1.6723103448275862)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:02.617426,"(1.55, 1.68, 1.6720357142857143)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:03.682782,"(1.55, 1.68, 1.6720357142857143)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:04.819332,"(1.55, 1.68, 1.6720357142857143)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:05.866596,"(1.55, 1.68, 1.6720357142857143)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.943589743589744)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:06.901120,"(1.55, 1.68, 1.6720357142857143)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.942608695652174)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:07.964140,"(1.55, 1.68, 1.6723451327433627)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.942608695652174)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:08.975711,"(1.55, 1.68, 1.6723451327433627)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.942608695652174)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
06-01-2023 13:19:10.010048,"(1.55, 1.68, 1.6722943722943722)","(91.0, 230.0, 196.66666666666666)","(8.5, 11.0, 10.675062972292192)","(6.5, 8.0, 7.942608695652174)","(5.5, 6.4, 6.306451612903226)","(31.0, 55.0, 54.0)"
