,Friar Away,Chiclett,Stylax,Vevinsky,Emerald Trader,Honorfic,Kerman Rock,Tell Nothin,Belafonte Boy,My Fair Balentine,Paigeys Turn,Patchwork
07-01-2023 19:20:12.423155,"(19.0, 28.0, 26.875)","(17.0, 20.0, 19.934782608695652)","(5.0, 6.8, 6.6441687344913145)","(6.5, 8.4, 8.378947368421052)","(5.0, 6.8, 6.698412698412699)","(16.0, 18.0, 17.833333333333332)","(5.0, 6.4, 6.220143884892087)","(10.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(31.0, 70.0, 62.5)","(13.0, 15.5, 15.306122448979592)","(7.5, 8.2, 8.115151515151515)"
07-01-2023 19:20:13.778075,"(19.0, 28.0, 26.875)","(17.0, 20.0, 19.934782608695652)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.431111111111111)","(5.0, 6.8, 6.693333333333333)","(16.0, 18.0, 17.833333333333332)","(5.0, 6.4, 6.226334519572954)","(10.0, 14.0, 13.625)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.306122448979592)","(7.5, 8.2, 8.115151515151515)"
07-01-2023 19:20:15.132451,"(19.0, 28.0, 26.875)","(17.0, 20.0, 19.934782608695652)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.431111111111111)","(5.0, 6.8, 6.693333333333333)","(16.0, 18.0, 17.833333333333332)","(5.0, 6.4, 6.226334519572954)","(10.0, 14.0, 13.571428571428571)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.306122448979592)","(7.5, 8.2, 8.08421052631579)"
07-01-2023 19:20:16.509452,"(19.0, 28.0, 26.875)","(17.0, 20.0, 19.934782608695652)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.442105263157895)","(5.0, 6.8, 6.689230769230769)","(16.0, 17.5, 17.38235294117647)","(5.0, 6.4, 6.219926199261993)","(10.0, 14.0, 13.571428571428571)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.306122448979592)","(7.5, 8.4, 8.292857142857143)"
07-01-2023 19:20:17.927233,"(19.0, 28.0, 26.875)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.442105263157895)","(5.0, 6.8, 6.689230769230769)","(16.0, 17.5, 17.38235294117647)","(5.0, 6.4, 6.219926199261993)","(10.0, 14.0, 13.482758620689655)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.388235294117646)"
07-01-2023 19:20:19.492239,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.45)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.333333333333332)","(5.0, 6.4, 6.219926199261993)","(10.0, 14.0, 13.424242424242424)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.394285714285713)"
07-01-2023 19:20:20.942866,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.45)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.333333333333332)","(5.0, 6.4, 6.219926199261993)","(10.0, 14.0, 13.424242424242424)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.394285714285713)"
07-01-2023 19:20:22.347393,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.45)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.236842105263158)","(5.0, 6.4, 6.328571428571429)","(10.0, 14.0, 13.424242424242424)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.394285714285713)"
07-01-2023 19:20:23.748619,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.651184834123223)","(6.5, 8.6, 8.441666666666666)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.083333333333332)","(5.0, 6.4, 6.328571428571429)","(10.0, 14.0, 13.58695652173913)","(61.0, 110.0, 105.0)","(31.0, 65.0, 61.666666666666664)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.394285714285713)"
07-01-2023 19:20:25.340537,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.9)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.083333333333332)","(5.0, 6.4, 6.328571428571429)","(10.0, 14.0, 13.58695652173913)","(61.0, 110.0, 105.0)","(31.0, 65.0, 65.0)","(13.0, 15.5, 15.212121212121213)","(7.5, 8.6, 8.394285714285713)"
07-01-2023 19:20:26.933679,"(19.0, 28.0, 26.7)","(17.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.0, 6.8, 6.661111111111111)","(16.0, 17.5, 17.083333333333332)","(5.0, 6.4, 6.328571428571429)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.212121212121213)","(7.0, 8.6, 8.394285714285713)"
07-01-2023 19:20:28.255448,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.661111111111111)","(16.0, 17.5, 17.083333333333332)","(5.0, 6.4, 6.328571428571429)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.212121212121213)","(7.0, 8.6, 8.394285714285713)"
07-01-2023 19:20:29.615069,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.661111111111111)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.288524590163934)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.212121212121213)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:30.994539,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.661111111111111)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.288524590163934)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.166666666666666)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:32.380197,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.661111111111111)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.288524590163934)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.166666666666666)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:33.744662,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.6305084745762715)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.358282208588958)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.166666666666666)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:35.239356,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.624561403508772)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.356962025316456)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.166666666666666)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:36.789494,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.624561403508772)","(16.0, 17.0, 16.8)","(5.0, 6.4, 6.356962025316456)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.166666666666666)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:38.231468,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.624561403508772)","(16.0, 17.0, 16.846153846153847)","(5.0, 6.4, 6.356962025316456)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.71864406779661)"
07-01-2023 19:20:39.786690,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.624561403508772)","(16.0, 17.0, 16.846153846153847)","(5.0, 6.4, 6.356962025316456)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.728358208955225)"
07-01-2023 19:20:41.158745,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.6)","(16.0, 17.0, 16.846153846153847)","(5.0, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:42.801259,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(16.0, 17.0, 17.142857142857142)","(5.0, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:44.344652,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.647682119205298)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(16.0, 17.5, 16.973684210526315)","(5.0, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:45.991888,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(15.0, 17.5, 16.973684210526315)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:47.480226,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(15.0, 17.5, 16.973684210526315)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:49.313784,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(15.0, 17.5, 16.891304347826086)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:50.847235,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(15.0, 17.5, 16.891304347826086)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.729411764705883)"
07-01-2023 19:20:52.730494,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.619718309859155)","(15.0, 17.5, 16.666666666666668)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 13.6)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.194444444444445)","(7.0, 8.8, 8.678260869565218)"
07-01-2023 19:20:54.529893,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.65625)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.55)","(15.0, 17.0, 16.666666666666668)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.0, 14.483333333333333)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.14)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:20:56.181546,"(20.0, 28.0, 26.7)","(16.0, 20.0, 19.65625)","(5.0, 6.8, 6.657731958762886)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.6, 6.551351351351351)","(15.0, 17.0, 16.782608695652172)","(5.5, 6.4, 6.357232704402516)","(11.0, 14.5, 14.884615384615385)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.09375)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:20:57.871185,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.65625)","(5.0, 6.8, 6.5)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.6, 6.663829787234042)","(15.0, 17.0, 16.782608695652172)","(5.5, 6.4, 6.357232704402516)","(11.0, 15.0, 14.78125)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.125)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:20:59.523775,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.5)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.663829787234042)","(15.0, 17.0, 16.782608695652172)","(5.5, 6.4, 6.357232704402516)","(11.0, 15.0, 14.875)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.125)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:21:01.226663,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.5)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.663829787234042)","(15.0, 17.0, 16.782608695652172)","(5.5, 6.4, 6.357232704402516)","(11.0, 15.0, 14.875)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.125)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:21:02.747059,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.486111111111111)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.663829787234042)","(15.0, 17.0, 16.72222222222222)","(5.5, 6.4, 6.357232704402516)","(11.0, 15.0, 14.875)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.125)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:21:04.345025,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.486111111111111)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.663829787234042)","(15.0, 17.0, 16.615384615384617)","(5.5, 6.4, 6.357232704402516)","(11.0, 15.0, 14.875)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 15.125)","(7.0, 8.8, 8.676470588235295)"
07-01-2023 19:21:05.936168,"(20.0, 27.0, 26.166666666666668)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.432717678100264)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.732631578947368)","(15.0, 17.0, 17.075757575757574)","(5.0, 6.4, 6.331843575418994)","(11.0, 15.0, 14.473958333333334)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 14.88888888888889)","(7.0, 8.8, 8.514285714285714)"
07-01-2023 19:21:07.593441,"(20.0, 27.0, 26.583333333333332)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.510714285714286)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.732631578947368)","(15.0, 17.5, 17.075757575757574)","(5.0, 6.4, 6.331843575418994)","(11.0, 14.5, 14.473958333333334)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.0, 14.73076923076923)","(7.0, 8.6, 8.514285714285714)"
07-01-2023 19:21:09.093897,"(20.0, 27.0, 26.583333333333332)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.510714285714286)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.732631578947368)","(15.0, 17.5, 17.075757575757574)","(5.0, 6.4, 6.331843575418994)","(11.0, 14.5, 14.473958333333334)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 14.73076923076923)","(7.0, 8.6, 8.514285714285714)"
07-01-2023 19:21:10.569591,"(20.0, 27.0, 26.583333333333332)","(16.0, 20.0, 19.708333333333332)","(5.0, 6.6, 6.510714285714286)","(6.5, 8.6, 8.441666666666666)","(5.5, 6.8, 6.732631578947368)","(15.0, 17.5, 17.075757575757574)","(5.0, 6.4, 6.341904761904762)","(11.0, 14.5, 14.473958333333334)","(61.0, 110.0, 105.0)","(41.0, 75.0, 65.0)","(13.0, 15.5, 14.73076923076923)","(7.0, 8.6, 8.514285714285714)"
