,Friar Away,Chiclett,Stylax,Vevinsky,Emerald Trader,Honorfic,Kerman Rock,Tell Nothin,Belafonte Boy,My Fair Balentine,Paigeys Turn,Patchwork
07-01-2023 19:28:45.521207,"(21.0, 24.0, 22.466666666666665)","(16.0, 19.0, 18.953703703703702)","(5.5, 6.4, 6.324031007751938)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.677777777777777)","(16.0, 19.0, 18.65714285714286)","(4.8, 5.2, 5.125217391304347)","(13.0, 17.5, 16.821428571428573)","(81.0, 140.0, 138.75)","(61.0, 85.0, 73.33333333333333)","(13.0, 15.5, 15.20754716981132)","(8.0, 9.2, 9.1)"
07-01-2023 19:28:47.160000,"(21.0, 23.0, 22.466666666666665)","(16.0, 19.0, 18.953703703703702)","(5.5, 6.4, 6.324031007751938)","(7.0, 8.6, 8.563636363636363)","(6.0, 8.0, 7.668571428571428)","(16.0, 19.0, 18.65714285714286)","(4.8, 5.2, 5.108450704225352)","(13.0, 17.5, 16.821428571428573)","(81.0, 140.0, 138.75)","(61.0, 85.0, 73.33333333333333)","(13.0, 15.5, 14.89922480620155)","(8.0, 9.2, 9.1)"
07-01-2023 19:28:48.739872,"(21.0, 23.0, 22.466666666666665)","(16.0, 19.0, 18.953703703703702)","(5.5, 6.4, 6.324031007751938)","(7.0, 8.6, 8.563636363636363)","(6.0, 8.0, 7.668571428571428)","(16.0, 19.0, 18.65714285714286)","(4.8, 5.2, 5.108450704225352)","(13.0, 17.5, 16.821428571428573)","(81.0, 140.0, 138.75)","(61.0, 85.0, 73.33333333333333)","(13.0, 15.0, 14.89922480620155)","(8.0, 9.2, 9.1)"
07-01-2023 19:28:50.341332,"(21.0, 24.0, 23.26923076923077)","(16.0, 19.0, 18.953703703703702)","(5.5, 6.4, 6.324031007751938)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.725)","(16.0, 19.0, 18.513513513513512)","(4.8, 5.2, 5.108450704225352)","(13.0, 18.0, 17.11764705882353)","(81.0, 140.0, 138.75)","(61.0, 85.0, 73.33333333333333)","(13.0, 15.0, 14.85)","(8.0, 9.2, 9.102564102564102)"
07-01-2023 19:28:52.539775,"(21.0, 24.0, 22.347826086956523)","(16.0, 19.0, 18.953703703703702)","(5.5, 6.4, 6.269868995633188)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.545454545454546)","(16.0, 19.0, 18.304545454545455)","(4.8, 5.2, 5.130769230769231)","(13.0, 18.0, 17.857142857142858)","(81.0, 140.0, 138.75)","(61.0, 85.0, 75.33333333333333)","(13.0, 15.0, 14.85)","(8.0, 9.2, 9.102564102564102)"
07-01-2023 19:28:54.350225,"(21.0, 24.0, 22.38095238095238)","(16.0, 19.0, 19.227272727272727)","(5.5, 6.4, 6.269868995633188)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.517391304347826)","(16.0, 18.5, 18.23758865248227)","(4.8, 5.2, 5.132911392405063)","(13.0, 18.5, 18.166666666666668)","(81.0, 140.0, 138.75)","(61.0, 90.0, 75.33333333333333)","(13.0, 15.0, 14.787878787878787)","(8.0, 9.2, 9.125)"
07-01-2023 19:28:56.271012,"(21.0, 24.0, 22.38095238095238)","(16.0, 19.5, 19.227272727272727)","(5.5, 6.4, 6.269868995633188)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.517391304347826)","(16.0, 18.5, 18.23758865248227)","(4.8, 5.2, 5.132911392405063)","(13.0, 18.5, 18.166666666666668)","(81.0, 140.0, 138.75)","(61.0, 90.0, 75.33333333333333)","(13.0, 15.0, 14.787878787878787)","(8.0, 9.2, 9.125)"
07-01-2023 19:28:58.238901,"(21.0, 24.0, 24.40740740740741)","(16.0, 19.5, 19.227272727272727)","(5.5, 6.4, 6.263926940639269)","(7.0, 8.6, 8.517391304347827)","(6.0, 7.8, 7.517391304347826)","(16.0, 18.5, 18.223333333333333)","(4.8, 5.2, 5.132911392405063)","(13.0, 18.5, 18.166666666666668)","(81.0, 140.0, 138.75)","(61.0, 90.0, 75.33333333333333)","(13.0, 15.0, 14.787878787878787)","(8.0, 9.2, 9.125)"
07-01-2023 19:29:00.197407,"(21.0, 25.0, 24.40740740740741)","(16.0, 19.5, 19.227272727272727)","(5.5, 6.4, 6.256038647342995)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.517391304347826)","(16.0, 18.5, 18.223333333333333)","(4.8, 5.2, 5.1231884057971016)","(13.0, 18.5, 17.9)","(81.0, 140.0, 138.75)","(51.0, 90.0, 79.0)","(13.0, 15.0, 14.781481481481482)","(7.5, 9.2, 9.077669902912621)"
07-01-2023 19:29:01.802078,"(21.0, 25.0, 25.1875)","(16.0, 19.5, 19.15909090909091)","(5.5, 6.4, 6.256038647342995)","(7.0, 8.6, 8.563636363636363)","(6.0, 7.8, 7.261818181818182)","(16.0, 18.5, 18.223333333333333)","(4.8, 5.2, 5.132051282051282)","(13.0, 18.5, 17.785714285714285)","(81.0, 140.0, 138.75)","(51.0, 90.0, 79.0)","(13.0, 15.0, 14.797945205479452)","(7.5, 9.2, 9.073170731707316)"
07-01-2023 19:29:03.271202,"(21.0, 26.0, 25.1875)","(16.0, 20.0, 19.15909090909091)","(5.5, 6.4, 6.256038647342995)","(7.0, 8.6, 8.574468085106382)","(6.0, 7.4, 7.257142857142857)","(16.0, 18.5, 18.223333333333333)","(4.8, 5.2, 5.132051282051282)","(13.0, 18.5, 17.785714285714285)","(81.0, 140.0, 138.75)","(51.0, 90.0, 79.0)","(13.0, 15.0, 14.797945205479452)","(7.5, 9.2, 9.073170731707316)"
07-01-2023 19:29:04.997053,"(21.0, 26.0, 25.25)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.4, 6.3185567010309285)","(7.0, 8.6, 8.585714285714285)","(6.0, 7.4, 7.335714285714286)","(16.0, 18.5, 18.232758620689655)","(4.8, 5.2, 5.107692307692307)","(13.0, 18.5, 17.225352112676056)","(81.0, 140.0, 138.57142857142858)","(51.0, 90.0, 79.0)","(13.0, 15.0, 14.727748691099476)","(7.5, 9.2, 9.061224489795919)"
07-01-2023 19:29:06.786855,"(21.0, 26.0, 25.764705882352942)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.4, 6.358441558441559)","(7.0, 8.6, 8.585714285714285)","(6.0, 7.4, 7.302702702702703)","(16.0, 18.5, 18.262962962962963)","(4.8, 5.2, 5.142168674698795)","(13.0, 18.0, 17.602941176470587)","(81.0, 140.0, 143.33333333333334)","(51.0, 90.0, 81.53846153846153)","(13.0, 15.0, 14.747159090909092)","(7.5, 9.2, 9.079289940828403)"
07-01-2023 19:29:08.472894,"(21.0, 26.0, 25.764705882352942)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.6, 6.358441558441559)","(7.0, 8.6, 8.582857142857142)","(6.0, 7.4, 7.302702702702703)","(16.0, 18.5, 18.262962962962963)","(4.8, 5.2, 5.142168674698795)","(13.0, 18.0, 17.602941176470587)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 81.53846153846153)","(13.0, 15.0, 14.747159090909092)","(7.5, 9.2, 9.079289940828403)"
07-01-2023 19:29:10.155433,"(21.0, 26.0, 25.764705882352942)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.6, 6.358441558441559)","(7.0, 8.6, 8.582857142857142)","(6.0, 7.4, 7.223)","(16.0, 18.5, 18.262962962962963)","(4.8, 5.2, 5.144585987261147)","(13.0, 18.0, 17.602941176470587)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 81.53846153846153)","(13.0, 15.0, 14.747159090909092)","(7.5, 9.2, 9.079289940828403)"
07-01-2023 19:29:12.117493,"(21.0, 26.0, 25.414634146341463)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.6, 6.483229813664597)","(7.0, 8.6, 8.582857142857142)","(6.0, 7.4, 7.222222222222222)","(16.0, 18.5, 18.262962962962963)","(4.8, 5.2, 5.142763157894737)","(13.0, 18.0, 17.602941176470587)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 81.53846153846153)","(13.0, 15.0, 14.752777777777778)","(7.5, 9.2, 9.079289940828403)"
07-01-2023 19:29:13.712785,"(21.0, 26.0, 25.414634146341463)","(16.0, 20.0, 19.321428571428573)","(5.5, 6.6, 6.487581699346405)","(7.0, 8.6, 8.582857142857142)","(6.0, 7.4, 7.222222222222222)","(16.0, 18.5, 18.248251748251747)","(4.8, 5.2, 5.145625)","(13.0, 18.0, 17.602941176470587)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 83.88888888888889)","(13.0, 15.0, 14.752777777777778)","(7.5, 9.2, 9.079289940828403)"
07-01-2023 19:29:15.446782,"(21.0, 25.0, 24.9375)","(16.0, 20.0, 19.35593220338983)","(5.5, 6.6, 6.493023255813953)","(7.0, 8.6, 8.582857142857142)","(6.0, 7.4, 7.222222222222222)","(16.0, 18.5, 18.248251748251747)","(4.8, 5.2, 5.147272727272727)","(13.0, 18.0, 17.602941176470587)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 83.88888888888889)","(13.0, 15.0, 14.775757575757575)","(7.5, 9.2, 8.946938775510205)"
07-01-2023 19:29:17.145240,"(21.0, 25.0, 24.9375)","(16.0, 20.0, 19.35593220338983)","(5.5, 6.6, 6.284403669724771)","(7.0, 8.6, 8.589873417721519)","(6.0, 7.4, 7.073366834170854)","(16.0, 18.5, 18.272151898734176)","(4.8, 5.2, 5.159345794392523)","(13.0, 18.0, 17.619718309859156)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.758389261744966)","(7.5, 9.0, 8.96078431372549)"
07-01-2023 19:29:18.982636,"(21.0, 26.0, 25.169811320754718)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.268936170212767)","(7.0, 8.6, 8.591044776119404)","(6.0, 7.2, 7.078538812785388)","(16.0, 18.5, 18.31954887218045)","(4.8, 5.2, 5.1686046511627906)","(13.0, 18.0, 17.649350649350648)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.755102040816327)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:20.744723,"(21.0, 26.0, 25.169811320754718)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.276811594202899)","(7.0, 8.6, 8.591044776119404)","(6.0, 7.2, 7.069607843137255)","(16.0, 18.5, 18.33783783783784)","(4.8, 5.2, 5.1686046511627906)","(13.0, 18.0, 17.649350649350648)","(81.0, 150.0, 143.33333333333334)","(51.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.755102040816327)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:22.514477,"(21.0, 26.0, 25.2)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.276811594202899)","(7.0, 8.6, 8.591044776119404)","(6.5, 7.2, 7.070873786407767)","(16.0, 18.5, 18.33783783783784)","(4.8, 5.2, 5.1686046511627906)","(14.0, 18.0, 17.649350649350648)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.755102040816327)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:24.003839,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.29139465875371)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 7.049214659685864)","(16.0, 18.5, 18.33783783783784)","(4.8, 5.2, 5.278947368421052)","(14.0, 18.0, 17.649350649350648)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 15.495633187772926)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:25.445829,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.276470588235294)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 7.076734693877551)","(16.0, 18.5, 18.33783783783784)","(4.8, 5.3, 5.269767441860465)","(14.0, 18.0, 17.649350649350648)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.5, 15.512195121951219)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:27.323593,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286486486486487)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 6.963829787234043)","(16.0, 18.5, 18.303030303030305)","(4.8, 5.3, 5.27887323943662)","(14.0, 18.0, 17.608695652173914)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.725239616613418)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:28.953689,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.591044776119404)","(6.5, 7.0, 7.182795698924731)","(16.0, 18.5, 18.303030303030305)","(4.8, 5.3, 5.267)","(14.0, 18.0, 17.644736842105264)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:30.468161,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.591044776119404)","(6.5, 7.2, 7.182795698924731)","(16.0, 18.5, 18.29940119760479)","(4.8, 5.3, 5.267)","(14.0, 18.0, 17.644736842105264)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.0475)"
07-01-2023 19:29:32.014654,"(21.0, 26.0, 25.176470588235293)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.591044776119404)","(6.5, 7.2, 7.182795698924731)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.273809523809524)","(14.0, 18.0, 17.644736842105264)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.049382716049383)"
07-01-2023 19:29:33.639453,"(21.0, 26.0, 25.125)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 7.182795698924731)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.2505434782608695)","(14.0, 18.0, 17.644736842105264)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.049382716049383)"
07-01-2023 19:29:35.207031,"(21.0, 26.0, 25.125)","(16.0, 20.0, 19.597826086956523)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 7.182795698924731)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.2505434782608695)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.103225806451613)"
07-01-2023 19:29:36.716754,"(21.0, 26.0, 25.132075471698112)","(16.0, 20.0, 19.333333333333332)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.2, 7.318584070796461)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.241290322580645)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.621495327102803)","(7.5, 9.2, 9.097435897435897)"
07-01-2023 19:29:38.296365,"(21.0, 26.0, 25.132075471698112)","(16.0, 19.5, 19.333333333333332)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.318584070796461)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.279955947136564)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.857894736842105)","(7.5, 9.2, 9.097435897435897)"
07-01-2023 19:29:39.680673,"(21.0, 25.0, 24.88888888888889)","(16.0, 19.5, 19.310344827586206)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.318584070796461)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.279955947136564)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 15.857894736842105)","(7.5, 9.2, 9.097435897435897)"
07-01-2023 19:29:41.022427,"(21.0, 25.0, 24.76923076923077)","(16.0, 19.5, 19.310344827586206)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.34025974025974)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.279955947136564)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 16.0, 14.877777777777778)","(7.5, 9.2, 9.103225806451613)"
07-01-2023 19:29:42.445573,"(21.0, 24.0, 23.710526315789473)","(16.0, 20.0, 19.145833333333332)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.388)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.278741865509761)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.877777777777778)","(7.5, 9.2, 9.302857142857142)"
07-01-2023 19:29:44.022804,"(21.0, 24.0, 23.72972972972973)","(16.0, 19.5, 19.152173913043477)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.3886792452830194)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.278741865509761)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.882022471910112)","(7.5, 9.4, 9.344827586206897)"
07-01-2023 19:29:45.730269,"(21.0, 24.0, 22.78787878787879)","(16.0, 19.5, 19.257575757575758)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.3886792452830194)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.2806706114398425)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.882022471910112)","(7.5, 9.4, 9.34)"
07-01-2023 19:29:48.559887,"(21.0, 23.0, 22.78787878787879)","(16.0, 19.5, 19.257575757575758)","(5.5, 6.4, 6.286404833836858)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.3886792452830194)","(16.0, 18.5, 18.285714285714285)","(4.8, 5.3, 5.280281690140845)","(14.0, 18.0, 17.659420289855074)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.882022471910112)","(7.5, 9.4, 9.34)"
07-01-2023 19:29:50.493382,"(21.0, 23.0, 23.5)","(16.0, 19.5, 18.912280701754387)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.591044776119404)","(6.5, 7.4, 7.398019801980198)","(16.0, 18.5, 18.31446540880503)","(4.8, 5.3, 5.1876033057851245)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.8)","(7.5, 9.6, 9.454545454545455)"
07-01-2023 19:29:52.676906,"(21.0, 24.0, 23.5)","(16.0, 19.0, 18.849206349206348)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.4, 7.484210526315789)","(16.0, 18.5, 18.31446540880503)","(4.8, 5.2, 5.175714285714286)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.909859154929578)","(7.5, 9.6, 9.45217391304348)"
07-01-2023 19:29:54.594404,"(21.0, 24.0, 23.468354430379748)","(16.0, 19.0, 18.849206349206348)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.6, 7.484210526315789)","(16.0, 18.5, 18.31446540880503)","(4.8, 5.2, 5.1778501628664495)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.909859154929578)","(7.5, 9.6, 9.45217391304348)"
07-01-2023 19:29:56.260517,"(21.0, 24.0, 23.38095238095238)","(16.0, 19.0, 18.849206349206348)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.6, 7.484210526315789)","(16.0, 18.5, 18.280898876404493)","(4.8, 5.2, 5.175157232704403)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.910112359550562)","(7.5, 9.6, 9.45217391304348)"
07-01-2023 19:29:57.746906,"(21.0, 24.0, 23.38095238095238)","(16.0, 19.0, 18.849206349206348)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.6, 7.484210526315789)","(16.0, 18.5, 18.280898876404493)","(4.8, 5.2, 5.175157232704403)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.910112359550562)","(7.5, 9.6, 9.45217391304348)"
07-01-2023 19:29:59.130362,"(21.0, 24.0, 23.38095238095238)","(16.0, 19.0, 18.988888888888887)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.6, 7.484210526315789)","(16.0, 18.5, 18.280898876404493)","(4.8, 5.2, 5.175157232704403)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.910112359550562)","(7.5, 9.4, 9.380645161290323)"
07-01-2023 19:30:00.571147,"(21.0, 24.0, 23.38095238095238)","(16.0, 19.0, 18.988888888888887)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.564102564102564)","(6.5, 7.6, 7.484210526315789)","(16.0, 18.5, 18.280898876404493)","(4.8, 5.2, 5.175157232704403)","(14.0, 18.5, 18.26923076923077)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.910112359550562)","(7.5, 9.4, 9.380645161290323)"
07-01-2023 19:30:02.282159,"(21.0, 24.0, 23.38095238095238)","(17.0, 19.0, 18.988888888888887)","(5.5, 6.4, 6.287730061349693)","(7.0, 8.6, 8.591044776119404)","(6.0, 7.6, 7.484210526315789)","(16.0, 18.5, 18.293413173652695)","(4.8, 5.2, 5.174760383386581)","(14.0, 18.5, 17.40909090909091)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 84.21052631578948)","(13.0, 15.0, 14.907514450867051)","(7.5, 9.4, 9.327272727272728)"
07-01-2023 19:30:03.875994,"(21.0, 23.0, 23.103448275862068)","(17.0, 19.5, 19.19607843137255)","(5.5, 6.4, 6.268888888888889)","(7.0, 8.6, 8.564102564102564)","(6.0, 7.6, 7.469565217391304)","(16.0, 18.5, 18.262032085561497)","(4.8, 5.2, 5.16)","(14.0, 18.0, 17.195402298850574)","(81.0, 150.0, 143.33333333333334)","(61.0, 90.0, 81.81818181818181)","(13.0, 15.0, 14.434903047091412)","(7.5, 9.4, 9.277777777777777)"
07-01-2023 19:30:05.318931,"(21.0, 24.0, 23.35483870967742)","(17.0, 20.0, 19.405797101449274)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.592592592592592)","(6.0, 7.6, 7.5019607843137255)","(16.0, 18.5, 18.275510204081634)","(4.8, 5.2, 5.169310344827586)","(14.0, 18.0, 17.136363636363637)","(81.0, 150.0, 143.33333333333334)","(61.0, 85.0, 81.3157894736842)","(13.0, 14.5, 14.416666666666666)","(7.5, 9.4, 9.316666666666666)"
07-01-2023 19:30:06.878438,"(21.0, 24.0, 23.647058823529413)","(17.0, 20.0, 19.388059701492537)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.592592592592592)","(6.0, 7.6, 7.5019607843137255)","(16.0, 18.5, 18.318897637795274)","(4.8, 5.2, 5.170774647887324)","(14.0, 18.0, 17.333333333333332)","(81.0, 150.0, 143.33333333333334)","(61.0, 85.0, 81.95652173913044)","(13.0, 14.5, 14.857664233576642)","(7.5, 9.4, 9.368253968253969)"
07-01-2023 19:30:08.299623,"(21.0, 24.0, 23.52173913043478)","(17.0, 20.0, 19.388059701492537)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.574736842105263)","(6.0, 7.6, 7.473949579831933)","(16.0, 18.5, 18.318897637795274)","(4.8, 5.2, 5.170774647887324)","(14.0, 17.5, 17.375)","(81.0, 150.0, 143.33333333333334)","(61.0, 85.0, 81.11111111111111)","(13.0, 15.0, 14.880149812734082)","(7.5, 9.4, 9.381308411214954)"
07-01-2023 19:30:09.953545,"(21.0, 24.0, 23.8)","(17.0, 20.0, 19.388059701492537)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.574736842105263)","(6.0, 7.6, 7.473949579831933)","(16.0, 18.5, 18.318897637795274)","(4.8, 5.2, 5.170774647887324)","(14.0, 17.5, 17.375)","(81.0, 150.0, 143.68421052631578)","(61.0, 85.0, 81.11111111111111)","(13.0, 15.0, 14.880149812734082)","(7.5, 9.4, 9.367241379310345)"
07-01-2023 19:30:11.527561,"(21.0, 25.0, 23.8)","(17.0, 20.0, 19.388059701492537)","(5.5, 6.4, 6.312840466926071)","(7.0, 8.6, 8.593023255813954)","(6.0, 7.6, 7.473949579831933)","(16.0, 18.5, 18.318897637795274)","(4.8, 5.2, 5.170774647887324)","(14.0, 17.5, 17.375)","(81.0, 150.0, 143.68421052631578)","(61.0, 85.0, 81.05263157894737)","(13.0, 14.0, 13.911242603550296)","(7.5, 9.4, 9.367241379310345)"
07-01-2023 19:30:13.141932,"(21.0, 25.0, 23.8)","(17.0, 20.0, 19.453333333333333)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.496511627906976)","(6.0, 7.6, 7.528846153846153)","(16.0, 18.5, 18.34070796460177)","(4.8, 5.2, 5.184140969162995)","(14.0, 17.5, 17.136363636363637)","(81.0, 150.0, 143.68421052631578)","(61.0, 85.0, 81.05263157894737)","(13.0, 14.0, 14.11111111111111)","(7.5, 9.4, 9.367241379310345)"
07-01-2023 19:30:14.687716,"(21.0, 24.0, 23.857142857142858)","(17.0, 20.0, 19.453333333333333)","(5.5, 6.4, 6.311811023622048)","(7.0, 8.6, 8.496511627906976)","(6.0, 7.6, 7.528846153846153)","(16.0, 18.5, 18.34070796460177)","(4.8, 5.2, 5.184140969162995)","(14.0, 18.0, 17.126436781609197)","(81.0, 150.0, 143.68421052631578)","(61.0, 85.0, 81.05263157894737)","(13.0, 14.5, 14.11111111111111)","(7.5, 9.4, 9.366071428571429)"
