,Zoutons,Jaazeb,Cork Harbour,Devils Rain,Huntley Lady,Lil Piper,Syncretism,Miss Miduki,Opal Beach,Isa Secret,Tea Rav
07-01-2023 16:29:15.057306,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 22.76923076923077)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.0928571428571425)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 160.0, 131.42857142857142)"
07-01-2023 16:29:16.510630,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 22.76923076923077)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.08)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 160.0, 131.42857142857142)"
07-01-2023 16:29:17.912061,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 22.76923076923077)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.08)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 160.0, 128.33333333333334)"
07-01-2023 16:29:19.224748,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 22.76923076923077)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:20.528315,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 22.76923076923077)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:21.820789,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:23.259513,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:24.585372,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:25.955557,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:27.206689,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:28.427164,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:29.745008,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:31.068368,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.138888888888889)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:32.320513,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.1333333333333333)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:33.574737,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.2, 3.125)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.723076923076922)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:34.927259,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.2, 3.125)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.723076923076922)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:36.202654,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.2, 3.1006493506493507)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:37.447312,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.1006493506493507)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:38.712699,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.1006493506493507)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:39.942020,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.15, 3.1006493506493507)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:41.280004,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0964285714285715)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:42.652335,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0964285714285715)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 140.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:44.114718,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 220.0, 116.66666666666666)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:45.429094,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.07719298245614)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:46.772399,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.07719298245614)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:29:48.118051,"(8.5, 13.0, 11.8)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0793650793650795)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777777)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:49.548300,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0793650793650795)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:50.994885,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0793650793650795)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.7, 4.688888888888889)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:52.440602,"(8.5, 13.0, 11.714285714285714)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0793650793650795)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.7, 4.763636363636364)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:53.841369,"(8.5, 13.0, 11.8)","(8.0, 9.4, 9.181818181818182)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0793650793650795)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.8, 4.84)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:55.139741,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.327272727272726)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.9, 4.84)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:56.474012,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.327272727272726)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 9.05)","(4.2, 4.9, 4.84)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:57.801408,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.133333333333333)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.272727272727273)","(6.0, 9.4, 8.777777777777779)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:29:59.113126,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.133333333333333)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.272727272727273)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:00.508342,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.133333333333333)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.272727272727273)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:01.787588,"(8.5, 13.0, 11.8)","(8.0, 9.6, 9.133333333333333)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.9, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:03.011536,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:04.307622,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:05.681811,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:07.059346,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:08.377653,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:09.670981,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.0723404255319147)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:10.961206,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:12.437568,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:13.823676,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.764705882352941)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:15.164528,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:16.485807,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:17.821895,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:19.199988,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 9.35)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:20.561921,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.6, 8.985714285714286)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:21.947626,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.985714285714286)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:23.370016,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.985714285714286)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
