,Lil Toughman,Fit But Fat,Eisele,Rey O Reyes,Rayo Negro,Johnny Swish,Salty J J,Henry Standingbear,Skip The Bull
16-12-2022 11:48:51.498092,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.181818181818183)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 31.142857142857142)"
16-12-2022 11:48:52.655784,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.85, 3.795)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 29.333333333333332)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.0)"
16-12-2022 11:48:53.843001,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.333333333333332)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:48:55.045634,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.333333333333332)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:48:56.235956,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.333333333333332)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:48:57.510071,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.333333333333332)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:48:58.723712,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.0)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:48:59.947788,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.0)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:49:01.325340,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.0)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.0)"
16-12-2022 11:49:02.685646,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.857142857142858)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:03.982203,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.857142857142858)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.22222222222222)"
16-12-2022 11:49:05.286312,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.857142857142858)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.4)"
16-12-2022 11:49:06.689332,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.857142857142858)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.4)"
16-12-2022 11:49:08.004906,"(17.0, 24.0, 22.25)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 28.857142857142858)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.4)"
16-12-2022 11:49:09.953195,"(17.0, 24.0, 22.25)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.0)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.4)"
16-12-2022 11:49:11.802013,"(17.0, 24.0, 22.25)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 34.0, 30.8)"
16-12-2022 11:49:13.332155,"(17.0, 24.0, 22.25)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:14.948417,"(17.0, 24.0, 22.25)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:16.341477,"(17.0, 24.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:17.512614,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.927941176470588)","(3.3, 3.9, 3.8175)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:18.952438,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:20.502586,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.384615384615387)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.1578947368421)"
16-12-2022 11:49:21.961805,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:23.321559,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:24.807528,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:26.211770,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:27.619839,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.885106382978723)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:28.957803,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:30.357751,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.2)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:31.819692,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.076923076923077)","(41.0, 280.0, 214.0)","(21.0, 34.0, 31.2)"
16-12-2022 11:49:33.304998,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:34.705331,"(17.0, 22.0, 21.142857142857142)","(4.4, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.3, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:36.174844,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:37.563222,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:39.049036,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:40.865603,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 32.76923076923077)"
16-12-2022 11:49:42.481479,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.142857142857142)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:43.992753,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:45.400089,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:47.126442,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:48.568186,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:49.969689,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.0)"
16-12-2022 11:49:51.444613,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 28.0)","(41.0, 280.0, 214.0)","(21.0, 34.0, 31.6)"
16-12-2022 11:49:52.872124,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7625)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 34.0, 33.23809523809524)"
16-12-2022 11:49:54.385496,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 34.0, 35.111111111111114)"
16-12-2022 11:49:56.336493,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 46.0, 35.111111111111114)"
16-12-2022 11:49:58.221676,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 27.5)","(41.0, 280.0, 214.0)","(21.0, 46.0, 35.111111111111114)"
16-12-2022 11:50:00.220901,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 28.0, 27.476190476190474)","(41.0, 280.0, 214.0)","(21.0, 46.0, 35.111111111111114)"
16-12-2022 11:50:02.024320,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 28.0, 24.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 46.0, 40.0)"
16-12-2022 11:50:03.760980,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 4.935714285714286)","(3.4, 3.9, 3.7624999999999997)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.088888888888889)","(19.0, 28.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.0)"
16-12-2022 11:50:05.353834,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.7384615384615385)","(4.0, 5.2, 5.063157894736842)","(3.4, 3.9, 3.756521739130435)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.088888888888889)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:06.832270,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.464285714285714)","(4.0, 5.2, 5.063157894736842)","(3.4, 3.9, 3.756521739130435)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.088888888888889)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:08.375970,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.464285714285714)","(4.0, 5.2, 5.063157894736842)","(3.4, 3.9, 3.756521739130435)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.088888888888889)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:09.999533,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.390140845070422)","(4.0, 5.2, 5.063157894736842)","(3.4, 3.9, 3.607317073170732)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.088888888888889)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:11.890582,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.434883720930233)","(4.0, 5.2, 5.110344827586207)","(3.4, 3.65, 3.488805970149254)","(16.0, 25.0, 22.5)","(4.0, 5.1, 4.983606557377049)","(19.0, 30.0, 29.5)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:13.484696,"(17.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.4625)","(4.0, 5.2, 5.152380952380953)","(3.4, 3.65, 3.4772727272727275)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.021621621621622)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:15.026273,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.4625)","(4.0, 5.2, 5.152380952380953)","(3.4, 3.6, 3.4772727272727275)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.021621621621622)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:16.611642,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.4625)","(4.0, 5.2, 5.154545454545454)","(3.4, 3.6, 3.5932432432432435)","(16.0, 25.0, 22.5)","(4.0, 5.2, 4.9969230769230775)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:18.191175,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.4625)","(4.0, 5.5, 5.1625)","(3.4, 3.6, 3.5583333333333336)","(16.0, 25.0, 22.5)","(4.0, 5.2, 4.9969230769230775)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:19.743981,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.7, 5.6)","(4.0, 5.5, 5.1625)","(3.4, 3.6, 3.5583333333333336)","(16.0, 25.0, 23.846153846153847)","(4.0, 5.2, 4.946153846153846)","(19.0, 30.0, 29.25)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:21.004956,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.6)","(4.0, 5.5, 5.1625)","(3.4, 3.6, 3.5583333333333336)","(16.0, 25.0, 24.0)","(4.0, 5.2, 5.086666666666666)","(19.0, 30.0, 29.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:22.287313,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.633333333333333)","(4.0, 5.5, 5.242857142857143)","(3.4, 3.6, 3.6333333333333333)","(16.0, 25.0, 24.0)","(4.0, 5.1, 5.086666666666666)","(19.0, 30.0, 29.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.8)"
16-12-2022 11:50:23.672189,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.706666666666667)","(4.0, 5.5, 5.225)","(3.4, 3.7, 3.626086956521739)","(16.0, 25.0, 24.0)","(4.0, 5.1, 5.086666666666666)","(19.0, 30.0, 29.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.75)"
16-12-2022 11:50:25.172888,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.8, 5.679591836734694)","(4.0, 5.5, 5.279999999999999)","(3.4, 3.75, 3.626086956521739)","(16.0, 25.0, 24.0)","(4.0, 5.1, 5.086666666666666)","(19.0, 30.0, 29.333333333333332)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.75)"
16-12-2022 11:50:26.521797,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.9, 5.776923076923077)","(4.0, 5.5, 5.206666666666666)","(3.4, 3.75, 3.6315789473684212)","(16.0, 25.0, 23.75)","(4.0, 5.1, 5.084615384615384)","(19.0, 30.0, 28.8)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.75)"
16-12-2022 11:50:27.881666,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.9, 5.677777777777778)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 23.75)","(4.0, 5.1, 5.084615384615384)","(19.0, 30.0, 28.8)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.75)"
16-12-2022 11:50:29.281768,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.9, 5.677777777777778)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 23.75)","(4.0, 5.1, 5.001538461538462)","(19.0, 30.0, 28.8)","(41.0, 280.0, 214.0)","(21.0, 44.0, 40.666666666666664)"
16-12-2022 11:50:30.774282,"(16.0, 22.0, 21.142857142857142)","(4.6, 5.9, 5.507142857142857)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6315789473684212)","(16.0, 25.0, 24.0625)","(4.0, 5.2, 5.001538461538462)","(19.0, 30.0, 26.666666666666668)","(41.0, 280.0, 214.0)","(21.0, 44.0, 38.0)"
16-12-2022 11:50:32.350261,"(16.0, 22.0, 21.142857142857142)","(4.6, 6.0, 5.527659574468085)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 24.0625)","(4.0, 5.2, 5.001538461538462)","(19.0, 30.0, 26.0)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.125)"
16-12-2022 11:50:33.751830,"(16.0, 22.0, 21.142857142857142)","(4.6, 6.0, 5.527659574468085)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.001538461538462)","(19.0, 27.0, 26.142857142857142)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.125)"
16-12-2022 11:50:35.102897,"(16.0, 22.0, 21.142857142857142)","(4.6, 6.0, 5.527659574468085)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.001538461538462)","(19.0, 27.0, 26.142857142857142)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.125)"
16-12-2022 11:50:36.509976,"(16.0, 22.0, 21.142857142857142)","(4.6, 6.0, 5.527659574468085)","(4.0, 5.5, 5.273972602739726)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.001538461538462)","(19.0, 27.0, 28.285714285714285)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.125)"
16-12-2022 11:50:37.868987,"(16.0, 22.0, 21.142857142857142)","(4.6, 6.0, 5.596363636363637)","(4.0, 5.5, 5.201754385964913)","(3.4, 3.75, 3.6413793103448278)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.001538461538462)","(19.0, 30.0, 28.285714285714285)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.125)"
16-12-2022 11:50:39.250812,"(16.0, 22.0, 18.571428571428573)","(4.6, 6.0, 5.527777777777778)","(4.0, 5.5, 5.297297297297297)","(3.4, 3.75, 3.61875)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.060975609756098)","(19.0, 30.0, 28.285714285714285)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:40.679615,"(16.0, 22.0, 18.571428571428573)","(4.6, 6.0, 5.895652173913043)","(4.0, 5.5, 5.379310344827586)","(3.4, 3.75, 3.5625)","(16.0, 25.0, 22.5)","(4.0, 5.2, 5.10625)","(19.0, 30.0, 28.285714285714285)","(41.0, 280.0, 214.0)","(21.0, 44.0, 42.285714285714285)"
